Identifier,BPA-1ug/L-B
ENSDARG00000028228,5
ENSDARG00000101339,0
ENSDARG00000002071,0
ENSDARG00000004460,0
ENSDARG00000100337,0
ENSDARG00000088329,0
ENSDARG00000056753,7
ENSDARG00000106491,0
ENSDARG00000078991,4
ENSDARG00000056757,0
ENSDARG00000102239,0
ENSDARG00000008238,1
ENSDARG00000038473,3
ENSDARG00000056829,0
ENSDARG00000083310,0
ENSDARG00000056801,0
ENSDARG00000090512,1
ENSDARG00000056794,0
ENSDARG00000112334,0
ENSDARG00000103594,5
ENSDARG00000074686,5
ENSDARG00000090337,2
ENSDARG00000056831,3
ENSDARG00000108063,0
ENSDARG00000091459,1
ENSDARG00000101995,0
ENSDARG00000101125,0
ENSDARG00000076127,0
ENSDARG00000104679,0
ENSDARG00000028201,2
ENSDARG00000078887,0
ENSDARG00000039535,0
ENSDARG00000057075,0
ENSDARG00000075269,0
ENSDARG00000117721,0
ENSDARG00000039534,1
ENSDARG00000057064,2
ENSDARG00000057054,0
ENSDARG00000033440,2
ENSDARG00000024278,11
ENSDARG00000091211,0
ENSDARG00000057006,0
ENSDARG00000013274,0
ENSDARG00000069970,0
ENSDARG00000011837,2
ENSDARG00000062330,3
ENSDARG00000026225,0
ENSDARG00000056978,2
ENSDARG00000110314,0
ENSDARG00000004782,7
ENSDARG00000069715,0
ENSDARG00000092850,0
ENSDARG00000084281,0
ENSDARG00000056598,0
ENSDARG00000114215,0
ENSDARG00000056616,0
ENSDARG00000113806,0
ENSDARG00000039579,13
ENSDARG00000079056,1
ENSDARG00000074036,0
ENSDARG00000075532,0
ENSDARG00000099020,0
ENSDARG00000108302,0
ENSDARG00000056640,5
ENSDARG00000062139,0
ENSDARG00000062164,0
ENSDARG00000094124,0
ENSDARG00000056651,1
ENSDARG00000100008,0
ENSDARG00000076755,2
ENSDARG00000010792,1
ENSDARG00000021201,0
ENSDARG00000039569,0
ENSDARG00000103595,0
ENSDARG00000104179,0
ENSDARG00000069733,1
ENSDARG00000003311,1
ENSDARG00000081583,0
ENSDARG00000039563,2
ENSDARG00000104963,0
ENSDARG00000019345,1
ENSDARG00000069752,13
ENSDARG00000111126,0
ENSDARG00000008480,1
ENSDARG00000017316,0
ENSDARG00000092473,0
ENSDARG00000009796,0
ENSDARG00000093131,0
ENSDARG00000062418,0
ENSDARG00000016427,0
ENSDARG00000013539,0
ENSDARG00000109818,0
ENSDARG00000076495,0
ENSDARG00000110961,0
ENSDARG00000057141,0
ENSDARG00000057148,2
ENSDARG00000077383,2
ENSDARG00000108997,0
ENSDARG00000074059,1
ENSDARG00000079840,1
ENSDARG00000057166,0
ENSDARG00000093577,0
ENSDARG00000018492,6
ENSDARG00000078918,1
ENSDARG00000057173,0
ENSDARG00000003146,0
ENSDARG00000013623,40
ENSDARG00000062489,1
ENSDARG00000110724,0
ENSDARG00000076703,1
ENSDARG00000062532,2
ENSDARG00000057273,0
ENSDARG00000057287,0
ENSDARG00000075230,0
ENSDARG00000012274,1
ENSDARG00000021404,0
ENSDARG00000057440,0
ENSDARG00000074759,0
ENSDARG00000113669,0
ENSDARG00000062593,2
ENSDARG00000074624,4
ENSDARG00000019742,0
ENSDARG00000075671,0
ENSDARG00000112942,0
ENSDARG00000022048,0
ENSDARG00000078254,0
ENSDARG00000069795,0
ENSDARG00000039605,5
ENSDARG00000108183,0
ENSDARG00000115204,0
ENSDARG00000057378,9
ENSDARG00000057374,0
ENSDARG00000076974,0
ENSDARG00000113419,0
ENSDARG00000117082,0
ENSDARG00000074597,0
ENSDARG00000117286,0
ENSDARG00000076815,14
ENSDARG00000039701,1
ENSDARG00000101432,0
ENSDARG00000039699,1
ENSDARG00000106606,0
ENSDARG00000077188,0
ENSDARG00000080727,0
ENSDARG00000094423,1
ENSDARG00000093646,0
ENSDARG00000113184,0
ENSDARG00000045089,5
ENSDARG00000099732,0
ENSDARG00000039937,0
ENSDARG00000092858,2
ENSDARG00000117817,0
ENSDARG00000098091,0
ENSDARG00000069374,0
ENSDARG00000055938,1
ENSDARG00000069382,0
ENSDARG00000038639,0
ENSDARG00000069386,2
ENSDARG00000056004,0
ENSDARG00000104084,1
ENSDARG00000056080,0
ENSDARG00000029100,0
ENSDARG00000030967,1
ENSDARG00000069397,3
ENSDARG00000086269,0
ENSDARG00000084398,0
ENSDARG00000076843,0
ENSDARG00000056206,7
ENSDARG00000109138,0
ENSDARG00000105395,0
ENSDARG00000116383,0
ENSDARG00000077293,1
ENSDARG00000056209,3
ENSDARG00000077948,0
ENSDARG00000022098,0
ENSDARG00000056322,9
ENSDARG00000019728,3
ENSDARG00000092065,0
ENSDARG00000076135,0
ENSDARG00000034423,9
ENSDARG00000093584,3
ENSDARG00000008816,6
ENSDARG00000038686,0
ENSDARG00000038687,0
ENSDARG00000078102,0
ENSDARG00000117614,0
ENSDARG00000113096,0
ENSDARG00000078759,0
ENSDARG00000016704,1
ENSDARG00000026359,0
ENSDARG00000039466,0
ENSDARG00000062019,0
ENSDARG00000039455,1
ENSDARG00000074509,0
ENSDARG00000039452,5
ENSDARG00000038703,0
ENSDARG00000077728,0
ENSDARG00000056549,2
ENSDARG00000077069,3
ENSDARG00000062053,3
ENSDARG00000078285,0
ENSDARG00000103435,2
ENSDARG00000093705,0
ENSDARG00000002219,0
ENSDARG00000069469,2
ENSDARG00000052721,1
ENSDARG00000039439,0
ENSDARG00000079473,0
ENSDARG00000055698,0
ENSDARG00000039435,2
ENSDARG00000109506,0
ENSDARG00000039434,0
ENSDARG00000016855,4
ENSDARG00000027172,1
ENSDARG00000117147,0
ENSDARG00000016412,0
ENSDARG00000004037,0
ENSDARG00000011042,0
ENSDARG00000003829,2
ENSDARG00000117053,0
ENSDARG00000003217,0
ENSDARG00000061591,2
ENSDARG00000055618,179
ENSDARG00000094362,0
ENSDARG00000040085,2
ENSDARG00000019144,0
ENSDARG00000094491,0
ENSDARG00000019709,0
ENSDARG00000007892,0
ENSDARG00000014994,2
ENSDARG00000034605,0
ENSDARG00000029663,6
ENSDARG00000039411,0
ENSDARG00000000551,0
ENSDARG00000055530,0
ENSDARG00000055525,0
ENSDARG00000001578,4
ENSDARG00000039422,0
ENSDARG00000039423,7
ENSDARG00000101436,0
ENSDARG00000094022,0
ENSDARG00000015674,2
ENSDARG00000000760,0
ENSDARG00000001452,1
ENSDARG00000022007,0
ENSDARG00000021991,1
ENSDARG00000001825,0
ENSDARG00000021974,0
ENSDARG00000079011,1
ENSDARG00000061525,2
ENSDARG00000105892,0
ENSDARG00000092650,0
ENSDARG00000111496,0
ENSDARG00000069529,2
ENSDARG00000061498,0
ENSDARG00000094665,0
ENSDARG00000055429,0
ENSDARG00000039429,10
ENSDARG00000029928,1
ENSDARG00000044968,0
ENSDARG00000011662,1
ENSDARG00000075265,0
ENSDARG00000022183,0
ENSDARG00000033285,10
ENSDARG00000015576,0
ENSDARG00000079602,0
ENSDARG00000077021,1
ENSDARG00000074179,0
ENSDARG00000039482,1
ENSDARG00000039483,2
ENSDARG00000094739,0
ENSDARG00000069552,0
ENSDARG00000022503,0
ENSDARG00000009525,0
ENSDARG00000039486,0
ENSDARG00000061437,0
ENSDARG00000112999,0
ENSDARG00000055314,3
ENSDARG00000061413,0
ENSDARG00000061400,0
ENSDARG00000055305,1
ENSDARG00000091212,0
ENSDARG00000031981,2
ENSDARG00000061375,7
ENSDARG00000016951,0
ENSDARG00000019845,1
ENSDARG00000055276,0
ENSDARG00000012141,4
ENSDARG00000061352,0
ENSDARG00000117727,0
ENSDARG00000093327,0
ENSDARG00000080449,0
ENSDARG00000007885,0
ENSDARG00000021547,0
ENSDARG00000039497,0
ENSDARG00000039499,3
ENSDARG00000006760,0
ENSDARG00000091897,0
ENSDARG00000074589,4
ENSDARG00000055190,0
ENSDARG00000039502,7
ENSDARG00000021572,0
ENSDARG00000022614,0
ENSDARG00000117341,0
ENSDARG00000103776,0
ENSDARG00000069954,0
ENSDARG00000074680,2
ENSDARG00000111807,0
ENSDARG00000021681,1
ENSDARG00000102040,0
ENSDARG00000083500,0
ENSDARG00000080952,0
ENSDARG00000061223,0
ENSDARG00000030733,3
ENSDARG00000031302,2
ENSDARG00000107059,0
ENSDARG00000039390,2
ENSDARG00000003965,0
ENSDARG00000093030,0
ENSDARG00000018321,0
ENSDARG00000092448,0
ENSDARG00000029894,0
ENSDARG00000003399,0
ENSDARG00000098152,0
ENSDARG00000033551,1
ENSDARG00000013245,0
ENSDARG00000033566,0
ENSDARG00000055070,1
ENSDARG00000061195,0
ENSDARG00000039399,0
ENSDARG00000011862,2
ENSDARG00000102544,0
ENSDARG00000069681,0
ENSDARG00000039400,0
ENSDARG00000095011,0
ENSDARG00000010137,2
ENSDARG00000080647,0
ENSDARG00000039406,0
ENSDARG00000024311,0
ENSDARG00000062790,3
ENSDARG00000098392,6
ENSDARG00000084475,0
ENSDARG00000033327,0
ENSDARG00000017128,0
ENSDARG00000061114,1
ENSDARG00000079249,0
ENSDARG00000069363,0
ENSDARG00000015854,2
ENSDARG00000006356,0
ENSDARG00000054890,8
ENSDARG00000019179,2
ENSDARG00000030626,0
ENSDARG00000004643,0
ENSDARG00000093614,0
ENSDARG00000061070,0
ENSDARG00000081997,0
ENSDARG00000117578,0
ENSDARG00000085022,0
ENSDARG00000028148,0
ENSDARG00000039365,1
ENSDARG00000031915,1
ENSDARG00000006911,0
ENSDARG00000030265,4
ENSDARG00000033967,0
ENSDARG00000039363,1
ENSDARG00000075393,9
ENSDARG00000074895,1
ENSDARG00000033320,0
ENSDARG00000030441,7
ENSDARG00000031819,13
ENSDARG00000039352,1
ENSDARG00000039349,0
ENSDARG00000039347,225
ENSDARG00000115414,0
ENSDARG00000074502,4
ENSDARG00000114209,0
ENSDARG00000007409,0
ENSDARG00000078026,4
ENSDARG00000110783,0
ENSDARG00000003380,0
ENSDARG00000012460,1
ENSDARG00000114574,0
ENSDARG00000114454,1
ENSDARG00000111840,0
ENSDARG00000069332,0
ENSDARG00000037116,16
ENSDARG00000080170,0
ENSDARG00000092411,0
ENSDARG00000075612,2
ENSDARG00000069329,0
ENSDARG00000010154,0
ENSDARG00000077009,1
ENSDARG00000078790,0
ENSDARG00000117566,0
ENSDARG00000117551,0
ENSDARG00000075225,0
ENSDARG00000112610,0
ENSDARG00000021255,0
ENSDARG00000095547,0
ENSDARG00000112690,0
ENSDARG00000031888,1
ENSDARG00000106245,0
ENSDARG00000075459,0
ENSDARG00000093728,0
ENSDARG00000095378,1
ENSDARG00000025017,0
ENSDARG00000060845,0
ENSDARG00000022410,6
ENSDARG00000007382,0
ENSDARG00000007808,0
ENSDARG00000074588,0
ENSDARG00000005423,6
ENSDARG00000013453,0
ENSDARG00000006497,27
ENSDARG00000054352,1
ENSDARG00000060785,1
ENSDARG00000003444,3
ENSDARG00000032155,0
ENSDARG00000108911,0
ENSDARG00000025187,0
ENSDARG00000039304,0
ENSDARG00000004695,1
ENSDARG00000002077,0
ENSDARG00000069278,0
ENSDARG00000054312,0
ENSDARG00000106504,0
ENSDARG00000018382,0
ENSDARG00000006181,1
ENSDARG00000089795,3
ENSDARG00000010934,0
ENSDARG00000017696,1
ENSDARG00000117720,0
ENSDARG00000117212,0
ENSDARG00000014091,0
ENSDARG00000109265,0
ENSDARG00000018153,0
ENSDARG00000039299,0
ENSDARG00000006891,0
ENSDARG00000069269,1
ENSDARG00000069265,1
ENSDARG00000077614,0
ENSDARG00000076903,0
ENSDARG00000012563,0
ENSDARG00000054253,0
ENSDARG00000100616,0
ENSDARG00000054251,1
ENSDARG00000017500,2
ENSDARG00000114765,0
ENSDARG00000078140,0
ENSDARG00000107234,0
ENSDARG00000027285,0
ENSDARG00000039266,0
ENSDARG00000039269,0
ENSDARG00000039270,0
ENSDARG00000018069,0
ENSDARG00000040131,0
ENSDARG00000060656,1
ENSDARG00000012789,0
ENSDARG00000095067,0
ENSDARG00000039273,2
ENSDARG00000078381,0
ENSDARG00000039279,0
ENSDARG00000008947,5
ENSDARG00000025549,1
ENSDARG00000002403,1
ENSDARG00000093597,0
ENSDARG00000093456,7
ENSDARG00000018956,0
ENSDARG00000011222,0
ENSDARG00000092483,0
ENSDARG00000053744,1
ENSDARG00000078333,2
ENSDARG00000076139,0
ENSDARG00000069199,0
ENSDARG00000017835,1
ENSDARG00000076440,1
ENSDARG00000067661,1
ENSDARG00000109055,0
ENSDARG00000014246,0
ENSDARG00000012972,15
ENSDARG00000013763,5
ENSDARG00000020442,1
ENSDARG00000116199,0
ENSDARG00000016656,2
ENSDARG00000077481,1
ENSDARG00000075561,0
ENSDARG00000069192,2
ENSDARG00000007795,13
ENSDARG00000104106,2
ENSDARG00000103298,0
ENSDARG00000104943,0
ENSDARG00000032601,1
ENSDARG00000076895,11
ENSDARG00000082587,0
ENSDARG00000080018,1
ENSDARG00000081518,0
ENSDARG00000085188,0
ENSDARG00000060580,0
ENSDARG00000092107,0
ENSDARG00000020541,2
ENSDARG00000030743,0
ENSDARG00000083060,0
ENSDARG00000083816,0
ENSDARG00000087517,0
ENSDARG00000095016,0
ENSDARG00000093145,0
ENSDARG00000013168,1
ENSDARG00000108942,0
ENSDARG00000039069,0
ENSDARG00000016139,0
ENSDARG00000092946,0
ENSDARG00000039067,0
ENSDARG00000010823,1
ENSDARG00000053386,0
ENSDARG00000101781,0
ENSDARG00000060410,0
ENSDARG00000087911,1
ENSDARG00000098526,0
ENSDARG00000086309,2
ENSDARG00000069044,0
ENSDARG00000104835,2
ENSDARG00000017254,1
ENSDARG00000005454,0
ENSDARG00000006003,0
ENSDARG00000030630,0
ENSDARG00000077845,0
ENSDARG00000106837,0
ENSDARG00000002509,0
ENSDARG00000079155,0
ENSDARG00000060340,0
ENSDARG00000039150,10
ENSDARG00000011819,1
ENSDARG00000034734,0
ENSDARG00000074363,0
ENSDARG00000013491,0
ENSDARG00000004931,0
ENSDARG00000039136,0
ENSDARG00000007219,6
ENSDARG00000107923,0
ENSDARG00000060320,1
ENSDARG00000078185,0
ENSDARG00000029818,10
ENSDARG00000116341,0
ENSDARG00000028321,1
ENSDARG00000077850,2
ENSDARG00000028327,5
ENSDARG00000103360,0
ENSDARG00000020311,2
ENSDARG00000039130,0
ENSDARG00000092896,0
ENSDARG00000092721,0
ENSDARG00000060506,0
ENSDARG00000060500,2
ENSDARG00000012072,1
ENSDARG00000017329,0
ENSDARG00000039125,1
ENSDARG00000060481,1
ENSDARG00000006196,0
ENSDARG00000060298,0
ENSDARG00000002197,4
ENSDARG00000039123,1
ENSDARG00000019487,1
ENSDARG00000002332,0
ENSDARG00000034181,0
ENSDARG00000053484,3
ENSDARG00000093940,0
ENSDARG00000113463,0
ENSDARG00000093000,0
ENSDARG00000092369,0
ENSDARG00000093025,0
ENSDARG00000095514,0
ENSDARG00000027472,0
ENSDARG00000069117,0
ENSDARG00000069118,2
ENSDARG00000077265,0
ENSDARG00000060534,0
ENSDARG00000092456,0
ENSDARG00000030761,0
ENSDARG00000003827,1
ENSDARG00000017489,1
ENSDARG00000074217,0
ENSDARG00000039243,0
ENSDARG00000078389,0
ENSDARG00000092725,1
ENSDARG00000074754,0
ENSDARG00000075151,0
ENSDARG00000092895,1
ENSDARG00000034768,1
ENSDARG00000106165,0
ENSDARG00000079519,0
ENSDARG00000106564,0
ENSDARG00000084127,0
ENSDARG00000092591,0
ENSDARG00000039234,0
ENSDARG00000091950,0
ENSDARG00000059832,3
ENSDARG00000104223,0
ENSDARG00000109601,0
ENSDARG00000096073,0
ENSDARG00000106025,0
ENSDARG00000076163,3
ENSDARG00000031483,5
ENSDARG00000059843,0
ENSDARG00000078741,1
ENSDARG00000083238,0
ENSDARG00000079055,1
ENSDARG00000092550,0
ENSDARG00000075970,0
ENSDARG00000059850,0
ENSDARG00000011724,0
ENSDARG00000074415,0
ENSDARG00000100403,0
ENSDARG00000039041,6
ENSDARG00000110134,0
ENSDARG00000105099,0
ENSDARG00000102517,0
ENSDARG00000025089,0
ENSDARG00000039082,0
ENSDARG00000014101,0
ENSDARG00000052994,1
ENSDARG00000104873,0
ENSDARG00000069327,0
ENSDARG00000039095,0
ENSDARG00000039093,8
ENSDARG00000078087,0
ENSDARG00000078163,0
ENSDARG00000026170,0
ENSDARG00000039064,5
ENSDARG00000002722,0
ENSDARG00000039062,2
ENSDARG00000092014,1
ENSDARG00000006350,0
ENSDARG00000020656,0
ENSDARG00000014103,0
ENSDARG00000101911,0
ENSDARG00000098257,0
ENSDARG00000106810,0
ENSDARG00000111706,0
ENSDARG00000109618,0
ENSDARG00000116909,0
ENSDARG00000076699,0
ENSDARG00000079516,2
ENSDARG00000077469,0
ENSDARG00000075143,0
ENSDARG00000068934,0
ENSDARG00000106898,0
ENSDARG00000078761,0
ENSDARG00000052783,3
ENSDARG00000052775,0
ENSDARG00000009160,2
ENSDARG00000075570,3
ENSDARG00000032552,0
ENSDARG00000060103,0
ENSDARG00000060089,1
ENSDARG00000093304,1
ENSDARG00000086114,0
ENSDARG00000068849,4
ENSDARG00000095276,0
ENSDARG00000025948,0
ENSDARG00000010400,2
ENSDARG00000068886,7
ENSDARG00000052702,1
ENSDARG00000091699,1
ENSDARG00000094454,0
ENSDARG00000109280,0
ENSDARG00000007561,0
ENSDARG00000102792,0
ENSDARG00000068784,0
ENSDARG00000101082,5
ENSDARG00000088157,0
ENSDARG00000103625,0
ENSDARG00000056986,1
ENSDARG00000060149,2
ENSDARG00000060168,0
ENSDARG00000027887,2
ENSDARG00000117415,0
ENSDARG00000098895,0
ENSDARG00000083654,0
ENSDARG00000102813,0
ENSDARG00000074376,0
ENSDARG00000114066,0
ENSDARG00000102188,0
ENSDARG00000052833,4
ENSDARG00000068983,0
ENSDARG00000068978,4
ENSDARG00000005010,0
ENSDARG00000093656,0
ENSDARG00000095283,1
ENSDARG00000095497,0
ENSDARG00000092327,0
ENSDARG00000079263,1
ENSDARG00000113496,0
ENSDARG00000016368,2
ENSDARG00000108349,0
ENSDARG00000074235,0
ENSDARG00000052856,37
ENSDARG00000052859,2
ENSDARG00000052826,1
ENSDARG00000103245,0
ENSDARG00000079524,0
ENSDARG00000004706,1
ENSDARG00000030440,4
ENSDARG00000033364,18
ENSDARG00000015757,4
ENSDARG00000002194,0
ENSDARG00000012741,0
ENSDARG00000039750,0
ENSDARG00000112419,5
ENSDARG00000069739,0
ENSDARG00000098440,0
ENSDARG00000117440,0
ENSDARG00000052610,0
ENSDARG00000052623,2
ENSDARG00000094135,0
ENSDARG00000039034,18
ENSDARG00000076019,0
ENSDARG00000052646,0
ENSDARG00000117795,0
ENSDARG00000106525,0
ENSDARG00000058115,5
ENSDARG00000108279,0
ENSDARG00000103813,0
ENSDARG00000104559,1
ENSDARG00000098286,0
ENSDARG00000101289,2
ENSDARG00000060005,0
ENSDARG00000039020,2
ENSDARG00000078247,1
ENSDARG00000075687,0
ENSDARG00000114943,0
ENSDARG00000116876,0
ENSDARG00000079144,0
ENSDARG00000020149,0
ENSDARG00000026081,0
ENSDARG00000074695,1
ENSDARG00000112581,0
ENSDARG00000089519,2
ENSDARG00000071168,0
ENSDARG00000090839,0
ENSDARG00000075165,0
ENSDARG00000032435,0
ENSDARG00000111058,0
ENSDARG00000107205,0
ENSDARG00000075331,2
ENSDARG00000074530,0
ENSDARG00000104433,0
ENSDARG00000103616,0
ENSDARG00000104541,2
ENSDARG00000102294,2
ENSDARG00000055574,0
ENSDARG00000099437,0
ENSDARG00000021853,1
ENSDARG00000100261,0
ENSDARG00000101069,0
ENSDARG00000114527,0
ENSDARG00000111443,0
ENSDARG00000021895,0
ENSDARG00000101850,0
ENSDARG00000115282,0
ENSDARG00000038996,0
ENSDARG00000004702,0
ENSDARG00000103163,1
ENSDARG00000117034,0
ENSDARG00000090656,0
ENSDARG00000023627,0
ENSDARG00000046133,0
ENSDARG00000111259,0
ENSDARG00000008575,0
ENSDARG00000068710,3
ENSDARG00000078448,0
ENSDARG00000052396,0
ENSDARG00000068729,2
ENSDARG00000026892,2
ENSDARG00000109262,0
ENSDARG00000021885,0
ENSDARG00000068064,2
ENSDARG00000086691,1
ENSDARG00000068738,6
ENSDARG00000059936,0
ENSDARG00000059917,0
ENSDARG00000117342,0
ENSDARG00000042722,0
ENSDARG00000094656,0
ENSDARG00000109912,0
ENSDARG00000099807,0
ENSDARG00000100483,0
ENSDARG00000099761,0
ENSDARG00000116483,0
ENSDARG00000117695,0
ENSDARG00000117471,0
ENSDARG00000104792,0
ENSDARG00000111967,0
ENSDARG00000098611,0
ENSDARG00000101663,0
ENSDARG00000110021,0
ENSDARG00000059891,0
ENSDARG00000117760,0
ENSDARG00000117598,0
ENSDARG00000117816,1
ENSDARG00000116405,0
ENSDARG00000021150,0
ENSDARG00000104735,1
ENSDARG00000101080,2
ENSDARG00000111701,0
ENSDARG00000108326,0
ENSDARG00000062568,9
ENSDARG00000102867,0
ENSDARG00000111743,0
ENSDARG00000103320,1
ENSDARG00000103983,0
ENSDARG00000102772,0
ENSDARG00000116511,0
ENSDARG00000100613,0
ENSDARG00000109481,0
ENSDARG00000109902,0
ENSDARG00000110066,0
ENSDARG00000114171,0
ENSDARG00000117319,0
ENSDARG00000110744,0
ENSDARG00000116118,0
ENSDARG00000035763,0
ENSDARG00000102111,0
ENSDARG00000098507,0
ENSDARG00000110269,0
ENSDARG00000021566,0
ENSDARG00000117001,0
ENSDARG00000104388,0
ENSDARG00000101180,0
ENSDARG00000100982,0
ENSDARG00000100879,0
ENSDARG00000101889,0
ENSDARG00000104217,0
ENSDARG00000091321,0
ENSDARG00000114022,0
ENSDARG00000037639,0
ENSDARG00000089505,0
ENSDARG00000037640,3
ENSDARG00000059150,0
ENSDARG00000117737,0
ENSDARG00000105285,3
ENSDARG00000045666,0
ENSDARG00000079065,0
ENSDARG00000103985,0
ENSDARG00000104869,0
ENSDARG00000103523,0
ENSDARG00000104348,0
ENSDARG00000104789,0
ENSDARG00000103290,0
ENSDARG00000099181,0
ENSDARG00000089055,1
ENSDARG00000099073,0
ENSDARG00000098774,0
ENSDARG00000043031,0
ENSDARG00000100649,0
ENSDARG00000076294,0
ENSDARG00000035009,0
ENSDARG00000091277,0
ENSDARG00000028824,2
ENSDARG00000099772,0
ENSDARG00000101575,0
ENSDARG00000021521,0
ENSDARG00000101625,0
ENSDARG00000101429,0
ENSDARG00000015404,4
ENSDARG00000104624,0
ENSDARG00000067701,4
ENSDARG00000003854,13
ENSDARG00000077606,0
ENSDARG00000087555,3
ENSDARG00000101385,0
ENSDARG00000098694,0
ENSDARG00000088247,0
ENSDARG00000071906,0
ENSDARG00000089368,1
ENSDARG00000071881,0
ENSDARG00000014139,6
ENSDARG00000089181,0
ENSDARG00000111653,0
ENSDARG00000067847,0
ENSDARG00000041215,1
ENSDARG00000016112,1
ENSDARG00000043627,0
ENSDARG00000104408,1
ENSDARG00000100482,1
ENSDARG00000108038,0
ENSDARG00000116994,0
ENSDARG00000101299,0
ENSDARG00000112944,0
ENSDARG00000114803,0
ENSDARG00000114649,0
ENSDARG00000107444,0
ENSDARG00000085336,0
ENSDARG00000079469,0
ENSDARG00000117765,0
ENSDARG00000098788,6
ENSDARG00000109361,0
ENSDARG00000101338,1
ENSDARG00000110089,0
ENSDARG00000115882,0
ENSDARG00000101318,6
ENSDARG00000104141,19
ENSDARG00000099783,0
ENSDARG00000104080,0
ENSDARG00000103906,0
ENSDARG00000091043,0
ENSDARG00000090348,0
ENSDARG00000102719,0
ENSDARG00000099468,0
ENSDARG00000088136,0
ENSDARG00000089874,0
ENSDARG00000071905,0
ENSDARG00000071904,0
ENSDARG00000037695,0
ENSDARG00000037691,0
ENSDARG00000089593,0
ENSDARG00000089297,0
ENSDARG00000099535,0
ENSDARG00000077023,0
ENSDARG00000100424,0
ENSDARG00000099487,0
ENSDARG00000101667,0
ENSDARG00000102095,0
ENSDARG00000098566,0
ENSDARG00000102198,0
ENSDARG00000061909,1
ENSDARG00000116538,0
ENSDARG00000103263,0
ENSDARG00000112315,0
ENSDARG00000086105,0
ENSDARG00000100037,0
ENSDARG00000088048,0
ENSDARG00000108739,0
ENSDARG00000104806,0
ENSDARG00000105210,1
ENSDARG00000074644,2
ENSDARG00000082165,0
ENSDARG00000076557,0
ENSDARG00000062397,0
ENSDARG00000009087,0
ENSDARG00000103572,0
ENSDARG00000062379,2
ENSDARG00000077823,0
ENSDARG00000100890,0
ENSDARG00000102986,0
ENSDARG00000100897,1
ENSDARG00000114554,3
ENSDARG00000117781,0
ENSDARG00000109310,2
ENSDARG00000098291,0
ENSDARG00000103019,0
ENSDARG00000104068,28
ENSDARG00000099143,2
ENSDARG00000117561,0
ENSDARG00000105109,2
ENSDARG00000038270,0
ENSDARG00000080037,0
ENSDARG00000040478,0
ENSDARG00000099545,1
ENSDARG00000040469,0
ENSDARG00000040465,1
ENSDARG00000110894,0
ENSDARG00000055045,0
ENSDARG00000098746,1
ENSDARG00000101847,0
ENSDARG00000088924,1
ENSDARG00000040463,0
ENSDARG00000089009,0
ENSDARG00000024443,3
ENSDARG00000029088,0
ENSDARG00000082506,0
ENSDARG00000113737,0
ENSDARG00000013389,2
ENSDARG00000117433,0
ENSDARG00000031496,1
ENSDARG00000117567,0
ENSDARG00000109337,5
ENSDARG00000117714,0
ENSDARG00000025131,1
ENSDARG00000001249,0
ENSDARG00000111112,0
ENSDARG00000037677,0
ENSDARG00000100368,0
ENSDARG00000037675,1
ENSDARG00000011273,0
ENSDARG00000098744,0
ENSDARG00000078518,0
ENSDARG00000099407,0
ENSDARG00000092609,1
ENSDARG00000002344,49
ENSDARG00000076306,0
ENSDARG00000067507,0
ENSDARG00000108314,0
ENSDARG00000103569,0
ENSDARG00000025912,1
ENSDARG00000053488,0
ENSDARG00000081843,0
ENSDARG00000099852,0
ENSDARG00000079382,1
ENSDARG00000002538,1
ENSDARG00000094204,0
ENSDARG00000071304,0
ENSDARG00000090982,7
ENSDARG00000079009,4
ENSDARG00000104079,0
ENSDARG00000020387,0
ENSDARG00000105183,0
ENSDARG00000038360,1
ENSDARG00000067545,1
ENSDARG00000092493,2
ENSDARG00000095339,0
ENSDARG00000100249,0
ENSDARG00000089372,3
ENSDARG00000041619,304
ENSDARG00000041617,0
ENSDARG00000007960,13
ENSDARG00000041607,6
ENSDARG00000040881,0
ENSDARG00000078685,0
ENSDARG00000075121,0
ENSDARG00000100596,6
ENSDARG00000037628,1
ENSDARG00000063095,9
ENSDARG00000078572,4
ENSDARG00000099304,0
ENSDARG00000004726,3
ENSDARG00000108776,0
ENSDARG00000003693,7
ENSDARG00000022813,0
ENSDARG00000087704,0
ENSDARG00000117365,0
ENSDARG00000025071,1
ENSDARG00000104472,0
ENSDARG00000091058,0
ENSDARG00000025106,3
ENSDARG00000043484,14
ENSDARG00000073845,2
ENSDARG00000075735,5
ENSDARG00000029443,3
ENSDARG00000063036,1
ENSDARG00000099614,2
ENSDARG00000086585,1
ENSDARG00000089094,0
ENSDARG00000016280,4
ENSDARG00000016336,0
ENSDARG00000024090,5
ENSDARG00000090997,0
ENSDARG00000025033,1
ENSDARG00000037603,0
ENSDARG00000090986,0
ENSDARG00000103286,0
ENSDARG00000071880,0
ENSDARG00000058386,0
ENSDARG00000071879,0
ENSDARG00000071878,0
ENSDARG00000099269,3
ENSDARG00000101507,0
ENSDARG00000086017,0
ENSDARG00000037574,0
ENSDARG00000058579,0
ENSDARG00000030775,1
ENSDARG00000052609,0
ENSDARG00000037570,1
ENSDARG00000074854,0
ENSDARG00000078624,4
ENSDARG00000115518,0
ENSDARG00000037558,0
ENSDARG00000028740,0
ENSDARG00000062830,0
ENSDARG00000091748,0
ENSDARG00000058302,3
ENSDARG00000087636,20
ENSDARG00000029890,0
ENSDARG00000071876,0
ENSDARG00000037556,0
ENSDARG00000114748,0
