Signaling Pathway Analyses
Organism Code: dre
Signaling Pathway File Creation Date: 10/06/22
Pathway DB Name: REACTOME
Deduplicate Gene Sets: false
Data Source: Decanol_DESeq_normData
Work Source: Decanol_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 06/26/2023 14:41.53
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 371
Total Run Time: 18 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-212165	Epigenetic regulation of gene expression	46	61	2	2	2	1	1	1	2	1	1	63	60	4778	0.81107	0.55364	0.55364	1.64	334003	pho	ENSDARG00000035133		0.0261539	0.0261539	0.0261539		0.0261539		0.0171275	0.0171275	0.0171275		0.0171275		0.0399374	0.0399374	0.0399374		0.039937400000000005										0.0261539	0.0171275	0.0399374	0	1	0															1	334003	ENSDARG00000035133	0.0261539	0.0261539		0.0171275	0.0171275		0.0399374	0.0399374		0.0261539	0.0171275	0.0399374	0						Poly 2,1(1)	1.5274639129638672	1.5274639129638672	1.5274639129638672	1.5274639129638672	0.0	1.5274639129638672	0.0261539	0.0261539	0.0171275	0.0171275	0.0399374	0.0399374	DOWN	0.0	1.0	0.0	
R-DRE-5250913	Positive epigenetic regulation of rRNA expression	34	49	2	2	2	1	1	1	2	1	1	63	48	4790	0.8663	0.47646	0.47646	2.04	334003	pho	ENSDARG00000035133		0.0261539	0.0261539	0.0261539		0.0261539		0.0171275	0.0171275	0.0171275		0.0171275		0.0399374	0.0399374	0.0399374		0.039937400000000005										0.0261539	0.0171275	0.0399374	0	1	0															1	334003	ENSDARG00000035133	0.0261539	0.0261539		0.0171275	0.0171275		0.0399374	0.0399374		0.0261539	0.0171275	0.0399374	0						Poly 2,1(1)	1.5274639129638672	1.5274639129638672	1.5274639129638672	1.5274639129638672	0.0	1.5274639129638672	0.0261539	0.0261539	0.0171275	0.0171275	0.0399374	0.0399374	DOWN	0.0	1.0	0.0	
R-DRE-5250924	B-WICH complex positively regulates rRNA expression	34	49	2	2	2	1	1	1	2	1	1	63	48	4790	0.8663	0.47646	0.47646	2.04	334003	pho	ENSDARG00000035133		0.0261539	0.0261539	0.0261539		0.0261539		0.0171275	0.0171275	0.0171275		0.0171275		0.0399374	0.0399374	0.0399374		0.039937400000000005										0.0261539	0.0171275	0.0399374	0	1	0															1	334003	ENSDARG00000035133	0.0261539	0.0261539		0.0171275	0.0171275		0.0399374	0.0399374		0.0261539	0.0171275	0.0399374	0						Poly 2,1(1)	1.5274639129638672	1.5274639129638672	1.5274639129638672	1.5274639129638672	0.0	1.5274639129638672	0.0261539	0.0261539	0.0171275	0.0171275	0.0399374	0.0399374	DOWN	0.0	1.0	0.0	
R-DRE-73772	RNA Polymerase I Promoter Escape	36	51	2	2	2	1	1	1	2	1	1	63	50	4788	0.85736	0.49018	0.49018	1.96	334003	pho	ENSDARG00000035133		0.0261539	0.0261539	0.0261539		0.0261539		0.0171275	0.0171275	0.0171275		0.0171275		0.0399374	0.0399374	0.0399374		0.039937400000000005										0.0261539	0.0171275	0.0399374	0	1	0															1	334003	ENSDARG00000035133	0.0261539	0.0261539		0.0171275	0.0171275		0.0399374	0.0399374		0.0261539	0.0171275	0.0399374	0						Poly 2,1(1)	1.5274639129638672	1.5274639129638672	1.5274639129638672	1.5274639129638672	0.0	1.5274639129638672	0.0261539	0.0261539	0.0171275	0.0171275	0.0399374	0.0399374	DOWN	0.0	1.0	0.0	
R-DRE-73854	RNA Polymerase I Promoter Clearance	45	60	2	2	2	1	1	1	2	1	1	63	59	4779	0.8158	0.54766	0.54766	1.67	334003	pho	ENSDARG00000035133		0.0261539	0.0261539	0.0261539		0.0261539		0.0171275	0.0171275	0.0171275		0.0171275		0.0399374	0.0399374	0.0399374		0.039937400000000005										0.0261539	0.0171275	0.0399374	0	1	0															1	334003	ENSDARG00000035133	0.0261539	0.0261539		0.0171275	0.0171275		0.0399374	0.0399374		0.0261539	0.0171275	0.0399374	0						Poly 2,1(1)	1.5274639129638672	1.5274639129638672	1.5274639129638672	1.5274639129638672	0.0	1.5274639129638672	0.0261539	0.0261539	0.0171275	0.0171275	0.0399374	0.0399374	DOWN	0.0	1.0	0.0	
R-DRE-73864	RNA Polymerase I Transcription	46	61	2	2	2	1	1	1	2	1	1	63	60	4778	0.81107	0.55364	0.55364	1.64	334003	pho	ENSDARG00000035133		0.0261539	0.0261539	0.0261539		0.0261539		0.0171275	0.0171275	0.0171275		0.0171275		0.0399374	0.0399374	0.0399374		0.039937400000000005										0.0261539	0.0171275	0.0399374	0	1	0															1	334003	ENSDARG00000035133	0.0261539	0.0261539		0.0171275	0.0171275		0.0399374	0.0399374		0.0261539	0.0171275	0.0399374	0						Poly 2,1(1)	1.5274639129638672	1.5274639129638672	1.5274639129638672	1.5274639129638672	0.0	1.5274639129638672	0.0261539	0.0261539	0.0171275	0.0171275	0.0399374	0.0399374	DOWN	0.0	1.0	0.0	
R-DRE-189200	Cellular hexose transport	8	8	1	1	1	1	1	1	1	1	1	63	7	4831	0.99553	0.099865	0.099865	12.5	100334818	lo018422.1	ENSDARG00000001937		0.284607	0.284607	0.284607		0.284607		0.189336	0.189336	0.189336		0.189336		0.427816	0.427816	0.427816		0.427816		0.0	0.284607	0.0	0.284607	0.189336	0.189336	0.427816	0.427816	0.284607	0.189336	0.427816	1	0	1	100334818	ENSDARG00000001937	0.284607	0.284607		0.189336	0.189336		0.427816	0.427816		0.284607	0.189336	0.427816	0															0						Linear,1(1)	1.6024582386016846	1.6024582386016846	1.6024582386016846	1.6024582386016846	0.0	1.6024582386016846	0.284607	0.284607	0.189336	0.189336	0.427816	0.427816	UP	1.0	0.0	0.0	
R-DRE-429947	Deadenylation of mRNA	17	17	1	1	0	1	1	1	1	0	0	64	17	4821	0.79949	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-6804115	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	14	14	2	2	1	1	1	1	2	0	0	64	14	4824	0.83174	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9609523	Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	12	12	1	1	0	1	1	1	1	0	0	64	12	4826	0.85395	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-381753	Olfactory Signaling Pathway	6	21	1	1	1	1	1	1	1	1	1	63	20	4818	0.96996	0.2416	0.2416	4.76	100148220	or109-11	ENSDARG00000105708		0.0488586	0.0488586	0.0488586		0.0488586		0.0253953	0.0253953	0.0253953		0.0253953		0.094	0.094	0.094		0.094										0.0488586	0.0253953	0.094	1	0	1	100148220	ENSDARG00000105708	0.0488586	0.0488586		0.0253953	0.0253953		0.094	0.094		0.0488586	0.0253953	0.094	0															0						Poly 2,1(1)	2.341679573059082	2.341679573059082	2.341679573059082	2.341679573059082	0.0	2.341679573059082	0.0488586	0.0488586	0.0253953	0.0253953	0.094	0.094	UP	1.0	0.0	0.0	
R-DRE-70171	Glycolysis	22	22	2	2	2	2	2	2	2	2	2	62	20	4818	0.99726	0.032775	0.032775	9.09	554477;386663	pfkfb3;pfkfb4b	ENSDARG00000001953;ENSDARG00000029075		0.03145775	0.03145775	0.0300614	0.0019747371078196346	0.030894575218184863	0.0018070016533625435	0.0195965	0.0195965	0.018992	8.548920984545384E-4	0.019352693536285853	7.822770075250247E-4	0.05050755	0.05050755	0.0475824	0.004136786801975558	0.04932778080672715	0.0037854054401356614	0.5	0.03145775			0.0195965		0.05050755		0.0300614;0.0328541	0.018992;0.020201	0.0475824;0.0534327	0	2	0															2	554477;386663	ENSDARG00000001953;ENSDARG00000029075	0.03145775	0.03145775	0.0019747371078196346	0.0195965	0.0195965	8.548920984545384E-4	0.05050755	0.05050755	0.004136786801975558	0.0300614;0.0328541	0.018992;0.020201	0.0475824;0.0534327	0						Poly 2,2(1)	1.6736758556178528	3.347903609275818	1.643558144569397	1.704345464706421	0.04298312627904719	1.673951804637909	0.028720904000000002	0.034194596	0.018411679999999996	0.020781320000000002	0.044774256	0.056240844	DOWN	0.0	1.0	0.0	
R-DRE-70326	Glucose metabolism	34	34	2	2	2	2	2	2	2	2	2	62	32	4806	0.99048	0.07208	0.07208	5.88	554477;386663	pfkfb3;pfkfb4b	ENSDARG00000001953;ENSDARG00000029075		0.03145775	0.03145775	0.0300614	0.0019747371078196346	0.030894575218184863	0.0018070016533625435	0.0195965	0.0195965	0.018992	8.548920984545384E-4	0.019352693536285853	7.822770075250247E-4	0.05050755	0.05050755	0.0475824	0.004136786801975558	0.04932778080672715	0.0037854054401356614	0.5	0.03145775			0.0195965		0.05050755		0.0300614;0.0328541	0.018992;0.020201	0.0475824;0.0534327	0	2	0															2	554477;386663	ENSDARG00000001953;ENSDARG00000029075	0.03145775	0.03145775	0.0019747371078196346	0.0195965	0.0195965	8.548920984545384E-4	0.05050755	0.05050755	0.004136786801975558	0.0300614;0.0328541	0.018992;0.020201	0.0475824;0.0534327	0						Poly 2,2(1)	1.6736758556178528	3.347903609275818	1.643558144569397	1.704345464706421	0.04298312627904719	1.673951804637909	0.028720904000000002	0.034194596	0.018411679999999996	0.020781320000000002	0.044774256	0.056240844	DOWN	0.0	1.0	0.0	
R-DRE-2995410	Nuclear Envelope (NE) Reassembly	35	35	1	1	0	1	1	1	1	0	0	64	35	4803	0.63029	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9615933	Postmitotic nuclear pore complex (NPC) reformation	15	15	1	1	0	1	1	1	1	0	0	64	15	4823	0.82085	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-912694	Regulation of IFNA/IFNB signaling	5	6	1	1	1	1	1	1	1	1	1	63	5	4833	0.99757	0.07586	0.07586	16.67	678605	crfb12	ENSDARG00000052413		0.369253	0.369253	0.369253		0.36925300000000005		0.229035	0.229035	0.229035		0.229035		0.595315	0.595315	0.595315		0.595315		0.0	0.369253	0.0	0.369253	0.229035	0.229035	0.595315	0.595315	0.369253	0.229035	0.595315	1	0	1	678605	ENSDARG00000052413	0.369253	0.369253		0.229035	0.229035		0.595315	0.595315		0.369253	0.229035	0.595315	0															0						Linear,1(1)	1.7097705602645874	1.7097705602645874	1.7097705602645874	1.7097705602645874	0.0	1.7097705602645874	0.369253	0.369253	0.229035	0.229035	0.595315	0.595315	UP	1.0	0.0	0.0	
R-DRE-157118	Signaling by NOTCH	5	5	1	1	0	1	1	1	1	0	0	64	5	4833	0.93638	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-1482788	Acyl chain remodelling of PC	14	15	1	1	0	1	1	1	1	0	0	64	15	4823	0.82085	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-1482839	Acyl chain remodelling of PE	13	15	2	1	0	2	2	1	2	0	0	64	15	4823	0.82085	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-1482925	Acyl chain remodelling of PG	8	8	1	1	0	1	1	1	1	0	0	64	8	4830	0.90013	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-381119	Unfolded Protein Response (UPR)	6	6	1	1	1	1	1	1	1	1	1	63	5	4833	0.99757	0.07586	0.07586	16.67	559564	eif2ak3	ENSDARG00000062139		0.0454538	0.0454538	0.0454538		0.0454538		0.0244293	0.0244293	0.0244293		0.0244293		0.0845726	0.0845726	0.0845726		0.0845726		0.0	0.0454538	0.0	0.0454538	0.0244293	0.0244293	0.0845726	0.0845726	0.0454538	0.0244293	0.0845726	1	0	1	559564	ENSDARG00000062139	0.0454538	0.0454538		0.0244293	0.0244293		0.0845726	0.0845726		0.0454538	0.0244293	0.0845726	0															0						Poly 2,1(1)	1.527004361152649	1.527004361152649	1.527004361152649	1.527004361152649	0.0	1.527004361152649	0.0454538	0.0454538	0.0244293	0.0244293	0.0845726	0.0845726	UP	1.0	0.0	0.0	
R-DRE-140837	Intrinsic Pathway of Fibrin Clot Formation	17	17	1	1	1	1	1	1	1	1	1	63	16	4822	0.97988	0.20051	0.20051	5.88	798998	gp1bb	ENSDARG00000074441		0.449294	0.449294	0.449294		0.449294		0.259436	0.259436	0.259436		0.259436		0.778091	0.778091	0.778091		0.778091		0.0	0.449294			0.259436		0.778091		0.449294	0.259436	0.778091	1	0	1	798998	ENSDARG00000074441	0.449294	0.449294		0.259436	0.259436		0.778091	0.778091		0.449294	0.259436	0.778091	0															0						Linear,1(1)	1.501281499862671	1.501281499862671	1.501281499862671	1.501281499862671	0.0	1.501281499862671	0.449294	0.449294	0.259436	0.259436	0.778091	0.778091	UP	1.0	0.0	0.0	
R-DRE-140877	Formation of Fibrin Clot (Clotting Cascade)	18	18	1	1	1	1	1	1	1	1	1	63	17	4821	0.97756	0.21098	0.21098	5.56	798998	gp1bb	ENSDARG00000074441		0.449294	0.449294	0.449294		0.449294		0.259436	0.259436	0.259436		0.259436		0.778091	0.778091	0.778091		0.778091		0.0	0.449294			0.259436		0.778091		0.449294	0.259436	0.778091	1	0	1	798998	ENSDARG00000074441	0.449294	0.449294		0.259436	0.259436		0.778091	0.778091		0.449294	0.259436	0.778091	0															0						Linear,1(1)	1.501281499862671	1.501281499862671	1.501281499862671	1.501281499862671	0.0	1.501281499862671	0.449294	0.449294	0.259436	0.259436	0.778091	0.778091	UP	1.0	0.0	0.0	
R-DRE-73621	Pyrimidine catabolism	5	5	1	1	0	1	1	1	1	0	0	64	5	4833	0.93638	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-8956319	Nucleotide catabolism	20	20	2	2	1	2	2	2	2	1	1	63	19	4819	0.97259	0.23153	0.23153	5.0	436652	entpd8	ENSDARG00000005565		0.0326919	0.0326919	0.0326919		0.0326919		0.0201177	0.0201177	0.0201177		0.0201177		0.0531255	0.0531255	0.0531255		0.0531255		0.0	0.0326919			0.0201177		0.0531255		0.0326919	0.0201177	0.0531255	0	1	0															1	436652	ENSDARG00000005565	0.0326919	0.0326919		0.0201177	0.0201177		0.0531255	0.0531255		0.0326919	0.0201177	0.0531255	0						Poly 2,1(1)	1.5397250652313232	1.5397250652313232	1.5397250652313232	1.5397250652313232	0.0	1.5397250652313232	0.0326919	0.0326919	0.0201177	0.0201177	0.0531255	0.0531255	DOWN	0.0	1.0	0.0	
R-DRE-3238698	WNT ligand biogenesis and trafficking	19	20	2	2	2	2	2	2	2	2	2	62	18	4820	0.99793	0.027411	0.027411	10.0	565714;30144	wnt7aa;wnt8b	ENSDARG00000044827;ENSDARG00000006911		0.1924286	0.1924286	0.0127772	0.2540654463793139	0.18631688496720608	0.25391838240394454	0.119717865	0.119717865	0.00930173	0.15615199562181858	0.11596152381845337	0.15606160815053802	0.3095631	0.3095631	0.0175512	0.41296718935433596	0.299628896765376	0.41272814623600157	0.0	0.0127772	1.0	0.37208	0.00930173	0.230134	0.0175512	0.601575	0.0127772;0.37208	0.00930173;0.230134	0.0175512;0.601575	2	0	2	565714;30144	ENSDARG00000044827;ENSDARG00000006911	0.1924286	0.1924286	0.2540654463793139	0.119717865	0.119717865	0.15615199562181858	0.3095631	0.3095631	0.41296718935433596	0.0127772;0.37208	0.00930173;0.230134	0.0175512;0.601575	0															0						Linear,1(0.5);Poly 2,1(0.5)	1.5935754889916607	3.1917229890823364	1.5104737281799316	1.6812492609024048	0.1207565372488059	1.5958614945411682	-0.15968814399999998	0.544545344	-0.0966977596	0.3361334896	-0.262780224	0.881906424	UP	1.0	0.0	0.0	
R-DRE-4641262	Disassembly of the destruction complex and recruitment of AXIN to the membrane	11	12	2	2	2	2	2	2	2	2	2	62	10	4828	0.99957	0.010181	0.010181	16.67	30719;30144	gbp;wnt8b	ENSDARG00000040059;ENSDARG00000006911		0.208705	0.208705	0.04533	0.23104714075270447	0.2564608029018753	0.22095598617913584	0.12732385000000002	0.12732385000000002	0.0245137	0.14539550847961225	0.15737606888117664	0.1390452522263191	0.34269885	0.34269885	0.0838227	0.36610616230493165	0.4183703933536116	0.35011620518137976	0.0	0.04533	0.5	0.208705	0.0245137	0.12732385000000002	0.0838227	0.34269885	0.04533;0.37208	0.0245137;0.230134	0.0838227;0.601575	2	0	2	30719;30144	ENSDARG00000040059;ENSDARG00000006911	0.208705	0.208705	0.23104714075270447	0.12732385000000002	0.12732385000000002	0.14539550847961225	0.34269885	0.34269885	0.36610616230493165	0.04533;0.37208	0.0245137;0.230134	0.0838227;0.601575	0															0						Linear,1(0.5);Poly 2,1(0.5)	1.6562713422364674	3.3129137754440308	1.631664514541626	1.6812492609024048	0.03506171039512168	1.6564568877220154	-0.11151	0.5289200000000001	-0.074184044	0.32883174400000004	-0.1646984039999998	0.8500961039999998	UP	1.0	0.0	0.0	
R-DRE-390696	Adrenoceptors	6	6	2	2	2	2	2	2	2	2	2	62	4	4834	0.99996	0.0024336	0.0024336	33.33	798498;557194	adra1aa;adrb1	ENSDARG00000028725;ENSDARG00000007490		0.201433	0.201433	0.054928	0.20718935795547033	0.17652334087770769	0.20417259320198292	0.12321145	0.12321145	0.0266619	0.13654168305101927	0.1067955162167795	0.13455357834875606	0.33201749999999997	0.33201749999999997	0.113161	0.3095098305135072	0.2948062047425141	0.30500323636810867	0.0	0.054928	0.0	0.054928	0.0266619	0.0266619	0.113161	0.113161	0.054928;0.347938	0.0266619;0.219761	0.113161;0.550874	2	0	2	798498;557194	ENSDARG00000028725;ENSDARG00000007490	0.201433	0.201433	0.20718935795547033	0.12321145	0.12321145	0.13654168305101927	0.33201749999999997	0.33201749999999997	0.3095098305135072	0.054928;0.347938	0.0266619;0.219761	0.113161;0.550874	0															0						Linear,1(0.5);Poly 2,1(0.5)	1.5805433004405613	3.161905288696289	1.5449784994125366	1.6169267892837524	0.0508751236627121	1.5809526443481445	-0.08571680000000004	0.4885828000000001	-0.06602566799999997	0.312448568	-0.09694123999999993	0.7609762399999999	UP	1.0	0.0	0.0	
R-DRE-5213460	RIPK1-mediated regulated necrosis	15	16	1	1	1	1	1	1	1	1	1	63	15	4823	0.9821	0.1899	0.1899	6.25	436866	tnfsf10	ENSDARG00000057241		0.0591187	0.0591187	0.0591187		0.0591187		0.027573	0.027573	0.027573		0.027573		0.126755	0.126755	0.126755		0.126755		0.0	0.0591187			0.027573		0.126755		0.0591187	0.027573	0.126755	1	0	1	436866	ENSDARG00000057241	0.0591187	0.0591187		0.027573	0.027573		0.126755	0.126755		0.0591187	0.027573	0.126755	0															0						Poly 2,1(1)	1.5094258785247803	1.5094258785247803	1.5094258785247803	1.5094258785247803	0.0	1.5094258785247803	0.0591187	0.0591187	0.027573	0.027573	0.126755	0.126755	UP	1.0	0.0	0.0	
R-DRE-5675482	Regulation of necroptotic cell death	15	16	1	1	1	1	1	1	1	1	1	63	15	4823	0.9821	0.1899	0.1899	6.25	436866	tnfsf10	ENSDARG00000057241		0.0591187	0.0591187	0.0591187		0.0591187		0.027573	0.027573	0.027573		0.027573		0.126755	0.126755	0.126755		0.126755		0.0	0.0591187			0.027573		0.126755		0.0591187	0.027573	0.126755	1	0	1	436866	ENSDARG00000057241	0.0591187	0.0591187		0.027573	0.027573		0.126755	0.126755		0.0591187	0.027573	0.126755	0															0						Poly 2,1(1)	1.5094258785247803	1.5094258785247803	1.5094258785247803	1.5094258785247803	0.0	1.5094258785247803	0.0591187	0.0591187	0.027573	0.027573	0.126755	0.126755	UP	1.0	0.0	0.0	
R-DRE-3899300	SUMOylation of transcription cofactors	34	34	2	1	1	2	2	2	2	1	1	63	33	4805	0.92792	0.36132	0.36132	2.94	324197	toporsa	ENSDARG00000037260		0.00116458	0.00116458	0.00116458		0.00116458		2.33519E-4	2.33519E-4	2.33519E-4		2.33519E-4		0.0058079	0.0058079	0.0058079		0.0058078999999999995										0.00116458	2.33519E-4	0.0058079	0	1	0															1	324197	ENSDARG00000037260	0.00116458	0.00116458		2.33519E-4	2.33519E-4		0.0058079	0.0058079		0.00116458	2.33519E-4	0.0058079	0						Hill,1(1)	1.5180294513702393	1.5180294513702393	1.5180294513702393	1.5180294513702393	0.0	1.5180294513702393	0.00116458	0.00116458	2.33519E-4	2.33519E-4	0.0058079	0.0058079	DOWN	0.0	1.0	0.0	
R-DRE-9616222	Transcriptional regulation of granulopoiesis	4	4	1	1	1	1	1	1	1	1	1	63	3	4835	0.99901	0.051225	0.051225	25.0	140815	cebpa	ENSDARG00000036074		0.0158726	0.0158726	0.0158726		0.0158726		0.0113228	0.0113228	0.0113228		0.0113228		0.0222508	0.0222508	0.0222508		0.0222508		0.0	0.0158726	0.0	0.0158726	0.0113228	0.0113228	0.0222508	0.0222508	0.0158726	0.0113228	0.0222508	1	0	1	140815	ENSDARG00000036074	0.0158726	0.0158726		0.0113228	0.0113228		0.0222508	0.0222508		0.0158726	0.0113228	0.0222508	0															0						Poly 2,1(1)	1.879225730895996	1.879225730895996	1.879225730895996	1.879225730895996	0.0	1.879225730895996	0.0158726	0.0158726	0.0113228	0.0113228	0.0222508	0.0222508	UP	1.0	0.0	0.0	
R-DRE-418346	Platelet homeostasis	42	43	1	1	1	1	1	0	1	0	0	64	43	4795	0.56691	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-1442490	Collagen degradation	16	16	1	1	0	1	1	1	1	0	0	64	16	4822	0.8101	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-140534	Caspase activation via Death Receptors in the presence of ligand	8	9	1	1	1	1	1	1	1	1	1	63	8	4830	0.99431	0.11164	0.11164	11.11	436866	tnfsf10	ENSDARG00000057241		0.0591187	0.0591187	0.0591187		0.0591187		0.027573	0.027573	0.027573		0.027573		0.126755	0.126755	0.126755		0.126755		0.0	0.0591187	0.0	0.0591187	0.027573	0.027573	0.126755	0.126755	0.0591187	0.027573	0.126755	1	0	1	436866	ENSDARG00000057241	0.0591187	0.0591187		0.027573	0.027573		0.126755	0.126755		0.0591187	0.027573	0.126755	0															0						Poly 2,1(1)	1.5094258785247803	1.5094258785247803	1.5094258785247803	1.5094258785247803	0.0	1.5094258785247803	0.0591187	0.0591187	0.027573	0.027573	0.126755	0.126755	UP	1.0	0.0	0.0	
R-DRE-3371378	Regulation by c-FLIP	8	9	1	1	1	1	1	1	1	1	1	63	8	4830	0.99431	0.11164	0.11164	11.11	436866	tnfsf10	ENSDARG00000057241		0.0591187	0.0591187	0.0591187		0.0591187		0.027573	0.027573	0.027573		0.027573		0.126755	0.126755	0.126755		0.126755		0.0	0.0591187	0.0	0.0591187	0.027573	0.027573	0.126755	0.126755	0.0591187	0.027573	0.126755	1	0	1	436866	ENSDARG00000057241	0.0591187	0.0591187		0.027573	0.027573		0.126755	0.126755		0.0591187	0.027573	0.126755	0															0						Poly 2,1(1)	1.5094258785247803	1.5094258785247803	1.5094258785247803	1.5094258785247803	0.0	1.5094258785247803	0.0591187	0.0591187	0.027573	0.027573	0.126755	0.126755	UP	1.0	0.0	0.0	
R-DRE-5218900	CASP8 activity is inhibited	8	9	1	1	1	1	1	1	1	1	1	63	8	4830	0.99431	0.11164	0.11164	11.11	436866	tnfsf10	ENSDARG00000057241		0.0591187	0.0591187	0.0591187		0.0591187		0.027573	0.027573	0.027573		0.027573		0.126755	0.126755	0.126755		0.126755		0.0	0.0591187	0.0	0.0591187	0.027573	0.027573	0.126755	0.126755	0.0591187	0.027573	0.126755	1	0	1	436866	ENSDARG00000057241	0.0591187	0.0591187		0.027573	0.027573		0.126755	0.126755		0.0591187	0.027573	0.126755	0															0						Poly 2,1(1)	1.5094258785247803	1.5094258785247803	1.5094258785247803	1.5094258785247803	0.0	1.5094258785247803	0.0591187	0.0591187	0.027573	0.027573	0.126755	0.126755	UP	1.0	0.0	0.0	
R-DRE-5357769	Caspase activation via extrinsic apoptotic signalling pathway	11	12	1	1	1	1	1	1	1	1	1	63	11	4827	0.98982	0.14605	0.14605	8.33	436866	tnfsf10	ENSDARG00000057241		0.0591187	0.0591187	0.0591187		0.0591187		0.027573	0.027573	0.027573		0.027573		0.126755	0.126755	0.126755		0.126755		0.0	0.0591187			0.027573		0.126755		0.0591187	0.027573	0.126755	1	0	1	436866	ENSDARG00000057241	0.0591187	0.0591187		0.027573	0.027573		0.126755	0.126755		0.0591187	0.027573	0.126755	0															0						Poly 2,1(1)	1.5094258785247803	1.5094258785247803	1.5094258785247803	1.5094258785247803	0.0	1.5094258785247803	0.0591187	0.0591187	0.027573	0.027573	0.126755	0.126755	UP	1.0	0.0	0.0	
