Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 10/06/22
Deduplicate Gene Sets: false
Data Source: Trenbolone_DESeq_normData
Work Source: Trenbolone_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 06/26/2023 14:40.58
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 2163
Total Run Time: 2 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0051090	7	regulation of DNA-binding transcription factor activity	67	71	3	3	2	3	3	3	3	2	2	85	69	18920	0.99581	0.041712	0.041712	2.82	100170660;323099	gbp3;nfkbiab	ENSDARG00000003244;ENSDARG00000007693		0.030084405	0.030084405	0.00685071	0.03285740657303997	0.014049585829508706	0.02377768523312015	0.015670885	0.015670885	0.00287817	0.01809163105257373	0.006841946179694771	0.013092241700987061	0.0580909	0.0580909	0.0163063	0.05909234801833483	0.029253106221984473	0.042762938326935604									0.0533181;0.00685071	0.0284636;0.00287817	0.0998755;0.0163063	0	2	0															2	100170660;323099	ENSDARG00000003244;ENSDARG00000007693	0.030084405	0.030084405	0.03285740657303997	0.015670885	0.015670885	0.01809163105257373	0.0580909	0.0580909	0.05909234801833483	0.0533181;0.00685071	0.0284636;0.00287817	0.0998755;0.0163063	0						Linear,1(0.5);Poly 2,1(0.5)	1.705010261677553	3.4145783185958862	1.6191059350967407	1.7954723834991455	0.12470991163912777	1.7072891592979431	-0.015453637199999995	0.0756224472	-0.0094028364	0.040744606399999994	-0.02380691600000001	0.139988716	DOWN	0.0	1.0	0.0	
GO:0051093	5	negative regulation of developmental process	175	183	9	9	7	9	9	9	9	7	7	80	176	18813	1.0	2.0404E-5	2.0404E-5	3.83	108449885;767678;436935;335409;117509;117508;30300	npas4l;cish;rgs2;socs3a;klf2b;klf2a;her2	ENSDARG00000116511;ENSDARG00000060316;ENSDARG00000098761;ENSDARG00000025428;ENSDARG00000040432;ENSDARG00000042667;ENSDARG00000038205		0.03418756857142857	0.0327499	0.00312077	0.02590014622539831	0.0308050243586722	0.02059996074547525	0.018601327142857144	0.0210497	0.00194972	0.011963779654928888	0.018068719289007773	0.010248675517409465	0.06479123857142857	0.0509536	0.00499518	0.06062395743589064	0.05378247156013183	0.04583302972601044									0.0509402;0.00312077;0.0312353;0.0327499;0.00441861;0.0396183;0.0772299	0.0278768;0.00194972;0.0203242;0.0210497;0.00242097;0.0240032;0.0325847	0.0930844;0.00499518;0.0480041;0.0509536;0.00806459;0.0653918;0.183045	3	4	3	108449885;117509;30300	ENSDARG00000116511;ENSDARG00000040432;ENSDARG00000038205	0.044196236666666666	0.0509402	0.03687115090347782	0.020960823333333333	0.0278768	0.016227621569984727	0.09473133	0.0930844	0.08750183000806726	0.0509402;0.00441861;0.0772299	0.0278768;0.00242097;0.0325847	0.0930844;0.00806459;0.183045	4	767678;436935;335409;117508	ENSDARG00000060316;ENSDARG00000098761;ENSDARG00000025428;ENSDARG00000042667	0.026681067500000002	0.031992599999999996	0.016124839685246226	0.016831705	0.020686950000000003	0.010048098016047618	0.04233617	0.049478850000000005	0.026027531187614902	0.00312077;0.0312353;0.0327499;0.0396183	0.00194972;0.0203242;0.0210497;0.0240032	0.00499518;0.0480041;0.0509536;0.0653918	0						Linear,5(0.72);Poly 2,2(0.29)	2.495560391887988	18.84122669696808	1.6230796575546265	4.485378265380859	1.1417858094730067	2.34965181350708	0.015000471738297164	0.053374665404559984	0.009738435144808665	0.027464219140905622	0.019880382408407712	0.10970209473444943	CONFLICT	0.42857142857142855	0.5714285714285714	0.0	
GO:0051094	5	positive regulation of developmental process	228	239	1	1	1	1	1	1	1	1	1	86	238	18751	0.70242	0.66693	1.0	0.42	100034640	si:ch211-127b11.1	ENSDARG00000077090		0.00483055	0.00483055	0.00483055		0.00483055		0.00251204	0.00251204	0.00251204		0.00251204		0.00928894	0.00928894	0.00928894		0.00928894										0.00483055	0.00251204	0.00928894	0	1	0															1	100034640	ENSDARG00000077090	0.00483055	0.00483055		0.00251204	0.00251204		0.00928894	0.00928894		0.00483055	0.00251204	0.00928894	0						Poly 2,1(1)	1.5862181186676025	1.5862181186676025	1.5862181186676025	1.5862181186676025	0.0	1.5862181186676025	0.00483055	0.00483055	0.00251204	0.00251204	0.00928894	0.00928894	DOWN	0.0	1.0	0.0	
GO:0051119	5	sugar transmembrane transporter activity	24	26	2	1	1	0	0	0	2	0	0	87	26	18963	0.88787	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051128	5	regulation of cellular component organization	737	760	5	5	3	5	5	5	5	3	3	84	757	18232	0.54169	0.67906	1.0	0.39	100034640;564926;335409	si:ch211-127b11.1;cep76;socs3a	ENSDARG00000077090;ENSDARG00000058319;ENSDARG00000025428		0.014887473333333331	0.00708197	0.00483055	0.015510220431078128	0.027542856083836796	0.01301128697959912	0.008808903333333333	0.00286497	0.00251204	0.010602309520676773	0.01748563152925141	0.008896658273620288	0.02591618	0.017506	0.00928894	0.022068854047122614	0.04363701935123866	0.018396508907069443									0.00483055;0.00708197;0.0327499	0.00251204;0.00286497;0.0210497	0.00928894;0.017506;0.0509536	1	2	1	564926	ENSDARG00000058319	0.00708197	0.00708197		0.00286497	0.00286497		0.017506	0.017506		0.00708197	0.00286497	0.017506	2	100034640;335409	ENSDARG00000077090;ENSDARG00000025428	0.018790225	0.018790225	0.019741961711320633	0.01178087	0.01178087	0.013108105093330614	0.030121270000000002	0.030121270000000002	0.0294613636218319	0.00483055;0.0327499	0.00251204;0.0210497	0.00928894;0.0509536	0						Linear,1(0.34);Poly 2,2(0.67)	2.1070470983366483	6.941111445426941	1.5499135255813599	3.8049798011779785	1.2916104504705639	1.5862181186676025	-0.002663993351170511	0.032438940017837176	-0.003188739328023823	0.02080654599469049	9.429207033669132E-4	0.050889439296633095	DOWN	0.3333333333333333	0.6666666666666666	0.0	
GO:0051129	6	negative regulation of cellular component organization	175	183	2	2	1	2	2	2	2	1	1	86	182	18807	0.79674	0.56852	0.56852	0.55	335409	socs3a	ENSDARG00000025428		0.0327499	0.0327499	0.0327499		0.0327499		0.0210497	0.0210497	0.0210497		0.0210497		0.0509536	0.0509536	0.0509536		0.0509536										0.0327499	0.0210497	0.0509536	0	1	0															1	335409	ENSDARG00000025428	0.0327499	0.0327499		0.0210497	0.0210497		0.0509536	0.0509536		0.0327499	0.0210497	0.0509536	0						Linear,1(1)	3.804979801177979	3.8049798011779785	3.8049798011779785	3.8049798011779785	0.0	3.8049798011779785	0.0327499	0.0327499	0.0210497	0.0210497	0.0509536	0.0509536	DOWN	0.0	1.0	0.0	
GO:0051130	6	positive regulation of cellular component organization	215	220	1	1	1	1	1	1	1	1	1	86	219	18770	0.73453	0.63632	1.0	0.45	100034640	si:ch211-127b11.1	ENSDARG00000077090		0.00483055	0.00483055	0.00483055		0.00483055		0.00251204	0.00251204	0.00251204		0.00251204		0.00928894	0.00928894	0.00928894		0.00928894										0.00483055	0.00251204	0.00928894	0	1	0															1	100034640	ENSDARG00000077090	0.00483055	0.00483055		0.00251204	0.00251204		0.00928894	0.00928894		0.00483055	0.00251204	0.00928894	0						Poly 2,1(1)	1.5862181186676025	1.5862181186676025	1.5862181186676025	1.5862181186676025	0.0	1.5862181186676025	0.00483055	0.00483055	0.00251204	0.00251204	0.00928894	0.00928894	DOWN	0.0	1.0	0.0	
GO:0051139	7	metal ion:proton antiporter activity	12	13	1	1	1	1	1	0	1	0	0	87	13	18976	0.94229	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051156	5	glucose 6-phosphate metabolic process	15	16	1	1	0	1	1	1	1	0	0	87	16	18973	0.92945	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051169	5	nuclear transport	105	107	1	1	1	1	1	1	1	1	1	86	106	18883	0.9142	0.38767	0.38767	0.93	568424	rangap1b	ENSDARG00000056059		0.00703431	0.00703431	0.00703431		0.007034309999999999		0.00281062	0.00281062	0.00281062		0.00281062		0.0176052	0.0176052	0.0176052		0.0176052										0.00703431	0.00281062	0.0176052	0	1	0															1	568424	ENSDARG00000056059	0.00703431	0.00703431		0.00281062	0.00281062		0.0176052	0.0176052		0.00703431	0.00281062	0.0176052	0						Poly 2,1(1)	1.555798053741455	1.555798053741455	1.555798053741455	1.555798053741455	0.0	1.555798053741455	0.00703431	0.00703431	0.00281062	0.00281062	0.0176052	0.0176052	DOWN	0.0	1.0	0.0	
GO:0051171	5	regulation of nitrogen compound metabolic process	2903	3089	47	42	25	39	39	37	47	19	19	68	3070	15919	0.93813	0.10203	0.14663	0.62	108449885;100170660;100126141;798270;791587;724016;568045;562258;560341;445073;393541;393141;323099;322795;117509;117508;114453;30399;30300	npas4l;gbp3;znf1069;zgc:173517;zgc:174259;npas4a;ftr38;rorcb;mych;socs1a;zgc:64189;mycb;nfkbiab;csrnp1b;klf2b;klf2a;cebp1;tbxta;her2	ENSDARG00000116511;ENSDARG00000003244;ENSDARG00000104124;ENSDARG00000102401;ENSDARG00000091136;ENSDARG00000055752;ENSDARG00000095678;ENSDARG00000017780;ENSDARG00000077473;ENSDARG00000038095;ENSDARG00000075666;ENSDARG00000007241;ENSDARG00000007693;ENSDARG00000038429;ENSDARG00000040432;ENSDARG00000042667;ENSDARG00000101096;ENSDARG00000101576;ENSDARG00000038205	393541(-0.0809)	0.03098829	0.037413	0.00319789	0.026929706165458495	0.022040316940050132	0.02435467061347748	0.015999557368421055	0.0231084	0.00197719	0.0133440056557687	0.011497442957950035	0.012579919806555031	0.060947928947368425	0.0605724	0.00517224	0.05703250941409079	0.04281076450675768	0.04895110581943638									0.0509402;0.0533181;0.0529168;0.0042678;0.0510286;0.00319789;0.049459;0.0065972;0.00339516;0.00477414;0.00678154;0.00449116;0.00685071;0.037413;0.00441861;0.0396183;0.0736478;0.0584316;0.0772299	0.0278768;0.0284636;0.0283655;0.00237242;0.0278421;0.00197719;0.0273918;0.00284502;0.00206745;0.00252081;0.00287395;0.00243701;0.00287817;0.0231084;0.00242097;0.0240032;0.0322607;0.0297018;0.0325847	0.0930844;0.0998755;0.098718;0.00767746;0.0935243;0.00517224;0.0893037;0.0152979;0.00557552;0.00904169;0.0160021;0.00827675;0.0163063;0.0605724;0.00806459;0.0653918;0.16813;0.114951;0.183045	8	11	8	108449885;100126141;798270;724016;568045;117509;30399;30300	ENSDARG00000116511;ENSDARG00000104124;ENSDARG00000102401;ENSDARG00000055752;ENSDARG00000095678;ENSDARG00000040432;ENSDARG00000101576;ENSDARG00000038205	0.037607725	0.0501996	0.029162673319720587	0.0190863975	0.0276343	0.014025803106771	0.07500204875000001	0.09119405	0.06353017150930086	0.0509402;0.0529168;0.0042678;0.00319789;0.049459;0.00441861;0.0584316;0.0772299	0.0278768;0.0283655;0.00237242;0.00197719;0.0273918;0.00242097;0.0297018;0.0325847	0.0930844;0.098718;0.00767746;0.00517224;0.0893037;0.00806459;0.114951;0.183045	11	100170660;791587;562258;560341;445073;393541;393141;323099;322795;117508;114453	ENSDARG00000003244;ENSDARG00000091136;ENSDARG00000017780;ENSDARG00000077473;ENSDARG00000038095;ENSDARG00000075666;ENSDARG00000007241;ENSDARG00000007693;ENSDARG00000038429;ENSDARG00000042667;ENSDARG00000101096	0.026174155454545454	0.00685071	0.02548541262248009	0.01375458272727273	0.00287817	0.013024572994517777	0.050726750909090915	0.0163063	0.05250410073929129	0.0533181;0.0510286;0.0065972;0.00339516;0.00477414;0.00678154;0.00449116;0.00685071;0.037413;0.0396183;0.0736478	0.0284636;0.0278421;0.00284502;0.00206745;0.00252081;0.00287395;0.00243701;0.00287817;0.0231084;0.0240032;0.0322607	0.0998755;0.0935243;0.0152979;0.00557552;0.00904169;0.0160021;0.00827675;0.0163063;0.0605724;0.0653918;0.16813	0						Linear,10(0.53);Poly 2,9(0.48)	1.9791623571952277	39.6611465215683	1.5056514739990234	4.485378265380859	0.8067626222568975	1.7068512439727783	0.018879217326380187	0.04309736267361981	0.009999360661850493	0.021999754074991617	0.03530298514401023	0.08659287275072661	CONFLICT	0.42105263157894735	0.5789473684210527	0.0	
GO:0051172	6	negative regulation of nitrogen compound metabolic process	644	703	7	7	4	6	6	6	7	3	3	84	700	18289	0.60021	0.62667	1.0	0.43	791587;393141;30300	zgc:174259;mycb;her2	ENSDARG00000091136;ENSDARG00000007241;ENSDARG00000038205		0.04424988666666666	0.0510286	0.00449116	0.03684011794278805	0.03123574770837864	0.03322002560093332	0.020954603333333335	0.0278421	0.00243701	0.016211076794403062	0.01600182221680281	0.01625234943866706	0.09494868333333334	0.0935243	0.00827675	0.08739283124447814	0.061763887517235286	0.07133888986800936									0.0510286;0.00449116;0.0772299	0.0278421;0.00243701;0.0325847	0.0935243;0.00827675;0.183045	1	2	1	30300	ENSDARG00000038205	0.0772299	0.0772299		0.0325847	0.0325847		0.183045	0.183045		0.0772299	0.0325847	0.183045	2	791587;393141	ENSDARG00000091136;ENSDARG00000007241	0.02775988	0.02775988	0.03290693940306209	0.015139555	0.015139555	0.01796411141565455	0.050900525	0.050900525	0.06027912068453928	0.0510286;0.00449116	0.0278421;0.00243701	0.0935243;0.00827675	0						Linear,2(0.67);Poly 2,1(0.34)	1.712960412177247	5.141083002090454	1.6711657047271729	1.784607172012329	0.061818193937630855	1.6853101253509521	0.0025613687246240358	0.0859384046087093	0.00261004301317282	0.039299163653493854	-0.003945614969382921	0.1938429816360496	DOWN	0.3333333333333333	0.6666666666666666	0.0	
GO:0051173	6	positive regulation of nitrogen compound metabolic process	830	883	8	7	6	6	6	6	8	4	4	83	879	18110	0.62346	0.57698	1.0	0.45	100170660;724016;568045;393141	gbp3;npas4a;ftr38;mycb	ENSDARG00000003244;ENSDARG00000055752;ENSDARG00000095678;ENSDARG00000007241		0.027616537500000003	0.026975080000000002	0.00319789	0.02749979947352389	0.021097534157926957	0.025521841700084112	0.0150674	0.014914405	0.00197719	0.014857426416848465	0.011614781027198045	0.014032674753602698	0.050657047499999996	0.048790225	0.00517224	0.050927979033962185	0.0383378329632314	0.046439390658717355									0.0533181;0.00319789;0.049459;0.00449116	0.0284636;0.00197719;0.0273918;0.00243701	0.0998755;0.00517224;0.0893037;0.00827675	2	2	2	724016;568045	ENSDARG00000055752;ENSDARG00000095678	0.026328445000000002	0.026328445000000002	0.0327115445862168	0.014684495	0.014684495	0.017970843072211445	0.04723797	0.04723797	0.059489925877124775	0.00319789;0.049459	0.00197719;0.0273918	0.00517224;0.0893037	2	100170660;393141	ENSDARG00000003244;ENSDARG00000007241	0.02890463	0.02890463	0.03452586037858869	0.015450305	0.015450305	0.018403578280161988	0.054076125	0.054076125	0.06477009727321127	0.0533181;0.00449116	0.0284636;0.00243701	0.0998755;0.00827675	0						Linear,2(0.5);Poly 2,2(0.5)	1.7607109595322732	7.095884084701538	1.5056514739990234	2.109450101852417	0.2535512150756416	1.7403912544250488	6.667340159465865E-4	0.05456634098405342	5.071221114885064E-4	0.0296276778885115	7.47628046717054E-4	0.10056646695328295	CONFLICT	0.5	0.5	0.0	
GO:0051174	6	regulation of phosphorus metabolic process	379	406	4	3	2	4	4	3	4	1	1	86	405	18584	0.44443	0.84678	1.0	0.25	445073	socs1a	ENSDARG00000038095		0.00477414	0.00477414	0.00477414		0.00477414		0.00252081	0.00252081	0.00252081		0.00252081		0.00904169	0.00904169	0.00904169		0.00904169										0.00477414	0.00252081	0.00904169	0	1	0															1	445073	ENSDARG00000038095	0.00477414	0.00477414		0.00252081	0.00252081		0.00904169	0.00904169		0.00477414	0.00252081	0.00904169	0						Poly 2,1(1)	3.27813458442688	3.27813458442688	3.27813458442688	3.27813458442688	0.0	3.27813458442688	0.00477414	0.00477414	0.00252081	0.00252081	0.00904169	0.00904169	DOWN	0.0	1.0	0.0	
GO:0051179	2	localization	2830	2914	35	31	20	23	23	21	35	11	11	76	2903	16086	0.30531	0.79474	0.65322	0.38	100038797;794238;794081;791184;570453;568424;557131;541405;393311;323099;58148	rhcga;abcg4b;ucp3;slco1f4;abcg2b;rangap1b;si:ch211-285c6.3;pex7;plekhf1;nfkbiab;slc34a2a	ENSDARG00000003203;ENSDARG00000078068;ENSDARG00000091209;ENSDARG00000101014;ENSDARG00000079361;ENSDARG00000056059;ENSDARG00000026505;ENSDARG00000042553;ENSDARG00000102435;ENSDARG00000007693;ENSDARG00000012903		0.0088517738	0.00703431	5.38918E-5	0.009044091642415377	0.0075951689159418755	0.007134827805447416	0.0042227835181818186	0.00281062	1.29887E-5	0.00595547768596877	0.0033504932035982355	0.0045032031052759675	0.020561177636363635	0.0174623	2.23604E-4	0.01639122115808647	0.019597906038978857	0.016740072393511427									0.0070979;0.00880103;0.0049864;5.38918E-5;0.00505395;0.00703431;0.0074815;0.010736;0.0348477;0.00685071;0.00442612	0.00288507;0.00285305;0.00256242;1.29887E-5;0.00258502;0.00281062;0.00288759;0.00255151;0.0220053;0.00287817;0.00241888	0.0174623;0.0271492;0.00970342;2.23604E-4;0.00988095;0.0176052;0.0193839;0.045174;0.0551851;0.0163063;0.00809898	3	8	3	791184;557131;393311	ENSDARG00000101014;ENSDARG00000026505;ENSDARG00000102435	0.014127697266666668	0.0074815	0.018324334253805308	0.008301959566666666	0.00288759	0.011954161929318238	0.024930868	0.0193839	0.027897457789810745	5.38918E-5;0.0074815;0.0348477	1.29887E-5;0.00288759;0.0220053	2.23604E-4;0.0193839;0.0551851	8	100038797;794238;794081;570453;568424;541405;323099;58148	ENSDARG00000003203;ENSDARG00000078068;ENSDARG00000091209;ENSDARG00000079361;ENSDARG00000056059;ENSDARG00000042553;ENSDARG00000007693;ENSDARG00000012903	0.0068733025	0.006942510000000001	0.0021237631666437885	0.0026930925	0.00269782	1.830305296743095E-4	0.01892254375	0.016884299999999998	0.012255736024607227	0.0070979;0.00880103;0.0049864;0.00505395;0.00703431;0.010736;0.00685071;0.00442612	0.00288507;0.00285305;0.00256242;0.00258502;0.00281062;0.00255151;0.00287817;0.00241888	0.0174623;0.0271492;0.00970342;0.00988095;0.0176052;0.045174;0.0163063;0.00809898	0						Hill,1(0.1);Linear,1(0.1);Poly 2,9(0.82)	1.963839839809975	23.553359150886536	1.555798053741455	5.75194787979126	1.2235565643433925	1.6565592288970947	0.0035070571860852193	0.014196490413914782	7.033211121711654E-4	0.00774224592419247	0.010874584940297206	0.03024777033243007	DOWN	0.2727272727272727	0.7272727272727273	0.0	
GO:0051213	4	dioxygenase activity	104	104	4	4	2	4	4	4	4	2	2	85	102	18887	0.98802	0.081732	0.081732	1.92	563281;553363	p4ha3;fto	ENSDARG00000103692;ENSDARG00000044216		0.04114395	0.04114395	0.0396471	0.002116865570838167	0.041224045022677784	0.002113832874114103	0.02460265	0.02460265	0.0240568	7.719484730214618E-4	0.02463185791537473	7.708425522498801E-4	0.0688204	0.0688204	0.0653408	0.004920897511633532	0.06900659009313533	0.004913847659262501									0.0396471;0.0426408	0.0240568;0.0251485	0.0653408;0.0723	2	0	2	563281;553363	ENSDARG00000103692;ENSDARG00000044216	0.04114395	0.04114395	0.002116865570838167	0.02460265	0.02460265	7.719484730214618E-4	0.0688204	0.0688204	0.004920897511633532	0.0396471;0.0426408	0.0240568;0.0251485	0.0653408;0.0723	0															0						Linear,2(1)	1.7913442553296606	3.6027647256851196	1.6114766597747803	1.9912880659103394	0.2685672208504517	1.8013823628425598	0.038210124	0.044077776	0.023532784	0.025672516	0.062000384000000006	0.075640416	UP	1.0	0.0	0.0	
GO:0051216	5	cartilage development	111	114	1	1	0	0	0	0	1	0	0	87	114	18875	0.59294	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051219	4	phosphoprotein binding	24	24	1	1	0	1	1	1	1	0	0	87	24	18965	0.89604	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051220	5	cytoplasmic sequestering of protein	4	4	1	1	1	1	1	1	1	1	1	86	3	18986	0.99988	0.01812	0.01812	25.0	323099	nfkbiab	ENSDARG00000007693		0.00685071	0.00685071	0.00685071		0.00685071		0.00287817	0.00287817	0.00287817		0.00287817		0.0163063	0.0163063	0.0163063		0.0163063		0.0	0.00685071	0.0	0.00685071	0.00287817	0.00287817	0.0163063	0.0163063	0.00685071	0.00287817	0.0163063	0	1	0															1	323099	ENSDARG00000007693	0.00685071	0.00685071		0.00287817	0.00287817		0.0163063	0.0163063		0.00685071	0.00287817	0.0163063	0						Poly 2,1(1)	1.6191059350967407	1.6191059350967407	1.6191059350967407	1.6191059350967407	0.0	1.6191059350967407	0.00685071	0.00685071	0.00287817	0.00287817	0.0163063	0.0163063	DOWN	0.0	1.0	0.0	
GO:0051234	3	establishment of localization	2580	2658	34	30	19	22	22	20	34	10	10	77	2648	16341	0.3175	0.78851	0.64119	0.38	100038797;794238;794081;791184;570453;568424;557131;541405;393311;58148	rhcga;abcg4b;ucp3;slco1f4;abcg2b;rangap1b;si:ch211-285c6.3;pex7;plekhf1;slc34a2a	ENSDARG00000003203;ENSDARG00000078068;ENSDARG00000091209;ENSDARG00000101014;ENSDARG00000079361;ENSDARG00000056059;ENSDARG00000026505;ENSDARG00000042553;ENSDARG00000102435;ENSDARG00000012903		0.009051880180000001	0.007066105	5.38918E-5	0.009507606629543402	0.007694571118931989	0.00762840095970275	0.0043572448700000006	0.00269782	1.29887E-5	0.00625999965048024	0.0034135590974382103	0.004814685365290572	0.0209866654	0.01753375	2.23604E-4	0.017213712003524482	0.020037410334841983	0.017861512279409294									0.0070979;0.00880103;0.0049864;5.38918E-5;0.00505395;0.00703431;0.0074815;0.010736;0.0348477;0.00442612	0.00288507;0.00285305;0.00256242;1.29887E-5;0.00258502;0.00281062;0.00288759;0.00255151;0.0220053;0.00241888	0.0174623;0.0271492;0.00970342;2.23604E-4;0.00988095;0.0176052;0.0193839;0.045174;0.0551851;0.00809898	3	7	3	791184;557131;393311	ENSDARG00000101014;ENSDARG00000026505;ENSDARG00000102435	0.014127697266666668	0.0074815	0.018324334253805308	0.008301959566666666	0.00288759	0.011954161929318238	0.024930868	0.0193839	0.027897457789810745	5.38918E-5;0.0074815;0.0348477	1.29887E-5;0.00288759;0.0220053	2.23604E-4;0.0193839;0.0551851	7	100038797;794238;794081;570453;568424;541405;58148	ENSDARG00000003203;ENSDARG00000078068;ENSDARG00000091209;ENSDARG00000079361;ENSDARG00000056059;ENSDARG00000042553;ENSDARG00000012903	0.0068765300000000005	0.00703431	0.0022939052064692303	0.0026666528571428574	0.00258502	1.8044119981444523E-4	0.019296292857142856	0.0174623	0.013188371825266772	0.0070979;0.00880103;0.0049864;0.00505395;0.00703431;0.010736;0.00442612	0.00288507;0.00285305;0.00256242;0.00258502;0.00281062;0.00255151;0.00241888	0.0174623;0.0271492;0.00970342;0.00988095;0.0176052;0.045174;0.00809898	0						Hill,1(0.1);Linear,1(0.1);Poly 2,8(0.8)	2.0021155850479926	21.934253215789795	1.555798053741455	5.75194787979126	1.2767602058436474	1.79119211435318	0.003159004538930318	0.014944755821069682	4.7725688871439733E-4	0.008237232851285602	0.010317496164205726	0.03165583463579427	DOWN	0.3	0.7	0.0	
GO:0051235	3	maintenance of location	46	48	1	1	1	1	1	1	1	1	1	86	47	18942	0.97975	0.19723	0.19723	2.08	323099	nfkbiab	ENSDARG00000007693		0.00685071	0.00685071	0.00685071		0.00685071		0.00287817	0.00287817	0.00287817		0.00287817		0.0163063	0.0163063	0.0163063		0.0163063										0.00685071	0.00287817	0.0163063	0	1	0															1	323099	ENSDARG00000007693	0.00685071	0.00685071		0.00287817	0.00287817		0.0163063	0.0163063		0.00685071	0.00287817	0.0163063	0						Poly 2,1(1)	1.6191059350967407	1.6191059350967407	1.6191059350967407	1.6191059350967407	0.0	1.6191059350967407	0.00685071	0.00685071	0.00287817	0.00287817	0.0163063	0.0163063	DOWN	0.0	1.0	0.0	
