Identifier,EE2-100ng/L-B
ENSDARG00000117405,0
ENSDARG00000094108,0
ENSDARG00000117044,0
ENSDARG00000009567,29
ENSDARG00000083027,0
ENSDARG00000040674,9
ENSDARG00000080591,0
ENSDARG00000077388,8
ENSDARG00000117796,0
ENSDARG00000094387,0
ENSDARG00000036558,29
ENSDARG00000095301,8
ENSDARG00000054378,8
ENSDARG00000078415,0
ENSDARG00000079133,0
ENSDARG00000011473,6
ENSDARG00000034718,9
ENSDARG00000001733,6
ENSDARG00000031678,20
ENSDARG00000094419,0
ENSDARG00000010962,5
ENSDARG00000000563,1919
ENSDARG00000097112,0
ENSDARG00000028213,1917
ENSDARG00000095675,3
ENSDARG00000040614,4
ENSDARG00000006065,5
ENSDARG00000116935,0
ENSDARG00000014008,5
ENSDARG00000111149,0
ENSDARG00000012244,58
ENSDARG00000108162,0
ENSDARG00000103056,0
ENSDARG00000079397,0
ENSDARG00000085695,0
ENSDARG00000019566,32
ENSDARG00000038938,4
ENSDARG00000038941,4
ENSDARG00000060875,0
ENSDARG00000110037,0
ENSDARG00000040490,0
ENSDARG00000060853,18
ENSDARG00000114622,0
ENSDARG00000018383,6
ENSDARG00000093648,0
ENSDARG00000074727,0
ENSDARG00000030478,3
ENSDARG00000040466,38
ENSDARG00000081067,0
ENSDARG00000016939,3
ENSDARG00000034989,0
ENSDARG00000112991,0
ENSDARG00000095101,0
ENSDARG00000100065,2
ENSDARG00000003544,3
ENSDARG00000092439,0
ENSDARG00000110044,0
ENSDARG00000095810,3
ENSDARG00000095965,0
ENSDARG00000095721,0
ENSDARG00000060682,36
ENSDARG00000010300,5
ENSDARG00000068945,0
ENSDARG00000026635,0
ENSDARG00000077813,0
ENSDARG00000112461,0
ENSDARG00000078266,6
ENSDARG00000098349,14
ENSDARG00000060671,2
ENSDARG00000092404,2
ENSDARG00000007099,3
ENSDARG00000101718,0
ENSDARG00000117549,0
ENSDARG00000104005,0
ENSDARG00000101367,0
ENSDARG00000031422,0
ENSDARG00000104931,0
ENSDARG00000025348,86
ENSDARG00000116108,0
ENSDARG00000020845,16
ENSDARG00000023302,1
ENSDARG00000041339,16
ENSDARG00000075989,28
ENSDARG00000052088,0
ENSDARG00000054975,0
ENSDARG00000068893,9
ENSDARG00000106243,0
ENSDARG00000078475,1
ENSDARG00000001873,8
ENSDARG00000077928,0
ENSDARG00000056128,7
ENSDARG00000068888,2
ENSDARG00000039827,8
ENSDARG00000076321,1
ENSDARG00000039824,1
ENSDARG00000102506,3
ENSDARG00000084279,0
ENSDARG00000017882,17
ENSDARG00000096858,0
ENSDARG00000019260,25
ENSDARG00000103180,0
ENSDARG00000097755,0
ENSDARG00000094078,0
ENSDARG00000011573,3
ENSDARG00000078433,5
ENSDARG00000077866,0
ENSDARG00000095838,0
ENSDARG00000053583,5
ENSDARG00000087203,1
ENSDARG00000091090,27
ENSDARG00000079741,3
ENSDARG00000108649,0
ENSDARG00000087754,0
ENSDARG00000012368,1
ENSDARG00000117323,0
ENSDARG00000086819,2
ENSDARG00000112732,0
ENSDARG00000040257,3
ENSDARG00000102829,1
ENSDARG00000102836,1
ENSDARG00000068280,3
ENSDARG00000008662,2
ENSDARG00000113024,0
ENSDARG00000117488,0
ENSDARG00000018553,0
ENSDARG00000097096,0
ENSDARG00000078468,3
ENSDARG00000040907,0
ENSDARG00000060303,0
ENSDARG00000004712,4
ENSDARG00000067723,0
ENSDARG00000103823,2
ENSDARG00000086100,0
ENSDARG00000098110,0
ENSDARG00000089190,5
ENSDARG00000101168,0
ENSDARG00000107021,0
ENSDARG00000086842,113
ENSDARG00000109678,0
ENSDARG00000098944,0
ENSDARG00000102265,0
ENSDARG00000056439,0
ENSDARG00000099298,5
ENSDARG00000078762,1
ENSDARG00000101774,0
ENSDARG00000060504,1
ENSDARG00000009493,1
ENSDARG00000099404,0
ENSDARG00000101641,2
ENSDARG00000101527,1
ENSDARG00000090844,1
ENSDARG00000088672,0
ENSDARG00000008540,3
ENSDARG00000107692,0
ENSDARG00000006008,20
ENSDARG00000104219,0
ENSDARG00000082154,0
ENSDARG00000117339,0
ENSDARG00000081883,0
ENSDARG00000080931,0
ENSDARG00000080742,0
ENSDARG00000108061,0
ENSDARG00000074153,1
ENSDARG00000111522,0
ENSDARG00000006467,6
ENSDARG00000102185,1
ENSDARG00000100133,72
ENSDARG00000053498,0
ENSDARG00000101999,8
ENSDARG00000060482,0
ENSDARG00000075685,0
ENSDARG00000068812,0
ENSDARG00000104832,0
ENSDARG00000077777,441
ENSDARG00000090988,1
ENSDARG00000060521,1
ENSDARG00000116059,1
ENSDARG00000006206,0
ENSDARG00000077809,0
ENSDARG00000038917,5
ENSDARG00000038918,0
ENSDARG00000045958,20
ENSDARG00000045027,6
ENSDARG00000097660,5
ENSDARG00000000529,0
ENSDARG00000001676,6
ENSDARG00000113153,0
ENSDARG00000075012,0
ENSDARG00000067596,0
ENSDARG00000115507,0
ENSDARG00000026024,3
ENSDARG00000034572,6
ENSDARG00000060438,1
ENSDARG00000112637,2
ENSDARG00000084399,0
ENSDARG00000115811,0
ENSDARG00000077761,0
ENSDARG00000076309,1
ENSDARG00000002299,0
ENSDARG00000117810,1
ENSDARG00000098249,0
ENSDARG00000104768,14
ENSDARG00000098790,0
ENSDARG00000112547,0
ENSDARG00000099236,12
ENSDARG00000102334,0
ENSDARG00000090198,0
ENSDARG00000108967,0
ENSDARG00000099088,0
ENSDARG00000104493,0
ENSDARG00000053365,449
ENSDARG00000068596,5
ENSDARG00000023188,4
ENSDARG00000098079,1
ENSDARG00000091138,2
ENSDARG00000102888,5
ENSDARG00000098398,2
ENSDARG00000100597,0
ENSDARG00000032353,7
ENSDARG00000036359,4
ENSDARG00000117824,1
ENSDARG00000039934,0
ENSDARG00000063570,4
ENSDARG00000075650,11
ENSDARG00000086075,12
ENSDARG00000038805,9
ENSDARG00000036974,0
ENSDARG00000058985,0
ENSDARG00000058988,0
ENSDARG00000077304,0
ENSDARG00000103980,1
ENSDARG00000040620,12
ENSDARG00000082628,0
ENSDARG00000059048,0
ENSDARG00000063577,0
ENSDARG00000040621,0
ENSDARG00000059059,1
ENSDARG00000102127,0
ENSDARG00000103612,19
ENSDARG00000099690,0
ENSDARG00000100197,0
ENSDARG00000107613,0
ENSDARG00000074914,0
ENSDARG00000103006,1
ENSDARG00000087585,0
ENSDARG00000087910,0
ENSDARG00000042872,0
ENSDARG00000074329,3
ENSDARG00000095223,0
ENSDARG00000010712,0
ENSDARG00000109233,0
ENSDARG00000075226,0
ENSDARG00000110346,0
ENSDARG00000014550,0
ENSDARG00000069726,0
ENSDARG00000112729,0
ENSDARG00000087341,5
ENSDARG00000102742,0
ENSDARG00000027600,1
ENSDARG00000079129,0
ENSDARG00000039959,1
ENSDARG00000109022,0
ENSDARG00000117666,0
ENSDARG00000117545,0
ENSDARG00000078257,0
ENSDARG00000001777,0
ENSDARG00000075376,2
ENSDARG00000111665,0
ENSDARG00000014963,4
ENSDARG00000008097,11
ENSDARG00000092467,82
ENSDARG00000078245,0
ENSDARG00000040087,1
ENSDARG00000058868,56
ENSDARG00000031749,0
ENSDARG00000035095,1
ENSDARG00000117546,10
ENSDARG00000067824,0
ENSDARG00000010023,0
ENSDARG00000090886,0
ENSDARG00000058949,4
ENSDARG00000113479,0
ENSDARG00000003934,1
ENSDARG00000089361,6
ENSDARG00000058946,1
ENSDARG00000079713,0
ENSDARG00000109823,1
ENSDARG00000074456,1
ENSDARG00000116637,0
ENSDARG00000006253,1
ENSDARG00000032801,1
ENSDARG00000060392,0
ENSDARG00000025899,0
ENSDARG00000091726,6
ENSDARG00000038308,2
ENSDARG00000020913,1
ENSDARG00000038302,3
ENSDARG00000013024,1
ENSDARG00000005108,6
ENSDARG00000025076,5
ENSDARG00000075747,0
ENSDARG00000077086,0
ENSDARG00000075054,0
ENSDARG00000069615,50
ENSDARG00000112087,7
ENSDARG00000100497,0
ENSDARG00000076724,0
ENSDARG00000076381,1
ENSDARG00000116680,20
ENSDARG00000010145,1
ENSDARG00000008560,5
ENSDARG00000075446,4
ENSDARG00000009864,3
ENSDARG00000108643,0
ENSDARG00000026908,134
ENSDARG00000020334,15
ENSDARG00000117187,0
ENSDARG00000063436,0
ENSDARG00000008948,0
ENSDARG00000107965,0
ENSDARG00000114920,0
ENSDARG00000036005,7
ENSDARG00000076529,1
ENSDARG00000100642,4
ENSDARG00000075802,0
ENSDARG00000010729,0
ENSDARG00000083624,0
ENSDARG00000090752,1
ENSDARG00000099005,7
ENSDARG00000069608,5
ENSDARG00000075229,0
ENSDARG00000069601,1
ENSDARG00000093688,1
ENSDARG00000079815,5
ENSDARG00000063665,4
ENSDARG00000092880,0
ENSDARG00000086996,4
ENSDARG00000059246,15
ENSDARG00000003429,37
ENSDARG00000026198,4
ENSDARG00000069590,1
ENSDARG00000091531,2
ENSDARG00000021082,8
ENSDARG00000059235,1
ENSDARG00000093630,0
ENSDARG00000094577,0
ENSDARG00000042995,1
ENSDARG00000076227,3
ENSDARG00000097088,0
ENSDARG00000042977,3
ENSDARG00000042975,5
ENSDARG00000092808,0
ENSDARG00000099204,0
ENSDARG00000008186,3
ENSDARG00000102251,0
ENSDARG00000103600,2
ENSDARG00000100170,29
ENSDARG00000104693,6
ENSDARG00000099182,2
ENSDARG00000098133,0
ENSDARG00000108637,0
ENSDARG00000098405,0
ENSDARG00000103025,10
ENSDARG00000100729,32
ENSDARG00000104682,109
ENSDARG00000100633,16
ENSDARG00000102300,0
ENSDARG00000084659,0
ENSDARG00000104242,9
ENSDARG00000100742,39
ENSDARG00000103787,5
ENSDARG00000095927,0
ENSDARG00000095853,0
ENSDARG00000075780,0
ENSDARG00000095953,0
ENSDARG00000092740,0
ENSDARG00000078271,0
ENSDARG00000095884,0
ENSDARG00000095902,0
ENSDARG00000093498,0
ENSDARG00000078441,2
ENSDARG00000014373,1
ENSDARG00000032769,0
ENSDARG00000041378,0
ENSDARG00000110273,0
ENSDARG00000104820,10
ENSDARG00000100322,0
ENSDARG00000104314,12
ENSDARG00000098211,2
ENSDARG00000107820,0
ENSDARG00000099187,0
ENSDARG00000102985,0
ENSDARG00000098929,0
ENSDARG00000099241,72
ENSDARG00000098902,0
ENSDARG00000103824,56
ENSDARG00000103052,1
ENSDARG00000098401,2
ENSDARG00000020948,0
ENSDARG00000067805,20
ENSDARG00000053527,1
ENSDARG00000003259,6
ENSDARG00000098338,4
ENSDARG00000019521,1
ENSDARG00000094708,0
ENSDARG00000040334,1
ENSDARG00000078542,0
ENSDARG00000092096,0
ENSDARG00000074652,2
ENSDARG00000114812,0
ENSDARG00000009459,2
ENSDARG00000053487,8
ENSDARG00000020258,33
ENSDARG00000035538,1
ENSDARG00000003157,1
ENSDARG00000068465,0
ENSDARG00000091558,0
ENSDARG00000053448,1
ENSDARG00000034403,0
ENSDARG00000053446,40
ENSDARG00000089569,0
ENSDARG00000094312,0
ENSDARG00000115315,0
ENSDARG00000040326,3
ENSDARG00000013457,6
ENSDARG00000053381,9
ENSDARG00000040535,0
ENSDARG00000103660,0
ENSDARG00000040338,11
ENSDARG00000078447,0
ENSDARG00000052658,0
ENSDARG00000074732,0
ENSDARG00000052656,0
ENSDARG00000060096,2
ENSDARG00000095081,0
ENSDARG00000036670,3
ENSDARG00000089307,0
ENSDARG00000044225,0
ENSDARG00000092104,0
ENSDARG00000021055,0
ENSDARG00000093621,0
ENSDARG00000074316,7
ENSDARG00000069390,0
ENSDARG00000095015,0
ENSDARG00000086838,0
ENSDARG00000062974,1
ENSDARG00000077202,3
ENSDARG00000057992,3
ENSDARG00000057995,0
ENSDARG00000114663,0
ENSDARG00000044246,0
ENSDARG00000075600,1
ENSDARG00000116784,0
ENSDARG00000044251,5
ENSDARG00000092269,3
ENSDARG00000063011,0
ENSDARG00000044253,1
ENSDARG00000044254,13
ENSDARG00000093531,2
ENSDARG00000034174,3
ENSDARG00000044255,9
ENSDARG00000006896,3
ENSDARG00000033610,1
ENSDARG00000058041,36
ENSDARG00000092826,1
ENSDARG00000044261,8
ENSDARG00000063050,3
ENSDARG00000098967,9
ENSDARG00000101674,0
ENSDARG00000021455,8
ENSDARG00000109594,0
ENSDARG00000117790,0
ENSDARG00000028099,0
ENSDARG00000091198,3
ENSDARG00000095365,0
ENSDARG00000082257,0
ENSDARG00000079049,0
ENSDARG00000058102,2
ENSDARG00000069446,0
ENSDARG00000073914,2
ENSDARG00000093881,0
ENSDARG00000078492,4
ENSDARG00000017047,5
ENSDARG00000069439,1
ENSDARG00000004296,22
ENSDARG00000091419,9
ENSDARG00000063140,2
ENSDARG00000044265,4
ENSDARG00000058226,6
ENSDARG00000058221,2
ENSDARG00000106421,0
ENSDARG00000043757,18
ENSDARG00000002523,25
ENSDARG00000060911,8
ENSDARG00000028523,3
ENSDARG00000063194,5
ENSDARG00000043732,16
ENSDARG00000094438,0
ENSDARG00000043729,14
ENSDARG00000043728,9
ENSDARG00000043727,7
ENSDARG00000114777,0
ENSDARG00000041982,0
ENSDARG00000093073,0
ENSDARG00000063161,5
ENSDARG00000116577,0
ENSDARG00000069420,0
ENSDARG00000113923,0
ENSDARG00000058284,0
ENSDARG00000104560,0
ENSDARG00000099840,1
ENSDARG00000098764,5
ENSDARG00000000804,5
ENSDARG00000074425,11
ENSDARG00000000142,0
ENSDARG00000085561,0
ENSDARG00000026736,5
ENSDARG00000028661,14
ENSDARG00000111562,0
ENSDARG00000108016,0
ENSDARG00000094468,0
ENSDARG00000095460,0
ENSDARG00000084433,0
ENSDARG00000095502,0
ENSDARG00000069543,1
ENSDARG00000011418,2
ENSDARG00000012275,0
ENSDARG00000024728,3
ENSDARG00000039601,13
ENSDARG00000063614,0
ENSDARG00000106982,0
ENSDARG00000006389,20
ENSDARG00000095137,0
ENSDARG00000092525,0
ENSDARG00000094055,0
ENSDARG00000094850,0
ENSDARG00000028096,4
ENSDARG00000103703,2
ENSDARG00000114063,2
ENSDARG00000117593,0
ENSDARG00000092580,0
ENSDARG00000093124,1
ENSDARG00000044276,1
ENSDARG00000113306,0
ENSDARG00000021982,0
ENSDARG00000006257,20
ENSDARG00000076644,1
ENSDARG00000087779,14
ENSDARG00000033768,10
ENSDARG00000016769,4
ENSDARG00000019233,3
ENSDARG00000044281,18
ENSDARG00000002271,43
ENSDARG00000044282,10
ENSDARG00000073695,3
ENSDARG00000074328,14
ENSDARG00000063309,3
ENSDARG00000044295,4
ENSDARG00000104849,0
ENSDARG00000095385,0
ENSDARG00000081514,0
ENSDARG00000082462,0
ENSDARG00000080923,0
ENSDARG00000076560,1
ENSDARG00000018426,45
ENSDARG00000044298,10
ENSDARG00000044299,10
ENSDARG00000095594,0
ENSDARG00000017229,0
ENSDARG00000044304,6
ENSDARG00000114472,0
ENSDARG00000104573,13
ENSDARG00000051896,0
ENSDARG00000046054,2
ENSDARG00000046053,0
ENSDARG00000060069,6
ENSDARG00000087414,0
ENSDARG00000078922,0
ENSDARG00000069472,2
ENSDARG00000105041,0
ENSDARG00000103135,0
ENSDARG00000099113,1
ENSDARG00000104450,0
ENSDARG00000100292,0
ENSDARG00000093444,0
ENSDARG00000078056,0
ENSDARG00000095421,1
ENSDARG00000115663,0
ENSDARG00000109514,0
ENSDARG00000081379,0
ENSDARG00000080633,0
ENSDARG00000013871,5
ENSDARG00000005560,100
ENSDARG00000078105,6
ENSDARG00000014058,0
ENSDARG00000025220,1
ENSDARG00000099844,7
ENSDARG00000110331,0
ENSDARG00000082394,0
ENSDARG00000081488,0
ENSDARG00000034852,1
ENSDARG00000062873,0
ENSDARG00000039354,0
ENSDARG00000073721,0
ENSDARG00000014939,1
ENSDARG00000085090,0
ENSDARG00000039345,9
ENSDARG00000083269,0
ENSDARG00000074858,9
ENSDARG00000010641,16
ENSDARG00000095294,1
ENSDARG00000011743,2
ENSDARG00000039351,1
ENSDARG00000077596,10
ENSDARG00000110972,0
ENSDARG00000044183,7
ENSDARG00000069377,0
ENSDARG00000095686,0
ENSDARG00000078839,1
ENSDARG00000116400,0
ENSDARG00000117452,0
ENSDARG00000006624,4
ENSDARG00000028067,5
ENSDARG00000032083,10
ENSDARG00000027638,0
ENSDARG00000027687,4
ENSDARG00000075864,4
ENSDARG00000080015,0
ENSDARG00000092976,13
ENSDARG00000054050,0
ENSDARG00000043465,22
ENSDARG00000078394,0
ENSDARG00000079681,0
ENSDARG00000117285,0
ENSDARG00000076949,0
ENSDARG00000111734,0
ENSDARG00000117243,0
ENSDARG00000044015,1
ENSDARG00000116593,0
ENSDARG00000005540,8
ENSDARG00000057299,17
ENSDARG00000013110,3
ENSDARG00000095167,0
ENSDARG00000027587,0
ENSDARG00000057456,8
ENSDARG00000076858,1
ENSDARG00000061419,0
ENSDARG00000057678,5
ENSDARG00000057676,21
ENSDARG00000099593,3
ENSDARG00000044010,4
ENSDARG00000100139,12
ENSDARG00000073753,7
ENSDARG00000109303,0
ENSDARG00000076765,0
ENSDARG00000057672,2
ENSDARG00000062765,11
ENSDARG00000077515,5
ENSDARG00000088831,1
ENSDARG00000044048,4
ENSDARG00000057665,1
ENSDARG00000044044,1
ENSDARG00000017880,0
ENSDARG00000111286,0
ENSDARG00000093141,0
ENSDARG00000111041,0
ENSDARG00000062720,3
ENSDARG00000116352,0
ENSDARG00000087961,0
ENSDARG00000027523,0
ENSDARG00000093047,0
ENSDARG00000094461,0
ENSDARG00000043976,26
ENSDARG00000017230,13
ENSDARG00000043962,0
ENSDARG00000107353,1
ENSDARG00000089562,2
ENSDARG00000027639,0
ENSDARG00000103602,0
ENSDARG00000104598,30
ENSDARG00000097170,21
ENSDARG00000095302,0
ENSDARG00000104007,7
ENSDARG00000101232,0
ENSDARG00000099646,0
ENSDARG00000112930,0
ENSDARG00000102726,0
ENSDARG00000101307,0
ENSDARG00000057519,51
ENSDARG00000101665,15
ENSDARG00000088475,1
ENSDARG00000098963,0
ENSDARG00000104057,1
ENSDARG00000103013,26
ENSDARG00000099447,0
ENSDARG00000099035,22
ENSDARG00000099931,46
ENSDARG00000104826,0
ENSDARG00000103950,8
ENSDARG00000104497,27
ENSDARG00000101865,21
ENSDARG00000100670,14
ENSDARG00000100829,14
ENSDARG00000102385,0
ENSDARG00000112040,0
ENSDARG00000105148,1
ENSDARG00000088911,0
ENSDARG00000057479,0
ENSDARG00000112454,3
ENSDARG00000107280,0
ENSDARG00000083391,0
ENSDARG00000034808,7
ENSDARG00000014329,37
ENSDARG00000017615,0
ENSDARG00000043901,0
ENSDARG00000087764,0
ENSDARG00000109946,0
ENSDARG00000008182,0
ENSDARG00000088539,0
ENSDARG00000097477,0
ENSDARG00000014047,8
ENSDARG00000043907,6
ENSDARG00000111524,0
ENSDARG00000079251,1
ENSDARG00000100737,1
ENSDARG00000117144,0
ENSDARG00000069190,0
ENSDARG00000078691,45
ENSDARG00000112993,0
ENSDARG00000056929,43
ENSDARG00000106506,0
ENSDARG00000056920,2
ENSDARG00000056915,16
ENSDARG00000056913,1
ENSDARG00000056885,1
ENSDARG00000094169,0
ENSDARG00000056877,102
ENSDARG00000082850,0
ENSDARG00000056873,33
ENSDARG00000056871,2
ENSDARG00000039215,5
ENSDARG00000094899,0
ENSDARG00000086416,6
ENSDARG00000104458,63
ENSDARG00000099273,1
ENSDARG00000117611,0
ENSDARG00000069333,0
ENSDARG00000086665,12
ENSDARG00000096973,0
ENSDARG00000057110,4
ENSDARG00000057105,10
ENSDARG00000003984,2
ENSDARG00000009930,0
ENSDARG00000113307,0
ENSDARG00000069323,0
ENSDARG00000025150,0
ENSDARG00000088219,1
ENSDARG00000088727,0
ENSDARG00000087245,0
ENSDARG00000057090,1
ENSDARG00000102680,0
ENSDARG00000092800,0
ENSDARG00000086718,0
ENSDARG00000029051,1
ENSDARG00000078618,5
ENSDARG00000096872,0
ENSDARG00000044091,1
ENSDARG00000113000,0
ENSDARG00000061120,33
ENSDARG00000106135,0
ENSDARG00000026403,0
ENSDARG00000092226,0
ENSDARG00000062361,20
ENSDARG00000092557,0
ENSDARG00000016439,5
ENSDARG00000113795,0
ENSDARG00000062347,3
ENSDARG00000077313,0
ENSDARG00000057035,6
ENSDARG00000057021,5
ENSDARG00000086302,6
ENSDARG00000075273,0
ENSDARG00000057004,4
ENSDARG00000112294,0
ENSDARG00000056985,6
ENSDARG00000076121,1
ENSDARG00000056964,14
ENSDARG00000043898,2
ENSDARG00000095640,0
ENSDARG00000112826,0
ENSDARG00000043894,0
ENSDARG00000102034,0
ENSDARG00000029461,0
ENSDARG00000086493,0
ENSDARG00000087709,0
ENSDARG00000017067,12
ENSDARG00000027169,0
ENSDARG00000004445,3
ENSDARG00000112889,0
ENSDARG00000069157,1
ENSDARG00000008243,40
ENSDARG00000069143,2
ENSDARG00000002196,10
ENSDARG00000069139,0
ENSDARG00000095144,0
ENSDARG00000078430,9
ENSDARG00000043848,67
ENSDARG00000077093,13
ENSDARG00000002394,0
ENSDARG00000043806,4
ENSDARG00000043850,0
ENSDARG00000070507,0
ENSDARG00000043857,22
ENSDARG00000106013,0
ENSDARG00000076856,4
ENSDARG00000056678,3
ENSDARG00000005397,7
ENSDARG00000069129,2
ENSDARG00000056664,0
ENSDARG00000079850,3
ENSDARG00000115442,0
ENSDARG00000079933,0
ENSDARG00000025011,16
ENSDARG00000075382,3
ENSDARG00000056653,2
ENSDARG00000094386,0
ENSDARG00000056649,10
ENSDARG00000095400,0
ENSDARG00000090629,0
ENSDARG00000056633,4
ENSDARG00000029493,0
ENSDARG00000097371,0
ENSDARG00000094211,0
ENSDARG00000056603,0
ENSDARG00000056511,393
ENSDARG00000077622,0
ENSDARG00000069109,3
ENSDARG00000069106,0
ENSDARG00000079895,7
ENSDARG00000097136,0
ENSDARG00000056479,10
ENSDARG00000088927,0
ENSDARG00000073696,8
ENSDARG00000062016,1
ENSDARG00000032816,2
ENSDARG00000030805,2
ENSDARG00000075422,2
ENSDARG00000043663,10
ENSDARG00000092387,4
ENSDARG00000092787,19
ENSDARG00000095610,0
ENSDARG00000093382,22
ENSDARG00000114036,0
ENSDARG00000043662,4
ENSDARG00000061993,2
ENSDARG00000080851,0
ENSDARG00000080041,0
ENSDARG00000014793,14
ENSDARG00000043658,3
ENSDARG00000106411,0
ENSDARG00000056427,20
ENSDARG00000113489,0
ENSDARG00000087639,0
ENSDARG00000069085,1
ENSDARG00000053884,12
ENSDARG00000015917,5
ENSDARG00000018399,1
ENSDARG00000082187,0
ENSDARG00000081078,0
ENSDARG00000111666,0
ENSDARG00000077339,0
ENSDARG00000043493,23
ENSDARG00000069065,7
ENSDARG00000103049,0
ENSDARG00000092578,0
ENSDARG00000093623,0
ENSDARG00000093929,0
ENSDARG00000094958,0
ENSDARG00000012699,10
ENSDARG00000015199,11
ENSDARG00000026531,47
ENSDARG00000107970,0
ENSDARG00000107885,0
ENSDARG00000088315,6
ENSDARG00000061835,0
ENSDARG00000098042,0
ENSDARG00000012866,28
ENSDARG00000077179,1
ENSDARG00000061956,0
ENSDARG00000089787,18
ENSDARG00000014506,14
ENSDARG00000116938,0
ENSDARG00000099323,6
ENSDARG00000111769,0
ENSDARG00000116971,0
ENSDARG00000095975,0
ENSDARG00000011240,3
ENSDARG00000036338,6
ENSDARG00000013670,15
ENSDARG00000105061,2
ENSDARG00000068996,33
ENSDARG00000068995,127
ENSDARG00000043542,3
ENSDARG00000089327,0
ENSDARG00000068992,736
ENSDARG00000115047,1
ENSDARG00000113056,0
ENSDARG00000082008,0
ENSDARG00000068982,0
ENSDARG00000068976,0
ENSDARG00000068974,14
ENSDARG00000092396,0
ENSDARG00000018065,1
ENSDARG00000114119,0
ENSDARG00000013005,3
ENSDARG00000081351,0
ENSDARG00000106033,0
ENSDARG00000117627,2
ENSDARG00000004627,1
ENSDARG00000055349,12
ENSDARG00000027129,3
ENSDARG00000009387,7
ENSDARG00000092847,0
ENSDARG00000005645,7
ENSDARG00000114981,0
ENSDARG00000079474,1
ENSDARG00000077039,1
ENSDARG00000111130,0
ENSDARG00000023174,24
ENSDARG00000055433,7
ENSDARG00000061549,1
ENSDARG00000004363,4
ENSDARG00000086112,1
ENSDARG00000042489,1
ENSDARG00000042492,9
ENSDARG00000014796,5
ENSDARG00000023815,4
ENSDARG00000116183,0
ENSDARG00000018846,16
ENSDARG00000019228,3
ENSDARG00000074521,4
ENSDARG00000068923,0
ENSDARG00000043285,0
ENSDARG00000043287,4
ENSDARG00000068919,1
ENSDARG00000026499,2
ENSDARG00000076473,4
ENSDARG00000014430,10
ENSDARG00000061580,10
ENSDARG00000078459,26
ENSDARG00000109511,0
ENSDARG00000062592,166
ENSDARG00000111877,1
ENSDARG00000043357,2
ENSDARG00000098867,1
ENSDARG00000105000,3
ENSDARG00000117222,0
ENSDARG00000114038,12
ENSDARG00000082262,0
ENSDARG00000083420,0
ENSDARG00000082938,0
ENSDARG00000043371,180
ENSDARG00000055622,0
ENSDARG00000011422,11
ENSDARG00000068858,0
ENSDARG00000090814,1
ENSDARG00000035332,3
ENSDARG00000056024,0
ENSDARG00000035333,0
ENSDARG00000091317,1
ENSDARG00000077740,1
ENSDARG00000032820,0
ENSDARG00000097667,0
ENSDARG00000056001,14
ENSDARG00000055973,0
ENSDARG00000079862,1
ENSDARG00000055969,4
ENSDARG00000068817,0
ENSDARG00000092625,0
ENSDARG00000116394,0
ENSDARG00000117202,0
ENSDARG00000115302,0
ENSDARG00000092589,0
ENSDARG00000112207,0
ENSDARG00000109890,0
ENSDARG00000088743,0
ENSDARG00000095054,0
ENSDARG00000109962,0
ENSDARG00000116494,0
ENSDARG00000079542,2
ENSDARG00000099228,0
ENSDARG00000070080,24
ENSDARG00000018856,11
ENSDARG00000089570,0
ENSDARG00000068782,0
ENSDARG00000043236,0
ENSDARG00000043232,0
ENSDARG00000098015,0
ENSDARG00000076891,12
ENSDARG00000021938,4
ENSDARG00000061235,4
ENSDARG00000068755,9
ENSDARG00000078658,0
ENSDARG00000030803,5
ENSDARG00000043211,0
ENSDARG00000043209,4
ENSDARG00000094647,0
ENSDARG00000055113,10
ENSDARG00000077224,0
ENSDARG00000061378,4
ENSDARG00000087393,0
ENSDARG00000026338,0
ENSDARG00000030914,3
ENSDARG00000055092,10
ENSDARG00000092463,0
ENSDARG00000093822,0
ENSDARG00000088937,0
ENSDARG00000027153,0
ENSDARG00000043182,6
ENSDARG00000004763,1
ENSDARG00000079889,0
ENSDARG00000103071,14
ENSDARG00000055066,0
ENSDARG00000100481,9
ENSDARG00000106229,0
ENSDARG00000089119,0
ENSDARG00000090368,0
ENSDARG00000102689,0
ENSDARG00000085822,0
ENSDARG00000103748,1
ENSDARG00000007856,0
ENSDARG00000099175,137
ENSDARG00000099156,1
ENSDARG00000060983,3
ENSDARG00000054575,0
ENSDARG00000107368,0
ENSDARG00000043142,0
ENSDARG00000100546,0
ENSDARG00000068704,0
ENSDARG00000078974,6
ENSDARG00000103268,0
ENSDARG00000101588,0
ENSDARG00000105708,1
ENSDARG00000100269,0
ENSDARG00000105775,0
ENSDARG00000102990,0
ENSDARG00000098178,0
ENSDARG00000100272,0
ENSDARG00000105828,0
ENSDARG00000105796,0
ENSDARG00000091172,0
ENSDARG00000091203,0
ENSDARG00000102662,0
ENSDARG00000102329,0
ENSDARG00000091143,0
ENSDARG00000102933,0
ENSDARG00000101554,0
ENSDARG00000102921,0
ENSDARG00000103192,0
ENSDARG00000100410,0
ENSDARG00000102614,0
ENSDARG00000103418,0
ENSDARG00000103685,0
ENSDARG00000068661,0
ENSDARG00000068660,0
ENSDARG00000068659,0
ENSDARG00000101806,0
ENSDARG00000099532,37
ENSDARG00000034825,3
ENSDARG00000054755,0
ENSDARG00000061052,36
ENSDARG00000043148,0
ENSDARG00000068640,44
ENSDARG00000093503,11
ENSDARG00000091209,12
