Identifier,EE2-10ng/L-A
ENSDARG00000044047,2
ENSDARG00000044056,9
ENSDARG00000086256,2
ENSDARG00000086418,7
ENSDARG00000113333,0
ENSDARG00000044059,0
ENSDARG00000104283,2
ENSDARG00000100768,0
ENSDARG00000109068,0
ENSDARG00000058692,0
ENSDARG00000084211,0
ENSDARG00000103562,2
ENSDARG00000090072,5
ENSDARG00000044062,21
ENSDARG00000097920,1
ENSDARG00000019834,4
ENSDARG00000097624,0
ENSDARG00000071294,4
ENSDARG00000044023,0
ENSDARG00000089202,1
ENSDARG00000058673,0
ENSDARG00000030537,36
ENSDARG00000063190,10
ENSDARG00000077295,6
ENSDARG00000109820,6
ENSDARG00000097974,1
ENSDARG00000032553,0
ENSDARG00000071203,22
ENSDARG00000017272,6
ENSDARG00000058444,22
ENSDARG00000014106,53
ENSDARG00000063233,4
ENSDARG00000099745,11
ENSDARG00000102608,4
ENSDARG00000098367,56
ENSDARG00000104230,27
ENSDARG00000104695,0
ENSDARG00000103533,3
ENSDARG00000104922,1
ENSDARG00000104125,3
ENSDARG00000102138,9
ENSDARG00000104845,0
ENSDARG00000005356,0
ENSDARG00000078784,37
ENSDARG00000103746,1
ENSDARG00000035546,7
ENSDARG00000097302,0
ENSDARG00000002670,4
ENSDARG00000071259,20
ENSDARG00000077035,0
ENSDARG00000044001,71
ENSDARG00000117739,0
ENSDARG00000107742,0
ENSDARG00000101635,0
ENSDARG00000097772,4
ENSDARG00000096963,3
ENSDARG00000004297,42
ENSDARG00000097935,1
ENSDARG00000043865,28
ENSDARG00000083966,0
ENSDARG00000043873,37
ENSDARG00000114381,0
ENSDARG00000112988,0
ENSDARG00000089164,0
ENSDARG00000097666,0
ENSDARG00000086618,116
ENSDARG00000062785,18
ENSDARG00000015206,46
ENSDARG00000074323,2
ENSDARG00000013343,29
ENSDARG00000058050,0
ENSDARG00000114403,0
ENSDARG00000074756,36
ENSDARG00000086283,4
ENSDARG00000075053,12
ENSDARG00000075766,11
ENSDARG00000091585,0
ENSDARG00000076687,0
ENSDARG00000077530,11
ENSDARG00000097940,1
ENSDARG00000110216,0
ENSDARG00000111806,0
ENSDARG00000112941,0
ENSDARG00000058117,84
ENSDARG00000060211,1
ENSDARG00000029874,15
ENSDARG00000026166,2
ENSDARG00000043928,5
ENSDARG00000109234,0
ENSDARG00000043932,9
ENSDARG00000043933,0
ENSDARG00000043934,0
ENSDARG00000043938,2
ENSDARG00000006235,29
ENSDARG00000076889,17
ENSDARG00000107345,0
ENSDARG00000112903,0
ENSDARG00000020655,3
ENSDARG00000007693,30
ENSDARG00000019398,47
ENSDARG00000075057,7
ENSDARG00000043972,9
ENSDARG00000079636,19
ENSDARG00000075400,0
ENSDARG00000099973,20
ENSDARG00000015638,9
ENSDARG00000015851,38
ENSDARG00000117483,0
ENSDARG00000107702,0
ENSDARG00000091185,0
ENSDARG00000071230,3
ENSDARG00000117629,0
ENSDARG00000098005,0
ENSDARG00000107416,0
ENSDARG00000089320,0
ENSDARG00000028581,9
ENSDARG00000028586,0
ENSDARG00000015059,27
ENSDARG00000074698,7
ENSDARG00000004377,6
ENSDARG00000087443,19
ENSDARG00000111008,0
ENSDARG00000003925,1
ENSDARG00000101501,4
ENSDARG00000057681,7
ENSDARG00000009253,24
ENSDARG00000075707,15
ENSDARG00000096891,0
ENSDARG00000011434,0
ENSDARG00000032256,4
ENSDARG00000045289,2
ENSDARG00000015228,2
ENSDARG00000075759,7
ENSDARG00000097906,0
ENSDARG00000113158,0
ENSDARG00000070453,30
ENSDARG00000015998,2
ENSDARG00000097924,0
ENSDARG00000078509,0
ENSDARG00000039892,10
ENSDARG00000057699,8
ENSDARG00000087197,3
ENSDARG00000097256,4
ENSDARG00000002635,3
ENSDARG00000003381,4
ENSDARG00000071192,2
ENSDARG00000097634,0
ENSDARG00000007697,781
ENSDARG00000057903,176
ENSDARG00000011370,16
ENSDARG00000115037,0
ENSDARG00000008803,80
ENSDARG00000054753,91
ENSDARG00000036569,3
ENSDARG00000075905,0
ENSDARG00000014805,9
ENSDARG00000016460,12
ENSDARG00000001898,4
ENSDARG00000057792,0
ENSDARG00000057790,2
ENSDARG00000006279,3
ENSDARG00000052982,5
ENSDARG00000096911,0
ENSDARG00000023237,19
ENSDARG00000083936,0
ENSDARG00000096867,1
ENSDARG00000097902,12
ENSDARG00000078241,5
ENSDARG00000060113,28
ENSDARG00000097742,0
ENSDARG00000025024,2
ENSDARG00000079731,30
ENSDARG00000027082,2
ENSDARG00000008212,0
ENSDARG00000073866,6
ENSDARG00000043740,3
ENSDARG00000106302,0
ENSDARG00000012833,20
ENSDARG00000057452,19
ENSDARG00000084966,0
ENSDARG00000094857,1
ENSDARG00000043746,13
ENSDARG00000062561,5
ENSDARG00000097753,27
ENSDARG00000071164,1
ENSDARG00000107737,0
ENSDARG00000018976,5
ENSDARG00000089691,2
ENSDARG00000107403,0
ENSDARG00000005232,4
ENSDARG00000062501,3
ENSDARG00000016513,23
ENSDARG00000062510,29
ENSDARG00000097921,0
ENSDARG00000109217,0
ENSDARG00000082787,0
ENSDARG00000117299,0
ENSDARG00000018006,9
ENSDARG00000085644,0
ENSDARG00000089780,0
ENSDARG00000017023,2
ENSDARG00000016474,9
ENSDARG00000097299,2
ENSDARG00000117460,0
ENSDARG00000059073,5
ENSDARG00000117701,0
ENSDARG00000001129,53
ENSDARG00000010948,5
ENSDARG00000055445,1
ENSDARG00000097644,0
ENSDARG00000056029,12
ENSDARG00000017569,26
ENSDARG00000016584,7
ENSDARG00000056057,0
ENSDARG00000023318,9
ENSDARG00000071091,0
ENSDARG00000083870,0
ENSDARG00000003706,2
ENSDARG00000071090,2
ENSDARG00000071082,3
ENSDARG00000097693,11
ENSDARG00000022944,2
ENSDARG00000056214,1
ENSDARG00000043275,7
ENSDARG00000091287,0
ENSDARG00000022832,24
ENSDARG00000056235,54
ENSDARG00000056250,5
ENSDARG00000097982,0
ENSDARG00000077349,1
ENSDARG00000061773,1
ENSDARG00000061758,0
ENSDARG00000074663,12
ENSDARG00000097398,0
ENSDARG00000097503,11
ENSDARG00000097416,2
ENSDARG00000043341,0
ENSDARG00000013926,8
ENSDARG00000043334,22
ENSDARG00000061736,30
ENSDARG00000080031,0
ENSDARG00000087554,24
ENSDARG00000077979,0
ENSDARG00000003998,4
ENSDARG00000061682,5
ENSDARG00000029107,20
ENSDARG00000056292,19
ENSDARG00000008757,2
ENSDARG00000002021,8
ENSDARG00000106966,0
ENSDARG00000071004,32
ENSDARG00000070603,6
ENSDARG00000070598,0
ENSDARG00000039697,5
ENSDARG00000013443,64
ENSDARG00000021916,6
ENSDARG00000056535,6
ENSDARG00000070953,0
ENSDARG00000074527,4
ENSDARG00000096844,0
ENSDARG00000074389,0
ENSDARG00000056491,6
ENSDARG00000070954,1
ENSDARG00000070955,7
ENSDARG00000056501,0
ENSDARG00000025311,2
ENSDARG00000089050,2
ENSDARG00000030064,9
ENSDARG00000105957,0
ENSDARG00000032831,5
ENSDARG00000043395,5
ENSDARG00000062182,2
ENSDARG00000091252,2
ENSDARG00000056643,0
ENSDARG00000056652,0
ENSDARG00000056659,6
ENSDARG00000009046,4
ENSDARG00000030094,21
ENSDARG00000062209,23
ENSDARG00000043406,2
ENSDARG00000100925,56
ENSDARG00000117493,1
ENSDARG00000062289,1
ENSDARG00000056836,182
ENSDARG00000096871,0
ENSDARG00000056832,1
ENSDARG00000030957,26
ENSDARG00000074166,44
ENSDARG00000097706,9
ENSDARG00000007918,8
ENSDARG00000080278,0
ENSDARG00000080349,0
ENSDARG00000084123,0
ENSDARG00000056922,2
ENSDARG00000077864,0
ENSDARG00000078391,0
ENSDARG00000117464,10
ENSDARG00000106928,0
ENSDARG00000112088,0
ENSDARG00000115129,0
ENSDARG00000040162,29
ENSDARG00000071005,8
ENSDARG00000116291,0
ENSDARG00000109494,0
ENSDARG00000112059,0
ENSDARG00000115215,0
ENSDARG00000110981,0
ENSDARG00000113816,0
ENSDARG00000111505,0
ENSDARG00000116853,0
ENSDARG00000113730,0
ENSDARG00000110830,0
ENSDARG00000088493,16
ENSDARG00000071007,0
ENSDARG00000075263,5
ENSDARG00000071009,5
ENSDARG00000056949,0
ENSDARG00000043562,12
ENSDARG00000008192,1
ENSDARG00000081704,0
ENSDARG00000017773,8
ENSDARG00000056976,0
ENSDARG00000043584,0
ENSDARG00000071012,0
ENSDARG00000043586,0
ENSDARG00000071018,55
ENSDARG00000071021,25
ENSDARG00000057058,3
ENSDARG00000057053,16
ENSDARG00000057049,0
ENSDARG00000015110,0
ENSDARG00000088699,9
ENSDARG00000071037,7
ENSDARG00000079857,6
ENSDARG00000063229,8
ENSDARG00000097418,0
ENSDARG00000086305,1
ENSDARG00000091902,15
ENSDARG00000043643,7
ENSDARG00000097512,0
ENSDARG00000094992,7
ENSDARG00000074590,2
ENSDARG00000103849,70
ENSDARG00000008200,24
ENSDARG00000044083,7
ENSDARG00000071341,0
ENSDARG00000071347,0
ENSDARG00000116881,0
ENSDARG00000063553,18
ENSDARG00000094627,2
ENSDARG00000044090,9
ENSDARG00000044092,342
ENSDARG00000044093,834
ENSDARG00000081568,0
ENSDARG00000081926,0
ENSDARG00000094258,5
ENSDARG00000093070,0
ENSDARG00000071357,5
ENSDARG00000097964,0
ENSDARG00000071360,4
ENSDARG00000044102,34
ENSDARG00000033616,6
ENSDARG00000063511,16
ENSDARG00000097385,5
ENSDARG00000096981,0
ENSDARG00000003940,3
ENSDARG00000074004,0
ENSDARG00000097846,0
ENSDARG00000117827,0
ENSDARG00000096885,0
ENSDARG00000059131,0
ENSDARG00000097465,2
ENSDARG00000077264,31
ENSDARG00000089959,0
ENSDARG00000075854,2
ENSDARG00000042866,8
ENSDARG00000021220,25
ENSDARG00000059226,2
ENSDARG00000002401,12
ENSDARG00000089221,3
ENSDARG00000096843,18
ENSDARG00000078130,1
ENSDARG00000059340,1
ENSDARG00000115168,0
ENSDARG00000075525,0
ENSDARG00000096957,0
ENSDARG00000077788,3
ENSDARG00000104958,0
ENSDARG00000103234,1
ENSDARG00000059259,109
ENSDARG00000059247,20
ENSDARG00000059252,0
ENSDARG00000102525,0
ENSDARG00000100426,2
ENSDARG00000103924,1
ENSDARG00000001463,83
ENSDARG00000001244,69
ENSDARG00000022995,35
ENSDARG00000031782,58
ENSDARG00000094998,0
ENSDARG00000031366,2
ENSDARG00000032704,0
ENSDARG00000044129,13
ENSDARG00000094975,8
ENSDARG00000044134,9
ENSDARG00000044136,9
ENSDARG00000044153,66
ENSDARG00000096445,37
ENSDARG00000024167,0
ENSDARG00000074428,0
ENSDARG00000114152,0
ENSDARG00000044142,7
ENSDARG00000044144,23
ENSDARG00000115173,0
ENSDARG00000113485,0
ENSDARG00000097977,0
ENSDARG00000074583,2
ENSDARG00000087749,1
ENSDARG00000097063,0
ENSDARG00000076462,2
ENSDARG00000061215,3
ENSDARG00000116527,0
ENSDARG00000007285,42
ENSDARG00000061207,6
ENSDARG00000084296,0
ENSDARG00000021811,393
ENSDARG00000074726,7
ENSDARG00000061169,64
ENSDARG00000097490,0
ENSDARG00000030237,16
ENSDARG00000070874,1
ENSDARG00000033707,15
ENSDARG00000097437,0
ENSDARG00000097934,2
ENSDARG00000032623,22
ENSDARG00000021147,12
ENSDARG00000078552,5
ENSDARG00000089553,0
ENSDARG00000097636,1
ENSDARG00000032932,5
ENSDARG00000033437,9
ENSDARG00000100722,4
ENSDARG00000021896,7
ENSDARG00000079233,2
ENSDARG00000054823,23
ENSDARG00000055270,5
ENSDARG00000097369,12
ENSDARG00000107926,0
ENSDARG00000014498,32
ENSDARG00000053773,6
ENSDARG00000003902,637
ENSDARG00000087556,2
ENSDARG00000097478,167
ENSDARG00000042370,0
ENSDARG00000075556,29
ENSDARG00000114351,0
ENSDARG00000060679,55
ENSDARG00000054122,27
ENSDARG00000054124,2
ENSDARG00000024017,0
ENSDARG00000115172,0
ENSDARG00000054128,2
ENSDARG00000042563,3
ENSDARG00000084529,0
ENSDARG00000023999,4
ENSDARG00000093993,0
ENSDARG00000054213,59
ENSDARG00000054220,9
ENSDARG00000001729,47
ENSDARG00000024032,8
ENSDARG00000098051,3
ENSDARG00000000779,21
ENSDARG00000001313,9
ENSDARG00000097800,3
ENSDARG00000075949,1
ENSDARG00000097263,0
ENSDARG00000070769,9
ENSDARG00000097683,35
ENSDARG00000054302,3
ENSDARG00000090708,0
ENSDARG00000022000,2
ENSDARG00000031434,19
ENSDARG00000100100,0
ENSDARG00000028804,23
ENSDARG00000060835,9
ENSDARG00000021151,9
ENSDARG00000060854,3
ENSDARG00000029482,0
ENSDARG00000107376,0
ENSDARG00000097817,0
ENSDARG00000097219,0
ENSDARG00000004861,10
ENSDARG00000117622,0
ENSDARG00000097115,0
ENSDARG00000054414,1
ENSDARG00000097668,0
ENSDARG00000070794,0
ENSDARG00000020239,81
ENSDARG00000097487,0
ENSDARG00000054973,38
ENSDARG00000107092,0
ENSDARG00000054537,10
ENSDARG00000091222,5
ENSDARG00000074393,2
ENSDARG00000042815,2
ENSDARG00000074809,13
ENSDARG00000042780,140
ENSDARG00000079796,1
ENSDARG00000042784,0
ENSDARG00000042793,3
ENSDARG00000042796,24
ENSDARG00000042544,9
ENSDARG00000035650,13
ENSDARG00000042840,10
ENSDARG00000097833,0
ENSDARG00000098050,1
ENSDARG00000038235,4
ENSDARG00000097985,0
ENSDARG00000042846,1
ENSDARG00000060992,1
ENSDARG00000042848,7
ENSDARG00000073962,19
ENSDARG00000054700,0
ENSDARG00000086789,15
ENSDARG00000042853,49
ENSDARG00000042856,19
ENSDARG00000114149,0
ENSDARG00000042861,1
ENSDARG00000075072,6
ENSDARG00000110320,1
ENSDARG00000090753,0
ENSDARG00000036781,3
ENSDARG00000019338,0
ENSDARG00000073910,11
ENSDARG00000076988,15
ENSDARG00000005574,2
ENSDARG00000070833,7
ENSDARG00000055027,3
ENSDARG00000036775,5
ENSDARG00000054821,12
ENSDARG00000061294,52
ENSDARG00000098907,5
ENSDARG00000102144,5
ENSDARG00000107576,0
ENSDARG00000109529,0
ENSDARG00000079068,4
ENSDARG00000085514,0
ENSDARG00000079029,1
ENSDARG00000097372,2
ENSDARG00000097538,0
ENSDARG00000013794,8
ENSDARG00000023323,354
ENSDARG00000061391,4
ENSDARG00000110412,0
ENSDARG00000079020,2
ENSDARG00000061405,4
ENSDARG00000097530,2
ENSDARG00000055120,64
ENSDARG00000075444,14
ENSDARG00000099993,0
ENSDARG00000055123,4
ENSDARG00000112312,0
ENSDARG00000055133,32
ENSDARG00000055151,20
ENSDARG00000055158,13
ENSDARG00000000837,12
ENSDARG00000012581,2
ENSDARG00000043135,1
ENSDARG00000033516,1
ENSDARG00000070916,9
ENSDARG00000083797,0
ENSDARG00000043141,4
ENSDARG00000055240,29
ENSDARG00000024602,3
ENSDARG00000091471,3
ENSDARG00000022983,12
ENSDARG00000012874,18
ENSDARG00000097759,0
ENSDARG00000055252,2
ENSDARG00000077618,6
ENSDARG00000022951,2
ENSDARG00000061562,0
ENSDARG00000107649,0
ENSDARG00000091366,2
ENSDARG00000097505,0
ENSDARG00000034042,6
ENSDARG00000015449,12
ENSDARG00000089076,12
ENSDARG00000006272,0
ENSDARG00000005827,29
ENSDARG00000097163,0
ENSDARG00000055283,67
ENSDARG00000031240,33
ENSDARG00000031845,2
ENSDARG00000010181,3
ENSDARG00000007169,2
ENSDARG00000015765,1
ENSDARG00000043213,14
ENSDARG00000097654,0
ENSDARG00000020600,2
ENSDARG00000004952,0
ENSDARG00000031359,0
ENSDARG00000111789,0
ENSDARG00000117724,1
ENSDARG00000081487,0
ENSDARG00000077811,75
ENSDARG00000117372,0
ENSDARG00000109483,0
ENSDARG00000097167,0
ENSDARG00000103264,0
ENSDARG00000013266,7
ENSDARG00000053987,0
ENSDARG00000109707,0
ENSDARG00000074839,2
ENSDARG00000080087,0
ENSDARG00000097318,0
ENSDARG00000042141,2
ENSDARG00000079992,0
ENSDARG00000020231,1
ENSDARG00000011141,11
ENSDARG00000109649,0
ENSDARG00000015566,60
ENSDARG00000081059,0
ENSDARG00000013020,0
ENSDARG00000076501,8
ENSDARG00000079500,14
ENSDARG00000053896,0
ENSDARG00000060594,33
ENSDARG00000117189,0
ENSDARG00000053890,1
ENSDARG00000114834,0
ENSDARG00000070673,0
ENSDARG00000053864,42
ENSDARG00000109346,0
ENSDARG00000096902,3
ENSDARG00000053858,68
ENSDARG00000112129,0
ENSDARG00000070670,10
ENSDARG00000101173,0
ENSDARG00000007198,7
ENSDARG00000060569,3
ENSDARG00000016154,13
ENSDARG00000117332,0
ENSDARG00000053835,4
ENSDARG00000060564,2
ENSDARG00000053829,7
ENSDARG00000020332,0
ENSDARG00000019835,0
ENSDARG00000019364,6
ENSDARG00000060551,2
ENSDARG00000042261,0
ENSDARG00000091548,14
ENSDARG00000030490,34
ENSDARG00000053713,9
ENSDARG00000053711,0
ENSDARG00000005179,13
ENSDARG00000015425,9
ENSDARG00000029668,17
ENSDARG00000084381,0
ENSDARG00000107917,0
ENSDARG00000088263,3
ENSDARG00000085921,0
ENSDARG00000109943,0
ENSDARG00000085416,0
ENSDARG00000116772,0
ENSDARG00000060494,34
ENSDARG00000097217,2
ENSDARG00000021497,0
ENSDARG00000070627,0
ENSDARG00000116255,0
ENSDARG00000092339,0
ENSDARG00000117063,0
ENSDARG00000097540,0
ENSDARG00000111809,0
ENSDARG00000060480,0
ENSDARG00000104306,1
ENSDARG00000013134,1
ENSDARG00000097874,0
ENSDARG00000086849,1
ENSDARG00000106248,5
ENSDARG00000013461,1
ENSDARG00000034160,13
ENSDARG00000089862,3
ENSDARG00000104031,22
ENSDARG00000019877,2
ENSDARG00000038863,7
ENSDARG00000040623,14
ENSDARG00000078479,2
ENSDARG00000097277,2
ENSDARG00000053301,5
ENSDARG00000005861,21
ENSDARG00000082983,0
ENSDARG00000097749,0
ENSDARG00000079753,2
ENSDARG00000075107,3
ENSDARG00000053298,4
ENSDARG00000008203,4
ENSDARG00000097301,0
ENSDARG00000116402,0
ENSDARG00000097567,2
ENSDARG00000003411,4
ENSDARG00000079967,12
ENSDARG00000008239,2
ENSDARG00000089717,1
ENSDARG00000009443,58
ENSDARG00000097650,0
ENSDARG00000038099,13
ENSDARG00000096979,1
ENSDARG00000090912,60
ENSDARG00000038154,30
ENSDARG00000053517,8
ENSDARG00000070583,5
ENSDARG00000004576,1
ENSDARG00000053544,17
ENSDARG00000038064,9
ENSDARG00000014854,3
ENSDARG00000070589,21
ENSDARG00000091813,4
ENSDARG00000070590,2
ENSDARG00000097041,0
ENSDARG00000060430,4
ENSDARG00000097485,5
ENSDARG00000053558,7
ENSDARG00000087985,2
ENSDARG00000053571,5
ENSDARG00000044098,0
ENSDARG00000117244,7
ENSDARG00000101112,0
ENSDARG00000100317,6
ENSDARG00000030357,0
ENSDARG00000075826,0
ENSDARG00000032802,102
ENSDARG00000114373,0
ENSDARG00000097825,5
ENSDARG00000029045,2
ENSDARG00000115071,0
ENSDARG00000096910,0
ENSDARG00000076362,6
ENSDARG00000011235,17
ENSDARG00000097731,9
ENSDARG00000112500,0
ENSDARG00000097410,0
ENSDARG00000113396,0
ENSDARG00000060323,1
ENSDARG00000031533,2
ENSDARG00000079686,18
ENSDARG00000099611,0
ENSDARG00000103124,0
ENSDARG00000076767,1
ENSDARG00000075397,0
ENSDARG00000075170,0
ENSDARG00000004158,6
ENSDARG00000053475,2
ENSDARG00000089467,6
ENSDARG00000060380,5
ENSDARG00000053481,2
ENSDARG00000053485,237
ENSDARG00000027984,49
ENSDARG00000074100,0
ENSDARG00000052390,7
ENSDARG00000027538,0
ENSDARG00000117426,0
ENSDARG00000097132,0
ENSDARG00000005670,7
ENSDARG00000074556,0
ENSDARG00000041864,11
ENSDARG00000016651,63
ENSDARG00000012271,4
ENSDARG00000040192,12
ENSDARG00000002353,6
ENSDARG00000020944,95
ENSDARG00000052898,0
ENSDARG00000070487,4
ENSDARG00000060008,8
ENSDARG00000026335,4
ENSDARG00000052917,8
ENSDARG00000091723,0
ENSDARG00000060021,2
ENSDARG00000077217,0
ENSDARG00000052928,28
ENSDARG00000052942,19
ENSDARG00000081779,0
ENSDARG00000015016,7
ENSDARG00000096971,2
ENSDARG00000090064,0
ENSDARG00000117585,0
ENSDARG00000106768,0
ENSDARG00000078312,0
ENSDARG00000110938,0
ENSDARG00000111292,0
ENSDARG00000086941,0
ENSDARG00000116305,0
ENSDARG00000097694,2
ENSDARG00000089502,0
ENSDARG00000115934,0
ENSDARG00000097605,0
ENSDARG00000091445,0
ENSDARG00000097945,0
ENSDARG00000097623,0
ENSDARG00000116676,0
ENSDARG00000097531,0
ENSDARG00000117677,0
ENSDARG00000097681,0
ENSDARG00000102288,13
ENSDARG00000111621,0
ENSDARG00000104663,0
ENSDARG00000096961,0
ENSDARG00000095833,2
ENSDARG00000108240,0
ENSDARG00000097923,0
ENSDARG00000085771,0
ENSDARG00000111639,0
ENSDARG00000070447,1
ENSDARG00000112488,0
ENSDARG00000091349,0
ENSDARG00000088255,2
ENSDARG00000001937,0
ENSDARG00000091233,2
ENSDARG00000099987,0
ENSDARG00000023587,1
ENSDARG00000105453,0
ENSDARG00000053240,3
ENSDARG00000028393,4
ENSDARG00000037613,0
ENSDARG00000006840,46
ENSDARG00000097776,0
ENSDARG00000034222,5
ENSDARG00000100056,3
ENSDARG00000087780,9
ENSDARG00000040727,1
ENSDARG00000105888,0
ENSDARG00000040487,1
ENSDARG00000008805,9
ENSDARG00000089149,6
ENSDARG00000040492,24
ENSDARG00000016763,26
ENSDARG00000040479,0
ENSDARG00000103410,0
ENSDARG00000103345,0
ENSDARG00000102333,12
ENSDARG00000100359,10
ENSDARG00000104532,0
ENSDARG00000089192,0
ENSDARG00000089607,0
ENSDARG00000097798,0
ENSDARG00000097188,1
ENSDARG00000044847,12
ENSDARG00000053263,4
ENSDARG00000078322,126
ENSDARG00000053217,396
ENSDARG00000030236,17
ENSDARG00000078419,2
ENSDARG00000109703,0
ENSDARG00000114211,0
ENSDARG00000111442,0
ENSDARG00000116570,0
ENSDARG00000077712,0
ENSDARG00000115096,0
ENSDARG00000108812,0
ENSDARG00000074471,14
ENSDARG00000097365,5
ENSDARG00000053190,0
ENSDARG00000040137,2
ENSDARG00000040135,0
ENSDARG00000060126,8
ENSDARG00000070526,2
ENSDARG00000026723,13
ENSDARG00000087251,2
ENSDARG00000020581,24
ENSDARG00000088507,2
ENSDARG00000093378,7
ENSDARG00000100587,0
ENSDARG00000088298,3
ENSDARG00000097839,0
ENSDARG00000097685,2
ENSDARG00000053165,2
ENSDARG00000115992,0
ENSDARG00000019995,23
ENSDARG00000086808,5
ENSDARG00000020242,8
ENSDARG00000088862,5
ENSDARG00000067999,0
ENSDARG00000016775,7
ENSDARG00000027867,2
ENSDARG00000101485,39
ENSDARG00000004870,11
ENSDARG00000020448,15
ENSDARG00000060101,6
ENSDARG00000043417,9
ENSDARG00000116393,0
ENSDARG00000098733,0
ENSDARG00000038969,1
ENSDARG00000038968,0
ENSDARG00000070440,0
ENSDARG00000020077,8
ENSDARG00000007377,10
ENSDARG00000086027,0
ENSDARG00000016117,11
ENSDARG00000027279,11
ENSDARG00000038957,0
ENSDARG00000108078,0
ENSDARG00000111290,0
ENSDARG00000036793,0
ENSDARG00000019367,1
ENSDARG00000100847,0
ENSDARG00000117455,0
ENSDARG00000041952,2
ENSDARG00000014230,84
ENSDARG00000079024,0
ENSDARG00000041960,9
ENSDARG00000087625,10
ENSDARG00000060062,0
ENSDARG00000077567,1
ENSDARG00000081196,0
ENSDARG00000060068,1
ENSDARG00000041449,21
ENSDARG00000098240,16
ENSDARG00000098711,3
ENSDARG00000070461,2
ENSDARG00000042839,6
ENSDARG00000092716,0
ENSDARG00000098081,0
ENSDARG00000099274,1
ENSDARG00000036968,1
ENSDARG00000104708,33
ENSDARG00000101867,2
ENSDARG00000102490,7
ENSDARG00000098669,0
ENSDARG00000099534,0
ENSDARG00000034063,0
ENSDARG00000112675,0
ENSDARG00000110616,0
ENSDARG00000005627,0
ENSDARG00000117519,5
ENSDARG00000097339,2
ENSDARG00000091101,3
ENSDARG00000086411,17
ENSDARG00000097084,0
ENSDARG00000086453,2
ENSDARG00000091001,24
ENSDARG00000097314,18
ENSDARG00000059349,1
ENSDARG00000103011,0
ENSDARG00000087941,0
ENSDARG00000036239,175
ENSDARG00000067520,12
ENSDARG00000036237,13
ENSDARG00000075454,1
ENSDARG00000023659,1
ENSDARG00000063719,12
ENSDARG00000036232,7
ENSDARG00000117409,0
ENSDARG00000005355,10
ENSDARG00000076618,22
ENSDARG00000092774,15
ENSDARG00000117284,4
ENSDARG00000100553,36
ENSDARG00000101085,12
ENSDARG00000105288,9
ENSDARG00000102796,0
ENSDARG00000115623,0
ENSDARG00000103826,1
ENSDARG00000108843,0
ENSDARG00000103607,0
ENSDARG00000098838,7
ENSDARG00000099843,40
ENSDARG00000100044,0
ENSDARG00000116666,0
ENSDARG00000101933,0
ENSDARG00000112256,2
ENSDARG00000099663,151
ENSDARG00000104637,10
ENSDARG00000117787,8
ENSDARG00000042703,2
ENSDARG00000099730,103
ENSDARG00000019081,23
ENSDARG00000028336,23
ENSDARG00000061685,0
ENSDARG00000069781,0
ENSDARG00000115650,0
ENSDARG00000097719,2
ENSDARG00000095394,0
ENSDARG00000043864,17
ENSDARG00000054835,2
ENSDARG00000117599,0
ENSDARG00000102249,37
ENSDARG00000117434,0
ENSDARG00000109198,0
ENSDARG00000078123,2
ENSDARG00000104569,30
ENSDARG00000101629,37
ENSDARG00000117538,1
ENSDARG00000098687,1
ENSDARG00000099161,2
ENSDARG00000104126,0
ENSDARG00000105011,4
ENSDARG00000115717,43
ENSDARG00000103935,2
ENSDARG00000117536,0
ENSDARG00000112435,3
ENSDARG00000110183,6
ENSDARG00000100204,0
ENSDARG00000099915,1
ENSDARG00000104927,0
ENSDARG00000104425,0
ENSDARG00000099724,9
ENSDARG00000101644,4
ENSDARG00000098832,46
ENSDARG00000111693,0
ENSDARG00000098597,0
ENSDARG00000103007,976
ENSDARG00000113885,0
ENSDARG00000111557,0
ENSDARG00000098534,1
ENSDARG00000098419,0
ENSDARG00000110240,11
ENSDARG00000107826,0
ENSDARG00000102953,2
ENSDARG00000103957,16
ENSDARG00000103027,10
ENSDARG00000100555,21
ENSDARG00000103959,21
ENSDARG00000107182,0
ENSDARG00000117660,3
ENSDARG00000102447,0
ENSDARG00000099871,3
ENSDARG00000103317,1
ENSDARG00000105218,10
ENSDARG00000101159,2
ENSDARG00000100363,7
ENSDARG00000107807,0
ENSDARG00000101061,25
ENSDARG00000111944,0
ENSDARG00000099439,44
ENSDARG00000100679,5
ENSDARG00000114530,0
ENSDARG00000117580,0
ENSDARG00000117374,0
ENSDARG00000086386,0
ENSDARG00000117311,0
ENSDARG00000094185,1
ENSDARG00000094070,0
ENSDARG00000093815,0
ENSDARG00000069723,0
ENSDARG00000109058,0
ENSDARG00000108692,0
ENSDARG00000035054,25
ENSDARG00000034168,11
ENSDARG00000111801,2
ENSDARG00000113393,7
ENSDARG00000024771,5
ENSDARG00000059398,38
ENSDARG00000098096,0
ENSDARG00000105937,0
ENSDARG00000106529,23
ENSDARG00000115773,0
ENSDARG00000100084,0
ENSDARG00000059387,0
ENSDARG00000111509,4
ENSDARG00000101844,266
ENSDARG00000042933,38
ENSDARG00000007180,13
ENSDARG00000092903,0
ENSDARG00000095291,0
ENSDARG00000061763,5
ENSDARG00000092522,0
ENSDARG00000098315,20
ENSDARG00000101661,0
ENSDARG00000116358,0
ENSDARG00000089486,1
ENSDARG00000086756,6
ENSDARG00000019484,4
ENSDARG00000059075,17
ENSDARG00000002798,2
ENSDARG00000016080,5
