Signaling Pathway Analyses
Organism Code: dre
Signaling Pathway File Creation Date: 10/06/22
Pathway DB Name: REACTOME
Deduplicate Gene Sets: false
Data Source: Analine_R-ODAF_DESeq2_Norm_Data_renamed_4_Tylers_WF
Work Source: Analine_R-ODAF_DESeq2_Norm_Data_renamed_4_Tylers_WF_williams_0.05_NOMTC_foldfilter1.5_BMD_1
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 07/14/2023 21:06.40
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 275
Total Run Time: 9 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-446203	Asparagine N-linked glycosylation	153	160	4	4	2	4	4	4	4	2	2	21	158	4721	0.96256	0.17185	0.17185	1.25	553211;402987	st8sia4;cga	ENSDARG00000103600;ENSDARG00000040479		0.948568	0.948568	0.565326	0.5419860340709897	0.9171156823806311	0.540157721930124	0.5942915	0.5942915	0.231341	0.5132895195700963	0.5645044870783769	0.5115580110045332	1.61722	1.61722	1.38148	0.3333867051938314	1.5978730355347535	0.33226207296644983									0.565326;1.33181	0.231341;0.957242	1.38148;1.85296	1	1	1	402987	ENSDARG00000040479	1.33181	1.33181		0.957242	0.957242		1.85296	1.85296		1.33181	0.957242	1.85296	1	553211	ENSDARG00000103600	0.565326	0.565326		0.231341	0.231341		1.38148	1.38148		0.565326	0.231341	1.38148	0						Linear,1(0.5);Poly 2,1(0.5)	4.569436203945768	12.443135976791382	1.9992272853851318	10.44390869140625	5.971291487157481	6.221567988395691	0.19741368000000004	1.6997223199999998	-0.11709147999999991	1.30567448	1.1551696000000002	2.0792704	CONFLICT	0.5	0.5	0.0	
R-DRE-948021	Transport to the Golgi and subsequent modification	100	104	2	2	1	2	2	2	2	1	1	22	103	4776	0.91547	0.39002	0.39002	0.96	402987	cga	ENSDARG00000040479		1.33181	1.33181	1.33181		1.33181		0.957242	0.957242	0.957242		0.9572420000000001		1.85296	1.85296	1.85296		1.8529599999999997										1.33181	0.957242	1.85296	1	0	1	402987	ENSDARG00000040479	1.33181	1.33181		0.957242	0.957242		1.85296	1.85296		1.33181	0.957242	1.85296	0															0						Linear,1(1)	10.443908691406252	10.44390869140625	10.44390869140625	10.44390869140625	0.0	10.44390869140625	1.33181	1.33181	0.957242	0.957242	1.85296	1.85296	UP	1.0	0.0	0.0	
R-DRE-975576	N-glycan antennae elongation in the medial/trans-Golgi	15	18	1	1	1	1	1	1	1	1	1	22	17	4862	0.99692	0.081305	0.081305	5.56	402987	cga	ENSDARG00000040479		1.33181	1.33181	1.33181		1.33181		0.957242	0.957242	0.957242		0.9572420000000001		1.85296	1.85296	1.85296		1.8529599999999997		0.0	1.33181			0.957242		1.85296		1.33181	0.957242	1.85296	1	0	1	402987	ENSDARG00000040479	1.33181	1.33181		0.957242	0.957242		1.85296	1.85296		1.33181	0.957242	1.85296	0															0						Linear,1(1)	10.443908691406252	10.44390869140625	10.44390869140625	10.44390869140625	0.0	10.44390869140625	1.33181	1.33181	0.957242	0.957242	1.85296	1.85296	UP	1.0	0.0	0.0	
R-DRE-975578	Reactions specific to the complex N-glycan synthesis pathway	7	8	1	1	1	1	1	1	1	1	1	22	7	4872	0.99942	0.036951	0.036951	12.5	402987	cga	ENSDARG00000040479		1.33181	1.33181	1.33181		1.33181		0.957242	0.957242	0.957242		0.9572420000000001		1.85296	1.85296	1.85296		1.8529599999999997		0.0	1.33181	0.0	1.33181	0.957242	0.957242	1.85296	1.85296	1.33181	0.957242	1.85296	1	0	1	402987	ENSDARG00000040479	1.33181	1.33181		0.957242	0.957242		1.85296	1.85296		1.33181	0.957242	1.85296	0															0						Linear,1(1)	10.443908691406252	10.44390869140625	10.44390869140625	10.44390869140625	0.0	10.44390869140625	1.33181	1.33181	0.957242	0.957242	1.85296	1.85296	UP	1.0	0.0	0.0	
R-DRE-199977	ER to Golgi Anterograde Transport	81	82	1	1	0	1	1	1	1	0	0	23	82	4797	0.67782	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-204005	COPII-mediated vesicle transport	42	42	1	1	0	1	1	1	1	0	0	23	42	4837	0.82008	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-196854	Metabolism of vitamins and cofactors	84	90	1	1	1	0	0	0	1	0	0	23	90	4789	0.65235	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9012999	RHO GTPase cycle	240	252	2	2	1	2	2	2	2	1	1	22	251	4628	0.6672	0.70378	1.0	0.4	100151026	arhgef40	ENSDARG00000078979		0.60297	0.60297	0.60297		0.60297		0.233344	0.233344	0.233344		0.233344		1.5581	1.5581	1.5581		1.5581										0.60297	0.233344	1.5581	0	1	0															1	100151026	ENSDARG00000078979	0.60297	0.60297		0.233344	0.233344		1.5581	1.5581		0.60297	0.233344	1.5581	0						Poly 2,1(1)	1.8759690523147583	1.8759690523147583	1.8759690523147583	1.8759690523147583	0.0	1.8759690523147583	0.60297	0.60297	0.233344	0.233344	1.5581	1.5581	DOWN	0.0	1.0	0.0	
R-DRE-71387	Metabolism of carbohydrates	129	148	1	1	0	1	1	1	1	0	0	23	148	4731	0.49326	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-449147	Signaling by Interleukins	93	122	1	1	0	0	0	0	1	0	0	23	122	4757	0.55935	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5693532	DNA Double-Strand Break Repair	78	90	1	1	1	1	1	1	1	1	1	22	89	4790	0.93427	0.34765	0.34765	1.11	503536	rbbp8	ENSDARG00000043480		3.96311	3.96311	3.96311		3.96311		2.34987	2.34987	2.34987		2.34987		6.6839	6.6839	6.6839		6.6838999999999995										3.96311	2.34987	6.6839	0	1	0															1	503536	ENSDARG00000043480	3.96311	3.96311		2.34987	2.34987		6.6839	6.6839		3.96311	2.34987	6.6839	0						Linear,1(1)	1.8061717748641968	1.8061717748641968	1.8061717748641968	1.8061717748641968	0.0	1.8061717748641968	3.96311	3.96311	2.34987	2.34987	6.6839	6.6839	DOWN	0.0	1.0	0.0	
R-DRE-5693538	Homology Directed Repair	61	73	1	1	1	1	1	1	1	1	1	22	72	4807	0.95476	0.2924	0.2924	1.37	503536	rbbp8	ENSDARG00000043480		3.96311	3.96311	3.96311		3.96311		2.34987	2.34987	2.34987		2.34987		6.6839	6.6839	6.6839		6.6838999999999995										3.96311	2.34987	6.6839	0	1	0															1	503536	ENSDARG00000043480	3.96311	3.96311		2.34987	2.34987		6.6839	6.6839		3.96311	2.34987	6.6839	0						Linear,1(1)	1.8061717748641968	1.8061717748641968	1.8061717748641968	1.8061717748641968	0.0	1.8061717748641968	3.96311	3.96311	2.34987	2.34987	6.6839	6.6839	DOWN	0.0	1.0	0.0	
R-DRE-5693567	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	56	68	1	1	1	1	1	1	1	1	1	22	67	4812	0.96023	0.27531	0.27531	1.47	503536	rbbp8	ENSDARG00000043480		3.96311	3.96311	3.96311		3.96311		2.34987	2.34987	2.34987		2.34987		6.6839	6.6839	6.6839		6.6838999999999995										3.96311	2.34987	6.6839	0	1	0															1	503536	ENSDARG00000043480	3.96311	3.96311		2.34987	2.34987		6.6839	6.6839		3.96311	2.34987	6.6839	0						Linear,1(1)	1.8061717748641968	1.8061717748641968	1.8061717748641968	1.8061717748641968	0.0	1.8061717748641968	3.96311	3.96311	2.34987	2.34987	6.6839	6.6839	DOWN	0.0	1.0	0.0	
R-DRE-5693607	Processing of DNA double-strand break ends	37	49	1	1	1	1	1	1	1	1	1	22	48	4831	0.97833	0.20673	0.20673	2.04	503536	rbbp8	ENSDARG00000043480		3.96311	3.96311	3.96311		3.96311		2.34987	2.34987	2.34987		2.34987		6.6839	6.6839	6.6839		6.6838999999999995										3.96311	2.34987	6.6839	0	1	0															1	503536	ENSDARG00000043480	3.96311	3.96311		2.34987	2.34987		6.6839	6.6839		3.96311	2.34987	6.6839	0						Linear,1(1)	1.8061717748641968	1.8061717748641968	1.8061717748641968	1.8061717748641968	0.0	1.8061717748641968	3.96311	3.96311	2.34987	2.34987	6.6839	6.6839	DOWN	0.0	1.0	0.0	
R-DRE-69473	G2/M DNA damage checkpoint	45	56	1	1	1	1	1	1	1	1	1	22	55	4824	0.97218	0.23269	0.23269	1.79	503536	rbbp8	ENSDARG00000043480		3.96311	3.96311	3.96311		3.96311		2.34987	2.34987	2.34987		2.34987		6.6839	6.6839	6.6839		6.6838999999999995										3.96311	2.34987	6.6839	0	1	0															1	503536	ENSDARG00000043480	3.96311	3.96311		2.34987	2.34987		6.6839	6.6839		3.96311	2.34987	6.6839	0						Linear,1(1)	1.8061717748641968	1.8061717748641968	1.8061717748641968	1.8061717748641968	0.0	1.8061717748641968	3.96311	3.96311	2.34987	2.34987	6.6839	6.6839	DOWN	0.0	1.0	0.0	
R-DRE-69481	G2/M Checkpoints	92	106	1	1	1	1	1	1	1	1	1	22	105	4774	0.91266	0.39586	0.39586	0.94	503536	rbbp8	ENSDARG00000043480		3.96311	3.96311	3.96311		3.96311		2.34987	2.34987	2.34987		2.34987		6.6839	6.6839	6.6839		6.6838999999999995										3.96311	2.34987	6.6839	0	1	0															1	503536	ENSDARG00000043480	3.96311	3.96311		2.34987	2.34987		6.6839	6.6839		3.96311	2.34987	6.6839	0						Linear,1(1)	1.8061717748641968	1.8061717748641968	1.8061717748641968	1.8061717748641968	0.0	1.8061717748641968	3.96311	3.96311	2.34987	2.34987	6.6839	6.6839	DOWN	0.0	1.0	0.0	
R-DRE-73894	DNA Repair	165	177	1	1	1	1	1	1	1	1	1	22	176	4703	0.79916	0.57164	0.57164	0.56	503536	rbbp8	ENSDARG00000043480		3.96311	3.96311	3.96311		3.96311		2.34987	2.34987	2.34987		2.34987		6.6839	6.6839	6.6839		6.6838999999999995										3.96311	2.34987	6.6839	0	1	0															1	503536	ENSDARG00000043480	3.96311	3.96311		2.34987	2.34987		6.6839	6.6839		3.96311	2.34987	6.6839	0						Linear,1(1)	1.8061717748641968	1.8061717748641968	1.8061717748641968	1.8061717748641968	0.0	1.8061717748641968	3.96311	3.96311	2.34987	2.34987	6.6839	6.6839	DOWN	0.0	1.0	0.0	
R-DRE-422475	Axon guidance	143	145	1	1	1	1	1	1	1	1	1	22	144	4735	0.85299	0.49952	0.49952	0.69	553211	st8sia4	ENSDARG00000103600		0.565326	0.565326	0.565326		0.565326		0.231341	0.231341	0.231341		0.23134100000000002		1.38148	1.38148	1.38148		1.38148										0.565326	0.231341	1.38148	0	1	0															1	553211	ENSDARG00000103600	0.565326	0.565326		0.231341	0.231341		1.38148	1.38148		0.565326	0.231341	1.38148	0						Poly 2,1(1)	1.9992272853851318	1.9992272853851318	1.9992272853851318	1.9992272853851318	0.0	1.9992272853851318	0.565326	0.565326	0.231341	0.231341	1.38148	1.38148	DOWN	0.0	1.0	0.0	
R-DRE-5685938	HDR through Single Strand Annealing (SSA)	22	23	1	1	1	1	1	1	1	1	1	22	22	4857	0.99498	0.10274	0.10274	4.35	503536	rbbp8	ENSDARG00000043480		3.96311	3.96311	3.96311		3.96311		2.34987	2.34987	2.34987		2.34987		6.6839	6.6839	6.6839		6.6838999999999995										3.96311	2.34987	6.6839	0	1	0															1	503536	ENSDARG00000043480	3.96311	3.96311		2.34987	2.34987		6.6839	6.6839		3.96311	2.34987	6.6839	0						Linear,1(1)	1.8061717748641968	1.8061717748641968	1.8061717748641968	1.8061717748641968	0.0	1.8061717748641968	3.96311	3.96311	2.34987	2.34987	6.6839	6.6839	DOWN	0.0	1.0	0.0	
R-DRE-9675108	Nervous system development	144	146	1	1	1	1	1	1	1	1	1	22	145	4734	0.85136	0.50193	0.50193	0.68	553211	st8sia4	ENSDARG00000103600		0.565326	0.565326	0.565326		0.565326		0.231341	0.231341	0.231341		0.23134100000000002		1.38148	1.38148	1.38148		1.38148										0.565326	0.231341	1.38148	0	1	0															1	553211	ENSDARG00000103600	0.565326	0.565326		0.231341	0.231341		1.38148	1.38148		0.565326	0.231341	1.38148	0						Poly 2,1(1)	1.9992272853851318	1.9992272853851318	1.9992272853851318	1.9992272853851318	0.0	1.9992272853851318	0.565326	0.565326	0.231341	0.231341	1.38148	1.38148	DOWN	0.0	1.0	0.0	
R-DRE-112315	Transmission across Chemical Synapses	125	133	2	2	0	2	2	2	2	0	0	23	133	4746	0.53041	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-112316	Neuronal System	191	208	2	2	0	2	2	2	2	0	0	23	208	4671	0.36805	1.0	0.62313	0.0																																		0	0	0															0															0																							
R-DRE-390247	Beta-oxidation of very long chain fatty acids	8	9	1	1	0	1	1	1	1	0	0	23	9	4870	0.95852	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-390918	Peroxisomal lipid metabolism	16	17	1	1	0	1	1	1	1	0	0	23	17	4862	0.92304	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-556833	Metabolism of lipids	316	349	7	6	4	6	6	5	7	3	3	20	346	4533	0.92369	0.2224	0.2224	0.86	799957;402987;393136	cyp2ad6;cga;cpne3	ENSDARG00000042956;ENSDARG00000040479;ENSDARG00000104177		0.7711153333333334	0.530053	0.451483	0.48716238888725094	0.8481941257849278	0.49934169438897785	0.46732233333333334	0.228112	0.216613	0.42432183138548674	0.5281565971023958	0.4420427463082285	1.3418803333333333	1.23166	0.941021	0.4658535996859237	1.4371054619360082	0.44637959635243935									0.451483;1.33181;0.530053	0.216613;0.957242;0.228112	0.941021;1.85296;1.23166	1	2	1	402987	ENSDARG00000040479	1.33181	1.33181		0.957242	0.957242		1.85296	1.85296		1.33181	0.957242	1.85296	2	799957;393136	ENSDARG00000042956;ENSDARG00000104177	0.490768	0.490768	0.055557379797827225	0.22236250000000002	0.22236250000000002	0.008131020876862962	1.0863405	1.0863405	0.20551280777727746	0.451483;0.530053	0.216613;0.228112	0.941021;1.23166	0						Linear,1(0.34);Poly 2,2(0.67)	3.3462188742665653	14.303235054016113	1.5608360767364502	10.44390869140625	4.929519141710598	2.298490285873413	0.21983919406162689	1.3223914726050399	-0.012843020870620225	0.9474876875372868	0.8147173590173493	1.8690433076493174	DOWN	0.3333333333333333	0.6666666666666666	0.0	
R-DRE-8978868	Fatty acid metabolism	88	94	3	2	1	2	2	1	3	0	0	23	94	4785	0.63997	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9033241	Peroxisomal protein import	34	39	1	1	0	1	1	1	1	0	0	23	39	4840	0.83182	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9609507	Protein localization	70	76	1	1	0	1	1	1	1	0	0	23	76	4803	0.69754	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	12	28	1	1	1	1	1	1	1	1	1	22	27	4852	0.99261	0.1237	0.1237	3.57	474346	mag	ENSDARG00000104023		0.44683	0.44683	0.44683		0.44683		0.215944	0.215944	0.215944		0.215944		0.924576	0.924576	0.924576		0.924576										0.44683	0.215944	0.924576	0	1	0															1	474346	ENSDARG00000104023	0.44683	0.44683		0.215944	0.215944		0.924576	0.924576		0.44683	0.215944	0.924576	0						Poly 2,1(1)	2.344782590866089	2.344782590866089	2.344782590866089	2.344782590866089	0.0	2.344782590866089	0.44683	0.44683	0.215944	0.215944	0.924576	0.924576	DOWN	0.0	1.0	0.0	
R-DRE-2022377	Metabolism of Angiotensinogen to Angiotensins	10	13	1	0	0	1	1	1	1	0	0	23	13	4866	0.94062	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-2980736	Peptide hormone metabolism	31	40	3	2	1	2	2	2	3	1	1	22	39	4840	0.98526	0.17211	0.17211	2.5	402987	cga	ENSDARG00000040479		1.33181	1.33181	1.33181		1.33181		0.957242	0.957242	0.957242		0.9572420000000001		1.85296	1.85296	1.85296		1.8529599999999997										1.33181	0.957242	1.85296	1	0	1	402987	ENSDARG00000040479	1.33181	1.33181		0.957242	0.957242		1.85296	1.85296		1.33181	0.957242	1.85296	0															0						Linear,1(1)	10.443908691406252	10.44390869140625	10.44390869140625	10.44390869140625	0.0	10.44390869140625	1.33181	1.33181	0.957242	0.957242	1.85296	1.85296	UP	1.0	0.0	0.0	
R-DRE-1428517	The citric acid (TCA) cycle and respiratory electron transport	118	119	1	1	0	0	0	0	1	0	0	23	119	4760	0.5675	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-163200	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	80	81	1	1	0	0	0	0	1	0	0	23	81	4798	0.68107	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-611105	Respiratory electron transport	63	64	1	1	0	0	0	0	1	0	0	23	64	4815	0.73864	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9707564	Cytoprotection by HMOX1	37	41	2	2	1	0	0	0	2	0	0	23	41	4838	0.82397	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9013149	RAC1 GTPase cycle	86	91	1	1	0	1	1	1	1	0	0	23	91	4788	0.64923	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-1474228	Degradation of the extracellular matrix	39	59	1	0	0	1	1	1	1	0	0	23	59	4820	0.75644	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-1474244	Extracellular matrix organization	102	129	1	0	0	1	1	1	1	0	0	23	129	4750	0.54077	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-1592389	Activation of Matrix Metalloproteinases	15	31	1	0	0	1	1	1	1	0	0	23	31	4848	0.86395	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-6804756	Regulation of TP53 Activity through Phosphorylation	57	60	1	1	1	1	1	1	1	1	1	22	59	4820	0.96839	0.24716	0.24716	1.67	503536	rbbp8	ENSDARG00000043480		3.96311	3.96311	3.96311		3.96311		2.34987	2.34987	2.34987		2.34987		6.6839	6.6839	6.6839		6.6838999999999995										3.96311	2.34987	6.6839	0	1	0															1	503536	ENSDARG00000043480	3.96311	3.96311		2.34987	2.34987		6.6839	6.6839		3.96311	2.34987	6.6839	0						Linear,1(1)	1.8061717748641968	1.8061717748641968	1.8061717748641968	1.8061717748641968	0.0	1.8061717748641968	3.96311	3.96311	2.34987	2.34987	6.6839	6.6839	DOWN	0.0	1.0	0.0	
R-DRE-8852135	Protein ubiquitination	43	48	2	2	1	2	2	2	2	1	1	22	47	4832	0.97916	0.20295	0.20295	2.08	570968	rnf144aa	ENSDARG00000020600		0.451288	0.451288	0.451288		0.451288		0.216629	0.216629	0.216629		0.216629		0.940139	0.940139	0.940139		0.940139										0.451288	0.216629	0.940139	0	1	0															1	570968	ENSDARG00000020600	0.451288	0.451288		0.216629	0.216629		0.940139	0.940139		0.451288	0.216629	0.940139	0						Poly 2,1(1)	1.9865413904190063	1.9865413904190063	1.9865413904190063	1.9865413904190063	0.0	1.9865413904190063	0.451288	0.451288	0.216629	0.216629	0.940139	0.940139	DOWN	0.0	1.0	0.0	
R-DRE-8866652	Synthesis of active ubiquitin: roles of E1 and E2 enzymes	23	24	1	1	0	1	1	1	1	0	0	23	24	4855	0.89303	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-111885	Opioid Signalling	47	49	1	1	0	1	1	1	1	0	0	23	49	4830	0.79327	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-112040	G-protein mediated events	22	23	1	1	0	1	1	1	1	0	0	23	23	4856	0.89726	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-112314	Neurotransmitter receptors and postsynaptic signal transmission	78	81	2	2	0	2	2	2	2	0	0	23	81	4798	0.68107	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-163685	Integration of energy metabolism	48	52	1	1	0	1	1	1	1	0	0	23	52	4827	0.78205	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-195721	Signaling by WNT	171	199	1	0	0	0	0	0	1	0	0	23	199	4680	0.38467	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-422356	Regulation of insulin secretion	39	41	1	1	0	1	1	1	1	0	0	23	41	4838	0.82397	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-1483206	Glycerophospholipid biosynthesis	64	69	1	1	1	1	1	1	1	1	1	22	68	4811	0.95915	0.27876	0.27876	1.45	393136	cpne3	ENSDARG00000104177		0.530053	0.530053	0.530053		0.530053		0.228112	0.228112	0.228112		0.228112		1.23166	1.23166	1.23166		1.23166										0.530053	0.228112	1.23166	0	1	0															1	393136	ENSDARG00000104177	0.530053	0.530053		0.228112	0.228112		1.23166	1.23166		0.530053	0.228112	1.23166	0						Poly 2,1(1)	1.5608360767364502	1.5608360767364502	1.5608360767364502	1.5608360767364502	0.0	1.5608360767364502	0.530053	0.530053	0.228112	0.228112	1.23166	1.23166	DOWN	0.0	1.0	0.0	
R-DRE-1483257	Phospholipid metabolism	102	109	2	2	1	2	2	2	2	1	1	22	108	4771	0.9084	0.40451	0.40451	0.92	393136	cpne3	ENSDARG00000104177		0.530053	0.530053	0.530053		0.530053		0.228112	0.228112	0.228112		0.228112		1.23166	1.23166	1.23166		1.23166										0.530053	0.228112	1.23166	0	1	0															1	393136	ENSDARG00000104177	0.530053	0.530053		0.228112	0.228112		1.23166	1.23166		0.530053	0.228112	1.23166	0						Poly 2,1(1)	1.5608360767364502	1.5608360767364502	1.5608360767364502	1.5608360767364502	0.0	1.5608360767364502	0.530053	0.530053	0.228112	0.228112	1.23166	1.23166	DOWN	0.0	1.0	0.0	
R-DRE-375281	Hormone ligand-binding receptors	4	8	1	1	1	1	1	1	1	1	1	22	7	4872	0.99942	0.036951	0.036951	12.5	402987	cga	ENSDARG00000040479		1.33181	1.33181	1.33181		1.33181		0.957242	0.957242	0.957242		0.9572420000000001		1.85296	1.85296	1.85296		1.8529599999999997		0.0	1.33181	0.0	1.33181	0.957242	0.957242	1.85296	1.85296	1.33181	0.957242	1.85296	1	0	1	402987	ENSDARG00000040479	1.33181	1.33181		0.957242	0.957242		1.85296	1.85296		1.33181	0.957242	1.85296	0															0						Linear,1(1)	10.443908691406252	10.44390869140625	10.44390869140625	10.44390869140625	0.0	10.44390869140625	1.33181	1.33181	0.957242	0.957242	1.85296	1.85296	UP	1.0	0.0	0.0	
R-DRE-5423646	Aflatoxin activation and detoxification	10	11	1	0	0	1	1	0	1	0	0	23	11	4868	0.94953	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-418555	G alpha (s) signalling events	64	113	3	3	2	3	3	3	3	2	2	21	111	4768	0.9849	0.097388	0.097388	1.77	795372;402987	gpr45;cga	ENSDARG00000063357;ENSDARG00000040479		0.94478	0.94478	0.55775	0.5473430750452589	0.98911291668529	0.5437404038659903	0.593966	0.593966	0.23069	0.5137498460846486	0.6355779800577874	0.5103682891631696	1.60073	1.60073	1.3485	0.35670708683736513	1.6296220537827317	0.35435920230245554									0.55775;1.33181	0.23069;0.957242	1.3485;1.85296	1	1	1	402987	ENSDARG00000040479	1.33181	1.33181		0.957242	0.957242		1.85296	1.85296		1.33181	0.957242	1.85296	1	795372	ENSDARG00000063357	0.55775	0.55775		0.23069	0.23069		1.3485	1.3485		0.55775	0.23069	1.3485	0						Linear,1(0.5);Poly 2,1(0.5)	5.305427955119135	13.139026641845703	2.695117950439453	10.44390869140625	5.4792224789331545	6.569513320922852	0.18620120000000007	1.7033587999999997	-0.11805496000000004	1.30598696	1.1063592000000002	2.0951008	CONFLICT	0.5	0.5	0.0	
R-DRE-73887	Death Receptor Signalling	70	78	2	2	2	2	2	2	2	2	2	21	76	4803	0.99454	0.050977	0.050977	2.56	474346;100151026	mag;arhgef40	ENSDARG00000104023;ENSDARG00000078979		0.5249	0.5249	0.44683	0.11040765281446721	0.5161607013819339	0.10971371436301165	0.224644	0.224644	0.215944	0.012303657992645064	0.2236701060845757	0.01222632656536706	1.241338	1.241338	0.924576	0.4479691164444264	1.205879082248548	0.44515352362055066									0.44683;0.60297	0.215944;0.233344	0.924576;1.5581	0	2	0															2	474346;100151026	ENSDARG00000104023;ENSDARG00000078979	0.5249	0.5249	0.11040765281446721	0.224644	0.224644	0.012303657992645064	1.241338	1.241338	0.4479691164444264	0.44683;0.60297	0.215944;0.233344	0.924576;1.5581	0						Poly 2,2(1)	2.09731723276933	4.220751643180847	1.8759690523147583	2.344782590866089	0.33150123222170674	2.1103758215904236	0.37188280000000007	0.6779172	0.207592	0.24169600000000002	0.62048448	1.86219152	DOWN	0.0	1.0	0.0	
