568512	slc8a4a	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
563946	zgc:136930	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	563946	zgc:136930	ENSDARG00000055192		6.16209E-5	6.16209E-5	6.16209E-5		6.16209E-5		1.99536E-5	1.99536E-5	1.99536E-5		1.99536E-5		1.61363E-4	1.61363E-4	1.61363E-4		1.6136299999999998E-4		0.0	6.16209E-5	0.0	6.16209E-5	6.16209E-5	1.99536E-5	1.61363E-4	1	0	1	563946	ENSDARG00000055192	6.16209E-5	6.16209E-5		1.99536E-5	1.99536E-5		1.61363E-4	1.61363E-4		6.16209E-5	1.99536E-5	1.61363E-4	0															0						Exp 4,1(1)	1.8262783288955688	1.8262783288955688	1.8262783288955688	1.8262783288955688	0.0	1.8262783288955688	6.16209E-5	6.16209E-5	1.99536E-5	1.99536E-5	1.61363E-4	1.61363E-4	UP	1.0	0.0	0.0	
641560	slc7a7	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
100332851	b3gat1b	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
567540	c1ql4b	1	1	1	1	1	0	1	0	0	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
405843	foxq1b	1	1	1	1	0	1	1	1	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
436688	vps26bl	1	1	1	1	0	0	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
100006042	mettl21c	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	100006042	mettl21c	ENSDARG00000055437		2.45768E-4	2.45768E-4	2.45768E-4		2.45768E-4		9.39937E-5	9.39937E-5	9.39937E-5		9.39937E-5		8.79163E-4	8.79163E-4	8.79163E-4		8.79163E-4		0.0	2.45768E-4	0.0	2.45768E-4	2.45768E-4	9.39937E-5	8.79163E-4	1	0	1	100006042	ENSDARG00000055437	2.45768E-4	2.45768E-4		9.39937E-5	9.39937E-5		8.79163E-4	8.79163E-4		2.45768E-4	9.39937E-5	8.79163E-4	0															0						Exp 4,1(1)	1.6162816286087036	1.6162816286087036	1.6162816286087036	1.6162816286087036	0.0	1.6162816286087036	2.45768E-4	2.45768E-4	9.39937E-5	9.39937E-5	8.79163E-4	8.79163E-4	UP	1.0	0.0	0.0	
559736	galnt12	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
436585	hic1	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
100005083	icn2	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	100005083	icn2	ENSDARG00000055514		1.63132E-4	1.63132E-4	1.63132E-4		1.63132E-4		3.4345E-5	3.4345E-5	3.4345E-5		3.4345E-5		8.62848E-4	8.62848E-4	8.62848E-4		8.62848E-4		0.0	1.63132E-4	0.0	1.63132E-4	1.63132E-4	3.4345E-5	8.62848E-4	1	0	1	100005083	ENSDARG00000055514	1.63132E-4	1.63132E-4		3.4345E-5	3.4345E-5		8.62848E-4	8.62848E-4		1.63132E-4	3.4345E-5	8.62848E-4	0															0						Exp 4,1(1)	1.6237993240356445	1.6237993240356445	1.6237993240356445	1.6237993240356445	0.0	1.6237993240356445	1.63132E-4	1.63132E-4	3.4345E-5	3.4345E-5	8.62848E-4	8.62848E-4	UP	1.0	0.0	0.0	
404609	slc22a6l	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
368889	lgalslb	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
30208	cmn	1	1	1	1	1	0	1	0	0	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
557419	epdl2	1	1	1	1	0	1	1	1	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
560032	dvl1b	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
497449	ghdc	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	497449	ghdc	ENSDARG00000055569		2.49615E-4	2.49615E-4	2.49615E-4		2.49615E-4		2.49614E-4	2.49614E-4	2.49614E-4		2.49614E-4		2.49616E-4	2.49616E-4	2.49616E-4		2.49616E-4		0.0	2.49615E-4	0.0	2.49615E-4	2.49615E-4	2.49614E-4	2.49616E-4	1	0	1	497449	ENSDARG00000055569	2.49615E-4	2.49615E-4		2.49614E-4	2.49614E-4		2.49616E-4	2.49616E-4		2.49615E-4	2.49614E-4	2.49616E-4	0															0						Hill,1(1)	1.8445866107940674	1.8445866107940674	1.8445866107940674	1.8445866107940674	0.0	1.8445866107940674	2.49615E-4	2.49615E-4	2.49614E-4	2.49614E-4	2.49616E-4	2.49616E-4	UP	1.0	0.0	0.0	
100330010	foxn2	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	100330010	foxn2	ENSDARG00000055574		0.0159824	0.0159824	0.0159824		0.0159824		0.002922	0.002922	0.002922		0.002922		0.116078	0.116078	0.116078		0.11607800000000001		0.0	0.0159824	0.0	0.0159824	0.0159824	0.002922	0.116078	0	1	0															1	100330010	ENSDARG00000055574	0.0159824	0.0159824		0.002922	0.002922		0.116078	0.116078		0.0159824	0.002922	0.116078	0						Exp 4,1(1)	1.6173243522644043	1.6173243522644043	1.6173243522644043	1.6173243522644043	0.0	1.6173243522644043	0.0159824	0.0159824	0.002922	0.002922	0.116078	0.116078	DOWN	0.0	1.0	0.0	
541368	s100t	1	1	1	1	0	1	1	1	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
559018	clul1	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	559018	clul1	ENSDARG00000055595		1.93023E-4	1.93023E-4	1.93023E-4		1.93023E-4		6.99532E-5	6.99532E-5	6.99532E-5		6.99532E-5		0.00149445	0.00149445	0.00149445		0.00149445		0.0	1.93023E-4	0.0	1.93023E-4	1.93023E-4	6.99532E-5	0.00149445	1	0	1	559018	ENSDARG00000055595	1.93023E-4	1.93023E-4		6.99532E-5	6.99532E-5		0.00149445	0.00149445		1.93023E-4	6.99532E-5	0.00149445	0															0						Exp 4,1(1)	1.5343525409698486	1.5343525409698486	1.5343525409698486	1.5343525409698486	0.0	1.5343525409698486	1.93023E-4	1.93023E-4	6.99532E-5	6.99532E-5	0.00149445	0.00149445	UP	1.0	0.0	0.0	
566852	pdzd3b	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
561583	pcnx2	1	1	1	1	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
100005108	slc26a6	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
559096	kcnc3a	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	559096	kcnc3a	ENSDARG00000055855		1.48655E-4	1.48655E-4	1.48655E-4		1.48655E-4		5.54831E-5	5.54831E-5	5.54831E-5		5.54831E-5		6.53207E-4	6.53207E-4	6.53207E-4		6.53207E-4		0.0	1.48655E-4	0.0	1.48655E-4	1.48655E-4	5.54831E-5	6.53207E-4	0	1	0															1	559096	ENSDARG00000055855	1.48655E-4	1.48655E-4		5.54831E-5	5.54831E-5		6.53207E-4	6.53207E-4		1.48655E-4	5.54831E-5	6.53207E-4	0						Exp 4,1(1)	1.5723841190338135	1.5723841190338135	1.5723841190338135	1.5723841190338135	0.0	1.5723841190338135	1.48655E-4	1.48655E-4	5.54831E-5	5.54831E-5	6.53207E-4	6.53207E-4	DOWN	0.0	1.0	0.0	
563247	rsl1d1	1	1	1	1	0	1	1	1	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
387257	foxi3a	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
100003763	brd8	1	1	1	1	0	1	1	1	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
556129	olfcq12	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	556129	olfcq12	ENSDARG00000056006		1.94727	1.94727	1.94727		1.94727		1.12262	1.12262	1.12262		1.12262		7.25072	7.25072	7.25072		7.250719999999999		0.0	1.94727	0.0	1.94727	1.94727	1.12262	7.25072	1	0	1	556129	ENSDARG00000056006	1.94727	1.94727		1.12262	1.12262		7.25072	7.25072		1.94727	1.12262	7.25072	0															0						Linear,1(1)	1.8925482034683228	1.8925482034683228	1.8925482034683228	1.8925482034683228	0.0	1.8925482034683228	1.94727	1.94727	1.12262	1.12262	7.25072	7.25072	UP	1.0	0.0	0.0	
30335	eve1	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	30335	eve1	ENSDARG00000056012		6.35514E-5	6.35514E-5	6.35514E-5		6.35514E-5		2.6924E-5	2.6924E-5	2.6924E-5		2.6923999999999995E-5		5.5368E-4	5.5368E-4	5.5368E-4		5.5368E-4		0.0	6.35514E-5	0.0	6.35514E-5	6.35514E-5	2.6924E-5	5.5368E-4	1	0	1	30335	ENSDARG00000056012	6.35514E-5	6.35514E-5		2.6924E-5	2.6924E-5		5.5368E-4	5.5368E-4		6.35514E-5	2.6924E-5	5.5368E-4	0															0						Exp 4,1(1)	2.0397889614105225	2.0397889614105225	2.0397889614105225	2.0397889614105225	0.0	2.0397889614105225	6.35514E-5	6.35514E-5	2.6924E-5	2.6924E-5	5.5368E-4	5.5368E-4	UP	1.0	0.0	0.0	
566642	pip4p2	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
327415	kcnd3	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
794707	syt11b	1	1	1	1	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
550442	coq10b	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
795694	zgc:171740	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	795694	zgc:171740	ENSDARG00000056244		6.3492E-5	6.3492E-5	6.3492E-5		6.3492E-5		3.44038E-5	3.44038E-5	3.44038E-5		3.44038E-5		1.46276E-4	1.46276E-4	1.46276E-4		1.46276E-4		0.0	6.3492E-5	0.0	6.3492E-5	6.3492E-5	3.44038E-5	1.46276E-4	0	1	0															1	795694	ENSDARG00000056244	6.3492E-5	6.3492E-5		3.44038E-5	3.44038E-5		1.46276E-4	1.46276E-4		6.3492E-5	3.44038E-5	1.46276E-4	0						Exp 4,1(1)	1.984454870223999	1.984454870223999	1.984454870223999	1.984454870223999	0.0	1.984454870223999	6.3492E-5	6.3492E-5	3.44038E-5	3.44038E-5	1.46276E-4	1.46276E-4	DOWN	0.0	1.0	0.0	
553243	add3b	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	553243	add3b	ENSDARG00000056250		1.31808	1.31808	1.31808		1.31808		0.749338	0.749338	0.749338		0.749338		3.51283	3.51283	3.51283		3.51283		0.0	1.31808	0.0	1.31808	1.31808	0.749338	3.51283	0	1	0															1	553243	ENSDARG00000056250	1.31808	1.31808		0.749338	0.749338		3.51283	3.51283		1.31808	0.749338	3.51283	0						Exp 2,1(1)	1.6377336978912354	1.6377336978912354	1.6377336978912354	1.6377336978912354	0.0	1.6377336978912354	1.31808	1.31808	0.749338	0.749338	3.51283	3.51283	DOWN	0.0	1.0	0.0	
559792	sbk1	1	1	1	1	0	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
641564	zgc:123295	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
336503	ifi30	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	336503	ifi30	ENSDARG00000056378		1.76374E-4	1.76374E-4	1.76374E-4		1.76374E-4		4.81849E-5	4.81849E-5	4.81849E-5		4.818490000000001E-5		9.16432E-4	9.16432E-4	9.16432E-4		9.16432E-4		0.0	1.76374E-4	0.0	1.76374E-4	1.76374E-4	4.81849E-5	9.16432E-4	1	0	1	336503	ENSDARG00000056378	1.76374E-4	1.76374E-4		4.81849E-5	4.81849E-5		9.16432E-4	9.16432E-4		1.76374E-4	4.81849E-5	9.16432E-4	0															0						Exp 4,1(1)	1.6269530057907104	1.6269530057907104	1.6269530057907104	1.6269530057907104	0.0	1.6269530057907104	1.76374E-4	1.76374E-4	4.81849E-5	4.81849E-5	9.16432E-4	9.16432E-4	UP	1.0	0.0	0.0	
436895	irf8	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
327615	crp2	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
678621	asb16	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
564814	acap2	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
100007819	slc22a13a	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
100144557	rap1gap	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
567289	grpr	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	567289	grpr	ENSDARG00000056620		2.04691E-4	2.04691E-4	2.04691E-4		2.04691E-4		6.91938E-5	6.91938E-5	6.91938E-5		6.91938E-5		0.0010012	0.0010012	0.0010012		0.0010012		0.0	2.04691E-4	0.0	2.04691E-4	2.04691E-4	6.91938E-5	0.0010012	0	1	0															1	567289	ENSDARG00000056620	2.04691E-4	2.04691E-4		6.91938E-5	6.91938E-5		0.0010012	0.0010012		2.04691E-4	6.91938E-5	0.0010012	0						Exp 4,1(1)	2.9370687007904053	2.9370687007904053	2.9370687007904053	2.9370687007904053	0.0	2.9370687007904053	2.04691E-4	2.04691E-4	6.91938E-5	6.91938E-5	0.0010012	0.0010012	DOWN	0.0	1.0	0.0	
100144564	gfra4a	1	1	1	1	1	0	1	0	0	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
100000353	ttbk1b	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	100000353	ttbk1b	ENSDARG00000056659		6.64013E-5	6.64013E-5	6.64013E-5		6.64013E-5		3.48027E-5	3.48027E-5	3.48027E-5		3.48027E-5		1.58339E-4	1.58339E-4	1.58339E-4		1.58339E-4		0.0	6.64013E-5	0.0	6.64013E-5	6.64013E-5	3.48027E-5	1.58339E-4	0	1	0															1	100000353	ENSDARG00000056659	6.64013E-5	6.64013E-5		3.48027E-5	3.48027E-5		1.58339E-4	1.58339E-4		6.64013E-5	3.48027E-5	1.58339E-4	0						Exp 4,1(1)	1.807073712348938	1.807073712348938	1.807073712348938	1.807073712348938	0.0	1.807073712348938	6.64013E-5	6.64013E-5	3.48027E-5	3.48027E-5	1.58339E-4	1.58339E-4	DOWN	0.0	1.0	0.0	
323266	cd99l2	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	323266	cd99l2	ENSDARG00000056722		8.30694E-5	8.30694E-5	8.30694E-5		8.30694E-5		4.0527E-5	4.0527E-5	4.0527E-5		4.0527E-5		2.25674E-4	2.25674E-4	2.25674E-4		2.25674E-4		0.0	8.30694E-5	0.0	8.30694E-5	8.30694E-5	4.0527E-5	2.25674E-4	0	1	0															1	323266	ENSDARG00000056722	8.30694E-5	8.30694E-5		4.0527E-5	4.0527E-5		2.25674E-4	2.25674E-4		8.30694E-5	4.0527E-5	2.25674E-4	0						Exp 4,1(1)	1.5218473672866821	1.5218473672866821	1.5218473672866821	1.5218473672866821	0.0	1.5218473672866821	8.30694E-5	8.30694E-5	4.0527E-5	4.0527E-5	2.25674E-4	2.25674E-4	DOWN	0.0	1.0	0.0	
553756	crmp1	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	553756	crmp1	ENSDARG00000056742		1.00193E-4	1.00193E-4	1.00193E-4		1.00193E-4		4.55352E-5	4.55352E-5	4.55352E-5		4.55352E-5		3.17084E-4	3.17084E-4	3.17084E-4		3.17084E-4		0.0	1.00193E-4	0.0	1.00193E-4	1.00193E-4	4.55352E-5	3.17084E-4	0	1	0															1	553756	ENSDARG00000056742	1.00193E-4	1.00193E-4		4.55352E-5	4.55352E-5		3.17084E-4	3.17084E-4		1.00193E-4	4.55352E-5	3.17084E-4	0						Exp 4,1(1)	1.5162198543548584	1.5162198543548584	1.5162198543548584	1.5162198543548584	0.0	1.5162198543548584	1.00193E-4	1.00193E-4	4.55352E-5	4.55352E-5	3.17084E-4	3.17084E-4	DOWN	0.0	1.0	0.0	
100003026	dctn1b	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
563398	zgc:172079	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	563398	zgc:172079	ENSDARG00000056762	563398(0.05713)	1.06398	1.06398	1.06398		1.06398		0.727468	0.727468	0.727468		0.727468		1.95073	1.95073	1.95073		1.95073		0.0	1.06398	0.0	1.06398	1.06398	0.727468	1.95073	1	0	1	563398	ENSDARG00000056762	1.06398	1.06398		0.727468	0.727468		1.95073	1.95073		1.06398	0.727468	1.95073	0															0						Linear,1(1)	1.7708463668823242	1.7708463668823242	1.7708463668823242	1.7708463668823242	0.0	1.7708463668823242	1.06398	1.06398	0.727468	0.727468	1.95073	1.95073	UP	1.0	0.0	0.0	
100073335	rprml	1	1	1	1	0	1	1	1	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
567796	gpr37l1b	1	1	1	1	1	1	1	1	0	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
494088	jazf1b	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
100002802	ppp2r2ca	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	100002802	ppp2r2ca	ENSDARG00000056797		4.0617E-5	4.0617E-5	4.0617E-5		4.0617E-5		6.1442E-6	6.1442E-6	6.1442E-6		6.1442E-6		9.44306E-5	9.44306E-5	9.44306E-5		9.443060000000002E-5		0.0	4.0617E-5	0.0	4.0617E-5	4.0617E-5	6.1442E-6	9.44306E-5	0	1	0															1	100002802	ENSDARG00000056797	4.0617E-5	4.0617E-5		6.1442E-6	6.1442E-6		9.44306E-5	9.44306E-5		4.0617E-5	6.1442E-6	9.44306E-5	0						Exp 4,1(1)	1.9436602592468262	1.9436602592468262	1.9436602592468262	1.9436602592468262	0.0	1.9436602592468262	4.0617E-5	4.0617E-5	6.1442E-6	6.1442E-6	9.44306E-5	9.44306E-5	DOWN	0.0	1.0	0.0	
559162	svopa	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
282557	drd2a	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
563644	kdm6bb	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	563644	kdm6bb	ENSDARG00000056929		8.74239E-5	8.74239E-5	8.74239E-5		8.74239E-5		4.07395E-5	4.07395E-5	4.07395E-5		4.07395E-5		2.55052E-4	2.55052E-4	2.55052E-4		2.55052E-4		0.0	8.74239E-5	0.0	8.74239E-5	8.74239E-5	4.07395E-5	2.55052E-4	0	1	0															1	563644	ENSDARG00000056929	8.74239E-5	8.74239E-5		4.07395E-5	4.07395E-5		2.55052E-4	2.55052E-4		8.74239E-5	4.07395E-5	2.55052E-4	0						Exp 4,1(1)	1.6219090223312378	1.6219090223312378	1.6219090223312378	1.6219090223312378	0.0	1.6219090223312378	8.74239E-5	8.74239E-5	4.07395E-5	4.07395E-5	2.55052E-4	2.55052E-4	DOWN	0.0	1.0	0.0	
550602	epyc	1	1	1	1	1	0	1	0	0	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
100170816	kirrel1b	1	1	1	1	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
563523	si:ch211-287a12.9	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
568849	chrna2b	1	1	1	1	1	0	1	0	0	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
560808	htr2aa	1	1	1	1	0	1	1	1	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
797538	htr1ab	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
572204	nradd	1	1	1	1	0	1	1	1	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
407712	tph2	1	1	1	1	0	1	1	1	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
791182	sfxn3	1	1	1	1	0	1	1	1	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
101886389	cabz01067232.1	1	1	1	1	0	1	1	1	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
570368	arg1	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
100037377	kcnc2	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
100003805	si:dkey-202g17.3	1	1	1	1	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
100136873	pgap3	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	100136873	pgap3	ENSDARG00000057531		8.51576E-5	8.51576E-5	8.51576E-5		8.51576E-5		3.65001E-5	3.65001E-5	3.65001E-5		3.65001E-5		2.57905E-4	2.57905E-4	2.57905E-4		2.57905E-4		0.0	8.51576E-5	0.0	8.51576E-5	8.51576E-5	3.65001E-5	2.57905E-4	0	1	0															1	100136873	ENSDARG00000057531	8.51576E-5	8.51576E-5		3.65001E-5	3.65001E-5		2.57905E-4	2.57905E-4		8.51576E-5	3.65001E-5	2.57905E-4	0						Exp 4,1(1)	2.1961023807525635	2.1961023807525635	2.1961023807525635	2.1961023807525635	0.0	2.1961023807525635	8.51576E-5	8.51576E-5	3.65001E-5	3.65001E-5	2.57905E-4	2.57905E-4	DOWN	0.0	1.0	0.0	
793912	nefla	1	1	1	1	1	1	1	1	0	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
572733	pgam2	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	572733	pgam2	ENSDARG00000057571		1.21637E-4	1.21637E-4	1.21637E-4		1.21637E-4		5.12434E-5	5.12434E-5	5.12434E-5		5.12434E-5		4.99391E-4	4.99391E-4	4.99391E-4		4.99391E-4		0.0	1.21637E-4	0.0	1.21637E-4	1.21637E-4	5.12434E-5	4.99391E-4	1	0	1	572733	ENSDARG00000057571	1.21637E-4	1.21637E-4		5.12434E-5	5.12434E-5		4.99391E-4	4.99391E-4		1.21637E-4	5.12434E-5	4.99391E-4	0															0						Exp 4,1(1)	1.564476490020752	1.564476490020752	1.564476490020752	1.564476490020752	0.0	1.564476490020752	1.21637E-4	1.21637E-4	5.12434E-5	5.12434E-5	4.99391E-4	4.99391E-4	UP	1.0	0.0	0.0	
378993	satb1a	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
100137126	si:dkey-10f21.4	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
572278	cx52.7	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
100330186	ccdc136b	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
30465	lhx5	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
565669	plcd4a	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
492766	svopl	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
259189	hgd	1	1	1	1	0	1	1	1	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
100073331	birc7	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
571681	dnajc5b	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
793202	znf385c	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	793202	znf385c	ENSDARG00000058154		1.10577E-4	1.10577E-4	1.10577E-4		1.10577E-4		4.78653E-5	4.78653E-5	4.78653E-5		4.78653E-5		3.95245E-4	3.95245E-4	3.95245E-4		3.95245E-4		0.0	1.10577E-4	0.0	1.10577E-4	1.10577E-4	4.78653E-5	3.95245E-4	0	1	0															1	793202	ENSDARG00000058154	1.10577E-4	1.10577E-4		4.78653E-5	4.78653E-5		3.95245E-4	3.95245E-4		1.10577E-4	4.78653E-5	3.95245E-4	0						Exp 4,1(1)	1.5653446912765503	1.5653446912765503	1.5653446912765503	1.5653446912765503	0.0	1.5653446912765503	1.10577E-4	1.10577E-4	4.78653E-5	4.78653E-5	3.95245E-4	3.95245E-4	DOWN	0.0	1.0	0.0	
561494	il17ra1a	1	1	1	1	0	1	1	1	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
497302	si:dkeyp-77h1.4	1	1	1	1	0	1	1	1	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
797595	ct990561.1	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
449677	cpt1b	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
553479	krt18a.2	1	1	1	1	0	1	1	1	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
