Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 10/06/22
Deduplicate Gene Sets: false
Data Source: Glyphosate_DESeq_normData
Work Source: Glyphosate_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 06/26/2023 14:40.41
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 2639
Total Run Time: 2 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0043231	5	intracellular membrane-bounded organelle	6331	6787	104	78	29	89	89	78	104	14	14	33	6773	12256	0.25171	0.83707	0.449	0.21	100332332;100331249;100170804;100149117;569109;565707;565155;560212;558978;548610;442931;436853;335865;58024	zdhhc12a;si:dkey-1k23.3;rfxank;foxl2b;dbpb;si:ch211-266g18.6;hsp90aa1.2;top3a;nkx6.3;gli2b;gins3;pmepa1;hspa4a;coil	ENSDARG00000076632;ENSDARG00000105422;ENSDARG00000016730;ENSDARG00000068417;ENSDARG00000057652;ENSDARG00000003381;ENSDARG00000024746;ENSDARG00000052827;ENSDARG00000060529;ENSDARG00000020884;ENSDARG00000038847;ENSDARG00000039325;ENSDARG00000004754;ENSDARG00000040070		0.41788667142857133	0.4344265	0.0576256	0.17315871019827436	0.37674703584840274	0.166051904567174	0.21166325714285716	0.23494700000000002	0.0266785	0.07996152766373349	0.1988555842213436	0.08263176036790565	0.8348185714285714	0.8033275	0.124471	0.40712586592670746	0.7207852361691648	0.36193081235358293									0.410198;0.470889;0.498894;0.402421;0.478734;0.0642058;0.426689;0.681507;0.0576256;0.394489;0.559714;0.375052;0.587831;0.442164	0.228033;0.24435;0.250193;0.225865;0.246198;0.0280571;0.232706;0.276456;0.0266785;0.222842;0.262036;0.216264;0.266419;0.237188	0.737886;0.907456;0.994813;0.716989;0.930904;0.146929;0.782376;1.68002;0.124471;0.698351;1.19556;0.650426;1.297;0.824279	4	10	4	100332332;100331249;548610;436853	ENSDARG00000076632;ENSDARG00000105422;ENSDARG00000020884;ENSDARG00000039325	0.41265700000000005	0.40234349999999997	0.04139736204961135	0.22787225	0.2254375	0.011994401037568303	0.7485297500000001	0.7181185000000001	0.11182291814702602	0.410198;0.470889;0.394489;0.375052	0.228033;0.24435;0.222842;0.216264	0.737886;0.907456;0.698351;0.650426	10	100170804;100149117;569109;565707;565155;560212;558978;442931;335865;58024	ENSDARG00000016730;ENSDARG00000068417;ENSDARG00000057652;ENSDARG00000003381;ENSDARG00000024746;ENSDARG00000052827;ENSDARG00000060529;ENSDARG00000038847;ENSDARG00000004754;ENSDARG00000040070	0.41997854000000007	0.460449	0.20669269303315527	0.20517965999999999	0.241693	0.09499538216642368	0.8693340999999999	0.8775915	0.48022677098971833	0.498894;0.402421;0.478734;0.0642058;0.426689;0.681507;0.0576256;0.559714;0.587831;0.442164	0.250193;0.225865;0.246198;0.0280571;0.232706;0.276456;0.0266785;0.262036;0.266419;0.237188	0.994813;0.716989;0.930904;0.146929;0.782376;1.68002;0.124471;1.19556;1.297;0.824279	0						Linear,12(0.86);Poly 2,2(0.15)	1.8946825758649197	27.457874298095703	1.5319035053253174	3.6990299224853516	0.6037629992250146	1.7008265256881714	0.3271805920349045	0.5085927508222383	0.16977684745315394	0.2535496668325604	0.621553000925775	1.0480841419313678	DOWN	0.2857142857142857	0.7142857142857143	0.0	
GO:0043232	5	intracellular non-membrane-bounded organelle	1423	1516	19	11	7	17	17	15	19	6	6	41	1510	17519	0.92379	0.16693	0.26985	0.4	101883927;100037385;678618;561889;560212;432388	ccser2b;cep128;avil;gra;top3a;lrrc6	ENSDARG00000091535;ENSDARG00000103771;ENSDARG00000059342;ENSDARG00000078754;ENSDARG00000052827;ENSDARG00000053318		0.4501408833333333	0.503539	0.0796693	0.20733902213708275	0.46305821397707747	0.20195373188363266	0.2144461	0.251432	0.0289546	0.09303370834477138	0.21986255344699146	0.08769154462920674	0.959137	1.0095935	0.219212	0.49683142900746535	0.9909763490414621	0.5014593317971993									0.532926;0.55634;0.474152;0.376251;0.681507;0.0796693	0.257565;0.261419;0.245299;0.216983;0.276456;0.0289546	1.10267;1.18398;0.916517;0.652423;1.68002;0.219212	3	3	3	101883927;561889;432388	ENSDARG00000091535;ENSDARG00000078754;ENSDARG00000053318	0.3296154333333334	0.376251	0.23019897063728	0.16783420000000002	0.216983	0.12197287466121308	0.6581016666666667	0.652423	0.4417563750330415	0.532926;0.376251;0.0796693	0.257565;0.216983;0.0289546	1.10267;0.652423;0.219212	3	100037385;678618;560212	ENSDARG00000103771;ENSDARG00000059342;ENSDARG00000052827	0.5706663333333334	0.55634	0.10441722499824055	0.261058	0.261419	0.01558163672404118	1.2601723333333332	1.18398	0.3874121339043653	0.55634;0.474152;0.681507	0.261419;0.245299;0.276456	1.18398;0.916517;1.68002	0						Linear,5(0.84);Poly 2,1(0.17)	2.267654421339958	14.063078761100769	1.538857340812683	3.0427424907684326	0.6386855639737445	2.435268521308899	0.28423511271886376	0.6160466539478029	0.1400036293209575	0.2888885706790425	0.5615890601796089	1.3566849398203908	CONFLICT	0.5	0.5	0.0	
GO:0043233	4	organelle lumen	160	163	3	2	0	2	2	2	3	0	0	47	163	18866	0.66777	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043235	3	receptor complex	243	269	6	3	1	5	5	4	6	0	0	47	269	18760	0.51258	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043242	7	negative regulation of protein-containing complex disassembly	48	51	2	1	1	2	2	1	2	1	1	46	50	18979	0.99298	0.11836	0.11836	1.96	678618	avil	ENSDARG00000059342		0.474152	0.474152	0.474152		0.474152		0.245299	0.245299	0.245299		0.24529900000000002		0.916517	0.916517	0.916517		0.916517										0.474152	0.245299	0.916517	0	1	0															1	678618	ENSDARG00000059342	0.474152	0.474152		0.245299	0.245299		0.916517	0.916517		0.474152	0.245299	0.916517	0						Linear,1(1)	3.0427424907684326	3.0427424907684326	3.0427424907684326	3.0427424907684326	0.0	3.0427424907684326	0.474152	0.474152	0.245299	0.245299	0.916517	0.916517	DOWN	0.0	1.0	0.0	
GO:0043244	6	regulation of protein-containing complex disassembly	68	72	2	1	1	2	2	1	2	1	1	46	71	18958	0.98639	0.16301	0.16301	1.39	678618	avil	ENSDARG00000059342		0.474152	0.474152	0.474152		0.474152		0.245299	0.245299	0.245299		0.24529900000000002		0.916517	0.916517	0.916517		0.916517										0.474152	0.245299	0.916517	0	1	0															1	678618	ENSDARG00000059342	0.474152	0.474152		0.245299	0.245299		0.916517	0.916517		0.474152	0.245299	0.916517	0						Linear,1(1)	3.0427424907684326	3.0427424907684326	3.0427424907684326	3.0427424907684326	0.0	3.0427424907684326	0.474152	0.474152	0.245299	0.245299	0.916517	0.916517	DOWN	0.0	1.0	0.0	
GO:0043249	5	erythrocyte maturation	18	22	1	0	0	0	0	0	1	0	0	47	22	19007	0.94715	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043254	6	regulation of protein-containing complex assembly	124	133	5	3	3	5	5	2	5	2	2	45	131	18898	0.99571	0.042529	0.042529	1.5	678618;436853	avil;pmepa1	ENSDARG00000059342;ENSDARG00000039325		0.42460200000000003	0.42460200000000003	0.375052	0.07007428201558691	0.3928286973710117	0.05377099106482418	0.2307815	0.2307815	0.216264	0.02053084539175156	0.22147233913387815	0.015754195010769457	0.7834715	0.7834715	0.650426	0.18815475051270975	0.6981577778017142	0.1443791804584288									0.474152;0.375052	0.245299;0.216264	0.916517;0.650426	1	1	1	436853	ENSDARG00000039325	0.375052	0.375052		0.216264	0.216264		0.650426	0.650426		0.375052	0.216264	0.650426	1	678618	ENSDARG00000059342	0.474152	0.474152		0.245299	0.245299		0.916517	0.916517		0.474152	0.245299	0.916517	0						Linear,2(1)	3.354876379208337	6.741772413253784	3.0427424907684326	3.6990299224853516	0.46406529337453667	3.370886206626892	0.327484	0.5217200000000001	0.20232720000000004	0.25923579999999996	0.5227023199999999	1.0442406800000001	CONFLICT	0.5	0.5	0.0	
GO:0043266	8	regulation of potassium ion transport	29	29	2	2	0	2	2	2	2	0	0	47	29	19000	0.93091	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043268	7	positive regulation of potassium ion transport	6	6	1	1	0	1	1	1	1	0	0	47	6	19023	0.98531	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043269	6	regulation of ion transport	264	275	10	9	0	9	9	9	10	0	0	47	275	18754	0.50494	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043270	6	positive regulation of ion transport	27	27	2	2	0	2	2	2	2	0	0	47	27	19002	0.93552	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043271	6	negative regulation of ion transport	30	30	1	1	0	1	1	1	1	0	0	47	30	18999	0.92861	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043280	10	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	34	40	1	1	0	1	1	1	1	0	0	47	40	18989	0.90595	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043281	9	regulation of cysteine-type endopeptidase activity involved in apoptotic process	44	50	1	1	0	1	1	1	1	0	0	47	50	18979	0.88382	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043325	5	phosphatidylinositol-3,4-bisphosphate binding	7	7	1	1	0	1	1	1	1	0	0	47	7	19022	0.98288	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043401	6	steroid hormone mediated signaling pathway	8	11	1	1	0	1	1	1	1	0	0	47	11	19018	0.97322	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043408	7	regulation of MAPK cascade	157	197	3	3	1	3	3	3	3	1	1	46	196	18833	0.9152	0.38645	0.38645	0.51	492486	adra1bb	ENSDARG00000041173		0.441501	0.441501	0.441501		0.4415009999999999		0.23684	0.23684	0.23684		0.23684		0.823015	0.823015	0.823015		0.823015										0.441501	0.23684	0.823015	0	1	0															1	492486	ENSDARG00000041173	0.441501	0.441501		0.23684	0.23684		0.823015	0.823015		0.441501	0.23684	0.823015	0						Linear,1(1)	1.6737617254257202	1.6737617254257202	1.6737617254257202	1.6737617254257202	0.0	1.6737617254257202	0.441501	0.441501	0.23684	0.23684	0.823015	0.823015	DOWN	0.0	1.0	0.0	
GO:0043409	8	negative regulation of MAPK cascade	32	36	1	1	0	1	1	1	1	0	0	47	36	18993	0.91495	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043410	8	positive regulation of MAPK cascade	93	128	2	2	1	2	2	2	2	1	1	46	127	18902	0.96032	0.27154	0.27154	0.78	492486	adra1bb	ENSDARG00000041173		0.441501	0.441501	0.441501		0.4415009999999999		0.23684	0.23684	0.23684		0.23684		0.823015	0.823015	0.823015		0.823015										0.441501	0.23684	0.823015	0	1	0															1	492486	ENSDARG00000041173	0.441501	0.441501		0.23684	0.23684		0.823015	0.823015		0.441501	0.23684	0.823015	0						Linear,1(1)	1.6737617254257202	1.6737617254257202	1.6737617254257202	1.6737617254257202	0.0	1.6737617254257202	0.441501	0.441501	0.23684	0.23684	0.823015	0.823015	DOWN	0.0	1.0	0.0	
GO:0043412	5	macromolecule modification	2006	2199	34	25	9	27	27	24	34	4	4	43	2195	16834	0.35626	0.80637	0.6513	0.18	100332332;100151067;558156;436884	zdhhc12a;asb15a;ttll11;tyw3	ENSDARG00000076632;ENSDARG00000045633;ENSDARG00000060374;ENSDARG00000038222		0.34116562500000003	0.4204875	0.0547285	0.19250371476908135	0.34928756075951223	0.185178358181131	0.18307115	0.2309245	0.0264906	0.10459398008341593	0.18784434841323144	0.10077288349119086	0.636532	0.7657695	0.113067	0.3555254085069028	0.6502115675455131	0.3415614802217402									0.410198;0.0547285;0.468959;0.430777	0.228033;0.0264906;0.243945;0.233816	0.737886;0.113067;0.901522;0.793653	3	1	3	100332332;100151067;558156	ENSDARG00000076632;ENSDARG00000045633;ENSDARG00000060374	0.3112951666666667	0.410198	0.22412731786550105	0.1661562	0.228033	0.12121533650293594	0.5841583333333333	0.737886	0.41610031047853513	0.410198;0.0547285;0.468959	0.228033;0.0264906;0.243945	0.737886;0.113067;0.901522	1	436884	ENSDARG00000038222	0.430777	0.430777		0.233816	0.233816		0.793653	0.793653		0.430777	0.233816	0.793653	0						Linear,3(0.75);Poly 2,1(0.25)	1.7589626449220062	7.078587055206299	1.6048606634140015	2.1041476726531982	0.23166164420185578	1.6847893595695496	0.1525119845263003	0.5298192654736997	0.08056904951825244	0.2855732504817476	0.2881170996632354	0.9849469003367646	UP	0.75	0.25	0.0	
GO:0043413	4	macromolecule glycosylation	163	186	1	1	0	1	1	1	1	0	0	47	186	18843	0.6306	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043414	4	macromolecule methylation	142	148	3	3	1	3	3	3	3	1	1	46	147	18882	0.9485	0.30685	0.30685	0.68	436884	tyw3	ENSDARG00000038222		0.430777	0.430777	0.430777		0.430777		0.233816	0.233816	0.233816		0.233816		0.793653	0.793653	0.793653		0.7936530000000002										0.430777	0.233816	0.793653	0	1	0															1	436884	ENSDARG00000038222	0.430777	0.430777		0.233816	0.233816		0.793653	0.793653		0.430777	0.233816	0.793653	0						Linear,1(1)	1.7462486028671265	1.7462486028671265	1.7462486028671265	1.7462486028671265	0.0	1.7462486028671265	0.430777	0.430777	0.233816	0.233816	0.793653	0.793653	DOWN	0.0	1.0	0.0	
GO:0043433	8	negative regulation of DNA-binding transcription factor activity	19	20	2	2	1	1	1	1	2	0	0	47	20	19009	0.95184	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043434	5	response to peptide hormone	41	45	1	0	0	1	1	1	1	0	0	47	45	18984	0.89482	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043436	5	oxoacid metabolic process	494	523	4	2	0	4	4	3	4	0	0	47	523	18506	0.27031	1.0	0.64097	0.0																																		0	0	0															0															0																							
GO:0043487	5	regulation of RNA stability	60	73	3	0	0	2	2	2	3	0	0	47	73	18956	0.83492	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043488	6	regulation of mRNA stability	56	68	3	0	0	2	2	2	3	0	0	47	68	18961	0.84532	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043489	6	RNA stabilization	23	25	2	0	0	1	1	1	2	0	0	47	25	19004	0.94015	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043490	6	malate-aspartate shuttle	5	6	1	0	0	1	1	1	1	0	0	47	6	19023	0.98531	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043535	7	regulation of blood vessel endothelial cell migration	15	18	1	1	1	1	1	1	1	1	1	46	17	19012	0.99911	0.043451	0.043451	5.56	436730	egfl6	ENSDARG00000045958		0.771008	0.771008	0.771008		0.771008		0.280804	0.280804	0.280804		0.280804		2.11697	2.11697	2.11697		2.11697		0.0	0.771008			0.280804		2.11697		0.771008	0.280804	2.11697	0	1	0															1	436730	ENSDARG00000045958	0.771008	0.771008		0.280804	0.280804		2.11697	2.11697		0.771008	0.280804	2.11697	0						Linear,1(1)	2.0742671489715576	2.0742671489715576	2.0742671489715576	2.0742671489715576	0.0	2.0742671489715576	0.771008	0.771008	0.280804	0.280804	2.11697	2.11697	DOWN	0.0	1.0	0.0	
GO:0043536	8	positive regulation of blood vessel endothelial cell migration	10	12	1	1	1	1	1	1	1	1	1	46	11	19018	0.99961	0.029177	0.029177	8.33	436730	egfl6	ENSDARG00000045958		0.771008	0.771008	0.771008		0.771008		0.280804	0.280804	0.280804		0.280804		2.11697	2.11697	2.11697		2.11697		0.0	0.771008			0.280804		2.11697		0.771008	0.280804	2.11697	0	1	0															1	436730	ENSDARG00000045958	0.771008	0.771008		0.280804	0.280804		2.11697	2.11697		0.771008	0.280804	2.11697	0						Linear,1(1)	2.0742671489715576	2.0742671489715576	2.0742671489715576	2.0742671489715576	0.0	2.0742671489715576	0.771008	0.771008	0.280804	0.280804	2.11697	2.11697	DOWN	0.0	1.0	0.0	
GO:0043543	6	protein acylation	100	101	1	1	1	1	1	1	1	1	1	46	100	18929	0.97429	0.22105	0.22105	0.99	100332332	zdhhc12a	ENSDARG00000076632		0.410198	0.410198	0.410198		0.410198		0.228033	0.228033	0.228033		0.228033		0.737886	0.737886	0.737886		0.737886										0.410198	0.228033	0.737886	1	0	1	100332332	ENSDARG00000076632	0.410198	0.410198		0.228033	0.228033		0.737886	0.737886		0.410198	0.228033	0.737886	0															0						Linear,1(1)	1.6048606634140015	1.6048606634140015	1.6048606634140015	1.6048606634140015	0.0	1.6048606634140015	0.410198	0.410198	0.228033	0.228033	0.737886	0.737886	UP	1.0	0.0	0.0	
GO:0043547	7	positive regulation of GTPase activity	147	171	1	0	0	1	1	1	1	0	0	47	171	18858	0.6546	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043549	7	regulation of kinase activity	199	214	4	3	1	2	2	2	4	0	0	47	214	18815	0.58809	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043550	8	regulation of lipid kinase activity	9	9	1	1	0	1	1	1	1	0	0	47	9	19020	0.97804	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043551	9	regulation of phosphatidylinositol 3-kinase activity	9	9	1	1	0	1	1	1	1	0	0	47	9	19020	0.97804	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043565	6	sequence-specific DNA binding	1223	1355	36	30	14	28	28	27	36	6	6	41	1349	17680	0.95329	0.11391	0.14511	0.44	100329287;100149117;569109;558978;548610;117508	znf1136;foxl2b;dbpb;nkx6.3;gli2b;klf2a	ENSDARG00000090116;ENSDARG00000068417;ENSDARG00000057652;ENSDARG00000060529;ENSDARG00000020884;ENSDARG00000042667		0.232915855	0.2260573	0.00726523	0.21348052425179992	0.20294818644101337	0.20730615208391506	0.12494941500000001	0.12490190000000001	0.00115119	0.11751840604760834	0.11097124326028253	0.11733771884258445	0.43948375	0.411411	0.0458515	0.3851103598302375	0.37910828277643344	0.35883575810765234									0.0569603;0.402421;0.478734;0.0576256;0.394489;0.00726523	0.0269618;0.225865;0.246198;0.0266785;0.222842;0.00115119	0.120336;0.716989;0.930904;0.124471;0.698351;0.0458515	1	5	1	548610	ENSDARG00000020884	0.394489	0.394489		0.222842	0.222842		0.698351	0.698351		0.394489	0.222842	0.698351	5	100329287;100149117;569109;558978;117508	ENSDARG00000090116;ENSDARG00000068417;ENSDARG00000057652;ENSDARG00000060529;ENSDARG00000042667	0.200601226	0.0576256	0.22166563431883593	0.10537089800000002	0.0269618	0.11995137448386542	0.3877103	0.124471	0.40655111686471845	0.0569603;0.402421;0.478734;0.0576256;0.00726523	0.0269618;0.225865;0.246198;0.0266785;0.00115119	0.120336;0.716989;0.930904;0.124471;0.0458515	0						Hill,1(0.17);Linear,3(0.5);Poly 2,2(0.34)	1.9597185420344752	12.240970492362976	1.5339246988296509	3.234196901321411	0.6785377554137464	1.7133344411849976	0.06209585921667188	0.4037358507833281	0.03091510580073055	0.21898372419926948	0.13133128376038944	0.7476362162396104	DOWN	0.16666666666666666	0.8333333333333334	0.0	
GO:0043567	6	regulation of insulin-like growth factor receptor signaling pathway	11	12	1	1	0	1	1	1	1	0	0	47	12	19017	0.97082	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043569	7	negative regulation of insulin-like growth factor receptor signaling pathway	3	3	1	1	0	1	1	1	1	0	0	47	3	19026	0.99263	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043603	5	cellular amide metabolic process	519	548	5	4	0	5	5	4	5	0	0	47	548	18481	0.25369	1.0	0.64646	0.0																																		0	0	0															0															0																							
GO:0043604	6	amide biosynthetic process	363	374	2	2	0	2	2	2	2	0	0	47	374	18655	0.39386	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043627	5	response to estrogen	24	34	1	1	0	1	1	1	1	0	0	47	34	18995	0.91948	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043631	7	RNA polyadenylation	18	18	1	1	1	0	0	0	1	0	0	47	18	19011	0.95655	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043632	6	modification-dependent macromolecule catabolic process	385	411	4	3	1	4	4	4	4	1	1	46	410	18619	0.73108	0.64119	1.0	0.24	100151067	asb15a	ENSDARG00000045633		0.0547285	0.0547285	0.0547285		0.0547285		0.0264906	0.0264906	0.0264906		0.0264906		0.113067	0.113067	0.113067		0.11306699999999999										0.0547285	0.0264906	0.113067	1	0	1	100151067	ENSDARG00000045633	0.0547285	0.0547285		0.0264906	0.0264906		0.113067	0.113067		0.0547285	0.0264906	0.113067	0															0						Poly 2,1(1)	2.1041476726531982	2.1041476726531982	2.1041476726531982	2.1041476726531982	0.0	2.1041476726531982	0.0547285	0.0547285	0.0264906	0.0264906	0.113067	0.113067	UP	1.0	0.0	0.0	
GO:0043739	8	G/U mismatch-specific uracil-DNA glycosylase activity	1	1	1	1	0	1	1	1	1	0	0	47	1	19028	0.99754	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043933	5	protein-containing complex organization	603	653	16	11	5	9	9	8	16	2	2	45	651	18378	0.78301	0.48158	0.67574	0.31	432388;58024	lrrc6;coil	ENSDARG00000053318;ENSDARG00000040070		0.26091664999999997	0.26091664999999997	0.0796693	0.25632246051418334	0.3436242856922174	0.2280791480176385	0.1330713	0.1330713	0.0289546	0.14724324920953083	0.18058231791599103	0.1310190092732836	0.5217455	0.5217455	0.219212	0.42784697877220085	0.6597989970728756	0.3807039547159962									0.0796693;0.442164	0.0289546;0.237188	0.219212;0.824279	1	1	1	432388	ENSDARG00000053318	0.0796693	0.0796693		0.0289546	0.0289546		0.219212	0.219212		0.0796693	0.0289546	0.219212	1	58024	ENSDARG00000040070	0.442164	0.442164		0.237188	0.237188		0.824279	0.824279		0.442164	0.237188	0.824279	0						Linear,1(0.5);Poly 2,1(0.5)	1.707237474166092	3.416532874107361	1.6489838361740112	1.7675490379333496	0.08383825817677934	1.7082664370536804	-0.09432815600000005	0.6161614559999999	-0.070997432	0.337140032	-0.07122015999999998	1.11471116	CONFLICT	0.5	0.5	0.0	
GO:0043954	5	cellular component maintenance	21	22	1	0	0	1	1	0	1	0	0	47	22	19007	0.94715	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0044030	7	regulation of DNA methylation	7	8	1	1	0	1	1	1	1	0	0	47	8	19021	0.98045	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0044057	5	regulation of system process	122	139	9	7	2	9	9	8	9	2	2	45	137	18892	0.99514	0.046041	0.046041	1.44	569550;492486	edn2;adra1bb	ENSDARG00000070578;ENSDARG00000041173		0.2486823	0.2486823	0.0558636	0.27268682061914906	0.2335572550268375	0.27184658940016077	0.13173395	0.13173395	0.0266279	0.14864240139746465	0.12348924275323676	0.14818438884725793	0.47010650000000004	0.47010650000000004	0.117198	0.49908798697674556	0.44242372372409255	0.4975501447490656									0.0558636;0.441501	0.0266279;0.23684	0.117198;0.823015	0	2	0															2	569550;492486	ENSDARG00000070578;ENSDARG00000041173	0.2486823	0.2486823	0.27268682061914906	0.13173395	0.13173395	0.14864240139746465	0.47010650000000004	0.47010650000000004	0.49908798697674556	0.0558636;0.441501	0.0266279;0.23684	0.117198;0.823015	0						Linear,1(0.5);Poly 2,1(0.5)	2.127749287957322	4.378637194633484	1.6737617254257202	2.7048754692077637	0.7291075204029313	2.189318597316742	-0.1292423519999999	0.6266069519999998	-0.07427390799999997	0.337741808	-0.22159415999999998	1.16180716	DOWN	0.0	1.0	0.0	
GO:0044062	6	regulation of excretion	1	1	1	1	0	1	1	1	1	0	0	47	1	19028	0.99754	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0044070	7	regulation of anion transport	5	5	1	1	0	1	1	1	1	0	0	47	5	19024	0.98774	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0044087	5	regulation of cellular component biogenesis	270	286	6	3	3	5	5	2	6	2	2	45	284	18745	0.96669	0.1565	0.1565	0.7	678618;436853	avil;pmepa1	ENSDARG00000059342;ENSDARG00000039325		0.42460200000000003	0.42460200000000003	0.375052	0.07007428201558691	0.3928286973710117	0.05377099106482418	0.2307815	0.2307815	0.216264	0.02053084539175156	0.22147233913387815	0.015754195010769457	0.7834715	0.7834715	0.650426	0.18815475051270975	0.6981577778017142	0.1443791804584288									0.474152;0.375052	0.245299;0.216264	0.916517;0.650426	1	1	1	436853	ENSDARG00000039325	0.375052	0.375052		0.216264	0.216264		0.650426	0.650426		0.375052	0.216264	0.650426	1	678618	ENSDARG00000059342	0.474152	0.474152		0.245299	0.245299		0.916517	0.916517		0.474152	0.245299	0.916517	0						Linear,2(1)	3.354876379208337	6.741772413253784	3.0427424907684326	3.6990299224853516	0.46406529337453667	3.370886206626892	0.327484	0.5217200000000001	0.20232720000000004	0.25923579999999996	0.5227023199999999	1.0442406800000001	CONFLICT	0.5	0.5	0.0	
GO:0044092	4	negative regulation of molecular function	202	227	4	4	1	3	3	3	4	0	0	47	227	18802	0.56931	1.0	1.0	0.0																																		0	0	0															0															0																							
