Identifier,BPAF-CC-A
ENSDARG00000109591,0
ENSDARG00000074906,0
ENSDARG00000034624,1
ENSDARG00000059404,6
ENSDARG00000004282,2
ENSDARG00000109176,0
ENSDARG00000063466,4
ENSDARG00000070922,141
ENSDARG00000097050,0
ENSDARG00000059406,1
ENSDARG00000105417,2
ENSDARG00000007630,1
ENSDARG00000105469,0
ENSDARG00000086655,0
ENSDARG00000100728,1
ENSDARG00000091851,2
ENSDARG00000105326,0
ENSDARG00000031848,0
ENSDARG00000101054,0
ENSDARG00000111805,1
ENSDARG00000102617,0
ENSDARG00000100795,6
ENSDARG00000106471,0
ENSDARG00000103730,8
ENSDARG00000100157,0
ENSDARG00000102893,3
ENSDARG00000105329,0
ENSDARG00000039647,107
ENSDARG00000105313,0
ENSDARG00000087981,3
ENSDARG00000063433,24
ENSDARG00000007955,12
ENSDARG00000077717,301
ENSDARG00000091799,0
ENSDARG00000076248,0
ENSDARG00000019304,11
ENSDARG00000014138,2
ENSDARG00000016783,26
ENSDARG00000045025,1
ENSDARG00000115046,0
ENSDARG00000073787,1
ENSDARG00000032264,2
ENSDARG00000097592,0
ENSDARG00000075504,0
ENSDARG00000104649,0
ENSDARG00000097827,34
ENSDARG00000044179,12
ENSDARG00000105362,1
ENSDARG00000096842,0
ENSDARG00000059370,0
ENSDARG00000054003,0
ENSDARG00000016391,6
ENSDARG00000113877,3
ENSDARG00000103133,1
ENSDARG00000102631,2
ENSDARG00000106838,0
ENSDARG00000101954,2
ENSDARG00000101308,0
ENSDARG00000011020,4
ENSDARG00000070939,7
ENSDARG00000104858,0
ENSDARG00000070941,0
ENSDARG00000091637,0
ENSDARG00000041875,20
ENSDARG00000091702,0
ENSDARG00000090820,1
ENSDARG00000112667,5
ENSDARG00000086133,0
ENSDARG00000111669,0
ENSDARG00000098175,0
ENSDARG00000090976,0
ENSDARG00000007207,2
ENSDARG00000098181,0
ENSDARG00000078076,0
ENSDARG00000105398,1
ENSDARG00000101048,1
ENSDARG00000002897,4
ENSDARG00000105387,0
ENSDARG00000105440,0
ENSDARG00000076652,0
ENSDARG00000077095,39
ENSDARG00000038414,1
ENSDARG00000059399,1
ENSDARG00000059400,7
ENSDARG00000028721,5
ENSDARG00000031560,5
ENSDARG00000098691,1
ENSDARG00000045023,0
ENSDARG00000009733,2
ENSDARG00000070919,1
ENSDARG00000080608,0
ENSDARG00000078497,8
ENSDARG00000091298,58
ENSDARG00000091557,0
ENSDARG00000026577,4
ENSDARG00000059357,5
ENSDARG00000028306,10
ENSDARG00000045014,75
ENSDARG00000091574,1
ENSDARG00000020840,5
ENSDARG00000099240,0
ENSDARG00000074565,1
ENSDARG00000005699,3
ENSDARG00000115782,0
ENSDARG00000101387,13
ENSDARG00000055011,0
ENSDARG00000055014,2
ENSDARG00000038199,9
ENSDARG00000060725,3
ENSDARG00000055036,3
ENSDARG00000055053,1
ENSDARG00000059327,2
ENSDARG00000059323,23
ENSDARG00000003877,5
ENSDARG00000112857,0
ENSDARG00000006219,24
ENSDARG00000040157,0
ENSDARG00000059298,32
ENSDARG00000040152,1
ENSDARG00000029474,18
ENSDARG00000116980,0
ENSDARG00000030632,4
ENSDARG00000102650,0
ENSDARG00000086300,2
ENSDARG00000100321,0
ENSDARG00000113956,0
ENSDARG00000112678,0
ENSDARG00000112855,0
ENSDARG00000104993,0
ENSDARG00000045006,4
ENSDARG00000006963,6
ENSDARG00000085825,0
ENSDARG00000011945,3
ENSDARG00000084678,0
ENSDARG00000025559,0
ENSDARG00000090675,6
ENSDARG00000074221,2
ENSDARG00000063254,0
ENSDARG00000070843,6
ENSDARG00000089646,6
ENSDARG00000074552,81
ENSDARG00000070844,119
ENSDARG00000070846,0
ENSDARG00000070849,426
ENSDARG00000076620,0
ENSDARG00000076074,16
ENSDARG00000077229,2
ENSDARG00000018650,0
ENSDARG00000045003,12
ENSDARG00000077526,6
ENSDARG00000105292,0
ENSDARG00000082005,0
ENSDARG00000089071,4
ENSDARG00000003165,16
ENSDARG00000059177,7
ENSDARG00000010096,0
ENSDARG00000113372,0
ENSDARG00000074772,4
ENSDARG00000013016,9
ENSDARG00000074519,0
ENSDARG00000070873,15
ENSDARG00000008890,2
ENSDARG00000008727,1
ENSDARG00000098608,8
ENSDARG00000107978,0
ENSDARG00000079849,2
ENSDARG00000114350,0
ENSDARG00000042777,35
ENSDARG00000115939,0
ENSDARG00000109392,0
ENSDARG00000110997,0
ENSDARG00000098908,4
ENSDARG00000003968,0
ENSDARG00000027744,14
ENSDARG00000103967,0
ENSDARG00000095559,0
ENSDARG00000098564,0
ENSDARG00000002411,0
ENSDARG00000093251,0
ENSDARG00000043835,19
ENSDARG00000023852,14
ENSDARG00000107203,0
ENSDARG00000012899,6
ENSDARG00000053876,0
ENSDARG00000076076,0
ENSDARG00000098431,12
ENSDARG00000105436,0
ENSDARG00000089230,2
ENSDARG00000070048,2
ENSDARG00000055093,2
ENSDARG00000074904,6
ENSDARG00000088362,0
ENSDARG00000018260,0
ENSDARG00000105967,0
ENSDARG00000097452,2
ENSDARG00000081946,0
ENSDARG00000083266,0
ENSDARG00000080372,0
ENSDARG00000081802,0
ENSDARG00000074848,15
ENSDARG00000024047,72
ENSDARG00000013776,7
ENSDARG00000076110,0
ENSDARG00000090253,1
ENSDARG00000087349,2
ENSDARG00000103619,7
ENSDARG00000063007,18
ENSDARG00000028066,27
ENSDARG00000075629,1
ENSDARG00000016448,0
ENSDARG00000013653,0
ENSDARG00000069356,14
ENSDARG00000097499,0
ENSDARG00000097035,0
ENSDARG00000101568,0
ENSDARG00000062973,11
ENSDARG00000001782,0
ENSDARG00000062977,8
ENSDARG00000007024,12
ENSDARG00000077918,0
ENSDARG00000104195,0
ENSDARG00000116762,0
ENSDARG00000105457,0
ENSDARG00000115884,1
ENSDARG00000103910,0
ENSDARG00000001712,0
ENSDARG00000117477,0
ENSDARG00000058696,15
ENSDARG00000095163,0
ENSDARG00000100658,1
ENSDARG00000086489,1
ENSDARG00000101839,0
ENSDARG00000098657,0
ENSDARG00000117688,1
ENSDARG00000077710,1
ENSDARG00000088199,0
ENSDARG00000007278,2
ENSDARG00000079742,12
ENSDARG00000100816,0
ENSDARG00000018971,12
ENSDARG00000063133,20
ENSDARG00000076259,1
ENSDARG00000063100,17
ENSDARG00000102570,0
ENSDARG00000074023,7
ENSDARG00000002494,5
ENSDARG00000077474,0
ENSDARG00000053113,9
ENSDARG00000115516,0
ENSDARG00000075433,97
ENSDARG00000007715,10
ENSDARG00000006242,57
ENSDARG00000073699,38
ENSDARG00000098623,4
ENSDARG00000058824,8
ENSDARG00000017337,6
ENSDARG00000111072,0
ENSDARG00000111350,0
ENSDARG00000116002,0
ENSDARG00000104394,0
ENSDARG00000110564,0
ENSDARG00000113733,0
ENSDARG00000088785,0
ENSDARG00000112716,0
ENSDARG00000112654,0
ENSDARG00000091697,0
ENSDARG00000105097,0
ENSDARG00000112413,0
ENSDARG00000116521,0
ENSDARG00000094335,0
ENSDARG00000115645,0
ENSDARG00000116411,0
ENSDARG00000088254,0
ENSDARG00000088552,0
ENSDARG00000109401,0
ENSDARG00000113891,0
ENSDARG00000113131,0
ENSDARG00000112873,0
ENSDARG00000113323,0
ENSDARG00000116132,0
ENSDARG00000115919,0
ENSDARG00000109517,0
ENSDARG00000110849,0
ENSDARG00000112394,0
ENSDARG00000086128,0
ENSDARG00000044976,1
ENSDARG00000114626,0
ENSDARG00000114084,0
ENSDARG00000044975,11
ENSDARG00000044973,0
ENSDARG00000036840,72
ENSDARG00000019365,0
ENSDARG00000117418,0
ENSDARG00000074508,12
ENSDARG00000104692,0
ENSDARG00000070787,26
ENSDARG00000009942,3
ENSDARG00000102054,0
ENSDARG00000056838,0
ENSDARG00000058663,1
ENSDARG00000045298,11
ENSDARG00000102146,8
ENSDARG00000077988,2
ENSDARG00000086998,0
ENSDARG00000076763,3
ENSDARG00000077018,5
ENSDARG00000102310,1
ENSDARG00000044942,10
ENSDARG00000044943,15
ENSDARG00000099163,1
ENSDARG00000113506,0
ENSDARG00000087944,1
ENSDARG00000089845,0
ENSDARG00000113172,0
ENSDARG00000089201,0
ENSDARG00000114837,0
ENSDARG00000022334,0
ENSDARG00000112313,0
ENSDARG00000112225,2
ENSDARG00000014356,2
ENSDARG00000089848,0
ENSDARG00000115036,0
ENSDARG00000086634,0
ENSDARG00000087060,0
ENSDARG00000070812,0
ENSDARG00000111064,0
ENSDARG00000114352,0
ENSDARG00000110460,0
ENSDARG00000112443,0
ENSDARG00000115976,0
ENSDARG00000116455,0
ENSDARG00000109767,0
ENSDARG00000110258,0
ENSDARG00000116818,0
ENSDARG00000115624,0
ENSDARG00000115291,0
ENSDARG00000115384,0
ENSDARG00000113868,0
ENSDARG00000114105,0
ENSDARG00000113827,0
ENSDARG00000109708,0
ENSDARG00000114254,1
ENSDARG00000110209,0
ENSDARG00000110939,0
ENSDARG00000115022,0
ENSDARG00000109500,0
ENSDARG00000112365,1
ENSDARG00000111095,0
ENSDARG00000115079,0
ENSDARG00000103999,0
ENSDARG00000094196,0
ENSDARG00000110117,0
ENSDARG00000091337,0
ENSDARG00000116576,0
ENSDARG00000112836,0
ENSDARG00000113889,0
ENSDARG00000115479,0
ENSDARG00000112210,0
ENSDARG00000111826,0
ENSDARG00000110591,0
ENSDARG00000087770,0
ENSDARG00000113484,0
ENSDARG00000113874,0
ENSDARG00000115683,0
ENSDARG00000117058,0
ENSDARG00000111163,0
ENSDARG00000111245,0
ENSDARG00000114253,0
ENSDARG00000116328,0
ENSDARG00000115298,0
ENSDARG00000116384,0
ENSDARG00000109379,0
ENSDARG00000113994,0
ENSDARG00000116946,0
ENSDARG00000112266,0
ENSDARG00000117196,0
ENSDARG00000113079,0
ENSDARG00000098483,0
ENSDARG00000116452,0
ENSDARG00000098682,0
ENSDARG00000116389,0
ENSDARG00000101099,0
ENSDARG00000112907,0
ENSDARG00000100754,0
ENSDARG00000115184,0
ENSDARG00000117197,0
ENSDARG00000113540,0
ENSDARG00000110231,0
ENSDARG00000111044,0
ENSDARG00000115772,0
ENSDARG00000113225,0
ENSDARG00000077475,0
ENSDARG00000109470,0
ENSDARG00000088658,0
ENSDARG00000087435,0
ENSDARG00000058504,15
ENSDARG00000058448,10
ENSDARG00000015208,6
ENSDARG00000103622,0
ENSDARG00000001969,5
ENSDARG00000035074,1
ENSDARG00000027403,8
ENSDARG00000058416,0
ENSDARG00000099142,0
ENSDARG00000070724,0
ENSDARG00000089681,21
ENSDARG00000074016,0
ENSDARG00000100764,0
ENSDARG00000103735,15
ENSDARG00000096993,0
ENSDARG00000043705,0
ENSDARG00000018411,0
ENSDARG00000105475,0
ENSDARG00000070083,348
ENSDARG00000070078,13
ENSDARG00000086505,3
ENSDARG00000102434,0
ENSDARG00000010789,16
ENSDARG00000114260,0
ENSDARG00000070073,0
ENSDARG00000020761,14
ENSDARG00000076148,0
ENSDARG00000095540,0
ENSDARG00000100968,5
ENSDARG00000041113,5
ENSDARG00000104802,0
ENSDARG00000106151,0
ENSDARG00000083580,0
ENSDARG00000098667,1
ENSDARG00000060442,2
ENSDARG00000097955,0
ENSDARG00000040779,3
ENSDARG00000028552,11
ENSDARG00000026882,8
ENSDARG00000104047,5
ENSDARG00000018671,0
ENSDARG00000100639,0
ENSDARG00000070059,4
ENSDARG00000031907,10
ENSDARG00000101341,2
ENSDARG00000099220,1
ENSDARG00000079740,6
ENSDARG00000070056,0
ENSDARG00000078504,1
ENSDARG00000098277,0
ENSDARG00000019941,17
ENSDARG00000100601,0
ENSDARG00000104286,0
ENSDARG00000101381,0
ENSDARG00000099121,1
ENSDARG00000109671,0
ENSDARG00000101744,4
ENSDARG00000103243,0
ENSDARG00000099691,0
ENSDARG00000104204,2
ENSDARG00000009724,5
ENSDARG00000069481,0
ENSDARG00000044925,2
ENSDARG00000044924,1
ENSDARG00000101845,0
ENSDARG00000102454,0
ENSDARG00000100605,0
ENSDARG00000099688,0
ENSDARG00000098571,0
ENSDARG00000103059,0
ENSDARG00000095672,2
ENSDARG00000112412,0
ENSDARG00000087346,4
ENSDARG00000098971,0
ENSDARG00000098453,9
ENSDARG00000058256,12
ENSDARG00000070714,0
ENSDARG00000077082,4
ENSDARG00000112277,0
ENSDARG00000100002,0
ENSDARG00000094327,0
ENSDARG00000005738,16
ENSDARG00000114737,0
ENSDARG00000112374,0
ENSDARG00000058683,0
ENSDARG00000058225,29
ENSDARG00000058220,5
ENSDARG00000077471,3
ENSDARG00000020497,29
ENSDARG00000058208,2
ENSDARG00000075625,15
ENSDARG00000070698,6
ENSDARG00000116421,0
ENSDARG00000099436,0
ENSDARG00000044914,19
ENSDARG00000105445,3
ENSDARG00000092254,2
ENSDARG00000105506,0
ENSDARG00000111469,0
ENSDARG00000088837,3
ENSDARG00000062471,0
ENSDARG00000022853,1
ENSDARG00000057997,6
ENSDARG00000057987,7
ENSDARG00000100891,0
ENSDARG00000117586,3
ENSDARG00000096988,3
ENSDARG00000016773,2
ENSDARG00000012674,1
ENSDARG00000009727,0
ENSDARG00000019797,5
ENSDARG00000097323,0
ENSDARG00000077741,0
ENSDARG00000105499,0
ENSDARG00000079534,0
ENSDARG00000117514,0
ENSDARG00000092026,0
ENSDARG00000113425,0
ENSDARG00000116193,0
ENSDARG00000060954,1
ENSDARG00000089086,4
ENSDARG00000013694,0
ENSDARG00000109830,8
ENSDARG00000070651,6
ENSDARG00000088801,8
ENSDARG00000057940,56
ENSDARG00000007601,12
ENSDARG00000077404,9
ENSDARG00000107785,0
ENSDARG00000096939,0
ENSDARG00000040764,89
ENSDARG00000002037,1
ENSDARG00000057708,5
ENSDARG00000098068,0
ENSDARG00000003169,26
ENSDARG00000070666,9
ENSDARG00000077778,2
ENSDARG00000082473,0
ENSDARG00000037593,11
ENSDARG00000085780,0
ENSDARG00000070672,0
ENSDARG00000070674,17
ENSDARG00000074804,4
ENSDARG00000015394,11
ENSDARG00000037587,10
ENSDARG00000027183,0
ENSDARG00000043661,1
ENSDARG00000086324,1
ENSDARG00000100101,0
ENSDARG00000070677,2
ENSDARG00000024815,3
ENSDARG00000015002,9
ENSDARG00000068192,5
ENSDARG00000103677,1
ENSDARG00000099409,1
ENSDARG00000114741,0
ENSDARG00000029866,0
ENSDARG00000044895,20
ENSDARG00000044894,2
ENSDARG00000106000,0
ENSDARG00000070597,3
ENSDARG00000090344,0
ENSDARG00000078147,0
ENSDARG00000002552,9
ENSDARG00000101371,0
ENSDARG00000070600,12
ENSDARG00000070601,10
ENSDARG00000070606,2
ENSDARG00000032161,25
ENSDARG00000112164,0
ENSDARG00000070621,2
ENSDARG00000100608,0
ENSDARG00000108723,0
ENSDARG00000109288,0
ENSDARG00000076120,166
ENSDARG00000089564,9
ENSDARG00000010794,8
ENSDARG00000044899,3
ENSDARG00000053205,7
ENSDARG00000009438,8
ENSDARG00000093627,0
ENSDARG00000074098,6
ENSDARG00000115768,0
ENSDARG00000057513,26
ENSDARG00000044902,88
ENSDARG00000082746,0
ENSDARG00000014358,0
ENSDARG00000075343,0
ENSDARG00000117276,0
ENSDARG00000075829,3
ENSDARG00000088933,0
ENSDARG00000020328,22
ENSDARG00000108760,0
ENSDARG00000102574,0
ENSDARG00000086927,12
ENSDARG00000086888,0
ENSDARG00000061099,33
ENSDARG00000103549,0
ENSDARG00000100326,0
ENSDARG00000000472,0
ENSDARG00000100635,10
ENSDARG00000099185,149
ENSDARG00000009612,1
ENSDARG00000117718,0
ENSDARG00000075745,0
ENSDARG00000009754,11
ENSDARG00000013122,11
ENSDARG00000016200,6
ENSDARG00000097411,0
ENSDARG00000101412,0
ENSDARG00000099000,0
ENSDARG00000025847,18
ENSDARG00000057575,25
ENSDARG00000094037,0
ENSDARG00000020544,0
ENSDARG00000011613,47
ENSDARG00000062241,0
ENSDARG00000062237,8
ENSDARG00000055552,0
ENSDARG00000062222,1
ENSDARG00000025902,11
ENSDARG00000099925,1
ENSDARG00000031463,1
ENSDARG00000062171,15
ENSDARG00000057112,0
ENSDARG00000070571,1
ENSDARG00000012506,2
ENSDARG00000018966,7
ENSDARG00000002912,6
ENSDARG00000002690,3
ENSDARG00000097736,0
ENSDARG00000057093,19
ENSDARG00000016753,11
ENSDARG00000006307,9
ENSDARG00000077261,3
ENSDARG00000029510,22
ENSDARG00000018423,8
ENSDARG00000105865,0
ENSDARG00000044874,10
ENSDARG00000002750,3
ENSDARG00000013087,61
ENSDARG00000099887,0
ENSDARG00000018840,5
ENSDARG00000076075,8
ENSDARG00000080181,0
ENSDARG00000104755,0
ENSDARG00000056995,3
ENSDARG00000088178,9
ENSDARG00000089724,0
ENSDARG00000070545,50
ENSDARG00000087186,6
ENSDARG00000077883,2
ENSDARG00000097733,0
ENSDARG00000070542,3
ENSDARG00000070541,0
ENSDARG00000062002,5
ENSDARG00000013477,1
ENSDARG00000026098,0
ENSDARG00000015990,34
ENSDARG00000017274,392
ENSDARG00000102967,7
ENSDARG00000082495,0
ENSDARG00000044862,1
ENSDARG00000044861,378
ENSDARG00000020595,5
ENSDARG00000019457,0
ENSDARG00000097510,0
ENSDARG00000025718,6
ENSDARG00000025699,11
ENSDARG00000032856,9
ENSDARG00000025679,0
ENSDARG00000025671,7
ENSDARG00000108767,0
ENSDARG00000056840,9
ENSDARG00000077434,4
ENSDARG00000070513,9
ENSDARG00000070511,24
ENSDARG00000056805,0
ENSDARG00000008034,9
ENSDARG00000061916,0
ENSDARG00000006601,0
ENSDARG00000115138,0
ENSDARG00000076451,12
ENSDARG00000075774,18
ENSDARG00000061889,0
ENSDARG00000056720,12
ENSDARG00000075536,14
ENSDARG00000100636,10
ENSDARG00000076952,0
ENSDARG00000002607,0
ENSDARG00000007494,0
ENSDARG00000021582,48
ENSDARG00000104233,0
ENSDARG00000033609,18
ENSDARG00000077826,2
ENSDARG00000052912,0
ENSDARG00000055620,4
ENSDARG00000016551,29
ENSDARG00000083954,0
ENSDARG00000087573,1
ENSDARG00000015156,7
ENSDARG00000105381,0
ENSDARG00000044827,4
ENSDARG00000105448,0
ENSDARG00000082942,0
ENSDARG00000105504,0
ENSDARG00000061656,0
ENSDARG00000098025,0
ENSDARG00000080781,0
ENSDARG00000007407,2
ENSDARG00000097455,0
ENSDARG00000105338,0
ENSDARG00000018691,21
ENSDARG00000075021,22
ENSDARG00000105437,2
ENSDARG00000006775,0
ENSDARG00000105319,0
ENSDARG00000044820,8
ENSDARG00000077215,18
ENSDARG00000061737,1
ENSDARG00000015546,2
ENSDARG00000102602,1
ENSDARG00000104418,9
ENSDARG00000022570,2
ENSDARG00000070467,7
ENSDARG00000021539,13
ENSDARG00000117730,0
ENSDARG00000087745,0
ENSDARG00000101124,0
ENSDARG00000099916,0
ENSDARG00000044803,1
ENSDARG00000044802,0
ENSDARG00000032885,1
ENSDARG00000105322,1
ENSDARG00000031049,10
ENSDARG00000101211,2
ENSDARG00000088630,5
ENSDARG00000083615,0
ENSDARG00000070709,0
ENSDARG00000099044,0
ENSDARG00000105083,25
ENSDARG00000070437,405
ENSDARG00000091126,0
ENSDARG00000056541,1
ENSDARG00000103556,0
ENSDARG00000056591,0
ENSDARG00000056601,5
ENSDARG00000057074,5
ENSDARG00000046132,11
ENSDARG00000056615,1
ENSDARG00000056618,0
ENSDARG00000056620,1
ENSDARG00000056624,0
ENSDARG00000056638,1
ENSDARG00000056650,1
ENSDARG00000104131,0
ENSDARG00000089383,0
ENSDARG00000095939,0
ENSDARG00000016918,54
ENSDARG00000079977,10
ENSDARG00000103205,0
ENSDARG00000108889,0
ENSDARG00000012949,2
ENSDARG00000015240,12
ENSDARG00000027236,54
ENSDARG00000100936,0
ENSDARG00000020191,1
ENSDARG00000091602,0
ENSDARG00000101176,0
ENSDARG00000089507,10
ENSDARG00000097024,0
ENSDARG00000097979,0
ENSDARG00000097231,0
ENSDARG00000097491,0
ENSDARG00000055966,1
ENSDARG00000027131,3
ENSDARG00000055976,4
ENSDARG00000087742,2
ENSDARG00000020758,8
ENSDARG00000013422,0
ENSDARG00000112694,0
ENSDARG00000043442,7
ENSDARG00000070401,0
ENSDARG00000061553,2
ENSDARG00000078959,1
ENSDARG00000056019,6
ENSDARG00000056028,6
ENSDARG00000025554,21
ENSDARG00000006923,8
ENSDARG00000084804,0
ENSDARG00000086881,1
ENSDARG00000100787,0
ENSDARG00000114081,0
ENSDARG00000105349,0
ENSDARG00000098881,0
ENSDARG00000075030,4
ENSDARG00000078238,0
ENSDARG00000010978,2
ENSDARG00000001897,11
ENSDARG00000101613,1
ENSDARG00000061640,12
ENSDARG00000004632,2
ENSDARG00000105156,0
ENSDARG00000070416,1
ENSDARG00000100400,3
ENSDARG00000090785,2
ENSDARG00000084222,0
ENSDARG00000113841,0
ENSDARG00000111392,0
ENSDARG00000113860,0
ENSDARG00000112440,0
ENSDARG00000117553,0
ENSDARG00000096934,0
ENSDARG00000097963,2
ENSDARG00000027041,33
ENSDARG00000109122,0
ENSDARG00000102124,0
ENSDARG00000102786,0
ENSDARG00000101617,3
ENSDARG00000117268,0
ENSDARG00000075698,1
ENSDARG00000073802,2
ENSDARG00000108486,0
ENSDARG00000085015,0
ENSDARG00000026985,14
ENSDARG00000061497,1
ENSDARG00000003974,6
ENSDARG00000079188,7
ENSDARG00000101271,1
ENSDARG00000030687,14
ENSDARG00000061436,45
ENSDARG00000113099,0
ENSDARG00000074908,65
ENSDARG00000023176,5
ENSDARG00000076622,8
ENSDARG00000068193,1
ENSDARG00000015352,9
ENSDARG00000043009,15
ENSDARG00000105480,0
ENSDARG00000080044,0
ENSDARG00000088799,0
ENSDARG00000100488,0
ENSDARG00000075456,0
ENSDARG00000080021,0
ENSDARG00000055540,3
ENSDARG00000111612,3
ENSDARG00000100115,0
ENSDARG00000061260,1
ENSDARG00000033376,1
ENSDARG00000027065,62
ENSDARG00000018174,22
ENSDARG00000070360,5
ENSDARG00000082997,0
ENSDARG00000011262,1
ENSDARG00000078585,5
ENSDARG00000099456,0
ENSDARG00000004871,0
ENSDARG00000080299,0
ENSDARG00000005141,11
ENSDARG00000055373,5
ENSDARG00000117750,0
ENSDARG00000070318,0
ENSDARG00000004060,53
ENSDARG00000074149,9
ENSDARG00000074836,0
ENSDARG00000041974,42
ENSDARG00000018146,34
ENSDARG00000087939,1
ENSDARG00000007195,7
ENSDARG00000041991,6
ENSDARG00000012496,0
ENSDARG00000003632,0
ENSDARG00000042004,6
ENSDARG00000029402,26
ENSDARG00000003526,24
ENSDARG00000055307,25
ENSDARG00000055300,4
ENSDARG00000055295,1
ENSDARG00000091762,2
ENSDARG00000090301,9
ENSDARG00000090297,0
ENSDARG00000096865,0
ENSDARG00000097436,0
ENSDARG00000117364,0
ENSDARG00000098246,0
ENSDARG00000103773,0
ENSDARG00000098581,0
ENSDARG00000117656,0
ENSDARG00000117559,0
ENSDARG00000109722,0
ENSDARG00000117702,0
ENSDARG00000105259,0
ENSDARG00000117591,0
ENSDARG00000117340,1
ENSDARG00000103425,0
ENSDARG00000103178,0
ENSDARG00000098699,0
ENSDARG00000099636,0
ENSDARG00000102955,0
ENSDARG00000078760,2
ENSDARG00000044672,0
ENSDARG00000102773,0
ENSDARG00000029689,89
ENSDARG00000112378,0
ENSDARG00000105511,1
ENSDARG00000105339,0
ENSDARG00000075571,0
ENSDARG00000091304,2
ENSDARG00000103663,0
ENSDARG00000104989,0
ENSDARG00000102722,5
ENSDARG00000100406,50
ENSDARG00000108935,0
ENSDARG00000099902,5
ENSDARG00000099989,1
ENSDARG00000105463,5
ENSDARG00000115455,0
ENSDARG00000105178,7
ENSDARG00000110164,0
ENSDARG00000079161,39
ENSDARG00000096876,0
ENSDARG00000044669,72
ENSDARG00000104562,0
ENSDARG00000014324,0
ENSDARG00000055238,0
ENSDARG00000070229,3
ENSDARG00000008542,11
ENSDARG00000033175,34
ENSDARG00000030297,11
ENSDARG00000070213,1
ENSDARG00000079765,0
ENSDARG00000070214,5
ENSDARG00000061000,4
ENSDARG00000105454,2
ENSDARG00000080100,0
ENSDARG00000012204,1
ENSDARG00000023768,0
ENSDARG00000077092,2
ENSDARG00000090914,12
ENSDARG00000075975,0
ENSDARG00000078473,76
ENSDARG00000117170,0
ENSDARG00000023609,6
ENSDARG00000104602,0
ENSDARG00000095098,0
ENSDARG00000079459,0
ENSDARG00000093703,0
ENSDARG00000095576,0
ENSDARG00000095775,0
ENSDARG00000095680,0
ENSDARG00000044569,2
ENSDARG00000071212,4
ENSDARG00000104449,0
ENSDARG00000114339,0
ENSDARG00000071211,10
ENSDARG00000078805,1
ENSDARG00000044573,41
ENSDARG00000071208,1
ENSDARG00000104784,0
ENSDARG00000007824,53
ENSDARG00000070161,19
ENSDARG00000010519,50
ENSDARG00000017340,1
ENSDARG00000090973,1
ENSDARG00000090728,0
ENSDARG00000089489,1
ENSDARG00000036428,0
ENSDARG00000086851,0
ENSDARG00000060900,11
ENSDARG00000107379,0
ENSDARG00000098988,0
ENSDARG00000095536,0
ENSDARG00000101201,0
ENSDARG00000060901,0
ENSDARG00000070165,1
ENSDARG00000102160,0
ENSDARG00000088346,3
ENSDARG00000105389,10
ENSDARG00000110662,0
ENSDARG00000114408,0
ENSDARG00000029795,18
ENSDARG00000004302,5
ENSDARG00000076532,204
ENSDARG00000015010,0
ENSDARG00000006341,1
ENSDARG00000105402,0
ENSDARG00000104039,4
ENSDARG00000105488,0
ENSDARG00000113869,0
ENSDARG00000105501,0
ENSDARG00000105354,0
ENSDARG00000105325,1
ENSDARG00000102305,8
ENSDARG00000099306,20
ENSDARG00000102023,3
ENSDARG00000102696,4
ENSDARG00000105435,2
ENSDARG00000117437,0
ENSDARG00000117669,1
ENSDARG00000098972,8
ENSDARG00000117232,0
ENSDARG00000100398,5
ENSDARG00000108098,0
ENSDARG00000116835,13
ENSDARG00000098473,0
ENSDARG00000087247,14
ENSDARG00000074808,0
ENSDARG00000112739,0
ENSDARG00000016649,6
ENSDARG00000007130,20
ENSDARG00000102911,0
ENSDARG00000038207,1
ENSDARG00000038205,4
ENSDARG00000054562,11
ENSDARG00000054560,7
ENSDARG00000060756,2
ENSDARG00000099903,1
ENSDARG00000112527,0
ENSDARG00000098374,1
ENSDARG00000054458,29
ENSDARG00000099320,2
ENSDARG00000030239,4
ENSDARG00000100339,0
ENSDARG00000073876,0
ENSDARG00000074210,0
ENSDARG00000103858,0
ENSDARG00000045989,1
ENSDARG00000030964,5
ENSDARG00000091509,2
ENSDARG00000021838,280
ENSDARG00000100154,0
ENSDARG00000008473,0
ENSDARG00000060734,11
ENSDARG00000116078,0
ENSDARG00000098359,6
ENSDARG00000102568,0
ENSDARG00000025421,12
ENSDARG00000104758,0
ENSDARG00000113503,1
ENSDARG00000087099,0
ENSDARG00000110517,2
ENSDARG00000116047,0
ENSDARG00000105356,0
ENSDARG00000036424,1
ENSDARG00000102755,5
ENSDARG00000112439,0
ENSDARG00000084808,0
ENSDARG00000117768,0
ENSDARG00000086271,0
ENSDARG00000032705,21
ENSDARG00000102883,14
ENSDARG00000105428,12
ENSDARG00000105456,0
ENSDARG00000105373,0
ENSDARG00000114395,0
ENSDARG00000086826,12
ENSDARG00000079443,1
ENSDARG00000054447,16
ENSDARG00000106631,4
ENSDARG00000117581,0
ENSDARG00000020884,1
ENSDARG00000113643,5
ENSDARG00000103608,0
ENSDARG00000103892,0
ENSDARG00000104358,0
ENSDARG00000108422,0
ENSDARG00000115906,0
ENSDARG00000117425,2
ENSDARG00000115531,0
ENSDARG00000113009,0
ENSDARG00000035808,11
ENSDARG00000076371,6
ENSDARG00000115383,3
ENSDARG00000068453,0
ENSDARG00000116101,0
ENSDARG00000068484,2
ENSDARG00000113978,0
ENSDARG00000105442,0
ENSDARG00000101057,1
ENSDARG00000104853,0
