Identifier,BPAF-1000ug/L-B
ENSDARG00000096761,0
ENSDARG00000010083,22
ENSDARG00000110350,0
ENSDARG00000088878,2
ENSDARG00000006125,19
ENSDARG00000107196,0
ENSDARG00000045051,11
ENSDARG00000087657,25
ENSDARG00000071414,1
ENSDARG00000024184,7
ENSDARG00000000068,0
ENSDARG00000060868,6
ENSDARG00000053474,3
ENSDARG00000096740,0
ENSDARG00000074506,14
ENSDARG00000074852,1
ENSDARG00000023920,5
ENSDARG00000028088,0
ENSDARG00000099900,4
ENSDARG00000076334,7
ENSDARG00000088143,0
ENSDARG00000009214,1
ENSDARG00000060729,11
ENSDARG00000109525,0
ENSDARG00000071409,16
ENSDARG00000017960,6
ENSDARG00000061226,17
ENSDARG00000021488,5
ENSDARG00000075857,0
ENSDARG00000026611,7
ENSDARG00000115872,0
ENSDARG00000076225,2
ENSDARG00000089276,1
ENSDARG00000075621,5
ENSDARG00000074396,3
ENSDARG00000096781,0
ENSDARG00000080009,23
ENSDARG00000100121,0
ENSDARG00000077081,7
ENSDARG00000096749,6
ENSDARG00000071406,1
ENSDARG00000096725,4
ENSDARG00000087461,0
ENSDARG00000016089,1
ENSDARG00000085630,0
ENSDARG00000022918,9
ENSDARG00000038018,29
ENSDARG00000010018,10
ENSDARG00000084772,0
ENSDARG00000071396,21
ENSDARG00000053323,3
ENSDARG00000079926,0
ENSDARG00000096701,4
ENSDARG00000096797,4
ENSDARG00000096752,0
ENSDARG00000113824,0
ENSDARG00000060680,1
ENSDARG00000060678,0
ENSDARG00000071395,48
ENSDARG00000096742,0
ENSDARG00000103516,7
ENSDARG00000102024,19
ENSDARG00000111243,0
ENSDARG00000113723,0
ENSDARG00000103333,0
ENSDARG00000104442,8
ENSDARG00000103334,0
ENSDARG00000112644,10
ENSDARG00000088984,11
ENSDARG00000117508,0
ENSDARG00000103551,1
ENSDARG00000100285,2
ENSDARG00000112674,0
ENSDARG00000100487,0
ENSDARG00000098812,0
ENSDARG00000101984,26
ENSDARG00000100862,0
ENSDARG00000102491,0
ENSDARG00000099321,5
ENSDARG00000099184,22
ENSDARG00000098998,0
ENSDARG00000019418,0
ENSDARG00000045039,0
ENSDARG00000020853,0
ENSDARG00000088736,0
ENSDARG00000000935,7
ENSDARG00000078249,0
ENSDARG00000086484,0
ENSDARG00000060253,0
ENSDARG00000096736,0
ENSDARG00000116306,0
ENSDARG00000077706,1
ENSDARG00000034309,6
ENSDARG00000086645,18
ENSDARG00000104543,0
ENSDARG00000060457,59
ENSDARG00000045038,2
ENSDARG00000090910,0
ENSDARG00000045036,9
ENSDARG00000060452,1
ENSDARG00000108319,0
ENSDARG00000108789,0
ENSDARG00000108262,0
ENSDARG00000086420,2
ENSDARG00000117143,0
ENSDARG00000117630,0
ENSDARG00000096681,3
ENSDARG00000096678,5
ENSDARG00000006413,286
ENSDARG00000016934,2
ENSDARG00000074081,0
ENSDARG00000053026,3
ENSDARG00000074041,6
ENSDARG00000097539,0
ENSDARG00000031588,11
ENSDARG00000097080,0
ENSDARG00000097826,9
ENSDARG00000096816,1
ENSDARG00000112848,0
ENSDARG00000097577,0
ENSDARG00000106796,0
ENSDARG00000097158,0
ENSDARG00000115212,0
ENSDARG00000103903,0
ENSDARG00000117357,0
ENSDARG00000106489,0
ENSDARG00000096991,1
ENSDARG00000115034,0
ENSDARG00000117267,0
ENSDARG00000102769,9
ENSDARG00000099898,0
ENSDARG00000101579,2
ENSDARG00000108209,0
ENSDARG00000103394,16
ENSDARG00000103490,12
ENSDARG00000100708,3
ENSDARG00000099961,1
ENSDARG00000102009,10
ENSDARG00000099944,0
ENSDARG00000109963,4
ENSDARG00000117657,0
ENSDARG00000099060,0
ENSDARG00000098785,14
ENSDARG00000103294,3
ENSDARG00000100244,89
ENSDARG00000117499,0
ENSDARG00000117221,0
ENSDARG00000117328,0
ENSDARG00000117476,0
ENSDARG00000117350,0
ENSDARG00000015891,17
ENSDARG00000100465,9
ENSDARG00000104566,2
ENSDARG00000101200,1
ENSDARG00000101930,0
ENSDARG00000103634,10
ENSDARG00000098256,5
ENSDARG00000107265,0
ENSDARG00000113076,2
ENSDARG00000100106,0
ENSDARG00000098736,0
ENSDARG00000102895,0
ENSDARG00000104324,0
ENSDARG00000116430,0
ENSDARG00000103650,4
ENSDARG00000104642,6
ENSDARG00000117310,0
ENSDARG00000099093,6
ENSDARG00000107296,0
ENSDARG00000085985,0
ENSDARG00000116062,0
ENSDARG00000039657,0
ENSDARG00000077461,4
ENSDARG00000004948,45
ENSDARG00000056605,8
ENSDARG00000077098,1
ENSDARG00000039667,10
ENSDARG00000089369,0
ENSDARG00000109276,0
ENSDARG00000117808,0
ENSDARG00000117696,0
ENSDARG00000117763,0
ENSDARG00000106669,4
ENSDARG00000076702,0
ENSDARG00000005284,2
ENSDARG00000003077,17
ENSDARG00000096683,0
ENSDARG00000032578,0
ENSDARG00000117474,33
ENSDARG00000117403,4
ENSDARG00000117266,1
ENSDARG00000113315,0
ENSDARG00000052779,0
ENSDARG00000095409,0
ENSDARG00000076196,1
ENSDARG00000074150,1
ENSDARG00000109626,1
ENSDARG00000114194,0
ENSDARG00000114385,0
ENSDARG00000109271,0
ENSDARG00000111373,0
ENSDARG00000116187,0
ENSDARG00000088643,0
ENSDARG00000100583,0
ENSDARG00000076079,1
ENSDARG00000112866,0
ENSDARG00000091503,1
ENSDARG00000010673,1
ENSDARG00000057060,1
ENSDARG00000087229,5
ENSDARG00000039145,1
ENSDARG00000098695,1
ENSDARG00000105080,0
ENSDARG00000095947,17
ENSDARG00000101010,1
ENSDARG00000016156,15
ENSDARG00000060196,0
ENSDARG00000078425,1
ENSDARG00000060257,0
ENSDARG00000104906,1
ENSDARG00000109259,0
ENSDARG00000098856,5
ENSDARG00000071298,0
ENSDARG00000061778,7
ENSDARG00000103092,4
ENSDARG00000096687,1
ENSDARG00000075132,40
ENSDARG00000098231,0
ENSDARG00000077207,1
ENSDARG00000117723,0
ENSDARG00000114960,0
ENSDARG00000117204,0
ENSDARG00000087059,8
ENSDARG00000101848,0
ENSDARG00000102569,3
ENSDARG00000101969,1
ENSDARG00000067831,0
ENSDARG00000038226,0
ENSDARG00000078494,1
ENSDARG00000098946,2
ENSDARG00000111997,1
ENSDARG00000101279,0
ENSDARG00000105018,20
ENSDARG00000099933,5
ENSDARG00000077760,2
ENSDARG00000013822,14
ENSDARG00000037618,2
ENSDARG00000087473,0
ENSDARG00000033662,0
ENSDARG00000002916,3
ENSDARG00000010113,237
ENSDARG00000104549,1
ENSDARG00000053520,0
ENSDARG00000053530,0
ENSDARG00000077440,5
ENSDARG00000012632,0
ENSDARG00000104713,0
ENSDARG00000027491,4
ENSDARG00000112495,0
ENSDARG00000108372,0
ENSDARG00000102279,0
ENSDARG00000052842,17
ENSDARG00000002632,37
ENSDARG00000090949,0
ENSDARG00000110727,0
ENSDARG00000107527,1
ENSDARG00000098724,56
ENSDARG00000099406,0
ENSDARG00000104756,0
ENSDARG00000098983,0
ENSDARG00000116042,0
ENSDARG00000117719,1
ENSDARG00000102972,1
ENSDARG00000116119,1
ENSDARG00000117193,0
ENSDARG00000096738,0
ENSDARG00000075883,1
ENSDARG00000096716,1
ENSDARG00000076780,15
ENSDARG00000115015,0
ENSDARG00000103415,3
ENSDARG00000063670,0
ENSDARG00000104596,5
ENSDARG00000103144,1
ENSDARG00000100028,1
ENSDARG00000103132,0
ENSDARG00000116982,0
ENSDARG00000117011,0
ENSDARG00000104347,26
ENSDARG00000101636,0
ENSDARG00000037079,0
ENSDARG00000070053,0
ENSDARG00000077368,1
ENSDARG00000093448,59
ENSDARG00000068515,1
ENSDARG00000043492,0
ENSDARG00000063626,88
ENSDARG00000110141,0
ENSDARG00000105265,0
ENSDARG00000074869,17
ENSDARG00000063631,0
ENSDARG00000115718,0
ENSDARG00000109754,0
ENSDARG00000109285,0
ENSDARG00000109278,0
ENSDARG00000020493,8
ENSDARG00000059121,0
ENSDARG00000113220,0
ENSDARG00000059116,0
ENSDARG00000027159,1
ENSDARG00000007347,13
ENSDARG00000025605,3
ENSDARG00000094249,0
ENSDARG00000044954,6
ENSDARG00000009136,16
ENSDARG00000113766,0
ENSDARG00000077306,1
ENSDARG00000014031,23
ENSDARG00000075933,6
ENSDARG00000063635,2
ENSDARG00000070231,1
ENSDARG00000081270,7
ENSDARG00000039832,4
ENSDARG00000113274,2
ENSDARG00000090228,67
ENSDARG00000095157,9
ENSDARG00000117000,0
ENSDARG00000115762,0
ENSDARG00000019451,0
ENSDARG00000074919,0
ENSDARG00000111213,0
ENSDARG00000104325,1
ENSDARG00000037337,0
ENSDARG00000092659,30
ENSDARG00000008502,71
ENSDARG00000037334,5
ENSDARG00000115989,0
ENSDARG00000009640,37
ENSDARG00000063572,42
ENSDARG00000027777,1
ENSDARG00000074253,1
ENSDARG00000095184,0
ENSDARG00000074488,1
ENSDARG00000004151,0
ENSDARG00000035005,3
ENSDARG00000076939,6
ENSDARG00000102406,6
ENSDARG00000098631,7
ENSDARG00000115956,54
ENSDARG00000101858,6
ENSDARG00000074745,36
ENSDARG00000106223,0
ENSDARG00000025320,1
ENSDARG00000101701,6
ENSDARG00000088740,0
ENSDARG00000089709,1
ENSDARG00000099687,0
ENSDARG00000023722,0
ENSDARG00000078309,8
ENSDARG00000089920,7
ENSDARG00000102684,1
ENSDARG00000079957,0
ENSDARG00000039066,17
ENSDARG00000102712,0
ENSDARG00000100443,20
ENSDARG00000013095,11
ENSDARG00000099081,0
ENSDARG00000004979,0
ENSDARG00000011055,17
ENSDARG00000077656,1
ENSDARG00000099997,8
ENSDARG00000099363,0
ENSDARG00000098862,0
ENSDARG00000075245,15
ENSDARG00000074653,1
ENSDARG00000108229,0
ENSDARG00000092640,0
ENSDARG00000092118,0
ENSDARG00000093485,0
ENSDARG00000098868,1
ENSDARG00000112522,0
ENSDARG00000100952,15
ENSDARG00000109443,3
ENSDARG00000116116,0
ENSDARG00000035161,1
ENSDARG00000100218,0
ENSDARG00000014840,62
ENSDARG00000104739,0
ENSDARG00000070164,0
ENSDARG00000031278,1
ENSDARG00000021555,0
ENSDARG00000002026,2
ENSDARG00000104860,0
ENSDARG00000100375,0
ENSDARG00000103960,2
ENSDARG00000021439,16
ENSDARG00000020449,6
ENSDARG00000063411,0
ENSDARG00000010681,1
ENSDARG00000076247,0
ENSDARG00000075730,7
ENSDARG00000039820,8
ENSDARG00000014428,12
ENSDARG00000090054,34
ENSDARG00000099892,0
ENSDARG00000089355,12
ENSDARG00000007362,7
ENSDARG00000093768,6
ENSDARG00000094016,0
ENSDARG00000039806,0
ENSDARG00000092422,0
ENSDARG00000003449,4
ENSDARG00000021112,10
ENSDARG00000015662,17
ENSDARG00000087227,0
ENSDARG00000098941,28
ENSDARG00000101175,6
ENSDARG00000063358,12
ENSDARG00000024561,12
ENSDARG00000039543,17
ENSDARG00000013968,45
ENSDARG00000058574,3
ENSDARG00000077828,4
ENSDARG00000078166,6
ENSDARG00000101399,0
ENSDARG00000012078,55
ENSDARG00000093874,5
ENSDARG00000095303,0
ENSDARG00000008372,11
ENSDARG00000070076,0
ENSDARG00000070084,3
ENSDARG00000101795,2
ENSDARG00000020219,3
ENSDARG00000030804,0
ENSDARG00000103110,0
ENSDARG00000101819,0
ENSDARG00000075559,10
ENSDARG00000101651,0
ENSDARG00000017422,8
ENSDARG00000074289,1
ENSDARG00000063187,0
ENSDARG00000058372,0
ENSDARG00000014946,1
ENSDARG00000044414,0
ENSDARG00000111660,0
ENSDARG00000110698,12
ENSDARG00000036282,16
ENSDARG00000028469,0
ENSDARG00000007624,5
ENSDARG00000098414,1
ENSDARG00000077549,4
ENSDARG00000108535,37
ENSDARG00000094815,0
ENSDARG00000104999,2
ENSDARG00000061714,0
ENSDARG00000107688,0
ENSDARG00000058180,0
ENSDARG00000058160,0
ENSDARG00000102319,0
ENSDARG00000093267,0
ENSDARG00000070069,8
ENSDARG00000027016,6
ENSDARG00000087897,67
ENSDARG00000117431,0
ENSDARG00000098342,0
ENSDARG00000092199,7
ENSDARG00000057738,16
ENSDARG00000075943,0
ENSDARG00000057719,6
ENSDARG00000057630,1
ENSDARG00000057660,2
ENSDARG00000057671,23
ENSDARG00000069928,8
ENSDARG00000116824,0
ENSDARG00000062745,5
ENSDARG00000094051,0
ENSDARG00000095141,1
ENSDARG00000039756,0
ENSDARG00000039757,10
ENSDARG00000074760,2
ENSDARG00000089552,0
ENSDARG00000031427,107
ENSDARG00000087190,0
ENSDARG00000087558,0
ENSDARG00000040534,72
ENSDARG00000040851,2
ENSDARG00000053082,1
ENSDARG00000076487,1
ENSDARG00000062874,0
ENSDARG00000112183,0
ENSDARG00000115120,0
ENSDARG00000111017,0
ENSDARG00000092094,0
ENSDARG00000112789,0
ENSDARG00000116869,0
ENSDARG00000092061,0
ENSDARG00000111100,0
ENSDARG00000095314,0
ENSDARG00000110833,0
ENSDARG00000094236,0
ENSDARG00000092202,0
ENSDARG00000111771,0
ENSDARG00000069901,0
ENSDARG00000094403,0
ENSDARG00000109922,0
ENSDARG00000093005,0
ENSDARG00000113825,0
ENSDARG00000095545,0
ENSDARG00000115311,0
ENSDARG00000094741,0
ENSDARG00000116490,0
ENSDARG00000092380,0
ENSDARG00000094866,0
ENSDARG00000069909,1
ENSDARG00000039719,13
ENSDARG00000057881,50
ENSDARG00000057886,0
ENSDARG00000057890,26
ENSDARG00000074779,7
ENSDARG00000062924,1
ENSDARG00000039726,0
ENSDARG00000069865,0
ENSDARG00000109695,0
ENSDARG00000111230,0
ENSDARG00000076713,0
ENSDARG00000092317,0
ENSDARG00000115106,0
ENSDARG00000112706,0
ENSDARG00000111633,0
ENSDARG00000116065,0
ENSDARG00000110600,0
ENSDARG00000003208,9
ENSDARG00000029600,3
ENSDARG00000073716,3
ENSDARG00000003328,5
ENSDARG00000076595,0
ENSDARG00000062965,5
ENSDARG00000069832,4
ENSDARG00000032102,54
ENSDARG00000028748,13
ENSDARG00000107314,0
ENSDARG00000069828,3
ENSDARG00000092071,1
ENSDARG00000092855,1
ENSDARG00000079827,2
ENSDARG00000094925,0
ENSDARG00000117490,0
ENSDARG00000094301,0
ENSDARG00000058004,7
ENSDARG00000058008,12
ENSDARG00000104137,0
ENSDARG00000095483,0
ENSDARG00000095224,1
ENSDARG00000098067,0
ENSDARG00000091900,0
ENSDARG00000017853,0
ENSDARG00000017165,3
ENSDARG00000001888,12
ENSDARG00000043970,12
ENSDARG00000084708,0
ENSDARG00000108281,0
ENSDARG00000063059,0
ENSDARG00000063078,0
ENSDARG00000039770,1
ENSDARG00000006128,16
ENSDARG00000078947,5
ENSDARG00000104810,5
ENSDARG00000028228,43
ENSDARG00000101339,0
ENSDARG00000002071,3
ENSDARG00000004460,5
ENSDARG00000100337,0
ENSDARG00000088329,0
ENSDARG00000056753,20
ENSDARG00000106491,0
ENSDARG00000078991,11
ENSDARG00000056757,0
ENSDARG00000102239,0
ENSDARG00000008238,1
ENSDARG00000038473,23
ENSDARG00000056829,0
ENSDARG00000083310,0
ENSDARG00000056801,5
ENSDARG00000090512,3
ENSDARG00000056794,0
ENSDARG00000112334,0
ENSDARG00000103594,14
ENSDARG00000074686,35
ENSDARG00000090337,14
ENSDARG00000056831,25
ENSDARG00000108063,0
ENSDARG00000091459,1
ENSDARG00000101995,1
ENSDARG00000101125,4
ENSDARG00000076127,2
ENSDARG00000104679,0
ENSDARG00000028201,3
ENSDARG00000078887,4
ENSDARG00000039535,0
ENSDARG00000057075,5
ENSDARG00000075269,0
ENSDARG00000117721,0
ENSDARG00000039534,2
ENSDARG00000057064,6
ENSDARG00000057054,0
ENSDARG00000033440,17
ENSDARG00000024278,21
ENSDARG00000091211,1
ENSDARG00000057006,1
ENSDARG00000013274,1
ENSDARG00000069970,1
ENSDARG00000011837,7
ENSDARG00000062330,10
ENSDARG00000026225,7
ENSDARG00000056978,10
ENSDARG00000110314,0
ENSDARG00000004782,42
ENSDARG00000069715,0
ENSDARG00000092850,0
ENSDARG00000084281,0
ENSDARG00000056598,0
ENSDARG00000114215,0
ENSDARG00000056616,0
ENSDARG00000113806,0
ENSDARG00000039579,47
ENSDARG00000079056,1
ENSDARG00000074036,1
ENSDARG00000075532,1
ENSDARG00000099020,0
ENSDARG00000108302,0
ENSDARG00000056640,10
ENSDARG00000062139,3
ENSDARG00000062164,2
ENSDARG00000094124,0
ENSDARG00000056651,0
ENSDARG00000100008,0
ENSDARG00000076755,1
ENSDARG00000010792,6
ENSDARG00000021201,0
ENSDARG00000039569,0
ENSDARG00000103595,0
ENSDARG00000104179,0
ENSDARG00000069733,4
ENSDARG00000003311,4
ENSDARG00000081583,0
ENSDARG00000039563,10
ENSDARG00000104963,0
ENSDARG00000019345,18
ENSDARG00000069752,27
ENSDARG00000111126,0
ENSDARG00000008480,3
ENSDARG00000017316,6
ENSDARG00000092473,5
ENSDARG00000009796,2
ENSDARG00000093131,0
ENSDARG00000062418,0
ENSDARG00000016427,1
ENSDARG00000013539,0
ENSDARG00000109818,0
ENSDARG00000076495,0
ENSDARG00000110961,1
ENSDARG00000057141,1
ENSDARG00000057148,2
ENSDARG00000077383,17
ENSDARG00000108997,0
ENSDARG00000074059,10
ENSDARG00000079840,16
ENSDARG00000057166,1
ENSDARG00000093577,0
ENSDARG00000018492,8
ENSDARG00000078918,1
ENSDARG00000057173,0
ENSDARG00000003146,0
ENSDARG00000013623,182
ENSDARG00000062489,14
ENSDARG00000110724,0
ENSDARG00000076703,0
ENSDARG00000062532,22
ENSDARG00000057273,1
ENSDARG00000057287,4
ENSDARG00000075230,4
ENSDARG00000012274,15
ENSDARG00000021404,11
ENSDARG00000057440,1
ENSDARG00000074759,8
ENSDARG00000113669,0
ENSDARG00000062593,13
ENSDARG00000074624,24
ENSDARG00000019742,1
ENSDARG00000075671,0
ENSDARG00000112942,0
ENSDARG00000022048,1
ENSDARG00000078254,0
ENSDARG00000069795,2
ENSDARG00000039605,23
ENSDARG00000108183,0
ENSDARG00000115204,0
ENSDARG00000057378,30
ENSDARG00000057374,0
ENSDARG00000076974,0
ENSDARG00000113419,0
ENSDARG00000117082,0
ENSDARG00000074597,2
ENSDARG00000117286,0
ENSDARG00000076815,103
ENSDARG00000039701,1
ENSDARG00000101432,0
ENSDARG00000039699,3
ENSDARG00000106606,0
ENSDARG00000077188,0
ENSDARG00000080727,0
ENSDARG00000094423,0
ENSDARG00000093646,0
ENSDARG00000113184,0
ENSDARG00000045089,2
ENSDARG00000099732,3
ENSDARG00000039937,0
ENSDARG00000092858,2
ENSDARG00000117817,0
ENSDARG00000098091,0
ENSDARG00000069374,0
ENSDARG00000055938,10
ENSDARG00000069382,0
ENSDARG00000038639,3
ENSDARG00000069386,6
ENSDARG00000056004,18
ENSDARG00000104084,0
ENSDARG00000056080,1
ENSDARG00000029100,12
ENSDARG00000030967,3
ENSDARG00000069397,13
ENSDARG00000086269,1
ENSDARG00000084398,0
ENSDARG00000076843,5
ENSDARG00000056206,41
ENSDARG00000109138,0
ENSDARG00000105395,0
ENSDARG00000116383,0
ENSDARG00000077293,18
ENSDARG00000056209,22
ENSDARG00000077948,3
ENSDARG00000022098,0
ENSDARG00000056322,67
ENSDARG00000019728,13
ENSDARG00000092065,0
ENSDARG00000076135,2
ENSDARG00000034423,58
ENSDARG00000093584,23
ENSDARG00000008816,12
ENSDARG00000038686,0
ENSDARG00000038687,4
ENSDARG00000078102,2
ENSDARG00000117614,2
ENSDARG00000113096,0
ENSDARG00000078759,0
ENSDARG00000016704,4
ENSDARG00000026359,5
ENSDARG00000039466,2
ENSDARG00000062019,11
ENSDARG00000039455,4
ENSDARG00000074509,0
ENSDARG00000039452,24
ENSDARG00000038703,2
ENSDARG00000077728,9
ENSDARG00000056549,5
ENSDARG00000077069,9
ENSDARG00000062053,7
ENSDARG00000078285,2
ENSDARG00000103435,32
ENSDARG00000093705,0
ENSDARG00000002219,3
ENSDARG00000069469,10
ENSDARG00000052721,4
ENSDARG00000039439,0
ENSDARG00000079473,3
ENSDARG00000055698,8
ENSDARG00000039435,3
ENSDARG00000109506,0
ENSDARG00000039434,1
ENSDARG00000016855,15
ENSDARG00000027172,5
ENSDARG00000117147,0
ENSDARG00000016412,4
ENSDARG00000004037,7
ENSDARG00000011042,0
ENSDARG00000003829,8
ENSDARG00000117053,0
ENSDARG00000003217,1
ENSDARG00000061591,3
ENSDARG00000055618,822
ENSDARG00000094362,0
ENSDARG00000040085,9
ENSDARG00000019144,1
ENSDARG00000094491,0
ENSDARG00000019709,0
ENSDARG00000007892,1
ENSDARG00000014994,4
ENSDARG00000034605,2
ENSDARG00000029663,31
ENSDARG00000039411,0
ENSDARG00000000551,9
ENSDARG00000055530,11
ENSDARG00000055525,0
ENSDARG00000001578,33
ENSDARG00000039422,3
ENSDARG00000039423,11
ENSDARG00000101436,0
ENSDARG00000094022,0
ENSDARG00000015674,10
ENSDARG00000000760,2
ENSDARG00000001452,1
ENSDARG00000022007,0
ENSDARG00000021991,11
ENSDARG00000001825,0
ENSDARG00000021974,1
ENSDARG00000079011,8
ENSDARG00000061525,21
ENSDARG00000105892,0
ENSDARG00000092650,0
ENSDARG00000111496,0
ENSDARG00000069529,1
ENSDARG00000061498,0
ENSDARG00000094665,0
ENSDARG00000055429,2
ENSDARG00000039429,50
ENSDARG00000029928,6
ENSDARG00000044968,1
ENSDARG00000011662,12
ENSDARG00000075265,0
ENSDARG00000022183,1
ENSDARG00000033285,18
ENSDARG00000015576,0
ENSDARG00000079602,0
ENSDARG00000077021,2
ENSDARG00000074179,0
ENSDARG00000039482,8
ENSDARG00000039483,8
ENSDARG00000094739,0
ENSDARG00000069552,2
ENSDARG00000022503,0
ENSDARG00000009525,9
ENSDARG00000039486,3
ENSDARG00000061437,1
ENSDARG00000112999,0
ENSDARG00000055314,6
ENSDARG00000061413,3
ENSDARG00000061400,2
ENSDARG00000055305,7
ENSDARG00000091212,0
ENSDARG00000031981,20
ENSDARG00000061375,14
ENSDARG00000016951,0
ENSDARG00000019845,10
ENSDARG00000055276,4
ENSDARG00000012141,14
ENSDARG00000061352,2
ENSDARG00000117727,0
ENSDARG00000093327,0
ENSDARG00000080449,0
ENSDARG00000007885,0
ENSDARG00000021547,5
ENSDARG00000039497,3
ENSDARG00000039499,14
ENSDARG00000006760,2
ENSDARG00000091897,3
ENSDARG00000074589,11
ENSDARG00000055190,0
ENSDARG00000039502,30
ENSDARG00000021572,0
ENSDARG00000022614,0
ENSDARG00000117341,0
ENSDARG00000103776,0
ENSDARG00000069954,0
ENSDARG00000074680,19
ENSDARG00000111807,0
ENSDARG00000021681,2
ENSDARG00000102040,1
ENSDARG00000083500,0
ENSDARG00000080952,0
ENSDARG00000061223,1
ENSDARG00000030733,6
ENSDARG00000031302,15
ENSDARG00000107059,0
ENSDARG00000039390,14
ENSDARG00000003965,1
ENSDARG00000093030,0
ENSDARG00000018321,1
ENSDARG00000092448,2
ENSDARG00000029894,0
ENSDARG00000003399,0
ENSDARG00000098152,0
ENSDARG00000033551,2
ENSDARG00000013245,0
ENSDARG00000033566,1
ENSDARG00000055070,1
ENSDARG00000061195,5
ENSDARG00000039399,8
ENSDARG00000011862,15
ENSDARG00000102544,0
ENSDARG00000069681,0
ENSDARG00000039400,8
ENSDARG00000095011,0
ENSDARG00000010137,27
ENSDARG00000080647,0
ENSDARG00000039406,2
ENSDARG00000024311,4
ENSDARG00000062790,22
ENSDARG00000098392,46
ENSDARG00000084475,0
ENSDARG00000033327,0
ENSDARG00000017128,1
ENSDARG00000061114,5
ENSDARG00000079249,2
ENSDARG00000069363,1
ENSDARG00000015854,9
ENSDARG00000006356,4
ENSDARG00000054890,21
ENSDARG00000019179,6
ENSDARG00000030626,1
ENSDARG00000004643,3
ENSDARG00000093614,0
ENSDARG00000061070,0
ENSDARG00000081997,0
ENSDARG00000117578,0
ENSDARG00000085022,0
ENSDARG00000028148,11
ENSDARG00000039365,1
ENSDARG00000031915,7
ENSDARG00000006911,0
ENSDARG00000030265,39
ENSDARG00000033967,0
ENSDARG00000039363,5
ENSDARG00000075393,26
ENSDARG00000074895,1
ENSDARG00000033320,7
ENSDARG00000030441,33
ENSDARG00000031819,63
ENSDARG00000039352,2
ENSDARG00000039349,0
ENSDARG00000039347,448
ENSDARG00000115414,0
ENSDARG00000074502,30
ENSDARG00000114209,0
ENSDARG00000007409,3
ENSDARG00000078026,19
ENSDARG00000110783,0
ENSDARG00000003380,2
ENSDARG00000012460,4
ENSDARG00000114574,0
ENSDARG00000114454,1
ENSDARG00000111840,0
ENSDARG00000069332,0
ENSDARG00000037116,65
ENSDARG00000080170,0
ENSDARG00000092411,0
ENSDARG00000075612,9
ENSDARG00000069329,2
ENSDARG00000010154,3
ENSDARG00000077009,1
ENSDARG00000078790,0
ENSDARG00000117566,1
ENSDARG00000117551,0
ENSDARG00000075225,0
ENSDARG00000112610,0
ENSDARG00000021255,0
ENSDARG00000095547,0
ENSDARG00000112690,0
ENSDARG00000031888,3
ENSDARG00000106245,0
ENSDARG00000075459,0
ENSDARG00000093728,0
ENSDARG00000095378,2
ENSDARG00000025017,1
ENSDARG00000060845,0
ENSDARG00000022410,27
ENSDARG00000007382,2
ENSDARG00000007808,5
ENSDARG00000074588,7
ENSDARG00000005423,33
ENSDARG00000013453,0
ENSDARG00000006497,132
ENSDARG00000054352,0
ENSDARG00000060785,3
ENSDARG00000003444,4
ENSDARG00000032155,5
ENSDARG00000108911,0
ENSDARG00000025187,3
ENSDARG00000039304,7
ENSDARG00000004695,2
ENSDARG00000002077,2
ENSDARG00000069278,2
ENSDARG00000054312,3
ENSDARG00000106504,0
ENSDARG00000018382,0
ENSDARG00000006181,0
ENSDARG00000089795,10
ENSDARG00000010934,0
ENSDARG00000017696,6
ENSDARG00000117720,0
ENSDARG00000117212,0
ENSDARG00000014091,2
ENSDARG00000109265,0
ENSDARG00000018153,3
ENSDARG00000039299,1
ENSDARG00000006891,0
ENSDARG00000069269,3
ENSDARG00000069265,5
ENSDARG00000077614,6
ENSDARG00000076903,1
ENSDARG00000012563,1
ENSDARG00000054253,0
ENSDARG00000100616,0
ENSDARG00000054251,8
ENSDARG00000017500,16
ENSDARG00000114765,0
ENSDARG00000078140,1
ENSDARG00000107234,0
ENSDARG00000027285,0
ENSDARG00000039266,9
ENSDARG00000039269,13
ENSDARG00000039270,2
ENSDARG00000018069,4
ENSDARG00000040131,3
ENSDARG00000060656,7
ENSDARG00000012789,1
ENSDARG00000095067,0
ENSDARG00000039273,0
ENSDARG00000078381,14
ENSDARG00000039279,5
ENSDARG00000008947,46
ENSDARG00000025549,9
ENSDARG00000002403,10
ENSDARG00000093597,2
ENSDARG00000093456,59
ENSDARG00000018956,2
ENSDARG00000011222,1
ENSDARG00000092483,0
ENSDARG00000053744,0
ENSDARG00000078333,3
ENSDARG00000076139,0
ENSDARG00000069199,0
ENSDARG00000017835,2
ENSDARG00000076440,6
ENSDARG00000067661,0
ENSDARG00000109055,0
ENSDARG00000014246,0
ENSDARG00000012972,126
ENSDARG00000013763,22
ENSDARG00000020442,3
ENSDARG00000116199,0
ENSDARG00000016656,1
ENSDARG00000077481,3
ENSDARG00000075561,0
ENSDARG00000069192,11
ENSDARG00000007795,95
ENSDARG00000104106,0
ENSDARG00000103298,0
ENSDARG00000104943,0
ENSDARG00000032601,8
ENSDARG00000076895,22
ENSDARG00000082587,0
ENSDARG00000080018,0
ENSDARG00000081518,0
ENSDARG00000085188,0
ENSDARG00000060580,3
ENSDARG00000092107,0
ENSDARG00000020541,8
ENSDARG00000030743,2
ENSDARG00000083060,0
ENSDARG00000083816,0
ENSDARG00000087517,0
ENSDARG00000095016,0
ENSDARG00000093145,0
ENSDARG00000013168,3
ENSDARG00000108942,0
