R-DRE-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	17	17	1	1	1	1	1	1	1	1	1	9	16	4866	0.9995	0.034243	0.034243	5.88	559020	ptgs2b	ENSDARG00000010276		1.45656	1.45656	1.45656		1.45656		0.793582	0.793582	0.793582		0.793582		2.67341	2.67341	2.67341		2.67341		0.0	1.45656			1.45656	0.793582	2.67341	1	0	1	559020	ENSDARG00000010276	1.45656	1.45656		0.793582	0.793582		2.67341	2.67341		1.45656	0.793582	2.67341	0															0						Linear,1(1)	2.949621438980103	2.9496214389801025	2.9496214389801025	2.9496214389801025	0.0	2.9496214389801025	1.45656	1.45656	0.793582	0.793582	2.67341	2.67341	UP	1.0	0.0	0.0	
R-DRE-202403	TCR signaling	19	19	1	0	0	1	1	0	1	0	0	10	19	4863	0.9618	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-2559582	Senescence-Associated Secretory Phenotype (SASP)	38	53	1	0	0	0	0	0	1	0	0	10	53	4829	0.8967	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-8934593	Regulation of RUNX1 Expression and Activity	12	12	1	1	1	1	1	1	1	1	1	9	11	4871	0.99975	0.024283	0.024283	8.33	561829	ftr66	ENSDARG00000005327		1.30731	1.30731	1.30731		1.3073100000000002		0.745359	0.745359	0.745359		0.745359		2.29295	2.29295	2.29295		2.29295		0.0	1.30731			1.30731	0.745359	2.29295	1	0	1	561829	ENSDARG00000005327	1.30731	1.30731		0.745359	0.745359		2.29295	2.29295		1.30731	0.745359	2.29295	0															0						Linear,1(1)	2.6568965911865234	2.6568965911865234	2.6568965911865234	2.6568965911865234	0.0	2.6568965911865234	1.30731	1.30731	0.745359	0.745359	2.29295	2.29295	UP	1.0	0.0	0.0	
R-DRE-1660661	Sphingolipid de novo biosynthesis	27	27	1	1	0	0	0	0	1	0	0	10	27	4855	0.94611	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-428157	Sphingolipid metabolism	49	50	1	1	0	0	0	0	1	0	0	10	50	4832	0.90228	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-6804115	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	14	14	1	1	1	1	1	1	1	1	1	9	13	4869	0.99966	0.028278	0.028278	7.14	30079	btg2	ENSDARG00000020298		1.51094	1.51094	1.51094		1.51094		0.80926	0.80926	0.80926		0.80926		2.82101	2.82101	2.82101		2.82101		0.0	1.51094			1.51094	0.80926	2.82101	1	0	1	30079	ENSDARG00000020298	1.51094	1.51094		0.80926	0.80926		2.82101	2.82101		1.51094	0.80926	2.82101	0															0						Linear,1(1)	1.812074899673462	1.812074899673462	1.812074899673462	1.812074899673462	0.0	1.812074899673462	1.51094	1.51094	0.80926	0.80926	2.82101	2.82101	UP	1.0	0.0	0.0	
R-DRE-606279	Deposition of new CENPA-containing nucleosomes at the centromere	25	33	1	1	1	0	0	0	1	0	0	10	33	4849	0.9345	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-774815	Nucleosome assembly	25	33	1	1	1	0	0	0	1	0	0	10	33	4849	0.9345	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-69273	Cyclin A/B1/B2 associated events during G2/M transition	15	16	1	0	0	0	0	0	1	0	0	10	16	4866	0.96774	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-71384	Ethanol oxidation	6	6	1	1	0	1	1	1	1	0	0	10	6	4876	0.98779	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-3232142	SUMOylation of ubiquitinylation proteins	27	27	1	1	1	1	1	1	1	1	1	9	26	4856	0.99872	0.05389	0.05389	3.7	561829	ftr66	ENSDARG00000005327		1.30731	1.30731	1.30731		1.3073100000000002		0.745359	0.745359	0.745359		0.745359		2.29295	2.29295	2.29295		2.29295						1.30731	0.745359	2.29295	1	0	1	561829	ENSDARG00000005327	1.30731	1.30731		0.745359	0.745359		2.29295	2.29295		1.30731	0.745359	2.29295	0															0						Linear,1(1)	2.6568965911865234	2.6568965911865234	2.6568965911865234	2.6568965911865234	0.0	2.6568965911865234	1.30731	1.30731	0.745359	0.745359	2.29295	2.29295	UP	1.0	0.0	0.0	
R-DRE-8948747	Regulation of PTEN localization	11	11	1	1	1	1	1	1	1	1	1	9	10	4872	0.9998	0.02228	0.02228	9.09	561829	ftr66	ENSDARG00000005327		1.30731	1.30731	1.30731		1.3073100000000002		0.745359	0.745359	0.745359		0.745359		2.29295	2.29295	2.29295		2.29295		0.0	1.30731			1.30731	0.745359	2.29295	1	0	1	561829	ENSDARG00000005327	1.30731	1.30731		0.745359	0.745359		2.29295	2.29295		1.30731	0.745359	2.29295	0															0						Linear,1(1)	2.6568965911865234	2.6568965911865234	2.6568965911865234	2.6568965911865234	0.0	2.6568965911865234	1.30731	1.30731	0.745359	0.745359	2.29295	2.29295	UP	1.0	0.0	0.0	
R-DRE-187577	SCF(Skp2)-mediated degradation of p27/p21	43	44	2	0	0	1	1	0	2	0	0	10	44	4838	0.91354	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-6804116	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	6	7	1	0	0	0	0	0	1	0	0	10	7	4875	0.98577	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-69563	p53-Dependent G1 DNA Damage Response	42	44	1	0	0	0	0	0	1	0	0	10	44	4838	0.91354	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-69580	p53-Dependent G1/S DNA damage checkpoint	42	44	1	0	0	0	0	0	1	0	0	10	44	4838	0.91354	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-69615	G1/S DNA Damage Checkpoints	44	46	1	0	0	0	0	0	1	0	0	10	46	4836	0.90977	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-9616222	Transcriptional regulation of granulopoiesis	4	4	1	0	0	0	0	0	1	0	0	10	4	4878	0.99185	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-174143	APC/C-mediated degradation of cell cycle proteins	59	61	2	0	0	1	1	0	2	0	0	10	61	4821	0.88197	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	53	54	1	0	0	1	1	0	1	0	0	10	54	4828	0.89485	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-453276	Regulation of mitotic cell cycle	59	61	2	0	0	1	1	0	2	0	0	10	61	4821	0.88197	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-176408	Regulation of APC/C activators between G1/S and early anaphase	20	21	1	0	0	0	0	0	1	0	0	10	21	4861	0.95785	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-69017	CDK-mediated phosphorylation and removal of Cdc6	52	54	1	0	0	0	0	0	1	0	0	10	54	4828	0.89485	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-69052	Switching of origins to a post-replicative state	65	67	2	0	0	1	1	0	2	0	0	10	67	4815	0.87107	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-69239	Synthesis of DNA	79	81	2	0	0	1	1	0	2	0	0	10	81	4801	0.8461	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-69306	DNA Replication	85	87	2	0	0	1	1	0	2	0	0	10	87	4795	0.8356	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-391906	Leukotriene receptors	3	3	1	1	1	1	1	1	1	1	1	9	2	4880	0.99999	0.0061212	0.0061212	33.33	100329657	ltb4r	ENSDARG00000032631		1.7283	1.7283	1.7283		1.7283		0.861613	0.861613	0.861613		0.861613		3.46679	3.46679	3.46679		3.4667899999999996		0.0	1.7283	0.0	1.7283	1.7283	0.861613	3.46679	1	0	1	100329657	ENSDARG00000032631	1.7283	1.7283		0.861613	0.861613		3.46679	3.46679		1.7283	0.861613	3.46679	0															0						Linear,1(1)	1.575417160987854	1.575417160987854	1.575417160987854	1.575417160987854	0.0	1.575417160987854	1.7283	1.7283	0.861613	0.861613	3.46679	3.46679	UP	1.0	0.0	0.0	
R-DRE-1538133	G0 and Early G1	11	12	1	0	0	0	0	0	1	0	0	10	12	4870	0.97572	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-176187	Activation of ATR in response to replication stress	21	22	1	0	0	0	0	0	1	0	0	10	22	4860	0.95589	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-68949	Orc1 removal from chromatin	49	51	2	0	0	1	1	0	2	0	0	10	51	4831	0.90042	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-68962	Activation of the pre-replicative complex	22	22	1	0	0	0	0	0	1	0	0	10	22	4860	0.95589	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-69002	DNA Replication Pre-Initiation	59	60	1	0	0	0	0	0	1	0	0	10	60	4822	0.8838	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-202433	Generation of second messenger molecules	4	4	1	0	0	1	1	0	1	0	0	10	4	4878	0.99185	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-2161522	Abacavir transport and metabolism	7	7	1	1	0	1	1	1	1	0	0	10	7	4875	0.98577	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-2161541	Abacavir metabolism	6	6	1	1	0	1	1	1	1	0	0	10	6	4876	0.98779	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-9707616	Heme signaling	6	9	1	1	1	1	1	0	1	0	0	10	9	4873	0.98174	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-1296346	Tandem pore domain potassium channels	6	7	1	1	1	1	1	1	1	1	1	9	6	4876	0.99992	0.01423	0.01423	14.29	101882139	kcnk17	ENSDARG00000105453		1.04613	1.04613	1.04613		1.04613		0.645144	0.645144	0.645144		0.645144		1.69636	1.69636	1.69636		1.69636		0.0	1.04613	0.0	1.04613	1.04613	0.645144	1.69636	1	0	1	101882139	ENSDARG00000105453	1.04613	1.04613		0.645144	0.645144		1.69636	1.69636		1.04613	0.645144	1.69636	0															0						Linear,1(1)	2.6318411827087402	2.6318411827087402	2.6318411827087402	2.6318411827087402	0.0	2.6318411827087402	1.04613	1.04613	0.645144	0.645144	1.69636	1.69636	UP	1.0	0.0	0.0	
R-DRE-68911	G2 Phase	2	3	1	0	0	0	0	0	1	0	0	10	3	4879	0.99388	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-69200	Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes	2	2	1	0	0	0	0	0	1	0	0	10	2	4880	0.99592	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-8849470	PTK6 Regulates Cell Cycle	4	4	1	0	0	0	0	0	1	0	0	10	4	4878	0.99185	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-5362517	Signaling by Retinoic Acid	32	32	1	1	0	1	1	1	1	0	0	10	32	4850	0.93642	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-5365859	RA biosynthesis pathway	12	12	1	1	0	1	1	1	1	0	0	10	12	4870	0.97572	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-1299361	TWIK-related alkaline pH activated K+ channel (TALK)	1	1	1	1	1	1	1	1	1	1	1	9	0	4882	1.0	0.0020442	0.0020442	100.0	101882139	kcnk17	ENSDARG00000105453		1.04613	1.04613	1.04613		1.04613		0.645144	0.645144	0.645144		0.645144		1.69636	1.69636	1.69636		1.69636		0.0	1.04613	0.0	1.04613	1.04613	0.645144	1.69636	1	0	1	101882139	ENSDARG00000105453	1.04613	1.04613		0.645144	0.645144		1.69636	1.69636		1.04613	0.645144	1.69636	0															0						Linear,1(1)	2.6318411827087402	2.6318411827087402	2.6318411827087402	2.6318411827087402	0.0	2.6318411827087402	1.04613	1.04613	0.645144	0.645144	1.69636	1.69636	UP	1.0	0.0	0.0	
R-DRE-8939902	Regulation of RUNX2 expression and activity	39	39	1	0	0	1	1	0	1	0	0	10	39	4843	0.92301	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-2162123	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	8	8	1	1	1	1	1	1	1	1	1	9	7	4875	0.9999	0.016248	0.016248	12.5	559020	ptgs2b	ENSDARG00000010276		1.45656	1.45656	1.45656		1.45656		0.793582	0.793582	0.793582		0.793582		2.67341	2.67341	2.67341		2.67341		0.0	1.45656	0.0	1.45656	1.45656	0.793582	2.67341	1	0	1	559020	ENSDARG00000010276	1.45656	1.45656		0.793582	0.793582		2.67341	2.67341		1.45656	0.793582	2.67341	0															0						Linear,1(1)	2.949621438980103	2.9496214389801025	2.9496214389801025	2.9496214389801025	0.0	2.9496214389801025	1.45656	1.45656	0.793582	0.793582	2.67341	2.67341	UP	1.0	0.0	0.0	
R-DRE-9018683	Biosynthesis of DPA-derived SPMs	2	2	1	1	1	1	1	1	1	1	1	9	1	4881	1.0	0.0040845	0.0040845	50.0	559020	ptgs2b	ENSDARG00000010276		1.45656	1.45656	1.45656		1.45656		0.793582	0.793582	0.793582		0.793582		2.67341	2.67341	2.67341		2.67341		0.0	1.45656	0.0	1.45656	1.45656	0.793582	2.67341	1	0	1	559020	ENSDARG00000010276	1.45656	1.45656		0.793582	0.793582		2.67341	2.67341		1.45656	0.793582	2.67341	0															0						Linear,1(1)	2.949621438980103	2.9496214389801025	2.9496214389801025	2.9496214389801025	0.0	2.9496214389801025	1.45656	1.45656	0.793582	0.793582	2.67341	2.67341	UP	1.0	0.0	0.0	
R-DRE-9025094	Biosynthesis of DPAn-3 SPMs	2	2	1	1	1	1	1	1	1	1	1	9	1	4881	1.0	0.0040845	0.0040845	50.0	559020	ptgs2b	ENSDARG00000010276		1.45656	1.45656	1.45656		1.45656		0.793582	0.793582	0.793582		0.793582		2.67341	2.67341	2.67341		2.67341		0.0	1.45656	0.0	1.45656	1.45656	0.793582	2.67341	1	0	1	559020	ENSDARG00000010276	1.45656	1.45656		0.793582	0.793582		2.67341	2.67341		1.45656	0.793582	2.67341	0															0						Linear,1(1)	2.949621438980103	2.9496214389801025	2.9496214389801025	2.9496214389801025	0.0	2.9496214389801025	1.45656	1.45656	0.793582	0.793582	2.67341	2.67341	UP	1.0	0.0	0.0	
R-DRE-2142770	Synthesis of 15-eicosatetraenoic acid derivatives	3	3	1	1	1	1	1	1	1	1	1	9	2	4880	0.99999	0.0061212	0.0061212	33.33	559020	ptgs2b	ENSDARG00000010276		1.45656	1.45656	1.45656		1.45656		0.793582	0.793582	0.793582		0.793582		2.67341	2.67341	2.67341		2.67341		0.0	1.45656	0.0	1.45656	1.45656	0.793582	2.67341	1	0	1	559020	ENSDARG00000010276	1.45656	1.45656		0.793582	0.793582		2.67341	2.67341		1.45656	0.793582	2.67341	0															0						Linear,1(1)	2.949621438980103	2.9496214389801025	2.9496214389801025	2.9496214389801025	0.0	2.9496214389801025	1.45656	1.45656	0.793582	0.793582	2.67341	2.67341	UP	1.0	0.0	0.0	
R-DRE-9018679	Biosynthesis of EPA-derived SPMs	3	3	1	1	1	1	1	1	1	1	1	9	2	4880	0.99999	0.0061212	0.0061212	33.33	559020	ptgs2b	ENSDARG00000010276		1.45656	1.45656	1.45656		1.45656		0.793582	0.793582	0.793582		0.793582		2.67341	2.67341	2.67341		2.67341		0.0	1.45656	0.0	1.45656	1.45656	0.793582	2.67341	1	0	1	559020	ENSDARG00000010276	1.45656	1.45656		0.793582	0.793582		2.67341	2.67341		1.45656	0.793582	2.67341	0															0						Linear,1(1)	2.949621438980103	2.9496214389801025	2.9496214389801025	2.9496214389801025	0.0	2.9496214389801025	1.45656	1.45656	0.793582	0.793582	2.67341	2.67341	UP	1.0	0.0	0.0	
R-DRE-9027604	Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives	1	1	1	1	1	1	1	1	1	1	1	9	0	4882	1.0	0.0020442	0.0020442	100.0	559020	ptgs2b	ENSDARG00000010276		1.45656	1.45656	1.45656		1.45656		0.793582	0.793582	0.793582		0.793582		2.67341	2.67341	2.67341		2.67341		0.0	1.45656	0.0	1.45656	1.45656	0.793582	2.67341	1	0	1	559020	ENSDARG00000010276	1.45656	1.45656		0.793582	0.793582		2.67341	2.67341		1.45656	0.793582	2.67341	0															0						Linear,1(1)	2.949621438980103	2.9496214389801025	2.9496214389801025	2.9496214389801025	0.0	2.9496214389801025	1.45656	1.45656	0.793582	0.793582	2.67341	2.67341	UP	1.0	0.0	0.0	
R-DRE-9708530	Regulation of BACH1 activity	8	8	2	1	1	2	2	0	2	0	0	10	8	4874	0.98375	1.0	1.0	0.0																														0	0	0															0															0																							
