Identifier,EE2-100ng/L-C
ENSDARG00000021488,3
ENSDARG00000075857,0
ENSDARG00000026611,1
ENSDARG00000115872,0
ENSDARG00000076225,2
ENSDARG00000089276,0
ENSDARG00000075621,5
ENSDARG00000074396,0
ENSDARG00000096781,0
ENSDARG00000080009,11
ENSDARG00000100121,0
ENSDARG00000077081,6
ENSDARG00000096749,4
ENSDARG00000071406,0
ENSDARG00000096725,3
ENSDARG00000087461,0
ENSDARG00000016089,1
ENSDARG00000085630,0
ENSDARG00000022918,2
ENSDARG00000038018,16
ENSDARG00000010018,7
ENSDARG00000084772,0
ENSDARG00000071396,10
ENSDARG00000053323,0
ENSDARG00000079926,0
ENSDARG00000096701,0
ENSDARG00000096797,5
ENSDARG00000096752,0
ENSDARG00000113824,0
ENSDARG00000060680,0
ENSDARG00000060678,0
ENSDARG00000071395,12
ENSDARG00000096742,0
ENSDARG00000103516,3
ENSDARG00000102024,4
ENSDARG00000111243,0
ENSDARG00000113723,0
ENSDARG00000103333,0
ENSDARG00000104442,6
ENSDARG00000103334,0
ENSDARG00000112644,5
ENSDARG00000088984,11
ENSDARG00000117508,0
ENSDARG00000103551,1
ENSDARG00000100285,0
ENSDARG00000112674,0
ENSDARG00000100487,0
ENSDARG00000098812,0
ENSDARG00000101984,11
ENSDARG00000100862,1
ENSDARG00000102491,0
ENSDARG00000099321,0
ENSDARG00000099184,15
ENSDARG00000098998,0
ENSDARG00000019418,1
ENSDARG00000045039,0
ENSDARG00000020853,0
ENSDARG00000088736,0
ENSDARG00000000935,2
ENSDARG00000078249,1
ENSDARG00000086484,0
ENSDARG00000060253,1
ENSDARG00000096736,0
ENSDARG00000116306,0
ENSDARG00000077706,0
ENSDARG00000034309,1
ENSDARG00000086645,4
ENSDARG00000104543,0
ENSDARG00000060457,24
ENSDARG00000045038,0
ENSDARG00000090910,0
ENSDARG00000045036,1
ENSDARG00000060452,0
ENSDARG00000108319,0
ENSDARG00000108789,0
ENSDARG00000108262,0
ENSDARG00000086420,0
ENSDARG00000117143,0
ENSDARG00000117630,0
ENSDARG00000096681,2
ENSDARG00000096678,3
ENSDARG00000006413,117
ENSDARG00000016934,0
ENSDARG00000074081,0
ENSDARG00000053026,0
ENSDARG00000074041,5
ENSDARG00000097539,1
ENSDARG00000031588,2
ENSDARG00000097080,0
ENSDARG00000097826,9
ENSDARG00000096816,0
ENSDARG00000112848,0
ENSDARG00000097577,0
ENSDARG00000106796,0
ENSDARG00000097158,0
ENSDARG00000115212,0
ENSDARG00000103903,1
ENSDARG00000117357,0
ENSDARG00000106489,0
ENSDARG00000096991,0
ENSDARG00000115034,0
ENSDARG00000117267,0
ENSDARG00000102769,1
ENSDARG00000099898,0
ENSDARG00000101579,0
ENSDARG00000108209,0
ENSDARG00000103394,5
ENSDARG00000103490,3
ENSDARG00000100708,2
ENSDARG00000099961,1
ENSDARG00000102009,5
ENSDARG00000099944,0
ENSDARG00000109963,0
ENSDARG00000117657,0
ENSDARG00000099060,0
ENSDARG00000098785,4
ENSDARG00000103294,0
ENSDARG00000100244,33
ENSDARG00000117499,0
ENSDARG00000117221,0
ENSDARG00000117328,0
ENSDARG00000117476,0
ENSDARG00000117350,0
ENSDARG00000015891,7
ENSDARG00000100465,1
ENSDARG00000104566,0
ENSDARG00000101200,1
ENSDARG00000101930,0
ENSDARG00000103634,2
ENSDARG00000098256,1
ENSDARG00000107265,0
ENSDARG00000113076,0
ENSDARG00000100106,0
ENSDARG00000098736,0
ENSDARG00000102895,0
ENSDARG00000104324,0
ENSDARG00000116430,0
ENSDARG00000103650,0
ENSDARG00000104642,2
ENSDARG00000117310,0
ENSDARG00000099093,8
ENSDARG00000107296,0
ENSDARG00000085985,0
ENSDARG00000116062,0
ENSDARG00000039657,0
ENSDARG00000077461,0
ENSDARG00000004948,12
ENSDARG00000056605,5
ENSDARG00000077098,0
ENSDARG00000039667,1
ENSDARG00000089369,0
ENSDARG00000109276,0
ENSDARG00000117808,0
ENSDARG00000117696,0
ENSDARG00000117763,0
ENSDARG00000106669,0
ENSDARG00000076702,0
ENSDARG00000005284,0
ENSDARG00000003077,5
ENSDARG00000096683,0
ENSDARG00000032578,0
ENSDARG00000117474,5
ENSDARG00000117403,0
ENSDARG00000117266,0
ENSDARG00000113315,0
ENSDARG00000052779,0
ENSDARG00000095409,0
ENSDARG00000076196,0
ENSDARG00000074150,0
ENSDARG00000109626,0
ENSDARG00000114194,0
ENSDARG00000114385,0
ENSDARG00000109271,0
ENSDARG00000111373,0
ENSDARG00000116187,0
ENSDARG00000088643,0
ENSDARG00000100583,0
ENSDARG00000076079,0
ENSDARG00000112866,0
ENSDARG00000091503,2
ENSDARG00000010673,0
ENSDARG00000057060,2
ENSDARG00000087229,2
ENSDARG00000039145,0
ENSDARG00000098695,1
ENSDARG00000105080,0
ENSDARG00000095947,8
ENSDARG00000101010,0
ENSDARG00000016156,5
ENSDARG00000060196,1
ENSDARG00000078425,1
ENSDARG00000060257,1
ENSDARG00000104906,0
ENSDARG00000109259,0
ENSDARG00000098856,0
ENSDARG00000071298,0
ENSDARG00000061778,1
ENSDARG00000103092,0
ENSDARG00000096687,0
ENSDARG00000075132,23
ENSDARG00000098231,0
ENSDARG00000077207,0
ENSDARG00000117723,0
ENSDARG00000114960,0
ENSDARG00000117204,0
ENSDARG00000087059,5
ENSDARG00000101848,0
ENSDARG00000102569,1
ENSDARG00000101969,0
ENSDARG00000067831,0
ENSDARG00000038226,0
ENSDARG00000078494,0
ENSDARG00000098946,2
ENSDARG00000111997,0
ENSDARG00000101279,0
ENSDARG00000105018,9
ENSDARG00000099933,2
ENSDARG00000077760,2
ENSDARG00000013822,4
ENSDARG00000037618,0
ENSDARG00000087473,0
ENSDARG00000033662,0
ENSDARG00000002916,0
ENSDARG00000010113,161
ENSDARG00000104549,0
ENSDARG00000053520,0
ENSDARG00000053530,0
ENSDARG00000077440,1
ENSDARG00000012632,1
ENSDARG00000104713,0
ENSDARG00000027491,4
ENSDARG00000112495,0
ENSDARG00000108372,0
ENSDARG00000102279,0
ENSDARG00000052842,11
ENSDARG00000002632,14
ENSDARG00000090949,0
ENSDARG00000110727,0
ENSDARG00000107527,0
ENSDARG00000098724,24
ENSDARG00000099406,0
ENSDARG00000104756,0
ENSDARG00000098983,0
ENSDARG00000116042,0
ENSDARG00000117719,0
ENSDARG00000102972,1
ENSDARG00000116119,0
ENSDARG00000117193,0
ENSDARG00000096738,0
ENSDARG00000075883,2
ENSDARG00000096716,0
ENSDARG00000076780,4
ENSDARG00000115015,1
ENSDARG00000103415,4
ENSDARG00000063670,2
ENSDARG00000104596,0
ENSDARG00000103144,0
ENSDARG00000100028,1
ENSDARG00000103132,0
ENSDARG00000116982,0
ENSDARG00000117011,1
ENSDARG00000104347,26
ENSDARG00000101636,0
ENSDARG00000037079,0
ENSDARG00000070053,0
ENSDARG00000077368,0
ENSDARG00000093448,19
ENSDARG00000068515,6
ENSDARG00000043492,0
ENSDARG00000063626,38
ENSDARG00000110141,0
ENSDARG00000105265,0
ENSDARG00000074869,3
ENSDARG00000063631,0
ENSDARG00000115718,0
ENSDARG00000109754,0
ENSDARG00000109285,0
ENSDARG00000109278,0
ENSDARG00000020493,5
ENSDARG00000059121,0
ENSDARG00000113220,0
ENSDARG00000059116,1
ENSDARG00000027159,0
ENSDARG00000007347,1
ENSDARG00000025605,3
ENSDARG00000094249,0
ENSDARG00000044954,6
ENSDARG00000009136,1
ENSDARG00000113766,0
ENSDARG00000077306,1
ENSDARG00000014031,16
ENSDARG00000075933,2
ENSDARG00000063635,1
ENSDARG00000070231,2
ENSDARG00000081270,2
ENSDARG00000039832,4
ENSDARG00000113274,2
ENSDARG00000090228,59
ENSDARG00000095157,2
ENSDARG00000117000,0
ENSDARG00000115762,0
ENSDARG00000019451,0
ENSDARG00000074919,1
ENSDARG00000111213,0
ENSDARG00000104325,0
ENSDARG00000037337,0
ENSDARG00000092659,9
ENSDARG00000008502,29
ENSDARG00000037334,0
ENSDARG00000115989,0
ENSDARG00000009640,20
ENSDARG00000063572,22
ENSDARG00000027777,0
ENSDARG00000074253,0
ENSDARG00000095184,0
ENSDARG00000074488,0
ENSDARG00000004151,1
ENSDARG00000035005,1
ENSDARG00000076939,3
ENSDARG00000102406,0
ENSDARG00000098631,2
ENSDARG00000115956,22
ENSDARG00000101858,2
ENSDARG00000074745,24
ENSDARG00000106223,0
ENSDARG00000025320,0
ENSDARG00000101701,2
ENSDARG00000088740,0
ENSDARG00000089709,0
ENSDARG00000099687,0
ENSDARG00000023722,0
ENSDARG00000078309,2
ENSDARG00000089920,4
ENSDARG00000102684,0
ENSDARG00000079957,0
ENSDARG00000039066,5
ENSDARG00000102712,1
ENSDARG00000100443,5
ENSDARG00000013095,3
ENSDARG00000099081,0
ENSDARG00000004979,3
ENSDARG00000011055,9
ENSDARG00000077656,0
ENSDARG00000099997,8
ENSDARG00000099363,0
ENSDARG00000098862,0
ENSDARG00000075245,1
ENSDARG00000074653,0
ENSDARG00000108229,0
ENSDARG00000092640,0
ENSDARG00000092118,0
ENSDARG00000093485,0
ENSDARG00000098868,0
ENSDARG00000112522,0
ENSDARG00000100952,10
ENSDARG00000109443,0
ENSDARG00000116116,0
ENSDARG00000035161,2
ENSDARG00000100218,0
ENSDARG00000014840,21
ENSDARG00000104739,0
ENSDARG00000070164,1
ENSDARG00000031278,0
ENSDARG00000021555,0
ENSDARG00000002026,1
ENSDARG00000104860,0
ENSDARG00000100375,0
ENSDARG00000103960,0
ENSDARG00000021439,4
ENSDARG00000020449,8
ENSDARG00000063411,0
ENSDARG00000010681,2
ENSDARG00000076247,0
ENSDARG00000075730,0
ENSDARG00000039820,3
ENSDARG00000014428,7
ENSDARG00000090054,13
ENSDARG00000099892,1
ENSDARG00000089355,4
ENSDARG00000007362,2
ENSDARG00000093768,1
ENSDARG00000094016,0
ENSDARG00000039806,0
ENSDARG00000092422,1
ENSDARG00000003449,1
ENSDARG00000021112,7
ENSDARG00000015662,18
ENSDARG00000087227,0
ENSDARG00000098941,6
ENSDARG00000101175,2
ENSDARG00000063358,6
ENSDARG00000024561,6
ENSDARG00000039543,2
ENSDARG00000013968,27
ENSDARG00000058574,1
ENSDARG00000077828,0
ENSDARG00000078166,1
ENSDARG00000101399,3
ENSDARG00000012078,27
ENSDARG00000093874,0
ENSDARG00000095303,0
ENSDARG00000008372,6
ENSDARG00000070076,0
ENSDARG00000070084,4
ENSDARG00000101795,4
ENSDARG00000020219,1
ENSDARG00000030804,0
ENSDARG00000103110,0
ENSDARG00000101819,0
ENSDARG00000075559,6
ENSDARG00000101651,0
ENSDARG00000017422,4
ENSDARG00000074289,1
ENSDARG00000063187,1
ENSDARG00000058372,0
ENSDARG00000014946,0
ENSDARG00000044414,0
ENSDARG00000111660,0
ENSDARG00000110698,5
ENSDARG00000036282,6
ENSDARG00000028469,0
ENSDARG00000007624,0
ENSDARG00000098414,1
ENSDARG00000077549,4
ENSDARG00000108535,14
ENSDARG00000094815,1
ENSDARG00000104999,2
ENSDARG00000061714,0
ENSDARG00000107688,0
ENSDARG00000058180,1
ENSDARG00000058160,0
ENSDARG00000102319,0
ENSDARG00000093267,0
ENSDARG00000070069,2
ENSDARG00000027016,6
ENSDARG00000087897,32
ENSDARG00000117431,0
ENSDARG00000098342,0
ENSDARG00000092199,2
ENSDARG00000057738,22
ENSDARG00000075943,0
ENSDARG00000057719,2
ENSDARG00000057630,0
ENSDARG00000057660,2
ENSDARG00000057671,13
ENSDARG00000069928,6
ENSDARG00000116824,0
ENSDARG00000062745,3
ENSDARG00000094051,0
ENSDARG00000095141,0
ENSDARG00000039756,0
ENSDARG00000039757,10
ENSDARG00000074760,0
ENSDARG00000089552,0
ENSDARG00000031427,42
ENSDARG00000087190,0
ENSDARG00000087558,0
ENSDARG00000040534,34
ENSDARG00000040851,0
ENSDARG00000053082,2
ENSDARG00000076487,0
ENSDARG00000062874,0
ENSDARG00000112183,0
ENSDARG00000115120,0
ENSDARG00000111017,0
ENSDARG00000092094,0
ENSDARG00000112789,0
ENSDARG00000116869,0
ENSDARG00000092061,0
ENSDARG00000111100,0
ENSDARG00000095314,0
ENSDARG00000110833,0
ENSDARG00000094236,0
ENSDARG00000092202,0
ENSDARG00000111771,0
ENSDARG00000069901,0
ENSDARG00000094403,0
ENSDARG00000109922,0
ENSDARG00000093005,0
ENSDARG00000113825,0
ENSDARG00000095545,0
ENSDARG00000115311,0
ENSDARG00000094741,0
ENSDARG00000116490,0
ENSDARG00000092380,0
ENSDARG00000094866,0
ENSDARG00000069909,0
ENSDARG00000039719,5
ENSDARG00000057881,19
ENSDARG00000057886,0
ENSDARG00000057890,14
ENSDARG00000074779,1
ENSDARG00000062924,0
ENSDARG00000039726,0
ENSDARG00000069865,1
ENSDARG00000109695,0
ENSDARG00000111230,0
ENSDARG00000076713,0
ENSDARG00000092317,0
ENSDARG00000115106,0
ENSDARG00000112706,0
ENSDARG00000111633,0
ENSDARG00000116065,0
ENSDARG00000110600,0
ENSDARG00000003208,2
ENSDARG00000029600,3
ENSDARG00000073716,4
ENSDARG00000003328,1
ENSDARG00000076595,2
ENSDARG00000062965,2
ENSDARG00000069832,1
ENSDARG00000032102,16
ENSDARG00000028748,9
ENSDARG00000107314,0
ENSDARG00000069828,3
ENSDARG00000092071,0
ENSDARG00000092855,0
ENSDARG00000079827,0
ENSDARG00000094925,0
ENSDARG00000117490,0
ENSDARG00000094301,0
ENSDARG00000058004,1
ENSDARG00000058008,5
ENSDARG00000104137,0
ENSDARG00000095483,0
ENSDARG00000095224,0
ENSDARG00000098067,0
ENSDARG00000091900,0
ENSDARG00000017853,0
ENSDARG00000017165,3
ENSDARG00000001888,6
ENSDARG00000043970,5
ENSDARG00000084708,0
ENSDARG00000108281,0
ENSDARG00000063059,0
ENSDARG00000063078,1
ENSDARG00000039770,0
ENSDARG00000006128,1
ENSDARG00000078947,0
ENSDARG00000104810,1
ENSDARG00000028228,27
ENSDARG00000101339,0
ENSDARG00000002071,1
ENSDARG00000004460,2
ENSDARG00000100337,0
ENSDARG00000088329,0
ENSDARG00000056753,8
ENSDARG00000106491,0
ENSDARG00000078991,6
ENSDARG00000056757,0
ENSDARG00000102239,0
ENSDARG00000008238,1
ENSDARG00000038473,10
ENSDARG00000056829,0
ENSDARG00000083310,0
ENSDARG00000056801,3
ENSDARG00000090512,1
ENSDARG00000056794,0
ENSDARG00000112334,0
ENSDARG00000103594,9
ENSDARG00000074686,12
ENSDARG00000090337,2
ENSDARG00000056831,9
ENSDARG00000108063,0
ENSDARG00000091459,1
ENSDARG00000101995,1
ENSDARG00000101125,0
ENSDARG00000076127,0
ENSDARG00000104679,0
ENSDARG00000028201,1
ENSDARG00000078887,1
ENSDARG00000039535,0
ENSDARG00000057075,3
ENSDARG00000075269,2
ENSDARG00000117721,0
ENSDARG00000039534,0
ENSDARG00000057064,3
ENSDARG00000057054,0
ENSDARG00000033440,7
ENSDARG00000024278,15
ENSDARG00000091211,2
ENSDARG00000057006,1
ENSDARG00000013274,2
ENSDARG00000069970,1
ENSDARG00000011837,1
ENSDARG00000062330,4
ENSDARG00000026225,10
ENSDARG00000056978,3
ENSDARG00000110314,0
ENSDARG00000004782,10
ENSDARG00000069715,0
ENSDARG00000092850,0
ENSDARG00000084281,0
ENSDARG00000056598,0
ENSDARG00000114215,0
ENSDARG00000056616,0
ENSDARG00000113806,0
ENSDARG00000039579,15
ENSDARG00000079056,1
ENSDARG00000074036,0
ENSDARG00000075532,1
ENSDARG00000099020,0
ENSDARG00000108302,0
ENSDARG00000056640,6
ENSDARG00000062139,0
ENSDARG00000062164,0
ENSDARG00000094124,0
ENSDARG00000056651,1
ENSDARG00000100008,0
ENSDARG00000076755,1
ENSDARG00000010792,3
ENSDARG00000021201,0
ENSDARG00000039569,0
ENSDARG00000103595,0
ENSDARG00000104179,1
ENSDARG00000069733,3
ENSDARG00000003311,3
ENSDARG00000081583,0
ENSDARG00000039563,4
ENSDARG00000104963,0
ENSDARG00000019345,0
ENSDARG00000069752,24
ENSDARG00000111126,0
ENSDARG00000008480,3
ENSDARG00000017316,0
ENSDARG00000092473,2
ENSDARG00000009796,1
ENSDARG00000093131,0
ENSDARG00000062418,0
ENSDARG00000016427,1
ENSDARG00000013539,0
ENSDARG00000109818,0
ENSDARG00000076495,0
ENSDARG00000110961,0
ENSDARG00000057141,0
ENSDARG00000057148,1
ENSDARG00000077383,8
ENSDARG00000108997,0
ENSDARG00000074059,2
ENSDARG00000079840,10
ENSDARG00000057166,1
ENSDARG00000093577,0
ENSDARG00000018492,1
ENSDARG00000078918,1
ENSDARG00000057173,0
ENSDARG00000003146,0
ENSDARG00000013623,103
ENSDARG00000062489,8
ENSDARG00000110724,0
ENSDARG00000076703,0
ENSDARG00000062532,8
ENSDARG00000057273,0
ENSDARG00000057287,1
ENSDARG00000075230,1
ENSDARG00000012274,8
ENSDARG00000021404,1
ENSDARG00000057440,1
ENSDARG00000074759,1
ENSDARG00000113669,0
ENSDARG00000062593,1
ENSDARG00000074624,10
ENSDARG00000019742,1
ENSDARG00000075671,0
ENSDARG00000112942,0
ENSDARG00000022048,0
ENSDARG00000078254,0
ENSDARG00000069795,1
ENSDARG00000039605,12
ENSDARG00000108183,0
ENSDARG00000115204,0
ENSDARG00000057378,9
ENSDARG00000057374,0
ENSDARG00000076974,0
ENSDARG00000113419,0
ENSDARG00000117082,0
ENSDARG00000074597,0
ENSDARG00000117286,0
ENSDARG00000076815,35
ENSDARG00000039701,1
ENSDARG00000101432,1
ENSDARG00000039699,5
ENSDARG00000106606,0
ENSDARG00000077188,0
ENSDARG00000080727,0
ENSDARG00000094423,0
ENSDARG00000093646,0
ENSDARG00000113184,0
ENSDARG00000045089,5
ENSDARG00000099732,0
ENSDARG00000039937,0
ENSDARG00000092858,0
ENSDARG00000117817,0
ENSDARG00000098091,0
ENSDARG00000069374,0
ENSDARG00000055938,4
ENSDARG00000069382,0
ENSDARG00000038639,1
ENSDARG00000069386,1
ENSDARG00000056004,8
ENSDARG00000104084,2
ENSDARG00000056080,0
ENSDARG00000029100,4
ENSDARG00000030967,3
ENSDARG00000069397,6
ENSDARG00000086269,1
ENSDARG00000084398,0
ENSDARG00000076843,0
ENSDARG00000056206,13
ENSDARG00000109138,0
ENSDARG00000105395,0
ENSDARG00000116383,0
ENSDARG00000077293,8
ENSDARG00000056209,8
ENSDARG00000077948,5
ENSDARG00000022098,0
ENSDARG00000056322,25
ENSDARG00000019728,8
ENSDARG00000092065,0
ENSDARG00000076135,2
ENSDARG00000034423,26
ENSDARG00000093584,11
ENSDARG00000008816,9
ENSDARG00000038686,0
ENSDARG00000038687,3
ENSDARG00000078102,0
ENSDARG00000117614,1
ENSDARG00000113096,0
ENSDARG00000078759,0
ENSDARG00000016704,1
ENSDARG00000026359,5
ENSDARG00000039466,1
ENSDARG00000062019,1
ENSDARG00000039455,5
ENSDARG00000074509,0
ENSDARG00000039452,7
ENSDARG00000038703,4
ENSDARG00000077728,3
ENSDARG00000056549,4
ENSDARG00000077069,8
ENSDARG00000062053,6
ENSDARG00000078285,1
ENSDARG00000103435,5
ENSDARG00000093705,0
ENSDARG00000002219,1
ENSDARG00000069469,0
ENSDARG00000052721,3
ENSDARG00000039439,0
ENSDARG00000079473,2
ENSDARG00000055698,0
ENSDARG00000039435,0
ENSDARG00000109506,0
ENSDARG00000039434,1
ENSDARG00000016855,9
ENSDARG00000027172,6
ENSDARG00000117147,0
ENSDARG00000016412,8
ENSDARG00000004037,0
ENSDARG00000011042,0
ENSDARG00000003829,1
ENSDARG00000117053,0
ENSDARG00000003217,2
ENSDARG00000061591,2
ENSDARG00000055618,513
ENSDARG00000094362,4
ENSDARG00000040085,0
ENSDARG00000019144,0
ENSDARG00000094491,0
ENSDARG00000019709,0
ENSDARG00000007892,1
ENSDARG00000014994,2
ENSDARG00000034605,1
ENSDARG00000029663,28
ENSDARG00000039411,0
ENSDARG00000000551,0
ENSDARG00000055530,3
ENSDARG00000055525,0
ENSDARG00000001578,17
ENSDARG00000039422,0
ENSDARG00000039423,10
ENSDARG00000101436,0
ENSDARG00000094022,0
ENSDARG00000015674,6
ENSDARG00000000760,0
ENSDARG00000001452,1
ENSDARG00000022007,0
ENSDARG00000021991,5
ENSDARG00000001825,0
ENSDARG00000021974,0
ENSDARG00000079011,5
ENSDARG00000061525,13
ENSDARG00000105892,0
ENSDARG00000092650,0
ENSDARG00000111496,0
ENSDARG00000069529,2
ENSDARG00000061498,0
ENSDARG00000094665,0
ENSDARG00000055429,4
ENSDARG00000039429,19
ENSDARG00000029928,3
ENSDARG00000044968,0
ENSDARG00000011662,0
ENSDARG00000075265,0
ENSDARG00000022183,1
ENSDARG00000033285,16
ENSDARG00000015576,0
ENSDARG00000079602,0
ENSDARG00000077021,2
ENSDARG00000074179,0
ENSDARG00000039482,0
ENSDARG00000039483,3
ENSDARG00000094739,0
ENSDARG00000069552,1
ENSDARG00000022503,0
ENSDARG00000009525,4
ENSDARG00000039486,2
ENSDARG00000061437,0
ENSDARG00000112999,0
ENSDARG00000055314,3
ENSDARG00000061413,0
ENSDARG00000061400,2
ENSDARG00000055305,2
ENSDARG00000091212,0
ENSDARG00000031981,9
ENSDARG00000061375,16
ENSDARG00000016951,0
ENSDARG00000019845,8
ENSDARG00000055276,2
ENSDARG00000012141,8
ENSDARG00000061352,1
ENSDARG00000117727,1
ENSDARG00000093327,0
ENSDARG00000080449,0
ENSDARG00000007885,2
ENSDARG00000021547,0
ENSDARG00000039497,0
ENSDARG00000039499,4
ENSDARG00000006760,2
ENSDARG00000091897,1
ENSDARG00000074589,3
ENSDARG00000055190,0
ENSDARG00000039502,6
ENSDARG00000021572,0
ENSDARG00000022614,0
ENSDARG00000117341,0
ENSDARG00000103776,0
ENSDARG00000069954,0
ENSDARG00000074680,6
ENSDARG00000111807,0
ENSDARG00000021681,2
ENSDARG00000102040,0
ENSDARG00000083500,0
ENSDARG00000080952,0
ENSDARG00000061223,0
ENSDARG00000030733,2
ENSDARG00000031302,8
ENSDARG00000107059,0
ENSDARG00000039390,6
ENSDARG00000003965,0
ENSDARG00000093030,0
ENSDARG00000018321,1
ENSDARG00000092448,0
ENSDARG00000029894,0
ENSDARG00000003399,0
ENSDARG00000098152,0
ENSDARG00000033551,0
ENSDARG00000013245,0
ENSDARG00000033566,0
ENSDARG00000055070,1
ENSDARG00000061195,2
ENSDARG00000039399,3
ENSDARG00000011862,7
ENSDARG00000102544,0
ENSDARG00000069681,2
ENSDARG00000039400,1
ENSDARG00000095011,0
ENSDARG00000010137,11
ENSDARG00000080647,0
ENSDARG00000039406,2
ENSDARG00000024311,0
ENSDARG00000062790,6
ENSDARG00000098392,19
ENSDARG00000084475,0
ENSDARG00000033327,1
ENSDARG00000017128,0
ENSDARG00000061114,1
ENSDARG00000079249,0
ENSDARG00000069363,0
ENSDARG00000015854,2
ENSDARG00000006356,2
ENSDARG00000054890,10
ENSDARG00000019179,1
ENSDARG00000030626,0
ENSDARG00000004643,2
ENSDARG00000093614,0
ENSDARG00000061070,0
ENSDARG00000081997,0
ENSDARG00000117578,0
ENSDARG00000085022,0
ENSDARG00000028148,5
ENSDARG00000039365,2
ENSDARG00000031915,1
ENSDARG00000006911,1
ENSDARG00000030265,11
ENSDARG00000033967,0
ENSDARG00000039363,2
ENSDARG00000075393,9
ENSDARG00000074895,0
ENSDARG00000033320,3
ENSDARG00000030441,24
ENSDARG00000031819,26
ENSDARG00000039352,0
ENSDARG00000039349,0
ENSDARG00000039347,217
ENSDARG00000115414,0
ENSDARG00000074502,12
ENSDARG00000114209,0
ENSDARG00000007409,1
ENSDARG00000078026,5
ENSDARG00000110783,0
ENSDARG00000003380,0
ENSDARG00000012460,1
ENSDARG00000114574,0
ENSDARG00000114454,1
ENSDARG00000111840,0
ENSDARG00000069332,0
ENSDARG00000037116,26
ENSDARG00000080170,0
ENSDARG00000092411,0
ENSDARG00000075612,5
ENSDARG00000069329,2
ENSDARG00000010154,2
ENSDARG00000077009,0
ENSDARG00000078790,0
ENSDARG00000117566,1
ENSDARG00000117551,0
ENSDARG00000075225,0
ENSDARG00000112610,0
ENSDARG00000021255,0
ENSDARG00000095547,0
ENSDARG00000112690,0
ENSDARG00000031888,2
ENSDARG00000106245,0
ENSDARG00000075459,0
ENSDARG00000093728,0
ENSDARG00000095378,1
ENSDARG00000025017,0
ENSDARG00000060845,0
ENSDARG00000022410,12
ENSDARG00000007382,3
ENSDARG00000007808,0
ENSDARG00000074588,1
ENSDARG00000005423,12
ENSDARG00000013453,0
ENSDARG00000006497,59
ENSDARG00000054352,0
ENSDARG00000060785,1
ENSDARG00000003444,0
ENSDARG00000032155,10
ENSDARG00000108911,0
ENSDARG00000025187,0
ENSDARG00000039304,2
ENSDARG00000004695,0
ENSDARG00000002077,3
ENSDARG00000069278,1
ENSDARG00000054312,1
ENSDARG00000106504,0
ENSDARG00000018382,0
ENSDARG00000006181,0
ENSDARG00000089795,1
ENSDARG00000010934,0
ENSDARG00000017696,2
ENSDARG00000117720,0
ENSDARG00000117212,0
ENSDARG00000014091,0
ENSDARG00000109265,0
ENSDARG00000018153,0
ENSDARG00000039299,1
ENSDARG00000006891,0
ENSDARG00000069269,0
ENSDARG00000069265,6
ENSDARG00000077614,2
ENSDARG00000076903,1
ENSDARG00000012563,0
ENSDARG00000054253,0
ENSDARG00000100616,0
ENSDARG00000054251,0
ENSDARG00000017500,11
ENSDARG00000114765,0
ENSDARG00000078140,0
ENSDARG00000107234,0
ENSDARG00000027285,0
ENSDARG00000039266,3
ENSDARG00000039269,8
ENSDARG00000039270,0
ENSDARG00000018069,1
ENSDARG00000040131,1
ENSDARG00000060656,1
ENSDARG00000012789,0
ENSDARG00000095067,0
ENSDARG00000039273,3
ENSDARG00000078381,9
ENSDARG00000039279,4
ENSDARG00000008947,14
ENSDARG00000025549,4
ENSDARG00000002403,4
ENSDARG00000093597,0
ENSDARG00000093456,20
ENSDARG00000018956,1
ENSDARG00000011222,0
ENSDARG00000092483,0
ENSDARG00000053744,0
ENSDARG00000078333,3
ENSDARG00000076139,0
ENSDARG00000069199,1
ENSDARG00000017835,3
ENSDARG00000076440,3
ENSDARG00000067661,0
ENSDARG00000109055,0
ENSDARG00000014246,1
ENSDARG00000012972,60
ENSDARG00000013763,12
ENSDARG00000020442,1
ENSDARG00000116199,0
ENSDARG00000016656,2
ENSDARG00000077481,1
ENSDARG00000075561,0
ENSDARG00000069192,3
ENSDARG00000007795,36
ENSDARG00000104106,0
ENSDARG00000103298,1
ENSDARG00000104943,0
ENSDARG00000032601,3
ENSDARG00000076895,6
ENSDARG00000082587,0
ENSDARG00000080018,0
ENSDARG00000081518,0
ENSDARG00000085188,0
ENSDARG00000060580,1
ENSDARG00000092107,0
ENSDARG00000020541,3
ENSDARG00000030743,2
ENSDARG00000083060,0
ENSDARG00000083816,0
ENSDARG00000087517,1
ENSDARG00000095016,0
ENSDARG00000093145,0
ENSDARG00000013168,4
ENSDARG00000108942,0
ENSDARG00000039069,1
ENSDARG00000016139,0
ENSDARG00000092946,0
ENSDARG00000039067,0
ENSDARG00000010823,3
ENSDARG00000053386,0
ENSDARG00000101781,0
ENSDARG00000060410,0
ENSDARG00000087911,0
ENSDARG00000098526,2
ENSDARG00000086309,7
ENSDARG00000069044,1
ENSDARG00000104835,2
ENSDARG00000017254,3
ENSDARG00000005454,6
ENSDARG00000006003,1
ENSDARG00000030630,0
ENSDARG00000077845,0
ENSDARG00000106837,0
ENSDARG00000002509,0
ENSDARG00000079155,0
ENSDARG00000060340,0
ENSDARG00000039150,41
ENSDARG00000011819,1
ENSDARG00000034734,1
ENSDARG00000074363,2
ENSDARG00000013491,0
