Identifier,EE2-1000ng/L-A
ENSDARG00000115989,0
ENSDARG00000009640,33
ENSDARG00000063572,21
ENSDARG00000027777,0
ENSDARG00000074253,3
ENSDARG00000095184,0
ENSDARG00000074488,0
ENSDARG00000004151,0
ENSDARG00000035005,1
ENSDARG00000076939,5
ENSDARG00000102406,3
ENSDARG00000098631,4
ENSDARG00000115956,54
ENSDARG00000101858,3
ENSDARG00000074745,34
ENSDARG00000106223,0
ENSDARG00000025320,0
ENSDARG00000101701,2
ENSDARG00000088740,0
ENSDARG00000089709,0
ENSDARG00000099687,0
ENSDARG00000023722,0
ENSDARG00000078309,3
ENSDARG00000089920,12
ENSDARG00000102684,0
ENSDARG00000079957,0
ENSDARG00000039066,20
ENSDARG00000102712,0
ENSDARG00000100443,13
ENSDARG00000013095,10
ENSDARG00000099081,0
ENSDARG00000004979,2
ENSDARG00000011055,15
ENSDARG00000077656,1
ENSDARG00000099997,8
ENSDARG00000099363,0
ENSDARG00000098862,0
ENSDARG00000075245,10
ENSDARG00000074653,0
ENSDARG00000108229,0
ENSDARG00000092640,0
ENSDARG00000092118,0
ENSDARG00000093485,0
ENSDARG00000098868,0
ENSDARG00000112522,0
ENSDARG00000100952,21
ENSDARG00000109443,0
ENSDARG00000116116,0
ENSDARG00000035161,4
ENSDARG00000100218,0
ENSDARG00000014840,44
ENSDARG00000104739,0
ENSDARG00000070164,1
ENSDARG00000031278,0
ENSDARG00000021555,1
ENSDARG00000002026,0
ENSDARG00000104860,0
ENSDARG00000100375,0
ENSDARG00000103960,0
ENSDARG00000021439,16
ENSDARG00000020449,5
ENSDARG00000063411,5
ENSDARG00000010681,4
ENSDARG00000076247,0
ENSDARG00000075730,7
ENSDARG00000039820,11
ENSDARG00000014428,6
ENSDARG00000090054,24
ENSDARG00000099892,0
ENSDARG00000089355,9
ENSDARG00000007362,4
ENSDARG00000093768,3
ENSDARG00000094016,0
ENSDARG00000039806,0
ENSDARG00000092422,0
ENSDARG00000003449,7
ENSDARG00000021112,5
ENSDARG00000015662,33
ENSDARG00000087227,0
ENSDARG00000098941,16
ENSDARG00000101175,5
ENSDARG00000063358,11
ENSDARG00000024561,13
ENSDARG00000039543,12
ENSDARG00000013968,43
ENSDARG00000058574,2
ENSDARG00000077828,3
ENSDARG00000078166,5
ENSDARG00000101399,2
ENSDARG00000012078,57
ENSDARG00000093874,5
ENSDARG00000095303,0
ENSDARG00000008372,19
ENSDARG00000070076,0
ENSDARG00000070084,8
ENSDARG00000101795,2
ENSDARG00000020219,4
ENSDARG00000030804,0
ENSDARG00000103110,0
ENSDARG00000101819,0
ENSDARG00000075559,19
ENSDARG00000101651,0
ENSDARG00000017422,6
ENSDARG00000074289,1
ENSDARG00000063187,3
ENSDARG00000058372,0
ENSDARG00000014946,0
ENSDARG00000044414,0
ENSDARG00000111660,0
ENSDARG00000110698,8
ENSDARG00000036282,18
ENSDARG00000028469,0
ENSDARG00000007624,3
ENSDARG00000098414,2
ENSDARG00000077549,10
ENSDARG00000108535,45
ENSDARG00000094815,0
ENSDARG00000104999,2
ENSDARG00000061714,2
ENSDARG00000107688,0
ENSDARG00000058180,0
ENSDARG00000058160,1
ENSDARG00000102319,0
ENSDARG00000093267,0
ENSDARG00000070069,2
ENSDARG00000027016,9
ENSDARG00000087897,76
ENSDARG00000117431,0
ENSDARG00000098342,2
ENSDARG00000092199,4
ENSDARG00000057738,20
ENSDARG00000075943,0
ENSDARG00000057719,6
ENSDARG00000057630,0
ENSDARG00000057660,1
ENSDARG00000057671,20
ENSDARG00000069928,10
ENSDARG00000116824,0
ENSDARG00000062745,1
ENSDARG00000094051,0
ENSDARG00000095141,0
ENSDARG00000039756,0
ENSDARG00000039757,24
ENSDARG00000074760,3
ENSDARG00000089552,0
ENSDARG00000031427,83
ENSDARG00000087190,0
ENSDARG00000087558,0
ENSDARG00000040534,37
ENSDARG00000040851,0
ENSDARG00000053082,3
ENSDARG00000076487,0
ENSDARG00000062874,0
ENSDARG00000112183,0
ENSDARG00000115120,0
ENSDARG00000111017,0
ENSDARG00000092094,0
ENSDARG00000112789,0
ENSDARG00000116869,0
ENSDARG00000092061,0
ENSDARG00000111100,0
ENSDARG00000095314,0
ENSDARG00000110833,0
ENSDARG00000094236,0
ENSDARG00000092202,0
ENSDARG00000111771,0
ENSDARG00000069901,0
ENSDARG00000094403,0
ENSDARG00000109922,0
ENSDARG00000093005,0
ENSDARG00000113825,0
ENSDARG00000095545,0
ENSDARG00000115311,0
ENSDARG00000094741,0
ENSDARG00000116490,0
ENSDARG00000092380,1
ENSDARG00000094866,0
ENSDARG00000069909,1
ENSDARG00000039719,8
ENSDARG00000057881,48
ENSDARG00000057886,0
ENSDARG00000057890,24
ENSDARG00000074779,3
ENSDARG00000062924,0
ENSDARG00000039726,0
ENSDARG00000069865,0
ENSDARG00000109695,0
ENSDARG00000111230,0
ENSDARG00000076713,0
ENSDARG00000092317,0
ENSDARG00000115106,0
ENSDARG00000112706,0
ENSDARG00000111633,0
ENSDARG00000116065,0
ENSDARG00000110600,0
ENSDARG00000003208,2
ENSDARG00000029600,5
ENSDARG00000073716,6
ENSDARG00000003328,5
ENSDARG00000076595,1
ENSDARG00000062965,2
ENSDARG00000069832,5
ENSDARG00000032102,37
ENSDARG00000028748,21
ENSDARG00000107314,0
ENSDARG00000069828,3
ENSDARG00000092071,1
ENSDARG00000092855,4
ENSDARG00000079827,0
ENSDARG00000094925,0
ENSDARG00000117490,0
ENSDARG00000094301,0
ENSDARG00000058004,6
ENSDARG00000058008,7
ENSDARG00000104137,0
ENSDARG00000095483,0
ENSDARG00000095224,0
ENSDARG00000098067,0
ENSDARG00000091900,0
ENSDARG00000017853,0
ENSDARG00000017165,5
ENSDARG00000001888,10
ENSDARG00000043970,9
ENSDARG00000084708,0
ENSDARG00000108281,0
ENSDARG00000063059,1
ENSDARG00000063078,2
ENSDARG00000039770,1
ENSDARG00000006128,8
ENSDARG00000078947,2
ENSDARG00000104810,0
ENSDARG00000028228,31
ENSDARG00000101339,0
ENSDARG00000002071,3
ENSDARG00000004460,4
ENSDARG00000100337,0
ENSDARG00000088329,0
ENSDARG00000056753,29
ENSDARG00000106491,0
ENSDARG00000078991,7
ENSDARG00000056757,0
ENSDARG00000102239,0
ENSDARG00000008238,2
ENSDARG00000038473,24
ENSDARG00000056829,1
ENSDARG00000083310,0
ENSDARG00000056801,8
ENSDARG00000090512,4
ENSDARG00000056794,0
ENSDARG00000112334,0
ENSDARG00000103594,8
ENSDARG00000074686,23
ENSDARG00000090337,6
ENSDARG00000056831,18
ENSDARG00000108063,0
ENSDARG00000091459,2
ENSDARG00000101995,0
ENSDARG00000101125,1
ENSDARG00000076127,5
ENSDARG00000104679,0
ENSDARG00000028201,5
ENSDARG00000078887,2
ENSDARG00000039535,2
ENSDARG00000057075,7
ENSDARG00000075269,0
ENSDARG00000117721,0
ENSDARG00000039534,1
ENSDARG00000057064,5
ENSDARG00000057054,0
ENSDARG00000033440,11
ENSDARG00000024278,28
ENSDARG00000091211,0
ENSDARG00000057006,0
ENSDARG00000013274,4
ENSDARG00000069970,2
ENSDARG00000011837,3
ENSDARG00000062330,5
ENSDARG00000026225,8
ENSDARG00000056978,6
ENSDARG00000110314,0
ENSDARG00000004782,29
ENSDARG00000069715,0
ENSDARG00000092850,0
ENSDARG00000084281,0
ENSDARG00000056598,0
ENSDARG00000114215,0
ENSDARG00000056616,0
ENSDARG00000113806,0
ENSDARG00000039579,50
ENSDARG00000079056,1
ENSDARG00000074036,0
ENSDARG00000075532,1
ENSDARG00000099020,0
ENSDARG00000108302,0
ENSDARG00000056640,8
ENSDARG00000062139,4
ENSDARG00000062164,1
ENSDARG00000094124,0
ENSDARG00000056651,2
ENSDARG00000100008,0
ENSDARG00000076755,1
ENSDARG00000010792,3
ENSDARG00000021201,0
ENSDARG00000039569,1
ENSDARG00000103595,0
ENSDARG00000104179,1
ENSDARG00000069733,3
ENSDARG00000003311,7
ENSDARG00000081583,0
ENSDARG00000039563,1
ENSDARG00000104963,0
ENSDARG00000019345,8
ENSDARG00000069752,25
ENSDARG00000111126,0
ENSDARG00000008480,4
ENSDARG00000017316,2
ENSDARG00000092473,4
ENSDARG00000009796,3
ENSDARG00000093131,0
ENSDARG00000062418,2
ENSDARG00000016427,2
ENSDARG00000013539,1
ENSDARG00000109818,1
ENSDARG00000076495,1
ENSDARG00000110961,0
ENSDARG00000057141,0
ENSDARG00000057148,1
ENSDARG00000077383,16
ENSDARG00000108997,0
ENSDARG00000074059,7
ENSDARG00000079840,19
ENSDARG00000057166,2
ENSDARG00000093577,1
ENSDARG00000018492,8
ENSDARG00000078918,1
ENSDARG00000057173,0
ENSDARG00000003146,0
ENSDARG00000013623,191
ENSDARG00000062489,10
ENSDARG00000110724,0
ENSDARG00000076703,1
ENSDARG00000062532,15
ENSDARG00000057273,2
ENSDARG00000057287,2
ENSDARG00000075230,0
ENSDARG00000012274,16
ENSDARG00000021404,1
ENSDARG00000057440,0
ENSDARG00000074759,7
ENSDARG00000113669,0
ENSDARG00000062593,6
ENSDARG00000074624,26
ENSDARG00000019742,0
ENSDARG00000075671,0
ENSDARG00000112942,0
ENSDARG00000022048,0
ENSDARG00000078254,0
ENSDARG00000069795,6
ENSDARG00000039605,19
ENSDARG00000108183,0
ENSDARG00000115204,1
ENSDARG00000057378,21
ENSDARG00000057374,0
ENSDARG00000076974,0
ENSDARG00000113419,0
ENSDARG00000117082,0
ENSDARG00000074597,2
ENSDARG00000117286,0
ENSDARG00000076815,89
ENSDARG00000039701,6
ENSDARG00000101432,3
ENSDARG00000039699,2
ENSDARG00000106606,0
ENSDARG00000077188,1
ENSDARG00000080727,0
ENSDARG00000094423,2
ENSDARG00000093646,0
ENSDARG00000113184,0
ENSDARG00000045089,7
ENSDARG00000099732,2
ENSDARG00000039937,0
ENSDARG00000092858,0
ENSDARG00000117817,0
ENSDARG00000098091,0
ENSDARG00000069374,1
ENSDARG00000055938,7
ENSDARG00000069382,0
ENSDARG00000038639,0
ENSDARG00000069386,5
ENSDARG00000056004,12
ENSDARG00000104084,10
ENSDARG00000056080,0
ENSDARG00000029100,9
ENSDARG00000030967,2
ENSDARG00000069397,13
ENSDARG00000086269,5
ENSDARG00000084398,0
ENSDARG00000076843,3
ENSDARG00000056206,24
ENSDARG00000109138,0
ENSDARG00000105395,0
ENSDARG00000116383,0
ENSDARG00000077293,16
ENSDARG00000056209,13
ENSDARG00000077948,5
ENSDARG00000022098,0
ENSDARG00000056322,63
ENSDARG00000019728,16
ENSDARG00000092065,0
ENSDARG00000076135,3
ENSDARG00000034423,55
ENSDARG00000093584,14
ENSDARG00000008816,22
ENSDARG00000038686,0
ENSDARG00000038687,2
ENSDARG00000078102,2
ENSDARG00000117614,0
ENSDARG00000113096,0
ENSDARG00000078759,2
ENSDARG00000016704,1
ENSDARG00000026359,3
ENSDARG00000039466,2
ENSDARG00000062019,6
ENSDARG00000039455,6
ENSDARG00000074509,0
ENSDARG00000039452,21
ENSDARG00000038703,5
ENSDARG00000077728,0
ENSDARG00000056549,7
ENSDARG00000077069,6
ENSDARG00000062053,11
ENSDARG00000078285,0
ENSDARG00000103435,24
ENSDARG00000093705,0
ENSDARG00000002219,2
ENSDARG00000069469,3
ENSDARG00000052721,6
ENSDARG00000039439,0
ENSDARG00000079473,1
ENSDARG00000055698,3
ENSDARG00000039435,5
ENSDARG00000109506,0
ENSDARG00000039434,0
ENSDARG00000016855,14
ENSDARG00000027172,9
ENSDARG00000117147,0
ENSDARG00000016412,4
ENSDARG00000004037,3
ENSDARG00000011042,0
ENSDARG00000003829,8
ENSDARG00000117053,0
ENSDARG00000003217,2
ENSDARG00000061591,1
ENSDARG00000055618,785
ENSDARG00000094362,1
ENSDARG00000040085,6
ENSDARG00000019144,0
ENSDARG00000094491,0
ENSDARG00000019709,0
ENSDARG00000007892,2
ENSDARG00000014994,4
ENSDARG00000034605,2
ENSDARG00000029663,41
ENSDARG00000039411,0
ENSDARG00000000551,4
ENSDARG00000055530,5
ENSDARG00000055525,0
ENSDARG00000001578,38
ENSDARG00000039422,0
ENSDARG00000039423,9
ENSDARG00000101436,0
ENSDARG00000094022,0
ENSDARG00000015674,7
ENSDARG00000000760,3
ENSDARG00000001452,4
ENSDARG00000022007,0
ENSDARG00000021991,13
ENSDARG00000001825,0
ENSDARG00000021974,0
ENSDARG00000079011,2
ENSDARG00000061525,14
ENSDARG00000105892,0
ENSDARG00000092650,0
ENSDARG00000111496,0
ENSDARG00000069529,4
ENSDARG00000061498,0
ENSDARG00000094665,0
ENSDARG00000055429,3
ENSDARG00000039429,42
ENSDARG00000029928,4
ENSDARG00000044968,1
ENSDARG00000011662,7
ENSDARG00000075265,0
ENSDARG00000022183,1
ENSDARG00000033285,11
ENSDARG00000015576,0
ENSDARG00000079602,0
ENSDARG00000077021,1
ENSDARG00000074179,0
ENSDARG00000039482,4
ENSDARG00000039483,5
ENSDARG00000094739,0
ENSDARG00000069552,2
ENSDARG00000022503,0
ENSDARG00000009525,9
ENSDARG00000039486,1
ENSDARG00000061437,0
ENSDARG00000112999,0
ENSDARG00000055314,5
ENSDARG00000061413,7
ENSDARG00000061400,2
ENSDARG00000055305,5
ENSDARG00000091212,1
ENSDARG00000031981,7
ENSDARG00000061375,25
ENSDARG00000016951,0
ENSDARG00000019845,12
ENSDARG00000055276,1
ENSDARG00000012141,16
ENSDARG00000061352,4
ENSDARG00000117727,0
ENSDARG00000093327,1
ENSDARG00000080449,0
ENSDARG00000007885,0
ENSDARG00000021547,2
ENSDARG00000039497,2
ENSDARG00000039499,12
ENSDARG00000006760,3
ENSDARG00000091897,2
ENSDARG00000074589,4
ENSDARG00000055190,1
ENSDARG00000039502,19
ENSDARG00000021572,0
ENSDARG00000022614,0
ENSDARG00000117341,0
ENSDARG00000103776,0
ENSDARG00000069954,0
ENSDARG00000074680,10
ENSDARG00000111807,0
ENSDARG00000021681,2
ENSDARG00000102040,0
ENSDARG00000083500,0
ENSDARG00000080952,0
ENSDARG00000061223,0
ENSDARG00000030733,5
ENSDARG00000031302,10
ENSDARG00000107059,0
ENSDARG00000039390,7
ENSDARG00000003965,0
ENSDARG00000093030,0
ENSDARG00000018321,3
ENSDARG00000092448,0
ENSDARG00000029894,0
ENSDARG00000003399,0
ENSDARG00000098152,0
ENSDARG00000033551,6
ENSDARG00000013245,0
ENSDARG00000033566,0
ENSDARG00000055070,1
ENSDARG00000061195,1
ENSDARG00000039399,5
ENSDARG00000011862,17
ENSDARG00000102544,0
ENSDARG00000069681,4
ENSDARG00000039400,6
ENSDARG00000095011,1
ENSDARG00000010137,28
ENSDARG00000080647,0
ENSDARG00000039406,0
ENSDARG00000024311,2
ENSDARG00000062790,15
ENSDARG00000098392,28
ENSDARG00000084475,0
ENSDARG00000033327,4
ENSDARG00000017128,1
ENSDARG00000061114,11
ENSDARG00000079249,1
ENSDARG00000069363,1
ENSDARG00000015854,4
ENSDARG00000006356,11
ENSDARG00000054890,21
ENSDARG00000019179,8
ENSDARG00000030626,3
ENSDARG00000004643,2
ENSDARG00000093614,0
ENSDARG00000061070,0
ENSDARG00000081997,0
ENSDARG00000117578,0
ENSDARG00000085022,0
ENSDARG00000028148,22
ENSDARG00000039365,2
ENSDARG00000031915,3
ENSDARG00000006911,0
ENSDARG00000030265,20
ENSDARG00000033967,1
ENSDARG00000039363,3
ENSDARG00000075393,11
ENSDARG00000074895,0
ENSDARG00000033320,8
ENSDARG00000030441,31
ENSDARG00000031819,55
ENSDARG00000039352,1
ENSDARG00000039349,0
ENSDARG00000039347,419
ENSDARG00000115414,0
ENSDARG00000074502,25
ENSDARG00000114209,0
ENSDARG00000007409,1
ENSDARG00000078026,15
ENSDARG00000110783,0
ENSDARG00000003380,1
ENSDARG00000012460,2
ENSDARG00000114574,0
ENSDARG00000114454,2
ENSDARG00000111840,0
ENSDARG00000069332,2
ENSDARG00000037116,44
ENSDARG00000080170,0
ENSDARG00000092411,0
ENSDARG00000075612,6
ENSDARG00000069329,0
ENSDARG00000010154,2
ENSDARG00000077009,2
ENSDARG00000078790,0
ENSDARG00000117566,0
ENSDARG00000117551,0
ENSDARG00000075225,0
ENSDARG00000112610,0
ENSDARG00000021255,0
ENSDARG00000095547,0
ENSDARG00000112690,0
ENSDARG00000031888,1
ENSDARG00000106245,0
ENSDARG00000075459,0
ENSDARG00000093728,0
ENSDARG00000095378,0
ENSDARG00000025017,0
ENSDARG00000060845,0
ENSDARG00000022410,29
ENSDARG00000007382,2
ENSDARG00000007808,4
ENSDARG00000074588,2
ENSDARG00000005423,35
ENSDARG00000013453,0
ENSDARG00000006497,174
ENSDARG00000054352,0
ENSDARG00000060785,6
ENSDARG00000003444,5
ENSDARG00000032155,8
ENSDARG00000108911,0
ENSDARG00000025187,1
ENSDARG00000039304,3
ENSDARG00000004695,0
ENSDARG00000002077,2
ENSDARG00000069278,2
ENSDARG00000054312,1
ENSDARG00000106504,0
ENSDARG00000018382,0
ENSDARG00000006181,0
ENSDARG00000089795,8
ENSDARG00000010934,0
ENSDARG00000017696,6
ENSDARG00000117720,0
ENSDARG00000117212,0
ENSDARG00000014091,2
ENSDARG00000109265,0
ENSDARG00000018153,4
ENSDARG00000039299,3
ENSDARG00000006891,0
ENSDARG00000069269,1
ENSDARG00000069265,6
ENSDARG00000077614,6
ENSDARG00000076903,0
ENSDARG00000012563,1
ENSDARG00000054253,0
ENSDARG00000100616,0
ENSDARG00000054251,4
ENSDARG00000017500,10
ENSDARG00000114765,0
ENSDARG00000078140,2
ENSDARG00000107234,0
ENSDARG00000027285,0
ENSDARG00000039266,5
ENSDARG00000039269,17
ENSDARG00000039270,3
ENSDARG00000018069,3
ENSDARG00000040131,1
ENSDARG00000060656,6
ENSDARG00000012789,0
ENSDARG00000095067,0
ENSDARG00000039273,0
ENSDARG00000078381,8
ENSDARG00000039279,2
ENSDARG00000008947,42
ENSDARG00000025549,11
ENSDARG00000002403,10
ENSDARG00000093597,1
ENSDARG00000093456,61
ENSDARG00000018956,5
ENSDARG00000011222,1
ENSDARG00000092483,0
ENSDARG00000053744,1
ENSDARG00000078333,2
ENSDARG00000076139,0
ENSDARG00000069199,0
ENSDARG00000017835,3
ENSDARG00000076440,7
ENSDARG00000067661,0
ENSDARG00000109055,0
ENSDARG00000014246,0
ENSDARG00000012972,105
ENSDARG00000013763,38
ENSDARG00000020442,7
ENSDARG00000116199,0
ENSDARG00000016656,1
ENSDARG00000077481,2
ENSDARG00000075561,1
ENSDARG00000069192,6
ENSDARG00000007795,75
ENSDARG00000104106,1
ENSDARG00000103298,0
ENSDARG00000104943,0
ENSDARG00000032601,6
ENSDARG00000076895,21
ENSDARG00000082587,0
ENSDARG00000080018,0
ENSDARG00000081518,0
ENSDARG00000085188,0
ENSDARG00000060580,4
ENSDARG00000092107,0
ENSDARG00000020541,11
ENSDARG00000030743,1
ENSDARG00000083060,0
ENSDARG00000083816,0
ENSDARG00000087517,1
ENSDARG00000095016,0
ENSDARG00000093145,0
ENSDARG00000013168,8
ENSDARG00000108942,0
ENSDARG00000039069,0
ENSDARG00000016139,0
ENSDARG00000092946,0
ENSDARG00000039067,0
ENSDARG00000010823,1
ENSDARG00000053386,0
ENSDARG00000101781,0
ENSDARG00000060410,2
ENSDARG00000087911,8
ENSDARG00000098526,5
ENSDARG00000086309,9
ENSDARG00000069044,6
ENSDARG00000104835,6
ENSDARG00000017254,0
ENSDARG00000005454,5
ENSDARG00000006003,8
ENSDARG00000030630,0
ENSDARG00000077845,0
ENSDARG00000106837,0
ENSDARG00000002509,0
ENSDARG00000079155,1
ENSDARG00000060340,1
ENSDARG00000039150,53
ENSDARG00000011819,5
ENSDARG00000034734,6
ENSDARG00000074363,3
ENSDARG00000013491,0
ENSDARG00000004931,5
ENSDARG00000039136,8
ENSDARG00000007219,15
ENSDARG00000107923,0
ENSDARG00000060320,6
ENSDARG00000078185,2
ENSDARG00000029818,33
ENSDARG00000116341,0
ENSDARG00000028321,0
ENSDARG00000077850,19
ENSDARG00000028327,17
ENSDARG00000103360,0
ENSDARG00000020311,10
ENSDARG00000039130,1
ENSDARG00000092896,0
ENSDARG00000092721,0
ENSDARG00000060506,4
ENSDARG00000060500,3
ENSDARG00000012072,7
ENSDARG00000017329,0
ENSDARG00000039125,1
ENSDARG00000060481,10
ENSDARG00000006196,8
ENSDARG00000060298,1
ENSDARG00000002197,10
ENSDARG00000039123,2
ENSDARG00000019487,1
ENSDARG00000002332,6
ENSDARG00000034181,1
ENSDARG00000053484,16
ENSDARG00000093940,1
ENSDARG00000113463,0
ENSDARG00000093000,0
ENSDARG00000092369,0
ENSDARG00000093025,0
ENSDARG00000095514,0
ENSDARG00000027472,0
ENSDARG00000069117,0
ENSDARG00000069118,17
ENSDARG00000077265,0
ENSDARG00000060534,1
ENSDARG00000092456,1
ENSDARG00000030761,0
ENSDARG00000003827,3
ENSDARG00000017489,2
ENSDARG00000074217,0
ENSDARG00000039243,0
ENSDARG00000078389,1
ENSDARG00000092725,0
ENSDARG00000074754,1
ENSDARG00000075151,1
ENSDARG00000092895,10
ENSDARG00000034768,28
ENSDARG00000106165,0
ENSDARG00000079519,0
ENSDARG00000106564,0
ENSDARG00000084127,0
ENSDARG00000092591,0
ENSDARG00000039234,0
ENSDARG00000091950,0
ENSDARG00000059832,5
ENSDARG00000104223,1
ENSDARG00000109601,0
ENSDARG00000096073,0
ENSDARG00000106025,0
ENSDARG00000076163,8
ENSDARG00000031483,58
ENSDARG00000059843,5
ENSDARG00000078741,5
ENSDARG00000083238,0
ENSDARG00000079055,0
ENSDARG00000092550,1
ENSDARG00000075970,0
ENSDARG00000059850,1
ENSDARG00000011724,1
ENSDARG00000074415,6
ENSDARG00000100403,0
ENSDARG00000039041,7
ENSDARG00000110134,0
ENSDARG00000105099,0
ENSDARG00000102517,0
ENSDARG00000025089,2
ENSDARG00000039082,5
ENSDARG00000014101,10
ENSDARG00000052994,20
ENSDARG00000104873,0
ENSDARG00000069327,0
ENSDARG00000039095,2
ENSDARG00000039093,55
ENSDARG00000078087,2
ENSDARG00000078163,0
ENSDARG00000026170,4
ENSDARG00000039064,16
ENSDARG00000002722,0
ENSDARG00000039062,3
ENSDARG00000092014,0
ENSDARG00000006350,0
ENSDARG00000020656,0
ENSDARG00000014103,1
ENSDARG00000101911,0
ENSDARG00000098257,2
ENSDARG00000106810,0
ENSDARG00000111706,0
ENSDARG00000109618,1
ENSDARG00000116909,0
ENSDARG00000076699,0
ENSDARG00000079516,14
ENSDARG00000077469,2
ENSDARG00000075143,1
ENSDARG00000068934,2
ENSDARG00000106898,0
ENSDARG00000078761,2
ENSDARG00000052783,12
ENSDARG00000052775,0
ENSDARG00000009160,4
ENSDARG00000075570,9
ENSDARG00000032552,1
ENSDARG00000060103,0
ENSDARG00000060089,2
ENSDARG00000093304,5
ENSDARG00000086114,0
ENSDARG00000068849,9
ENSDARG00000095276,0
ENSDARG00000025948,2
ENSDARG00000010400,5
ENSDARG00000068886,12
ENSDARG00000052702,8
ENSDARG00000091699,2
ENSDARG00000094454,2
ENSDARG00000109280,0
ENSDARG00000007561,0
ENSDARG00000102792,0
ENSDARG00000068784,2
ENSDARG00000101082,42
ENSDARG00000088157,0
ENSDARG00000103625,0
ENSDARG00000056986,3
ENSDARG00000060149,7
ENSDARG00000060168,1
ENSDARG00000027887,2
ENSDARG00000117415,0
ENSDARG00000098895,0
ENSDARG00000083654,0
ENSDARG00000102813,0
ENSDARG00000074376,0
ENSDARG00000114066,0
ENSDARG00000102188,0
ENSDARG00000052833,18
ENSDARG00000068983,0
ENSDARG00000068978,25
ENSDARG00000005010,0
ENSDARG00000093656,0
ENSDARG00000095283,1
ENSDARG00000095497,0
ENSDARG00000092327,0
ENSDARG00000079263,0
ENSDARG00000113496,0
ENSDARG00000016368,5
ENSDARG00000108349,0
ENSDARG00000074235,2
ENSDARG00000052856,211
ENSDARG00000052859,5
ENSDARG00000052826,5
ENSDARG00000103245,0
ENSDARG00000079524,1
ENSDARG00000004706,24
ENSDARG00000030440,26
ENSDARG00000033364,70
ENSDARG00000015757,11
ENSDARG00000002194,0
ENSDARG00000012741,8
ENSDARG00000039750,1
ENSDARG00000112419,3
ENSDARG00000069739,0
ENSDARG00000098440,0
ENSDARG00000117440,0
ENSDARG00000052610,0
ENSDARG00000052623,5
ENSDARG00000094135,2
ENSDARG00000039034,73
ENSDARG00000076019,0
ENSDARG00000052646,0
ENSDARG00000117795,0
ENSDARG00000106525,0
ENSDARG00000058115,19
ENSDARG00000108279,0
ENSDARG00000103813,0
ENSDARG00000104559,5
ENSDARG00000098286,0
ENSDARG00000101289,15
ENSDARG00000060005,2
ENSDARG00000039020,1
ENSDARG00000078247,6
ENSDARG00000075687,2
ENSDARG00000114943,0
ENSDARG00000116876,0
ENSDARG00000079144,0
ENSDARG00000020149,2
ENSDARG00000026081,0
ENSDARG00000074695,8
ENSDARG00000112581,0
ENSDARG00000089519,17
ENSDARG00000071168,0
ENSDARG00000090839,0
ENSDARG00000075165,5
ENSDARG00000032435,0
ENSDARG00000111058,0
ENSDARG00000107205,0
ENSDARG00000075331,25
ENSDARG00000074530,1
ENSDARG00000104433,0
ENSDARG00000103616,0
ENSDARG00000104541,7
ENSDARG00000102294,8
ENSDARG00000055574,0
ENSDARG00000099437,0
ENSDARG00000021853,0
ENSDARG00000100261,3
ENSDARG00000101069,0
ENSDARG00000114527,0
ENSDARG00000111443,0
ENSDARG00000021895,1
ENSDARG00000101850,0
ENSDARG00000115282,0
ENSDARG00000038996,0
ENSDARG00000004702,1
ENSDARG00000103163,14
ENSDARG00000117034,0
ENSDARG00000090656,4
ENSDARG00000023627,7
ENSDARG00000046133,1
ENSDARG00000111259,0
ENSDARG00000008575,1
ENSDARG00000068710,17
ENSDARG00000078448,0
ENSDARG00000052396,1
ENSDARG00000068729,0
ENSDARG00000026892,8
ENSDARG00000109262,0
ENSDARG00000021885,0
ENSDARG00000068064,9
ENSDARG00000086691,3
ENSDARG00000068738,6
ENSDARG00000059936,0
ENSDARG00000059917,0
ENSDARG00000117342,3
ENSDARG00000042722,0
ENSDARG00000094656,0
ENSDARG00000109912,0
ENSDARG00000099807,0
ENSDARG00000100483,0
ENSDARG00000099761,0
ENSDARG00000116483,0
ENSDARG00000117695,0
ENSDARG00000117471,0
ENSDARG00000104792,0
ENSDARG00000111967,0
ENSDARG00000098611,0
ENSDARG00000101663,0
ENSDARG00000110021,0
ENSDARG00000059891,0
ENSDARG00000117760,0
ENSDARG00000117598,0
ENSDARG00000117816,0
ENSDARG00000116405,0
ENSDARG00000021150,0
ENSDARG00000104735,1
ENSDARG00000101080,15
ENSDARG00000111701,0
ENSDARG00000108326,0
ENSDARG00000062568,5
ENSDARG00000102867,0
ENSDARG00000111743,0
ENSDARG00000103320,3
ENSDARG00000103983,2
ENSDARG00000102772,0
ENSDARG00000116511,0
ENSDARG00000100613,0
ENSDARG00000109481,0
ENSDARG00000109902,0
ENSDARG00000110066,0
ENSDARG00000114171,0
ENSDARG00000117319,2
ENSDARG00000110744,0
ENSDARG00000116118,0
ENSDARG00000035763,2
ENSDARG00000102111,0
ENSDARG00000098507,9
ENSDARG00000110269,0
ENSDARG00000021566,1
ENSDARG00000117001,0
ENSDARG00000104388,0
ENSDARG00000101180,3
ENSDARG00000100982,0
ENSDARG00000100879,0
ENSDARG00000101889,0
ENSDARG00000104217,1
ENSDARG00000091321,0
ENSDARG00000114022,2
ENSDARG00000037639,3
ENSDARG00000089505,3
ENSDARG00000037640,11
ENSDARG00000059150,3
ENSDARG00000117737,0
ENSDARG00000105285,11
ENSDARG00000045666,2
ENSDARG00000079065,0
ENSDARG00000103985,0
ENSDARG00000104869,0
