Identifier,TGSH-10ug/L-A
ENSDARG00000116732,0
ENSDARG00000100792,30
ENSDARG00000075043,21
ENSDARG00000115918,0
ENSDARG00000030703,2
ENSDARG00000017772,430
ENSDARG00000005578,11
ENSDARG00000024933,10
ENSDARG00000004427,41
ENSDARG00000015540,9
ENSDARG00000043587,11
ENSDARG00000030289,0
ENSDARG00000005544,13
ENSDARG00000008740,17
ENSDARG00000061629,20
ENSDARG00000100225,5
ENSDARG00000027497,1
ENSDARG00000043548,4
ENSDARG00000052438,66
ENSDARG00000052435,31
ENSDARG00000112693,0
ENSDARG00000002937,23
ENSDARG00000074915,0
ENSDARG00000069360,65
ENSDARG00000091683,19
ENSDARG00000086184,34
ENSDARG00000096566,0
ENSDARG00000074182,1
ENSDARG00000083979,0
ENSDARG00000039424,14
ENSDARG00000018891,16
ENSDARG00000025350,255
ENSDARG00000074378,9
ENSDARG00000096092,5
ENSDARG00000096044,0
ENSDARG00000036471,0
ENSDARG00000092443,1
ENSDARG00000043226,0
ENSDARG00000020001,3
ENSDARG00000113791,0
ENSDARG00000010442,21
ENSDARG00000096541,0
ENSDARG00000018190,30
ENSDARG00000079163,0
ENSDARG00000018107,0
ENSDARG00000059951,1
ENSDARG00000017193,0
ENSDARG00000059948,0
ENSDARG00000117216,8
ENSDARG00000095434,0
ENSDARG00000093494,22
ENSDARG00000076828,0
ENSDARG00000088234,0
ENSDARG00000093748,0
ENSDARG00000079345,0
ENSDARG00000059908,54
ENSDARG00000036415,1
ENSDARG00000052386,4
ENSDARG00000005525,12
ENSDARG00000095518,0
ENSDARG00000093003,4
ENSDARG00000003054,0
ENSDARG00000074635,98
ENSDARG00000015946,0
ENSDARG00000027143,3
ENSDARG00000004634,1
ENSDARG00000115887,0
ENSDARG00000111625,7
ENSDARG00000017423,29
ENSDARG00000052348,23
ENSDARG00000075201,0
ENSDARG00000113238,0
ENSDARG00000052361,12
ENSDARG00000020494,11
ENSDARG00000024827,0
ENSDARG00000059900,7
ENSDARG00000095991,1
ENSDARG00000023151,798
ENSDARG00000114755,0
ENSDARG00000101669,24
ENSDARG00000052375,0
ENSDARG00000052376,2
ENSDARG00000031203,5
ENSDARG00000095360,0
ENSDARG00000102252,1
ENSDARG00000078041,1
ENSDARG00000089742,1
ENSDARG00000013475,153
ENSDARG00000079973,2
ENSDARG00000087205,1
ENSDARG00000112004,0
ENSDARG00000074771,7
ENSDARG00000008490,24
ENSDARG00000012341,4
ENSDARG00000025808,2
ENSDARG00000010078,4
ENSDARG00000036371,266
ENSDARG00000025325,6
ENSDARG00000005626,0
ENSDARG00000010791,21
ENSDARG00000100085,0
ENSDARG00000075870,0
ENSDARG00000098852,56
ENSDARG00000101825,0
ENSDARG00000077790,4
ENSDARG00000075904,1
ENSDARG00000116898,4
ENSDARG00000113296,0
ENSDARG00000042887,0
ENSDARG00000113474,0
ENSDARG00000117445,0
ENSDARG00000042881,3
ENSDARG00000083571,0
ENSDARG00000116122,0
ENSDARG00000103125,19
ENSDARG00000030417,2
ENSDARG00000111601,1
ENSDARG00000087290,0
ENSDARG00000028899,1
ENSDARG00000079980,5
ENSDARG00000078138,1
ENSDARG00000073912,0
ENSDARG00000075141,0
ENSDARG00000077721,38
ENSDARG00000059841,8
ENSDARG00000014068,46
ENSDARG00000075599,0
ENSDARG00000033666,1
ENSDARG00000096214,0
ENSDARG00000091320,7
ENSDARG00000094782,1
ENSDARG00000069264,8
ENSDARG00000059835,16
ENSDARG00000036295,64
ENSDARG00000059826,19
ENSDARG00000089243,9
ENSDARG00000026489,48
ENSDARG00000005690,11
ENSDARG00000028276,0
ENSDARG00000102960,5
ENSDARG00000059816,30
ENSDARG00000091592,5
ENSDARG00000059060,6
ENSDARG00000069249,0
ENSDARG00000093412,2
ENSDARG00000052263,0
ENSDARG00000109870,0
ENSDARG00000031952,184
ENSDARG00000024681,9
ENSDARG00000019765,25
ENSDARG00000075754,5
ENSDARG00000036281,3
ENSDARG00000096514,0
ENSDARG00000068255,0
ENSDARG00000089765,0
ENSDARG00000096661,37
ENSDARG00000110697,0
ENSDARG00000096576,0
ENSDARG00000017984,5
ENSDARG00000096625,0
ENSDARG00000086166,0
ENSDARG00000087148,0
ENSDARG00000096579,0
ENSDARG00000096577,0
ENSDARG00000096622,0
ENSDARG00000096588,0
ENSDARG00000096649,0
ENSDARG00000086117,0
ENSDARG00000096644,0
ENSDARG00000041399,0
ENSDARG00000079050,0
ENSDARG00000095494,0
ENSDARG00000095297,0
ENSDARG00000075855,0
ENSDARG00000041394,6
ENSDARG00000025904,32
ENSDARG00000033789,202
ENSDARG00000011983,23
ENSDARG00000079062,1
ENSDARG00000016809,26
ENSDARG00000043713,6
ENSDARG00000077975,0
ENSDARG00000025547,0
ENSDARG00000076778,0
ENSDARG00000095127,0
ENSDARG00000092502,0
ENSDARG00000079903,0
ENSDARG00000094357,0
ENSDARG00000093198,0
ENSDARG00000043719,13
ENSDARG00000053462,0
ENSDARG00000012694,101
ENSDARG00000068182,3
ENSDARG00000078503,1
ENSDARG00000016301,94
ENSDARG00000087359,37
ENSDARG00000108328,0
ENSDARG00000052207,59
ENSDARG00000036272,0
ENSDARG00000080893,0
ENSDARG00000110619,0
ENSDARG00000025074,20
ENSDARG00000063108,1
ENSDARG00000074069,0
ENSDARG00000088906,1
ENSDARG00000112604,0
ENSDARG00000088775,0
ENSDARG00000115164,0
ENSDARG00000116928,1
ENSDARG00000093082,0
ENSDARG00000117345,0
ENSDARG00000117512,1
ENSDARG00000104258,1
ENSDARG00000104284,0
ENSDARG00000099508,0
ENSDARG00000109228,0
ENSDARG00000101532,0
ENSDARG00000096621,0
ENSDARG00000054655,0
ENSDARG00000096503,0
ENSDARG00000092322,0
ENSDARG00000096656,0
ENSDARG00000096543,0
ENSDARG00000034910,0
ENSDARG00000096507,0
ENSDARG00000043445,0
ENSDARG00000096585,0
ENSDARG00000096574,0
ENSDARG00000013203,2
ENSDARG00000096666,0
ENSDARG00000096619,0
ENSDARG00000094524,0
ENSDARG00000093845,0
ENSDARG00000096623,0
ENSDARG00000096607,0
ENSDARG00000096670,0
ENSDARG00000062309,0
ENSDARG00000096634,0
ENSDARG00000096549,0
ENSDARG00000096671,0
ENSDARG00000096606,0
ENSDARG00000112997,0
ENSDARG00000096523,0
ENSDARG00000116874,0
ENSDARG00000054649,1
ENSDARG00000086301,0
ENSDARG00000096509,0
ENSDARG00000096650,0
ENSDARG00000094157,0
ENSDARG00000096534,0
ENSDARG00000096570,0
ENSDARG00000069194,1
ENSDARG00000026383,3
ENSDARG00000004633,0
ENSDARG00000043431,2
ENSDARG00000007289,0
ENSDARG00000106312,0
ENSDARG00000057844,2
ENSDARG00000103951,6
ENSDARG00000089894,0
ENSDARG00000074334,0
ENSDARG00000105181,0
ENSDARG00000113965,0
ENSDARG00000088556,0
ENSDARG00000104859,0
ENSDARG00000074205,0
ENSDARG00000092358,27
ENSDARG00000078620,0
ENSDARG00000088019,0
ENSDARG00000092894,0
ENSDARG00000096615,0
ENSDARG00000052035,9
ENSDARG00000058270,12
ENSDARG00000052037,2
ENSDARG00000052039,51
ENSDARG00000078246,0
ENSDARG00000094346,0
ENSDARG00000093323,0
ENSDARG00000094433,0
ENSDARG00000091912,0
ENSDARG00000092604,0
ENSDARG00000092070,1
ENSDARG00000096412,0
ENSDARG00000093177,0
ENSDARG00000092984,0
ENSDARG00000092350,0
ENSDARG00000094608,0
ENSDARG00000093975,0
ENSDARG00000087054,0
ENSDARG00000094344,0
ENSDARG00000095578,0
ENSDARG00000092294,0
ENSDARG00000094297,0
ENSDARG00000094246,0
ENSDARG00000092941,0
ENSDARG00000075055,0
ENSDARG00000095719,0
ENSDARG00000092500,0
ENSDARG00000038352,0
ENSDARG00000098576,0
ENSDARG00000103829,0
ENSDARG00000091254,0
ENSDARG00000075541,0
ENSDARG00000095773,0
ENSDARG00000103330,0
ENSDARG00000104415,0
ENSDARG00000098706,0
ENSDARG00000104626,0
ENSDARG00000099421,0
ENSDARG00000103888,0
ENSDARG00000103058,0
ENSDARG00000104949,8
ENSDARG00000089904,9
ENSDARG00000104083,0
ENSDARG00000093157,13
ENSDARG00000104904,10
ENSDARG00000096528,11
ENSDARG00000104807,11
ENSDARG00000105176,0
ENSDARG00000104783,0
ENSDARG00000112943,0
ENSDARG00000105295,6
ENSDARG00000112310,0
ENSDARG00000111704,0
ENSDARG00000017255,8
ENSDARG00000103054,0
ENSDARG00000113332,0
ENSDARG00000111491,0
ENSDARG00000116066,0
ENSDARG00000038682,0
ENSDARG00000100788,0
ENSDARG00000086539,0
ENSDARG00000112526,0
ENSDARG00000104392,0
ENSDARG00000100264,17
ENSDARG00000099619,3
ENSDARG00000099301,5
ENSDARG00000103099,3
ENSDARG00000101915,63
ENSDARG00000110574,0
ENSDARG00000090557,9
ENSDARG00000089667,2
ENSDARG00000088745,7
ENSDARG00000038683,0
ENSDARG00000090783,5
ENSDARG00000038681,0
ENSDARG00000095746,0
ENSDARG00000094845,0
ENSDARG00000115195,0
ENSDARG00000109399,0
ENSDARG00000093877,1
ENSDARG00000112066,0
ENSDARG00000092806,1
ENSDARG00000096586,1
ENSDARG00000094408,2
ENSDARG00000096651,19
ENSDARG00000089879,0
ENSDARG00000069046,0
ENSDARG00000091359,0
ENSDARG00000042561,0
ENSDARG00000099635,67
ENSDARG00000099741,3
ENSDARG00000102825,3
ENSDARG00000098567,39
ENSDARG00000101816,17
ENSDARG00000105060,7
ENSDARG00000101291,11
ENSDARG00000102634,12
ENSDARG00000102091,0
ENSDARG00000103295,172
ENSDARG00000100739,0
ENSDARG00000117484,4
ENSDARG00000100190,0
ENSDARG00000099024,0
ENSDARG00000099538,1
ENSDARG00000098620,0
ENSDARG00000117258,5
ENSDARG00000117555,2
ENSDARG00000117457,1
ENSDARG00000117815,1
ENSDARG00000117636,1
ENSDARG00000093583,0
ENSDARG00000105092,0
ENSDARG00000099880,0
ENSDARG00000102872,0
ENSDARG00000098899,1
ENSDARG00000101364,0
ENSDARG00000100145,6
ENSDARG00000063518,7
ENSDARG00000040045,13
ENSDARG00000100159,0
ENSDARG00000100031,12
ENSDARG00000038667,3
ENSDARG00000008333,0
ENSDARG00000038666,13
ENSDARG00000088634,0
ENSDARG00000015482,10
ENSDARG00000101562,8
ENSDARG00000099331,10
ENSDARG00000101134,1
ENSDARG00000038271,0
ENSDARG00000077839,0
ENSDARG00000110206,0
ENSDARG00000078694,9
ENSDARG00000040683,22
ENSDARG00000097928,0
ENSDARG00000089940,3
ENSDARG00000074146,4
ENSDARG00000097884,0
ENSDARG00000097244,5
ENSDARG00000097762,1
ENSDARG00000097118,51
ENSDARG00000087516,0
ENSDARG00000076995,6
ENSDARG00000087839,0
ENSDARG00000097391,3
ENSDARG00000005218,3
ENSDARG00000091260,9
ENSDARG00000116573,0
ENSDARG00000091481,13
ENSDARG00000039852,1
ENSDARG00000017195,5
ENSDARG00000030896,0
ENSDARG00000098888,0
ENSDARG00000006560,0
ENSDARG00000039850,5
ENSDARG00000006677,0
ENSDARG00000098661,0
ENSDARG00000008906,5
ENSDARG00000022615,3
ENSDARG00000094367,0
ENSDARG00000097519,0
ENSDARG00000095614,1
ENSDARG00000076509,42
ENSDARG00000045137,0
ENSDARG00000053746,0
ENSDARG00000089705,2
ENSDARG00000116769,0
ENSDARG00000002970,44
ENSDARG00000007480,156
ENSDARG00000074571,0
ENSDARG00000077288,1
ENSDARG00000039517,15
ENSDARG00000039516,13
ENSDARG00000003290,1
ENSDARG00000103465,0
ENSDARG00000059125,26
ENSDARG00000111712,0
ENSDARG00000075899,15
ENSDARG00000103432,4
ENSDARG00000077130,8
ENSDARG00000078363,1
ENSDARG00000039521,8
ENSDARG00000039522,32
ENSDARG00000078856,5
ENSDARG00000022309,34
ENSDARG00000022303,24
ENSDARG00000095840,0
ENSDARG00000063451,1
ENSDARG00000069423,2
ENSDARG00000020957,0
ENSDARG00000082599,0
ENSDARG00000042245,575
ENSDARG00000103704,0
ENSDARG00000062377,0
ENSDARG00000114019,1
ENSDARG00000087421,31
ENSDARG00000023713,60
ENSDARG00000091027,0
ENSDARG00000088246,13
ENSDARG00000025889,14
ENSDARG00000058993,10
ENSDARG00000074995,3
ENSDARG00000099937,0
ENSDARG00000101799,0
ENSDARG00000103038,19
ENSDARG00000075339,0
ENSDARG00000030340,60
ENSDARG00000004525,13
ENSDARG00000009484,60
ENSDARG00000058822,0
ENSDARG00000106350,0
ENSDARG00000098593,0
ENSDARG00000063437,5
ENSDARG00000063445,6
ENSDARG00000058995,3
ENSDARG00000096972,2
ENSDARG00000063446,9
ENSDARG00000086314,0
ENSDARG00000053068,10
ENSDARG00000097556,0
ENSDARG00000097559,0
ENSDARG00000073896,1
ENSDARG00000076223,119
ENSDARG00000079730,0
ENSDARG00000019541,47
ENSDARG00000036483,0
ENSDARG00000063375,12
ENSDARG00000058876,2
ENSDARG00000013847,25
ENSDARG00000017180,21
ENSDARG00000025168,0
ENSDARG00000114182,0
ENSDARG00000098344,18
ENSDARG00000104401,5
ENSDARG00000102184,35
ENSDARG00000104548,0
ENSDARG00000103352,0
ENSDARG00000103589,9
ENSDARG00000099604,0
ENSDARG00000099395,4
ENSDARG00000099015,1
ENSDARG00000099677,8
ENSDARG00000100086,1
ENSDARG00000105103,0
ENSDARG00000103674,0
ENSDARG00000104409,5
ENSDARG00000100687,0
ENSDARG00000101322,1
ENSDARG00000104726,19
ENSDARG00000102216,21
ENSDARG00000101766,1526
ENSDARG00000045297,3
ENSDARG00000074403,0
ENSDARG00000019278,0
ENSDARG00000011884,2
ENSDARG00000055498,7
ENSDARG00000078598,0
ENSDARG00000070284,12
ENSDARG00000018272,29
ENSDARG00000059695,1
ENSDARG00000038258,16
ENSDARG00000093079,0
ENSDARG00000012610,63
ENSDARG00000016081,26
ENSDARG00000075181,1
ENSDARG00000039310,5
ENSDARG00000077690,13
ENSDARG00000027957,19
ENSDARG00000003382,48
ENSDARG00000014190,6
ENSDARG00000097241,1
ENSDARG00000093357,4
ENSDARG00000027986,10
ENSDARG00000001447,13
ENSDARG00000097093,0
ENSDARG00000033259,18
ENSDARG00000056478,4
ENSDARG00000096809,6
ENSDARG00000075980,3
ENSDARG00000034940,0
ENSDARG00000012194,166
ENSDARG00000063341,22
ENSDARG00000022213,9
ENSDARG00000037061,9
ENSDARG00000037056,0
ENSDARG00000058734,29
ENSDARG00000022810,11
ENSDARG00000076996,0
ENSDARG00000096791,1
ENSDARG00000078329,0
ENSDARG00000039830,34
ENSDARG00000039828,1
ENSDARG00000063223,1
ENSDARG00000063218,27
ENSDARG00000001771,0
ENSDARG00000058719,7
ENSDARG00000111883,0
ENSDARG00000017653,1
ENSDARG00000089077,0
ENSDARG00000036106,4
ENSDARG00000075352,3
ENSDARG00000115680,0
ENSDARG00000096763,0
ENSDARG00000017860,3
ENSDARG00000058701,14
ENSDARG00000096713,8
ENSDARG00000058695,3
ENSDARG00000029671,49
ENSDARG00000013858,2
ENSDARG00000091894,0
ENSDARG00000078201,0
ENSDARG00000063191,4
ENSDARG00000004167,4
ENSDARG00000063182,42
ENSDARG00000093342,6
ENSDARG00000078299,0
ENSDARG00000069342,22
ENSDARG00000093159,0
ENSDARG00000095549,0
ENSDARG00000090623,4
ENSDARG00000083428,0
ENSDARG00000114760,43
ENSDARG00000117612,0
ENSDARG00000104290,2
ENSDARG00000112870,0
ENSDARG00000114516,189
ENSDARG00000100981,12
ENSDARG00000099642,8
ENSDARG00000016477,45
ENSDARG00000082639,0
ENSDARG00000083056,0
ENSDARG00000083986,1
ENSDARG00000083699,2
ENSDARG00000080523,0
ENSDARG00000004396,3
ENSDARG00000008966,15
ENSDARG00000006568,0
ENSDARG00000063129,0
ENSDARG00000076959,3
ENSDARG00000031548,40
ENSDARG00000008450,1
ENSDARG00000039272,4
ENSDARG00000075007,19
ENSDARG00000107448,0
ENSDARG00000012816,1
ENSDARG00000091887,3
ENSDARG00000058638,15
ENSDARG00000091266,0
ENSDARG00000092893,1
ENSDARG00000079075,0
ENSDARG00000029248,52
ENSDARG00000020596,8
ENSDARG00000016163,18
ENSDARG00000077581,16
ENSDARG00000012555,7
ENSDARG00000024479,0
ENSDARG00000039220,0
ENSDARG00000058473,10
ENSDARG00000082391,0
ENSDARG00000018562,36
ENSDARG00000038977,0
ENSDARG00000115192,0
ENSDARG00000038978,8
ENSDARG00000009488,9
ENSDARG00000038980,15
ENSDARG00000067814,0
ENSDARG00000038981,19
ENSDARG00000058354,60
ENSDARG00000102166,0
ENSDARG00000015707,18
ENSDARG00000092780,4
ENSDARG00000080840,0
ENSDARG00000080499,0
ENSDARG00000011233,0
ENSDARG00000002790,176
ENSDARG00000013613,21
ENSDARG00000097535,0
ENSDARG00000097892,14
ENSDARG00000062991,13
ENSDARG00000108522,0
ENSDARG00000058410,0
ENSDARG00000069280,9
ENSDARG00000029292,14
ENSDARG00000111651,0
ENSDARG00000030108,4
ENSDARG00000115266,6
ENSDARG00000020981,1
ENSDARG00000063018,6
ENSDARG00000019924,37
ENSDARG00000069295,4
ENSDARG00000069294,0
ENSDARG00000069293,7
ENSDARG00000012682,232
ENSDARG00000021324,2
ENSDARG00000009922,10
ENSDARG00000084853,0
ENSDARG00000043581,8
ENSDARG00000003375,5
ENSDARG00000009534,40
ENSDARG00000094480,0
ENSDARG00000058348,7
ENSDARG00000078822,6
ENSDARG00000098557,0
ENSDARG00000005590,6
ENSDARG00000062955,7
ENSDARG00000020197,1333
ENSDARG00000077666,1
ENSDARG00000020746,1
ENSDARG00000038397,3
ENSDARG00000058267,3
ENSDARG00000023584,3
ENSDARG00000062919,2
ENSDARG00000075866,0
ENSDARG00000085728,0
ENSDARG00000062916,25
ENSDARG00000058237,4
ENSDARG00000083895,0
ENSDARG00000058229,5
ENSDARG00000058218,1
ENSDARG00000097415,0
ENSDARG00000016074,16
ENSDARG00000038222,6
ENSDARG00000002330,11
ENSDARG00000017398,1
ENSDARG00000084912,0
ENSDARG00000095190,0
ENSDARG00000094331,0
ENSDARG00000016233,11
ENSDARG00000004869,12
ENSDARG00000058114,4
ENSDARG00000097447,0
ENSDARG00000039203,15
ENSDARG00000003909,0
ENSDARG00000039196,5
ENSDARG00000093083,0
ENSDARG00000018809,33
ENSDARG00000089225,14
ENSDARG00000020201,27
ENSDARG00000087979,3
ENSDARG00000075812,0
ENSDARG00000079665,17
ENSDARG00000106186,0
ENSDARG00000011683,9
ENSDARG00000075673,29
ENSDARG00000024744,22
ENSDARG00000097553,26
ENSDARG00000117820,0
ENSDARG00000075560,116
ENSDARG00000114675,2
ENSDARG00000001933,0
ENSDARG00000108294,0
ENSDARG00000089109,44
ENSDARG00000012021,14
ENSDARG00000069175,38
ENSDARG00000095837,0
ENSDARG00000003944,0
ENSDARG00000058090,3
ENSDARG00000110105,0
ENSDARG00000054980,37
ENSDARG00000054984,10
ENSDARG00000095477,0
ENSDARG00000109226,0
ENSDARG00000099519,26
ENSDARG00000098037,0
ENSDARG00000097054,0
ENSDARG00000097095,0
ENSDARG00000103545,4
ENSDARG00000101215,8
ENSDARG00000099630,11
ENSDARG00000074233,1
ENSDARG00000092066,3
ENSDARG00000115547,4
ENSDARG00000115186,0
ENSDARG00000113972,0
ENSDARG00000082734,4
ENSDARG00000111709,0
ENSDARG00000080774,0
ENSDARG00000081431,0
ENSDARG00000085174,0
ENSDARG00000095038,0
ENSDARG00000092949,2
ENSDARG00000097463,0
ENSDARG00000092159,0
ENSDARG00000095776,0
ENSDARG00000057769,0
ENSDARG00000110384,0
ENSDARG00000028131,7
ENSDARG00000057743,2
ENSDARG00000029856,6
ENSDARG00000005673,3
ENSDARG00000092084,0
ENSDARG00000002947,5
ENSDARG00000017748,14
ENSDARG00000112456,0
ENSDARG00000062661,8
ENSDARG00000039979,0
ENSDARG00000039174,0
ENSDARG00000009014,114
ENSDARG00000099759,0
ENSDARG00000013856,401
ENSDARG00000073713,9
ENSDARG00000093060,0
ENSDARG00000114666,0
ENSDARG00000075962,2
ENSDARG00000087277,53
ENSDARG00000010956,10
ENSDARG00000012914,64
ENSDARG00000095819,1
ENSDARG00000079625,2
ENSDARG00000012325,3
ENSDARG00000019526,6
ENSDARG00000039152,0
ENSDARG00000079364,0
ENSDARG00000094988,0
ENSDARG00000094962,0
ENSDARG00000020602,83
ENSDARG00000015790,71
ENSDARG00000092225,2
ENSDARG00000091652,12
ENSDARG00000106039,0
ENSDARG00000062864,8
ENSDARG00000009740,44
ENSDARG00000009436,18
ENSDARG00000016771,840
ENSDARG00000006200,115
ENSDARG00000084411,0
ENSDARG00000080942,0
ENSDARG00000077022,1
ENSDARG00000062427,2
ENSDARG00000084026,0
ENSDARG00000079158,0
ENSDARG00000020289,1
ENSDARG00000079907,0
ENSDARG00000093714,0
ENSDARG00000015252,6
ENSDARG00000019103,17
ENSDARG00000104683,2
ENSDARG00000104972,0
ENSDARG00000052319,0
ENSDARG00000052296,0
ENSDARG00000100970,0
ENSDARG00000026569,0
ENSDARG00000005754,120
ENSDARG00000085605,0
ENSDARG00000094091,0
ENSDARG00000113243,0
ENSDARG00000099780,0
ENSDARG00000109031,0
ENSDARG00000100494,74
ENSDARG00000099776,497
ENSDARG00000104930,6
ENSDARG00000111227,0
ENSDARG00000101899,0
ENSDARG00000102520,1
ENSDARG00000099960,3
ENSDARG00000100741,9
ENSDARG00000099445,18
ENSDARG00000098575,0
ENSDARG00000101903,28
ENSDARG00000102223,0
ENSDARG00000057253,0
ENSDARG00000093610,0
ENSDARG00000057265,0
ENSDARG00000112780,0
ENSDARG00000092075,0
ENSDARG00000115412,0
ENSDARG00000095391,0
ENSDARG00000077665,0
ENSDARG00000097586,0
ENSDARG00000069033,0
ENSDARG00000115702,0
ENSDARG00000095093,1
ENSDARG00000116716,0
ENSDARG00000095066,0
ENSDARG00000093408,0
ENSDARG00000111383,0
ENSDARG00000057284,0
ENSDARG00000110526,0
ENSDARG00000015901,20
ENSDARG00000010267,77
ENSDARG00000082222,0
ENSDARG00000101927,0
ENSDARG00000057209,2
ENSDARG00000079671,7
ENSDARG00000001913,10
ENSDARG00000097187,9
ENSDARG00000076183,0
ENSDARG00000103811,41
ENSDARG00000060622,9
ENSDARG00000075487,2
ENSDARG00000021480,2
ENSDARG00000092679,0
ENSDARG00000076330,4
ENSDARG00000092078,1
ENSDARG00000005593,5
ENSDARG00000080487,0
ENSDARG00000110856,0
ENSDARG00000010482,1
ENSDARG00000103004,19
ENSDARG00000042671,6
ENSDARG00000011886,23
ENSDARG00000004539,3
ENSDARG00000024546,0
ENSDARG00000039142,47
ENSDARG00000078352,52
ENSDARG00000042656,0
ENSDARG00000042652,19
ENSDARG00000016399,21
ENSDARG00000021200,6
ENSDARG00000063544,2
ENSDARG00000013076,8
ENSDARG00000001940,31
ENSDARG00000091879,0
ENSDARG00000094378,0
ENSDARG00000028878,0
ENSDARG00000057751,1
ENSDARG00000097822,0
ENSDARG00000039052,4
ENSDARG00000039051,166
ENSDARG00000062116,8
ENSDARG00000086601,0
ENSDARG00000034080,17
ENSDARG00000062272,31
ENSDARG00000024759,0
ENSDARG00000078986,7
ENSDARG00000016253,24
ENSDARG00000057184,4
ENSDARG00000062251,0
ENSDARG00000075211,97
ENSDARG00000020261,189
ENSDARG00000039098,7
ENSDARG00000117728,0
ENSDARG00000032317,88
ENSDARG00000069018,22
ENSDARG00000088073,18
ENSDARG00000099664,60
ENSDARG00000099478,13
ENSDARG00000110020,3
ENSDARG00000101983,2
ENSDARG00000098807,0
ENSDARG00000103578,24
ENSDARG00000103370,10
ENSDARG00000101361,33
ENSDARG00000104288,0
ENSDARG00000111969,0
ENSDARG00000103087,0
ENSDARG00000027590,51
ENSDARG00000039022,27
ENSDARG00000008807,0
ENSDARG00000077323,16
ENSDARG00000029848,3
ENSDARG00000018478,169
ENSDARG00000062024,42
ENSDARG00000093112,0
ENSDARG00000031343,97
ENSDARG00000056784,0
ENSDARG00000061948,11
ENSDARG00000077201,13
ENSDARG00000106775,0
ENSDARG00000079352,4
ENSDARG00000031709,5
ENSDARG00000093442,1
ENSDARG00000079229,7
ENSDARG00000011373,8
ENSDARG00000005458,36
ENSDARG00000061908,7
ENSDARG00000097593,1
ENSDARG00000093680,0
ENSDARG00000098052,1
ENSDARG00000033971,17
ENSDARG00000006862,21
ENSDARG00000102869,0
ENSDARG00000023053,3
ENSDARG00000010381,47
ENSDARG00000013946,10
ENSDARG00000109615,0
ENSDARG00000113501,0
ENSDARG00000111218,0
ENSDARG00000111600,0
ENSDARG00000112109,0
ENSDARG00000113007,0
ENSDARG00000110969,0
ENSDARG00000111054,0
ENSDARG00000116868,0
ENSDARG00000112742,0
ENSDARG00000112714,0
ENSDARG00000109911,0
ENSDARG00000106841,0
ENSDARG00000113029,0
ENSDARG00000017605,2
ENSDARG00000038985,4
ENSDARG00000034189,67
ENSDARG00000109479,0
ENSDARG00000056551,1
ENSDARG00000030722,17
ENSDARG00000092427,0
ENSDARG00000031426,9
ENSDARG00000003068,12
ENSDARG00000038979,1
ENSDARG00000017494,3
ENSDARG00000061848,14
ENSDARG00000094315,0
ENSDARG00000073756,19
ENSDARG00000093197,0
ENSDARG00000029881,0
ENSDARG00000068745,166
ENSDARG00000079564,104
ENSDARG00000097306,0
ENSDARG00000083623,0
ENSDARG00000079782,27
ENSDARG00000056464,3
ENSDARG00000056475,37
ENSDARG00000092954,62
ENSDARG00000076265,0
ENSDARG00000093462,0
ENSDARG00000038955,0
ENSDARG00000076972,6
ENSDARG00000003607,23
ENSDARG00000061797,5
ENSDARG00000061800,0
ENSDARG00000091306,15
ENSDARG00000093243,0
ENSDARG00000035862,1
ENSDARG00000035861,12
ENSDARG00000111732,0
ENSDARG00000035860,1327
ENSDARG00000035859,67
ENSDARG00000035858,34
ENSDARG00000105102,12
ENSDARG00000076068,16
ENSDARG00000061725,1
ENSDARG00000018060,93
ENSDARG00000056378,27
ENSDARG00000056367,4
ENSDARG00000013221,6
ENSDARG00000056347,13
ENSDARG00000094684,0
ENSDARG00000112172,0
ENSDARG00000092491,0
ENSDARG00000097081,0
ENSDARG00000018616,0
ENSDARG00000011934,112
ENSDARG00000026053,5
ENSDARG00000074262,22
ENSDARG00000056262,16
ENSDARG00000061205,27
ENSDARG00000038910,27
ENSDARG00000038909,6
ENSDARG00000097709,0
ENSDARG00000020427,0
ENSDARG00000115638,0
ENSDARG00000094083,0
ENSDARG00000077722,26
ENSDARG00000078179,28
ENSDARG00000056230,0
ENSDARG00000056228,6
ENSDARG00000056218,23
ENSDARG00000094803,2
ENSDARG00000056196,55
ENSDARG00000056186,216
ENSDARG00000092287,0
ENSDARG00000010816,18
ENSDARG00000020031,19
ENSDARG00000094611,0
ENSDARG00000094683,0
ENSDARG00000005364,0
ENSDARG00000114644,0
ENSDARG00000010144,22
ENSDARG00000007818,63
ENSDARG00000097439,0
ENSDARG00000019362,41
ENSDARG00000031372,5
ENSDARG00000092348,0
ENSDARG00000068587,8
ENSDARG00000038900,123
