.id,GO.Pathway.Gene.Set.Gene.ID,GO.Level,GO.Pathway.Gene.Set.Gene.Name,All.Genes..Expression.Data.,Genes.That.Passed.All.Filters,Fisher.s.Exact.Two.Tail,Percentage,BMD.Mean,BMD.Median,BMD.List,logBMD,rank,Note,Discussion?
Fadrozole,GO:0046427,8,positive regulation of receptor signaling pathway via JAK-STAT,6,3,0.03556,21.43,0.238435666666667,0.283897,0.294195;0.137215;0.283897,-0.546839196732084,308,Second Mode,
Fadrozole,GO:1904894,7,positive regulation of receptor signaling pathway via STAT,6,3,0.03556,21.43,0.238435666666667,0.283897,0.294195;0.137215;0.283897,-0.546839196732084,308,Second Mode,
Fadrozole,GO:0006355,7,"regulation of transcription, DNA-templated",1895,90,0.010821,4.19,0.250260651244444,0.28499,0.484835;0.386953;0.432923;0.17173;0.0801837;0.0663279;0.36415;0.405465;0.0627275;0.29402;0.0856519;0.362756;0.766984;0.0661089;0.114094;0.313521;0.0607781;0.355735;0.401714;0.307867;0.0854008;0.11782;0.423855;0.423879;0.219658;0.411456;0.0772087;0.0624917;0.396053;0.0970221;0.438885;0.30847;0.102206;0.438379;0.0898014;0.115179;0.345857;0.302328;9.69112E-4;0.29073;0.30008;0.0936792;0.055438;0.0314188;0.068818;0.296863;0.444512;0.0488844;0.351521;0.126578;0.0964556;0.318932;0.341717;0.522728;0.456456;0.600935;0.0803752;0.339639;0.0274472;0.272441;0.109148;0.0787322;0.448741;0.27925;0.0337846;0.269496;0.345237;0.0627558;0.0851101;0.058599;0.0487301;0.0667426;0.524039;0.0488211;0.509578;0.51521;0.0267716;0.0599044;0.37741;0.388319;0.295419;0.564084;0.122085;0.271168;0.355418;0.0671394;0.545988;0.0721375;0.350576;0.335972,-0.54517037866171,311,Second Mode,
Fadrozole,GO:1903506,8,regulation of nucleic acid-templated transcription,1896,90,0.010823,4.19,0.250260651244444,0.28499,0.484835;0.386953;0.432923;0.17173;0.0801837;0.0663279;0.36415;0.405465;0.0627275;0.29402;0.0856519;0.362756;0.766984;0.0661089;0.114094;0.313521;0.0607781;0.355735;0.401714;0.307867;0.0854008;0.11782;0.423855;0.423879;0.219658;0.411456;0.0772087;0.0624917;0.396053;0.0970221;0.438885;0.30847;0.102206;0.438379;0.0898014;0.115179;0.345857;0.302328;9.69112E-4;0.29073;0.30008;0.0936792;0.055438;0.0314188;0.068818;0.296863;0.444512;0.0488844;0.351521;0.126578;0.0964556;0.318932;0.341717;0.522728;0.456456;0.600935;0.0803752;0.339639;0.0274472;0.272441;0.109148;0.0787322;0.448741;0.27925;0.0337846;0.269496;0.345237;0.0627558;0.0851101;0.058599;0.0487301;0.0667426;0.524039;0.0488211;0.509578;0.51521;0.0267716;0.0599044;0.37741;0.388319;0.295419;0.564084;0.122085;0.271168;0.355418;0.0671394;0.545988;0.0721375;0.350576;0.335972,-0.54517037866171,311,Second Mode,
Fadrozole,GO:2001141,7,regulation of RNA biosynthetic process,1898,90,0.010833,4.18,0.250260651244444,0.28499,0.484835;0.386953;0.432923;0.17173;0.0801837;0.0663279;0.36415;0.405465;0.0627275;0.29402;0.0856519;0.362756;0.766984;0.0661089;0.114094;0.313521;0.0607781;0.355735;0.401714;0.307867;0.0854008;0.11782;0.423855;0.423879;0.219658;0.411456;0.0772087;0.0624917;0.396053;0.0970221;0.438885;0.30847;0.102206;0.438379;0.0898014;0.115179;0.345857;0.302328;9.69112E-4;0.29073;0.30008;0.0936792;0.055438;0.0314188;0.068818;0.296863;0.444512;0.0488844;0.351521;0.126578;0.0964556;0.318932;0.341717;0.522728;0.456456;0.600935;0.0803752;0.339639;0.0274472;0.272441;0.109148;0.0787322;0.448741;0.27925;0.0337846;0.269496;0.345237;0.0627558;0.0851101;0.058599;0.0487301;0.0667426;0.524039;0.0488211;0.509578;0.51521;0.0267716;0.0599044;0.37741;0.388319;0.295419;0.564084;0.122085;0.271168;0.355418;0.0671394;0.545988;0.0721375;0.350576;0.335972,-0.54517037866171,311,Second Mode,
Fadrozole,GO:0009057,5,macromolecule catabolic process,520,19,0.029219,3.33,0.262429484210526,0.285025,0.306888;0.132803;0.562725;0.285025;0.0819036;0.502183;0.0702815;0.0488844;0.495501;0.580346;0.0601552;0.328299;0.100221;0.101309;0.0568985;0.113419;0.377033;0.366242;0.416043,-0.545117045655085,314,Second Mode,
Fadrozole,GO:0045861,8,negative regulation of proteolysis,76,12,0.0064502,12.12,0.26744725,0.286137,0.25136;0.118189;0.330885;0.13315;0.458851;0.13049;0.353712;0.320914;0.123546;0.128958;0.328929;0.530383,-0.54342598051399,315,Second Mode,
Fadrozole,GO:0051092,9,positive regulation of NF-kappaB transcription factor activity,19,6,0.0020961,23.08,0.238090416666667,0.2862605,0.0663279;0.30008;0.351521;0.0964556;0.341717;0.272441,-0.543238574491611,316,Second Mode,
Fadrozole,GO:0010605,6,negative regulation of macromolecule metabolic process,706,32,0.017529,3.6,0.260502819125,0.286408,0.386953;0.132803;0.25136;0.118189;0.070523;0.330885;0.13315;0.396053;0.458851;0.13049;0.438379;0.115179;0.302328;9.69112E-4;0.353712;0.320914;0.444512;0.495501;0.123546;0.0583718;0.456456;0.277397;0.501998;0.339639;0.0604686;0.128958;0.0337846;0.328929;0.0488211;0.530383;0.295419;0.271168,-0.543014855402829,317,Second Mode,
Fadrozole,GO:0006811,5,ion transport,808,100,1.761E-12,11.15,0.262251485,0.286944,0.059388;0.103891;0.0843479;0.319579;0.672276;0.360344;0.270531;0.237733;0.288933;0.377071;0.554048;0.349752;0.272526;0.0719329;0.206945;0.429881;0.0490162;0.356272;0.33324;0.0766775;0.0686417;0.671564;0.532227;0.0937751;0.102473;0.0985293;0.431533;0.0593329;0.319004;0.100565;0.315547;0.367991;0.315799;0.0638545;0.323415;0.116995;0.333285;0.0979547;0.383607;0.078373;0.297339;0.313773;0.11442;0.075829;0.0746228;0.580448;0.37385;0.40727;0.0637942;0.129798;0.338317;0.41557;0.0799768;0.325391;0.157985;0.339203;0.166816;0.0695596;0.336039;0.100573;0.387578;0.310807;0.0915291;0.372958;0.344413;0.308503;0.330215;0.31237;0.309233;0.372136;0.693041;0.339527;0.534277;0.249181;0.122058;0.234789;0.564875;0.29291;0.341068;0.123661;0.407212;0.0993339;0.131065;0.0996984;0.120222;0.0599616;0.0852141;0.778536;0.121884;0.0989665;0.49527;0.284955;0.786733;0.111437;0.300235;0.0596491;0.123142;0.111269;0.0814907;0.12432,-0.542202851921151,318,Second Mode,
Fadrozole,GO:0060255,5,regulation of macromolecule metabolic process,2849,142,0.0014941,4.23,0.264398831774648,0.2873135,0.484835;0.386953;0.432923;0.17173;0.232919;0.0801837;0.0663279;0.36415;0.405465;0.0627275;0.29402;0.132803;0.562725;0.354777;0.354196;0.25136;0.118189;0.0856519;0.362756;0.294195;0.766984;0.0622756;0.0862732;0.0661089;0.303418;0.114094;0.313521;0.279623;0.0607781;0.355735;0.401714;0.515639;0.307867;0.0854008;0.070523;0.11782;0.380825;0.423855;0.423879;0.784216;0.219658;0.411456;0.0678401;0.0772087;0.0624917;0.330885;0.13315;0.688336;0.396053;0.0780625;0.0970221;0.438885;0.458851;0.13049;0.30847;0.116831;0.102206;0.438379;0.0898014;0.115179;0.345857;0.302328;9.69112E-4;0.353712;0.320914;0.29073;0.30008;0.0936792;0.055438;0.0314188;0.068818;0.137215;0.372013;0.296863;0.444512;0.0488844;0.351521;0.275326;0.126578;0.0964556;0.341467;0.495501;0.318932;0.341717;0.123546;0.522728;0.0583718;0.456456;0.600935;0.277397;0.0580678;0.314732;0.0803752;0.131248;0.501998;0.50915;0.339639;0.0274472;0.272441;0.109148;0.0604686;0.128958;0.0787322;0.448741;0.27925;0.385206;0.0337846;0.269496;0.345237;0.0627558;0.105417;0.0851101;0.328929;0.409644;0.058599;0.0487301;0.0667426;0.543707;0.524039;0.462752;0.402168;0.0488211;0.530383;0.509578;0.51521;0.0267716;0.0599044;0.37741;0.388319;0.295419;0.564084;0.122085;0.271168;0.355418;0.0671394;0.545988;0.257395;0.0721375;0.0631899;0.283897;0.350576;0.335972,-0.541643967332933,319,Second Mode,
Fadrozole,GO:0046872,5,metal ion binding,3043,211,0.041339,6.05,0.275213882464455,0.287997,0.205525;0.776115;0.319445;0.473116;0.310837;0.383354;0.400714;0.36415;0.0552822;0.276633;0.104027;0.271629;0.08467;0.0627275;0.29402;0.432118;0.351735;0.414354;0.327313;0.0614318;0.107454;0.446805;0.091246;0.429881;0.0928372;0.491019;0.292935;0.317203;0.511148;0.274453;0.311813;0.254867;0.116955;0.0696416;0.433618;0.32896;0.0925047;0.401714;0.0776977;0.128314;0.502183;0.0785558;0.0995655;0.293062;0.110627;0.72172;0.423879;0.537635;0.470618;0.784216;0.111507;0.302742;0.662102;0.75544;0.263003;0.0785556;0.507588;0.362582;0.709871;0.34328;0.106366;0.0764674;0.324062;0.319942;0.0979095;0.131367;0.450784;0.0638545;0.0624917;0.396053;0.447751;0.111883;0.246452;0.438885;0.394156;0.334672;0.527505;0.461311;0.300929;0.102206;0.428562;0.11477;0.0759397;0.580448;0.122041;0.0758703;0.426767;0.0922888;0.101453;0.115179;0.334319;0.442565;0.302328;0.721985;0.0637942;0.07583;0.325666;0.298082;0.508331;0.372029;0.238341;0.371942;0.323263;0.339531;0.339203;0.262157;0.336039;0.113754;0.396931;0.0695385;0.444512;0.287997;0.0488844;0.351521;0.272255;0.275326;0.126578;0.404055;0.307537;0.078937;0.0792591;0.452225;0.110946;0.289112;0.127298;0.341717;0.127005;0.522728;0.332498;0.223966;0.0434987;0.084573;0.122058;0.0580678;0.467839;0.106047;0.0996373;0.103095;0.113575;0.100618;0.106368;0.381174;0.104195;0.297624;0.0848462;0.303805;0.116972;0.0530976;0.121386;0.339639;0.0274472;0.254128;0.46484;0.109148;0.0801399;0.123661;0.737021;0.0894513;0.108879;0.0975793;0.321141;0.0730137;0.0599616;0.781538;0.327855;0.443564;0.0985352;0.547521;0.303802;0.778536;0.63777;0.44597;0.448741;0.103463;0.115794;0.540965;0.0951296;0.365959;0.0738498;0.472921;0.0897378;0.0809346;0.0616616;0.0667426;0.491427;0.115979;0.0971449;0.29658;0.786733;0.119937;0.292761;0.0488211;0.120062;0.296707;0.421274;0.416043;0.105168;0.116627;0.509578;0.0805861;0.128414;0.761033;0.0814907;0.295419;0.105383;0.271168;0.355418;0.09585;0.0631899;0.283897;0.350576,-0.540612036165185,320,Second Mode,
Fadrozole,GO:0006694,6,steroid biosynthetic process,50,13,0.000027602,20.31,0.310484561538462,0.288441,0.322515;0.0984445;0.288441;0.06414;0.263906;0.303805;0.254128;0.0801399;0.737021;0.303802;0.63777;0.631822;0.0503649,-0.539943007447097,321,Second Mode,
Fadrozole,GO:0005216,5,ion channel activity,371,37,0.0026926,8.87,0.265211835135135,0.288933,0.0843479;0.319579;0.672276;0.270531;0.237733;0.288933;0.554048;0.356272;0.33324;0.0686417;0.0985293;0.0593329;0.100565;0.0732746;0.0638545;0.078373;0.11442;0.40727;0.41557;0.37753;0.0799768;0.336039;0.310807;0.372958;0.344413;0.330215;0.372136;0.339527;0.534277;0.564875;0.0845285;0.120222;0.0599616;0.0852141;0.49527;0.284955;0.123142,-0.539202853104107,322,Second Mode,
Fadrozole,GO:0005634,6,nucleus,3705,140,6.808E-11,3.4,0.262107112228571,0.2890435,0.484835;0.432923;0.17173;0.0801837;0.358725;0.36415;0.405465;0.318736;0.29402;0.35894;0.398355;0.0856519;0.362756;0.285025;0.0682979;0.0819036;0.0622756;0.0862732;0.0661089;0.303418;0.114094;0.0996918;0.0607781;0.355735;0.307867;0.0854008;0.0992932;0.293062;0.423855;0.337;0.219658;0.411456;0.709871;0.317718;0.0678401;0.480768;0.319942;0.0772087;0.0624917;0.396053;0.0494923;0.0970221;0.438885;0.0991126;0.13049;0.30847;0.461311;0.116831;0.102206;0.133784;0.438379;0.0898014;0.115179;0.345857;0.302328;0.318617;9.69112E-4;0.30008;0.0944459;0.10362;0.630025;0.0936792;0.508331;0.055438;0.0314188;0.068818;0.424498;0.312159;0.262157;0.296863;0.444512;0.0488844;0.272255;0.275326;0.126578;0.341467;0.318932;0.103892;0.755468;0.600935;0.0580678;0.423999;0.0803752;0.415662;0.297624;0.526782;0.50915;0.339639;0.0274472;0.272441;0.109148;0.0604686;0.475014;0.246344;0.0894513;0.0787322;0.443564;0.547521;0.448741;0.05444;0.113419;0.27925;0.347314;0.540965;0.0337846;0.269496;0.345237;0.0627558;0.111979;0.133054;0.456009;0.0851101;0.058599;0.0487301;0.543707;0.524039;0.462752;0.0488211;0.352742;0.530383;0.421274;0.509578;0.51521;0.0267716;0.0784793;0.0599044;0.37741;0.388319;0.295419;0.564084;0.122085;0.271168;0.355418;0.0940416;0.0671394;0.545988;0.0721375;0.0631899;0.350576;0.335972,-0.539036792577996,323,Second Mode,
Fadrozole,GO:0046425,7,regulation of receptor signaling pathway via JAK-STAT,12,4,0.023397,19.05,0.26055775,0.289046,0.294195;0.137215;0.326924;0.283897,-0.539033036286955,324,Second Mode,
Fadrozole,GO:1904892,6,regulation of receptor signaling pathway via STAT,12,4,0.023397,19.05,0.26055775,0.289046,0.294195;0.137215;0.326924;0.283897,-0.539033036286955,324,Second Mode,
Fadrozole,GO:0003723,5,RNA binding,777,20,0.0000159,2.34,0.29604179,0.289372,0.132803;0.303418;0.215982;0.784216;0.507588;0.246452;0.0780625;0.442991;0.10362;0.630025;0.109327;0.275326;0.341467;0.314732;0.31316;0.0659633;0.131248;0.448741;0.05444;0.421274,-0.538543494066306,326,Second Mode,
Fadrozole,GO:0034385,6,triglyceride-rich plasma lipoprotein particle,8,3,0.010015,33.33,0.328051333333333,0.289415,0.289415;0.580346;0.114393,-0.538478963720061,327,Second Mode,
Fadrozole,GO:0042627,6,chylomicron,7,3,0.0069503,37.5,0.242107666666667,0.289415,0.322515;0.289415;0.114393,-0.538478963720061,327,Second Mode,
Fadrozole,GO:0003677,5,DNA binding,1684,76,0.0017427,3.87,0.256923998842105,0.291896,0.484835;0.17173;0.0801837;0.358725;0.36415;0.405465;0.0627275;0.29402;0.398355;0.0856519;0.766984;0.433618;0.313521;0.0607781;0.401714;0.307867;0.0854008;0.293062;0.423855;0.423879;0.219658;0.0772087;0.109992;0.112869;0.396053;0.438885;0.30847;0.102206;0.0898014;0.345857;0.302328;9.69112E-4;0.29073;0.0936792;0.508331;0.0314188;0.068818;0.312159;0.296863;0.444512;0.126578;0.318932;0.600935;0.0803752;0.339639;0.0274472;0.272441;0.46484;0.109148;0.0787322;0.113419;0.27925;0.0337846;0.269496;0.345237;0.0627558;0.0851101;0.058599;0.0667426;0.543707;0.0488211;0.421274;0.51521;0.0267716;0.0599044;0.37741;0.388319;0.295419;0.564084;0.122085;0.271168;0.355418;0.0671394;0.545988;0.0721375;0.350576,-0.534771856330349,329,Second Mode,
Fadrozole,GO:0018958,5,phenol-containing compound metabolic process,30,6,0.0073359,18.18,0.30435095,0.291929,0.287151;0.724381;0.351587;0.0895648;0.0767149;0.296707,-0.534722760392635,330,Second Mode,
Fadrozole,GO:0010468,6,regulation of gene expression,2345,106,0.000097117,3.84,0.260735926528302,0.292375,0.484835;0.386953;0.432923;0.17173;0.0801837;0.0663279;0.36415;0.405465;0.0627275;0.29402;0.132803;0.354196;0.0856519;0.362756;0.766984;0.0661089;0.303418;0.114094;0.313521;0.0607781;0.355735;0.401714;0.515639;0.307867;0.0854008;0.11782;0.423855;0.423879;0.784216;0.219658;0.411456;0.0678401;0.0772087;0.0624917;0.396053;0.0780625;0.0970221;0.438885;0.30847;0.116831;0.102206;0.438379;0.0898014;0.115179;0.345857;0.302328;9.69112E-4;0.29073;0.30008;0.0936792;0.055438;0.0314188;0.068818;0.296863;0.444512;0.0488844;0.351521;0.275326;0.126578;0.0964556;0.341467;0.495501;0.318932;0.341717;0.522728;0.456456;0.600935;0.314732;0.0803752;0.131248;0.339639;0.0274472;0.272441;0.109148;0.0787322;0.448741;0.27925;0.0337846;0.269496;0.345237;0.0627558;0.0851101;0.058599;0.0487301;0.0667426;0.543707;0.524039;0.402168;0.0488211;0.509578;0.51521;0.0267716;0.0599044;0.37741;0.388319;0.295419;0.564084;0.122085;0.271168;0.355418;0.0671394;0.545988;0.257395;0.0721375;0.350576;0.335972,-0.534059765182791,331,Second Mode,
Fadrozole,GO:0015749,6,monosaccharide transmembrane transport,16,4,0.011018,23.53,0.2510519,0.292448,0.349752;0.272526;0.0695596;0.31237,-0.533951344353433,332,Second Mode,
Fadrozole,GO:0034219,5,carbohydrate transmembrane transport,21,4,0.041823,16,0.2510519,0.292448,0.349752;0.272526;0.0695596;0.31237,-0.533951344353433,332,Second Mode,
Fadrozole,GO:0034765,6,regulation of ion transmembrane transport,216,25,0.0011037,10.59,0.260927044,0.292761,0.0843479;0.554048;0.429881;0.356272;0.33324;0.0686417;0.0985293;0.376885;0.0593329;0.100565;0.075829;0.0755887;0.40727;0.0637942;0.0799768;0.336039;0.372958;0.372136;0.120222;0.0599616;0.457108;0.559693;0.523565;0.292761;0.264531,-0.53348677806755,334,Second Mode,
Fadrozole,GO:0006812,6,cation transport,503,51,0.00029689,8.95,0.253885688235294,0.29291,0.059388;0.0843479;0.554048;0.0719329;0.206945;0.429881;0.356272;0.33324;0.0686417;0.0985293;0.0593329;0.100565;0.315799;0.0638545;0.116995;0.333285;0.0979547;0.297339;0.313773;0.580448;0.37385;0.40727;0.0637942;0.338317;0.41557;0.0799768;0.325391;0.157985;0.339203;0.336039;0.100573;0.310807;0.372958;0.308503;0.309233;0.372136;0.693041;0.249181;0.122058;0.564875;0.29291;0.341068;0.0993339;0.0996984;0.0599616;0.121884;0.0989665;0.786733;0.0596491;0.123142;0.0814907,-0.533265801173698,335,Second Mode,
Fadrozole,GO:0015171,6,amino acid transmembrane transporter activity,82,11,0.0098301,11.96,0.260107263636364,0.29291,0.103891;0.360344;0.0719329;0.597393;0.380053;0.116995;0.37385;0.157985;0.10087;0.304956;0.29291,-0.533265801173698,335,Second Mode,
Fadrozole,GO:0015711,6,organic anion transport,141,29,0.0000000047591,18.35,0.266379727586207,0.29291,0.103891;0.360344;0.349752;0.272526;0.0719329;0.206945;0.0766775;0.671564;0.0937751;0.102473;0.431533;0.319004;0.315547;0.367991;0.323415;0.116995;0.333285;0.129798;0.157985;0.0695596;0.387578;0.308503;0.31237;0.234789;0.29291;0.123661;0.778536;0.111437;0.300235,-0.533265801173698,335,Second Mode,
Fadrozole,GO:0098771,7,inorganic ion homeostasis,235,22,0.03749,8.33,0.280022759090909,0.292933,0.276633;0.429881;0.0490162;0.367991;0.315799;0.0638545;0.246452;0.580448;0.419099;0.0637942;0.325391;0.339203;0.166816;0.100573;0.310807;0.309233;0.0792591;0.523565;0.786733;0.200142;0.0814907;0.12432,-0.533231700661824,338,Second Mode,
Fadrozole,GO:0051603,6,proteolysis involved in protein catabolic process,416,11,0.0030391,2.39,0.288909590909091,0.293062,0.383354;0.306888;0.562725;0.285025;0.0819036;0.502183;0.293062;0.0702815;0.0488844;0.227656;0.416043,-0.533040490876517,339,Second Mode,
Fadrozole,GO:0009892,5,negative regulation of metabolic process,744,33,0.010865,3.55,0.261996673090909,0.295419,0.386953;0.132803;0.25136;0.118189;0.070523;0.330885;0.13315;0.396053;0.458851;0.13049;0.438379;0.115179;0.302328;9.69112E-4;0.353712;0.320914;0.444512;0.3098;0.495501;0.123546;0.0583718;0.456456;0.277397;0.501998;0.339639;0.0604686;0.128958;0.0337846;0.328929;0.0488211;0.530383;0.295419;0.271168,-0.529561576289479,340,Second Mode,
Fadrozole,GO:0006511,8,ubiquitin-dependent protein catabolic process,365,8,0.0014134,2.03,0.2842416875,0.2959565,0.306888;0.562725;0.285025;0.0819036;0.502183;0.0702815;0.0488844;0.416043,-0.528772117313575,341,Second Mode,
Fadrozole,GO:0019941,7,modification-dependent protein catabolic process,372,8,0.0010597,1.99,0.2842416875,0.2959565,0.306888;0.562725;0.285025;0.0819036;0.502183;0.0702815;0.0488844;0.416043,-0.528772117313575,341,Second Mode,
Fadrozole,GO:0043632,6,modification-dependent macromolecule catabolic process,380,8,0.00079091,1.95,0.2842416875,0.2959565,0.306888;0.562725;0.285025;0.0819036;0.502183;0.0702815;0.0488844;0.416043,-0.528772117313575,341,Second Mode,
Fadrozole,GO:0044265,5,cellular macromolecule catabolic process,469,12,0.0012839,2.35,0.282724125,0.2959565,0.306888;0.132803;0.562725;0.285025;0.0819036;0.502183;0.0702815;0.0488844;0.495501;0.113419;0.377033;0.416043,-0.528772117313575,341,Second Mode,
Fadrozole,GO:0046165,5,alcohol biosynthetic process,61,10,0.0034934,14.49,0.31479539,0.2961215,0.322515;0.0944459;0.288441;0.103095;0.303805;0.254128;0.737021;0.108879;0.303802;0.631822,-0.528530059370638,345,Second Mode,
Fadrozole,GO:1901617,5,organic hydroxy compound biosynthetic process,87,14,0.00076905,14.14,0.308278235714286,0.2961215,0.322515;0.0984445;0.351587;0.0944459;0.288441;0.103095;0.303805;0.254128;0.0801399;0.737021;0.108879;0.303802;0.63777;0.631822,-0.528530059370638,345,Second Mode,
Fadrozole,GO:0016126,6,sterol biosynthetic process,29,8,0.00016914,25.81,0.33953955,0.296123,0.322515;0.0984445;0.288441;0.303805;0.254128;0.0801399;0.737021;0.631822,-0.528527859462583,347,Second Mode,
Fadrozole,GO:0043232,5,intracellular non-membrane-bounded organelle,1369,45,0.0000054872,2.97,0.267017415555556,0.296263,0.296263;0.331684;0.530503;0.495129;0.132803;0.229315;0.362756;0.33324;0.0996918;0.0767609;0.314072;0.111883;0.739964;0.0780625;0.394156;0.13049;0.0608876;0.307161;0.115179;0.580796;0.334319;0.430936;0.0702815;0.384484;0.312159;0.326243;0.109327;0.0589118;0.755468;0.0923367;0.34041;0.31316;0.129692;0.460667;0.126687;0.480365;0.443564;0.125175;0.0951296;0.0647665;0.524039;0.0719692;0.0865285;0.0625181;0.09585,-0.528322583751819,348,Second Mode,
Fadrozole,GO:0009119,7,ribonucleoside metabolic process,22,5,0.006475,21.74,0.39218816,0.297022,0.297022;0.121386;0.0823878;0.781538;0.678607,-0.527211381912586,349,Second Mode,
Fadrozole,GO:1901658,6,glycosyl compound catabolic process,15,5,0.0011472,31.25,0.3967462,0.297022,0.105178;0.297022;0.121386;0.781538;0.678607,-0.527211381912586,349,Second Mode,
Fadrozole,GO:0098655,6,cation transmembrane transport,374,35,0.011686,8.22,0.239570942857143,0.297339,0.059388;0.0843479;0.0719329;0.356272;0.0686417;0.0985293;0.0593329;0.315799;0.0638545;0.116995;0.333285;0.0979547;0.297339;0.313773;0.37385;0.40727;0.338317;0.41557;0.0799768;0.325391;0.157985;0.339203;0.336039;0.100573;0.310807;0.372958;0.308503;0.309233;0.372136;0.693041;0.249181;0.29291;0.0599616;0.123142;0.0814907,-0.526748123509639,351,Second Mode,
Fadrozole,GO:0060537,5,muscle tissue development,84,11,0.0090797,12.09,0.274736045454545,0.297624,0.484835;0.0726818;0.530503;0.381749;0.367303;0.288441;0.297624;0.336273;0.0719692;0.0948675;0.09585,-0.52633205078979,352,Second Mode,
Fadrozole,GO:0030414,5,peptidase inhibitor activity,103,13,0.031331,9.77,0.265398538461539,0.29849,0.29849;0.25136;0.118189;0.330885;0.13315;0.458851;0.353712;0.320914;0.197756;0.123546;0.128958;0.328929;0.405441,-0.525070214007198,353,Second Mode,
Fadrozole,GO:0016070,6,RNA metabolic process,845,18,0.00000031078,1.99,0.310057188888889,0.298719,0.29402;0.132803;0.766984;0.303418;0.433618;0.215982;0.337;0.111883;0.10362;0.630025;0.109327;0.272255;0.495501;0.31316;0.46484;0.475014;0.05444;0.0671394,-0.524737153248803,354,Second Mode,
Fadrozole,GO:0090304,5,nucleic acid metabolic process,1199,26,8.1098E-10,2.01,0.292694546153846,0.298719,0.484835;0.29402;0.132803;0.766984;0.303418;0.433618;0.215982;0.337;0.111883;0.10362;0.630025;0.424498;0.312159;0.109327;0.272255;0.495501;0.0580678;0.31316;0.46484;0.475014;0.05444;0.113419;0.524039;0.0488211;0.0671394;0.0631899,-0.524737153248803,354,Second Mode,
Fadrozole,GO:0031253,5,cell projection membrane,85,12,0.0029569,13.33,0.270886925,0.3000045,0.319579;0.122535;0.0889402;0.0755887;0.325666;0.127171;0.404649;0.330215;0.339527;0.755468;0.28043;0.0808742,-0.522872230911967,356,Second Mode,
Fadrozole,GO:0051091,8,positive regulation of DNA-binding transcription factor activity,41,7,0.018066,13.73,0.265923642857143,0.30008,0.432923;0.0663279;0.30008;0.351521;0.0964556;0.341717;0.272441,-0.522762948857334,357,Second Mode,
Fadrozole,GO:0051726,5,regulation of cell cycle,337,7,0.00016746,1.66,0.281192085714286,0.30008,0.0862732;0.30008;0.424498;0.103095;0.453529;0.540965;0.0599044,-0.522762948857334,357,Second Mode,
Fadrozole,GO:0032217,5,riboflavin transmembrane transporter activity,5,3,0.0045226,42.86,0.275087366666667,0.300235,0.0934941;0.431533;0.300235,-0.522538681110598,359,Second Mode,
Fadrozole,GO:0033500,6,carbohydrate homeostasis,29,6,0.0062801,18.75,0.314178466666667,0.3003345,0.0854008;0.108879;0.63777;0.195228;0.405441;0.452352,-0.522394776695389,360,Second Mode,
Fadrozole,GO:0042593,7,glucose homeostasis,29,6,0.0062801,18.75,0.314178466666667,0.3003345,0.0854008;0.108879;0.63777;0.195228;0.405441;0.452352,-0.522394776695389,360,Second Mode,
Fadrozole,GO:0031324,6,negative regulation of cellular metabolic process,566,21,0.01915,3.31,0.28135878152381,0.302328,0.386953;0.132803;0.070523;0.396053;0.438379;0.115179;0.302328;9.69112E-4;0.444512;0.3098;0.495501;0.456456;0.277397;0.501998;0.339639;0.0604686;0.0337846;0.0488211;0.530383;0.295419;0.271168,-0.519521628930792,362,Second Mode,
Fadrozole,GO:0034220,5,ion transmembrane transport,498,50,0.00036801,8.94,0.258415762,0.302921,0.059388;0.0843479;0.319579;0.672276;0.360344;0.272526;0.0719329;0.206945;0.356272;0.0686417;0.671564;0.0985293;0.0593329;0.315799;0.0638545;0.116995;0.333285;0.0979547;0.297339;0.313773;0.37385;0.40727;0.338317;0.41557;0.0799768;0.325391;0.157985;0.339203;0.0695596;0.336039;0.100573;0.310807;0.372958;0.344413;0.308503;0.330215;0.309233;0.372136;0.693041;0.339527;0.534277;0.249181;0.29291;0.0993339;0.131065;0.0599616;0.0852141;0.0989665;0.123142;0.0814907,-0.518670618156137,363,Second Mode,
Fadrozole,GO:0006396,7,RNA processing,564,7,0.00000012293,1.18,0.266373428571429,0.303418,0.303418;0.337;0.109327;0.272255;0.31316;0.475014;0.05444,-0.517958658655443,364,Second Mode,
Fadrozole,GO:0016125,5,sterol metabolic process,66,15,0.0000082834,20,0.357329773333333,0.303802,0.322515;0.0984445;0.662102;0.288441;0.580346;0.263906;0.303805;0.116972;0.254128;0.0801399;0.737021;0.0787322;0.303802;0.63777;0.631822,-0.51740937140113,365,Second Mode,
Fadrozole,GO:1902652,5,secondary alcohol metabolic process,64,14,0.000023063,19.44,0.376614871428572,0.3038035,0.322515;0.091246;0.662102;0.288441;0.580346;0.263906;0.303805;0.116972;0.254128;0.737021;0.0787322;0.303802;0.63777;0.631822,-0.517407227109405,366,Second Mode,
Fadrozole,GO:0008203,6,cholesterol metabolic process,58,13,0.000038912,19.7,0.398566323076923,0.303805,0.322515;0.662102;0.288441;0.580346;0.263906;0.303805;0.116972;0.254128;0.737021;0.0787322;0.303802;0.63777;0.631822,-0.517405082828267,367,Second Mode,
Fadrozole,GO:0006857,7,oligopeptide transport,5,3,0.0014012,60,0.338821,0.303862,0.115208;0.597393;0.303862,-0.517323607989117,368,Second Mode,
