.id,GO.Pathway.Gene.Set.Gene.ID,GO.Level,GO.Pathway.Gene.Set.Gene.Name,All.Genes..Expression.Data.,Genes.That.Passed.All.Filters,Fisher.s.Exact.Two.Tail,Percentage,BMD.Mean,BMD.Median,BMD.List,logBMD,rank
Prochloraz,GO:0015031,6,protein transport,12,8,0.022636,1.16,0.0872669125,0.05856645,0.0588332;0.0609453;0.0582997;0.0793713;0.0435227;0.0511851;0.057594;0.288384,-1.232351099894461,36
Prochloraz,GO:0045184,5,establishment of protein localization,12,8,0.026867,1.13,0.0872669125,0.05856645,0.0588332;0.0609453;0.0582997;0.0793713;0.0435227;0.0511851;0.057594;0.288384,-1.232351099894461,36
Prochloraz,GO:0071702,5,organic substance transport,23,16,2.7486e-4,1.35,0.1184246705625,0.05856645,0.397829;0.305267;0.0412023;0.0588332;0.0722917;0.0609453;0.0582997;0.288426;0.047218;0.0793713;0.0435227;0.0437351;0.0511851;0.057594;0.288384;6.90329E-4,-1.232351099894461,36
Prochloraz,GO:0071705,5,nitrogen compound transport,19,12,0.0019108,1.33,0.11114341075,0.05856645,0.305267;0.0412023;0.0588332;0.0609453;0.0582997;0.288426;0.0793713;0.0435227;0.0511851;0.057594;0.288384;6.90329E-4,-1.232351099894461,36
Prochloraz,GO:0090150,5,establishment of protein localization to membrane,3,3,0.014812,2.94,0.13024663333333333,0.0588332,0.0588332;0.0435227;0.288384,-1.2303775292337225,40
Prochloraz,GO:0005759,6,mitochondrial matrix,4,3,0.0064192,4,0.14240023333333332,0.0588376,0.0588376;0.0511851;0.317178,-1.2303450505606572,41
Prochloraz,GO:0080134,5,regulation of response to stress,8,6,0.0019022,2.33,0.085913855,0.0595993,0.0609453;0.00195665;0.0582533;7.5388E-4;0.066182;0.327392,-1.2247588410638344,42
Prochloraz,GO:0006163,6,purine nucleotide metabolic process,5,4,0.032634,1.67,0.1046768,0.06032745,0.276229;0.0218233;0.0582533;0.0624016,-1.219485031625981,43
Prochloraz,GO:0009150,7,purine ribonucleotide metabolic process,5,4,0.02813,1.75,0.1046768,0.06032745,0.276229;0.0218233;0.0582533;0.0624016,-1.219485031625981,43
Prochloraz,GO:0009259,7,ribonucleotide metabolic process,5,4,0.035708,1.63,0.1046768,0.06032745,0.276229;0.0218233;0.0582533;0.0624016,-1.219485031625981,43
Prochloraz,GO:0019693,5,ribose phosphate metabolic process,5,4,0.038473,1.59,0.1046768,0.06032745,0.276229;0.0218233;0.0582533;0.0624016,-1.219485031625981,43
Prochloraz,GO:0072521,5,purine-containing compound metabolic process,5,4,0.044362,1.52,0.1046768,0.06032745,0.276229;0.0218233;0.0582533;0.0624016,-1.219485031625981,43
Prochloraz,GO:0010243,5,response to organonitrogen compound,3,3,0.045576,1.9,0.04159838333333333,0.0609453,0.0609453;0.00195665;0.0618932,-1.2150597808211412,48
Prochloraz,GO:0033993,5,response to lipid,4,3,0.027376,2.33,0.14566343333333334,0.0609453,0.0609453;0.047218;0.328827,-1.2150597808211412,48
Prochloraz,GO:0048545,5,response to steroid hormone,3,3,4.5437e-4,10,0.14566343333333334,0.0609453,0.0609453;0.047218;0.328827,-1.2150597808211412,48
Prochloraz,GO:1903034,6,regulation of response to wounding,3,3,9.17e-4,7.89,0.12969706,0.0609453,0.0609453;7.5388E-4;0.327392,-1.2150597808211412,48
Prochloraz,GO:0030176,6,integral component of endoplasmic reticulum membrane,6,5,7.7504e-5,5.75,0.14696298,0.0624016,0.288426;0.047218;0.0624016;0.288384;0.0483853,-1.2048042747043934,52
Prochloraz,GO:0031227,5,intrinsic component of endoplasmic reticulum membrane,6,5,1.1199e-4,5.32,0.14696298,0.0624016,0.288426;0.047218;0.0624016;0.288384;0.0483853,-1.2048042747043934,52
Prochloraz,GO:0031301,5,integral component of organelle membrane,6,5,0.0045384,2.34,0.14696298,0.0624016,0.288426;0.047218;0.0624016;0.288384;0.0483853,-1.2048042747043934,52
Prochloraz,GO:0005789,5,endoplasmic reticulum membrane,9,6,0.018977,1.44,0.100938,0.06344665,0.0150579;0.0588332;0.0680601;0.0717238;0.334359;0.057594,-1.1975913038281085,55
Prochloraz,GO:0005783,6,endoplasmic reticulum,18,14,1.6942e-5,1.92,0.08955725214285715,0.06429180000000001,0.0150579;0.0669405;0.0716445;0.0680601;0.0405876;0.288426;0.311889;0.0793713;0.0582533;0.0624016;0.00550053;0.0618932;0.066182;0.057594,-1.191844414973862,56
Prochloraz,GO:0005788,6,endoplasmic reticulum lumen,3,3,0.0017059,6.38,0.14665473333333334,0.066182,0.311889;0.0618932;0.066182,-1.179260112730118,57
Prochloraz,GO:0036293,5,response to decreased oxygen levels,6,3,0.0050899,4.35,0.06659966666666667,0.066182,0.0717238;0.0618932;0.066182,-1.179260112730118,57
Prochloraz,GO:0070013,5,intracellular organelle lumen,9,7,1.8413e-5,4.29,0.1757021285714286,0.066182,0.0588376;0.36275;0.311889;0.0618932;0.066182;0.0511851;0.317178,-1.179260112730118,57
Prochloraz,GO:0043603,5,cellular amide metabolic process,10,9,0.0017638,1.64,0.1801651888888889,0.0663132,0.324599;0.362085;0.0218233;0.0582533;0.346928;0.0624016;0.0663132;0.0483853;0.330698,-1.1784000143318465,60
Prochloraz,GO:0055086,5,nucleobase-containing small molecule metabolic process,7,6,0.012858,1.57,0.11173233333333332,0.0674597,0.276229;0.0218233;0.179169;0.0582533;0.0624016;0.0725178,-1.170955594493308,61
Prochloraz,GO:0020037,5,heme binding,11,7,1.1696e-5,4.61,0.1613120042857143,0.0694286,0.0366524;0.0694286;0.332648;0.0653056;0.00632743;0.289995;0.328827,-1.1584615920299912,62
Prochloraz,GO:0016054,5,organic acid catabolic process,3,3,0.041418,1.97,0.15696136666666669,0.0696033,0.0391958;0.0696033;0.362085,-1.1573701693288732,63
Prochloraz,GO:0046395,6,carboxylic acid catabolic process,3,3,0.040077,2,0.15696136666666669,0.0696033,0.0391958;0.0696033;0.362085,-1.1573701693288732,63
Prochloraz,GO:0006869,6,lipid transport,4,4,0.025104,1.82,0.145470175,0.0701583,0.397829;0.0609453;0.0793713;0.0437351,-1.153920942868413,65
Prochloraz,GO:0019752,6,carboxylic acid metabolic process,9,8,0.0045475,1.55,0.15488885000000002,0.07106055,0.298825;0.276229;0.0391958;0.0696033;0.362085;0.0582533;0.0624016;0.0725178,-1.1483714354473007,66
Prochloraz,GO:0043436,5,oxoacid metabolic process,9,8,0.0048698,1.53,0.15488885000000002,0.07106055,0.298825;0.276229;0.0391958;0.0696033;0.362085;0.0582533;0.0624016;0.0725178,-1.1483714354473007,66
Prochloraz,GO:0034976,5,response to endoplasmic reticulum stress,3,3,0.017237,2.78,0.14850200000000002,0.0717238,0.0717238;0.311889;0.0618932,-1.14433670913617,68
Prochloraz,GO:0006811,5,ion transport,16,11,0.0053769,1.23,0.1611787090909091,0.0722917,0.397829;0.305267;0.0412023;0.355175;0.0669405;0.0722917;0.0609453;0.0582997;0.288426;0.047218;0.0793713,-1.1409115623337018,69
Prochloraz,GO:0051180,5,vitamin transport,3,3,3.3095e-4,11.11,0.145863,0.0722917,0.0412023;0.0722917;0.324095,-1.1409115623337018,69
Prochloraz,GO:0016616,5,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",4,3,0.024217,2.44,0.14698203333333337,0.0725178,0.298825;0.0696033;0.0725178,-1.139555379733078,71
Prochloraz,GO:0051287,5,NAD binding,3,3,0.0017059,6.38,0.1368462,0.0725178,0.298825;0.0391958;0.0725178,-1.139555379733078,71
Prochloraz,GO:0006820,6,anion transport,11,8,8.2581e-5,2.87,0.161568825,0.0758315,0.397829;0.305267;0.0412023;0.0722917;0.0609453;0.288426;0.047218;0.0793713,-1.1201503532804844,73
Prochloraz,GO:0015711,6,organic anion transport,9,7,1.5047e-5,4.43,0.17790465714285714,0.0793713,0.397829;0.305267;0.0412023;0.0722917;0.0609453;0.288426;0.0793713,-1.1003365064500292,74
Prochloraz,GO:0015718,8,monocarboxylic acid transport,4,3,0.0017059,6.38,0.17938186666666667,0.0793713,0.397829;0.0609453;0.0793713,-1.1003365064500292,74
Prochloraz,GO:0015849,6,organic acid transport,7,5,0.0011201,3.23,0.18314086,0.0793713,0.397829;0.305267;0.0722917;0.0609453;0.0793713,-1.1003365064500292,74
Prochloraz,GO:0046942,7,carboxylic acid transport,7,5,2.8817e-4,4.35,0.18314086,0.0793713,0.397829;0.305267;0.0722917;0.0609453;0.0793713,-1.1003365064500292,74
Prochloraz,GO:0032787,7,monocarboxylic acid metabolic process,7,6,0.00302,2.13,0.1878995333333333,0.17291615,0.298825;0.276229;0.0696033;0.362085;0.0582533;0.0624016,-0.7621644426524341,78
Prochloraz,GO:0008395,5,steroid hydroxylase activity,5,4,2.6869e-4,6.45,0.182181,0.1797118,0.0366524;0.0694286;0.332648;0.289995,-0.7454234058813548,79
Prochloraz,GO:0098656,6,anion transmembrane transport,7,4,0.0050792,2.92,0.17830067500000002,0.18035885,0.305267;0.0722917;0.288426;0.047218,-0.7438625424952433,80
Prochloraz,GO:0005506,7,iron ion binding,10,5,0.0020611,2.81,0.2115102,0.289995,0.0366524;0.0694286;0.332648;0.289995;0.328827,-0.5376094900014898,81
Prochloraz,GO:0016712,5,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",4,3,0.0017059,6.38,0.2197651333333333,0.289995,0.0366524;0.332648;0.289995,-0.5376094900014898,81
Prochloraz,GO:0008509,5,anion transmembrane transporter activity,9,6,0.0025725,2.2,0.22688821666666667,0.2968465,0.305267;0.0412023;0.288426;0.047218;0.319233;0.359983,-0.5274680673026779,83
Prochloraz,GO:0008514,6,organic anion transmembrane transporter activity,8,5,9.6753e-4,3.33,0.26282226,0.305267,0.305267;0.0412023;0.288426;0.319233;0.359983,-0.515320141304087,84
Prochloraz,GO:0020027,5,hemoglobin metabolic process,3,3,6.5957e-5,18.75,0.2269149,0.305267,0.305267;0.0582997;0.317178,-0.515320141304087,84
Prochloraz,GO:0042541,6,hemoglobin biosynthetic process,3,3,5.3786e-5,20,0.2269149,0.305267,0.305267;0.0582997;0.317178,-0.515320141304087,84
Prochloraz,GO:0006518,5,peptide metabolic process,5,5,0.039024,1.35,0.2233847,0.324599,0.324599;0.346928;0.0663132;0.0483853;0.330698,-0.48865282244925357,87
Prochloraz,GO:0015399,5,primary active transmembrane transporter activity,4,4,0.0038826,3.15,0.279441125,0.3264975,0.397829;0.333762;0.0669405;0.319233,-0.4861201397805198,88
Prochloraz,GO:0042626,5,ATPase-coupled transmembrane transporter activity,4,4,0.0010166,4.55,0.279441125,0.3264975,0.397829;0.333762;0.0669405;0.319233,-0.4861201397805198,88
Prochloraz,GO:0004364,5,glutathione transferase activity,4,4,7.0253e-6,16,0.268467375,0.3276485,0.0716445;0.324599;0.346928;0.330698,-0.48459181593678813,90
Prochloraz,GO:0006749,5,glutathione metabolic process,4,4,5.2878e-5,9.76,0.26713454999999997,0.3276485,0.324599;0.346928;0.0663132;0.330698,-0.48459181593678813,90
Trenbolone,GO:0000976,6,transcription cis-regulatory region binding,9,5,0.01637,0.41,0.011705512,0.00448927,0.00659844;0.00339323;0.00448927;0.00442012;0.0396265,-2.347824273862359,1
Trenbolone,GO:0000977,7,RNA polymerase II transcription regulatory region sequence-specific DNA binding,9,5,0.013572,0.43,0.011705512,0.00448927,0.00659844;0.00339323;0.00448927;0.00442012;0.0396265,-2.347824273862359,1
Trenbolone,GO:0000978,8,RNA polymerase II cis-regulatory region sequence-specific DNA binding,9,5,0.005634,0.53,0.011705512,0.00448927,0.00659844;0.00339323;0.00448927;0.00442012;0.0396265,-2.347824273862359,1
Trenbolone,GO:0000987,7,cis-regulatory region sequence-specific DNA binding,9,5,0.006101,0.52,0.011705512,0.00448927,0.00659844;0.00339323;0.00448927;0.00442012;0.0396265,-2.347824273862359,1
Trenbolone,GO:0001067,5,transcription regulatory region nucleic acid binding,9,5,0.01637,0.41,0.011705512,0.00448927,0.00659844;0.00339323;0.00448927;0.00442012;0.0396265,-2.347824273862359,1
Trenbolone,GO:0003690,6,double-stranded DNA binding,10,5,0.022234,0.38,0.011705512,0.00448927,0.00659844;0.00339323;0.00448927;0.00442012;0.0396265,-2.347824273862359,1
Trenbolone,GO:1990837,7,sequence-specific double-stranded DNA binding,10,5,0.01802,0.4,0.011705512,0.00448927,0.00659844;0.00339323;0.00448927;0.00442012;0.0396265,-2.347824273862359,1
Trenbolone,GO:0006644,5,phospholipid metabolic process,4,3,0.0039249,1.17,0.01354615,0.00477106,0.00312079;0.00477106;0.0327466,-2.3213851217967507,8
Trenbolone,GO:0006650,6,glycerophospholipid metabolic process,4,3,0.0016122,1.6,0.01354615,0.00477106,0.00312079;0.00477106;0.0327466,-2.3213851217967507,8
Trenbolone,GO:0006661,7,phosphatidylinositol biosynthetic process,4,3,1.8509e-4,3.37,0.01354615,0.00477106,0.00312079;0.00477106;0.0327466,-2.3213851217967507,8
Trenbolone,GO:0008654,5,phospholipid biosynthetic process,4,3,7.7444e-4,2.07,0.01354615,0.00477106,0.00312079;0.00477106;0.0327466,-2.3213851217967507,8
Trenbolone,GO:0009968,6,negative regulation of signal transduction,3,3,0.016908,0.69,0.01354615,0.00477106,0.00312079;0.00477106;0.0327466,-2.3213851217967507,8
Trenbolone,GO:0010648,6,negative regulation of cell communication,3,3,0.018593,0.66,0.01354615,0.00477106,0.00312079;0.00477106;0.0327466,-2.3213851217967507,8
Trenbolone,GO:0016567,8,protein ubiquitination,3,3,0.02003,0.64,0.01354615,0.00477106,0.00312079;0.00477106;0.0327466,-2.3213851217967507,8
Trenbolone,GO:0023057,5,negative regulation of signaling,3,3,0.018593,0.66,0.01354615,0.00477106,0.00312079;0.00477106;0.0327466,-2.3213851217967507,8
Trenbolone,GO:0032446,7,protein modification by small protein conjugation,3,3,0.024576,0.6,0.01354615,0.00477106,0.00312079;0.00477106;0.0327466,-2.3213851217967507,8
Trenbolone,GO:0035014,5,phosphatidylinositol 3-kinase regulator activity,4,3,3.048e-6,13.04,0.01354615,0.00477106,0.00312079;0.00477106;0.0327466,-2.3213851217967507,8
Trenbolone,GO:0045017,5,glycerolipid biosynthetic process,4,3,5.2656e-4,2.36,0.01354615,0.00477106,0.00312079;0.00477106;0.0327466,-2.3213851217967507,8
Trenbolone,GO:0046474,6,glycerophospholipid biosynthetic process,4,3,4.1428e-4,2.56,0.01354615,0.00477106,0.00312079;0.00477106;0.0327466,-2.3213851217967507,8
Trenbolone,GO:0046486,5,glycerolipid metabolic process,4,3,0.0027636,1.33,0.01354615,0.00477106,0.00312079;0.00477106;0.0327466,-2.3213851217967507,8
Trenbolone,GO:0046488,7,phosphatidylinositol metabolic process,4,3,5.5113e-4,2.33,0.01354615,0.00477106,0.00312079;0.00477106;0.0327466,-2.3213851217967507,8
Trenbolone,GO:0046854,8,phosphatidylinositol phosphate biosynthetic process,4,3,5.1592e-5,5.17,0.01354615,0.00477106,0.00312079;0.00477106;0.0327466,-2.3213851217967507,8
Trenbolone,GO:0046935,6,1-phosphatidylinositol-3-kinase regulator activity,4,3,2.2928e-6,14.29,0.01354615,0.00477106,0.00312079;0.00477106;0.0327466,-2.3213851217967507,8
Trenbolone,GO:0048523,5,negative regulation of cellular process,8,7,0.0031948,0.43,0.01720210571428571,0.00477106,0.00312079;0.00477106;0.0312404;0.00448927;0.0327466;0.00442012;0.0396265,-2.3213851217967507,8
Trenbolone,GO:0048585,5,negative regulation of response to stimulus,3,3,0.028257,0.56,0.01354615,0.00477106,0.00312079;0.00477106;0.0327466,-2.3213851217967507,8
Trenbolone,GO:0061695,5,"transferase complex, transferring phosphorus-containing groups",4,3,0.0012472,1.75,0.01354615,0.00477106,0.00312079;0.00477106;0.0327466,-2.3213851217967507,8
Trenbolone,GO:0070647,6,protein modification by small protein conjugation or removal,3,3,0.039178,0.5,0.01354615,0.00477106,0.00312079;0.00477106;0.0327466,-2.3213851217967507,8
Trenbolone,GO:0090407,5,organophosphate biosynthetic process,6,4,9.4307e-4,1.12,0.01140622499999999,0.004878755,0.00498645;0.00312079;0.00477106;0.0327466,-2.3116909906230605,28
Trenbolone,GO:0008610,5,lipid biosynthetic process,6,5,7.5591e-5,1.38,0.01353663999999999,0.00498645,0.00498645;0.00312079;0.0220583;0.00477106;0.0327466,-2.3022085313480436,29
Trenbolone,GO:0003677,5,DNA binding,12,6,0.031312,0.31,0.01599277666666666,0.005543855,0.00659844;0.00339323;0.00448927;0.0374291;0.00442012;0.0396265,-2.256188137256891,30
Trenbolone,GO:0043565,6,sequence-specific DNA binding,12,6,0.0056267,0.44,0.01599277666666666,0.005543855,0.00659844;0.00339323;0.00448927;0.0374291;0.00442012;0.0396265,-2.256188137256891,30
Trenbolone,GO:0031323,5,regulation of cellular metabolic process,19,10,0.0029395,0.32,0.01144396944999999,0.00568475,0.00659844;0.00339323;0.00477106;0.0067779;0.00448927;8.95745E-5;0.0068445;0.0374291;0.00442012;0.0396265,-2.2452886296583623,32
Trenbolone,GO:0051171,5,regulation of nitrogen compound metabolic process,17,10,0.0026643,0.32,0.01144396944999999,0.00568475,0.00659844;0.00339323;0.00477106;0.0067779;0.00448927;8.95745E-5;0.0068445;0.0374291;0.00442012;0.0396265,-2.2452886296583623,32
Trenbolone,GO:0060255,5,regulation of macromolecule metabolic process,17,10,0.004957,0.3,0.01144396944999999,0.00568475,0.00659844;0.00339323;0.00477106;0.0067779;0.00448927;8.95745E-5;0.0068445;0.0374291;0.00442012;0.0396265,-2.2452886296583623,32
Trenbolone,GO:0080090,5,regulation of primary metabolic process,17,10,0.0031457,0.32,0.01144396944999999,0.00568475,0.00659844;0.00339323;0.00477106;0.0067779;0.00448927;8.95745E-5;0.0068445;0.0374291;0.00442012;0.0396265,-2.2452886296583623,32
Trenbolone,GO:0006355,7,"regulation of transcription, DNA-templated",16,9,7.7011e-4,0.42,0.01218540383333333,0.00659844,0.00659844;0.00339323;0.0067779;0.00448927;8.95745E-5;0.0068445;0.0374291;0.00442012;0.0396265,-2.1805587280145704,36
Trenbolone,GO:0006357,8,regulation of transcription by RNA polymerase II,14,7,0.0038998,0.41,0.01467636571428571,0.00659844,0.00659844;0.00339323;0.0067779;0.00448927;0.0374291;0.00442012;0.0396265,-2.1805587280145704,36
Trenbolone,GO:0009889,5,regulation of biosynthetic process,16,9,0.0017841,0.37,0.01218540383333333,0.00659844,0.00659844;0.00339323;0.0067779;0.00448927;8.95745E-5;0.0068445;0.0374291;0.00442012;0.0396265,-2.1805587280145704,36
Trenbolone,GO:0010468,6,regulation of gene expression,16,9,0.0045397,0.33,0.01218540383333333,0.00659844,0.00659844;0.00339323;0.0067779;0.00448927;8.95745E-5;0.0068445;0.0374291;0.00442012;0.0396265,-2.1805587280145704,36
Trenbolone,GO:0010556,6,regulation of macromolecule biosynthetic process,16,9,0.0014807,0.38,0.01218540383333333,0.00659844,0.00659844;0.00339323;0.0067779;0.00448927;8.95745E-5;0.0068445;0.0374291;0.00442012;0.0396265,-2.1805587280145704,36
Trenbolone,GO:0019219,6,regulation of nucleobase-containing compound metabolic process,16,9,0.001994,0.37,0.01218540383333333,0.00659844,0.00659844;0.00339323;0.0067779;0.00448927;8.95745E-5;0.0068445;0.0374291;0.00442012;0.0396265,-2.1805587280145704,36
Trenbolone,GO:0031326,6,regulation of cellular biosynthetic process,16,9,0.0016711,0.38,0.01218540383333333,0.00659844,0.00659844;0.00339323;0.0067779;0.00448927;8.95745E-5;0.0068445;0.0374291;0.00442012;0.0396265,-2.1805587280145704,36
Trenbolone,GO:0051252,6,regulation of RNA metabolic process,16,9,0.0014492,0.38,0.01218540383333333,0.00659844,0.00659844;0.00339323;0.0067779;0.00448927;8.95745E-5;0.0068445;0.0374291;0.00442012;0.0396265,-2.1805587280145704,36
Trenbolone,GO:1903506,8,regulation of nucleic acid-templated transcription,16,9,7.7275e-4,0.42,0.01218540383333333,0.00659844,0.00659844;0.00339323;0.0067779;0.00448927;8.95745E-5;0.0068445;0.0374291;0.00442012;0.0396265,-2.1805587280145704,36
Trenbolone,GO:2001141,7,regulation of RNA biosynthetic process,16,9,7.7806e-4,0.42,0.01218540383333333,0.00659844,0.00659844;0.00339323;0.0067779;0.00448927;8.95745E-5;0.0068445;0.0374291;0.00442012;0.0396265,-2.1805587280145704,36
Trenbolone,GO:0045595,5,regulation of cell differentiation,7,4,0.0018917,0.93,0.0196019525,0.01783026,0.00312079;0.0312404;0.00442012;0.0396265,-1.7488423239170727,46
Trenbolone,GO:0045596,6,negative regulation of cell differentiation,5,4,1.3434e-5,3.39,0.0196019525,0.01783026,0.00312079;0.0312404;0.00442012;0.0396265,-1.7488423239170727,46
Trenbolone,GO:0022603,5,regulation of anatomical structure morphogenesis,4,3,0.0089558,0.87,0.02509567333333333,0.0312404,0.0312404;0.00442012;0.0396265,-1.5052834140815292,48
Trenbolone,GO:0051093,5,negative regulation of developmental process,6,5,2.8198e-6,2.73,0.022230882,0.0312404,0.00312079;0.0312404;0.0327466;0.00442012;0.0396265,-1.5052834140815292,48
