Identifier,DES-100ug/L-B
ENSDARG00000078056,2
ENSDARG00000095421,0
ENSDARG00000115663,0
ENSDARG00000109514,0
ENSDARG00000081379,0
ENSDARG00000080633,0
ENSDARG00000013871,16
ENSDARG00000005560,33
ENSDARG00000078105,2
ENSDARG00000014058,0
ENSDARG00000025220,0
ENSDARG00000099844,2
ENSDARG00000110331,0
ENSDARG00000082394,0
ENSDARG00000081488,0
ENSDARG00000034852,0
ENSDARG00000062873,1
ENSDARG00000039354,1
ENSDARG00000073721,0
ENSDARG00000014939,0
ENSDARG00000085090,0
ENSDARG00000039345,5
ENSDARG00000083269,0
ENSDARG00000074858,6
ENSDARG00000010641,11
ENSDARG00000095294,1
ENSDARG00000011743,0
ENSDARG00000039351,2
ENSDARG00000077596,0
ENSDARG00000110972,0
ENSDARG00000044183,2
ENSDARG00000069377,0
ENSDARG00000095686,0
ENSDARG00000078839,0
ENSDARG00000116400,0
ENSDARG00000117452,0
ENSDARG00000006624,2
ENSDARG00000028067,6
ENSDARG00000032083,1
ENSDARG00000027638,1
ENSDARG00000027687,1
ENSDARG00000075864,8
ENSDARG00000080015,0
ENSDARG00000092976,12
ENSDARG00000054050,2
ENSDARG00000043465,4
ENSDARG00000078394,0
ENSDARG00000079681,0
ENSDARG00000117285,0
ENSDARG00000076949,0
ENSDARG00000111734,0
ENSDARG00000117243,0
ENSDARG00000044015,0
ENSDARG00000116593,0
ENSDARG00000005540,4
ENSDARG00000057299,18
ENSDARG00000013110,0
ENSDARG00000095167,0
ENSDARG00000027587,0
ENSDARG00000057456,2
ENSDARG00000076858,0
ENSDARG00000061419,0
ENSDARG00000057678,2
ENSDARG00000057676,16
ENSDARG00000099593,0
ENSDARG00000044010,3
ENSDARG00000100139,6
ENSDARG00000073753,6
ENSDARG00000109303,0
ENSDARG00000076765,1
ENSDARG00000057672,5
ENSDARG00000062765,6
ENSDARG00000077515,7
ENSDARG00000088831,0
ENSDARG00000044048,1
ENSDARG00000057665,0
ENSDARG00000044044,1
ENSDARG00000017880,4
ENSDARG00000111286,0
ENSDARG00000093141,0
ENSDARG00000111041,0
ENSDARG00000062720,1
ENSDARG00000116352,0
ENSDARG00000087961,0
ENSDARG00000027523,0
ENSDARG00000093047,0
ENSDARG00000094461,0
ENSDARG00000043976,23
ENSDARG00000017230,4
ENSDARG00000043962,0
ENSDARG00000107353,1
ENSDARG00000089562,0
ENSDARG00000027639,0
ENSDARG00000103602,0
ENSDARG00000104598,4
ENSDARG00000097170,7
ENSDARG00000095302,0
ENSDARG00000104007,0
ENSDARG00000101232,0
ENSDARG00000099646,0
ENSDARG00000112930,0
ENSDARG00000102726,0
ENSDARG00000101307,0
ENSDARG00000057519,28
ENSDARG00000101665,0
ENSDARG00000088475,0
ENSDARG00000098963,0
ENSDARG00000104057,0
ENSDARG00000103013,5
ENSDARG00000099447,0
ENSDARG00000099035,18
ENSDARG00000099931,7
ENSDARG00000104826,16
ENSDARG00000103950,5
ENSDARG00000104497,0
ENSDARG00000101865,0
ENSDARG00000100670,0
ENSDARG00000100829,0
ENSDARG00000102385,0
ENSDARG00000112040,0
ENSDARG00000105148,0
ENSDARG00000088911,0
ENSDARG00000057479,0
ENSDARG00000112454,2
ENSDARG00000107280,0
ENSDARG00000083391,0
ENSDARG00000034808,2
ENSDARG00000014329,34
ENSDARG00000017615,0
ENSDARG00000043901,0
ENSDARG00000087764,0
ENSDARG00000109946,0
ENSDARG00000008182,1
ENSDARG00000088539,0
ENSDARG00000097477,0
ENSDARG00000014047,14
ENSDARG00000043907,0
ENSDARG00000111524,0
ENSDARG00000079251,0
ENSDARG00000100737,1
ENSDARG00000117144,0
ENSDARG00000069190,0
ENSDARG00000078691,20
ENSDARG00000112993,1
ENSDARG00000056929,8
ENSDARG00000106506,0
ENSDARG00000056920,1
ENSDARG00000056915,4
ENSDARG00000056913,6
ENSDARG00000056885,7
ENSDARG00000094169,0
ENSDARG00000056877,27
ENSDARG00000082850,0
ENSDARG00000056873,57
ENSDARG00000056871,0
ENSDARG00000039215,0
ENSDARG00000094899,0
ENSDARG00000086416,5
ENSDARG00000104458,29
ENSDARG00000099273,0
ENSDARG00000117611,0
ENSDARG00000069333,0
ENSDARG00000086665,0
ENSDARG00000096973,0
ENSDARG00000057110,1
ENSDARG00000057105,3
ENSDARG00000003984,2
ENSDARG00000009930,0
ENSDARG00000113307,0
ENSDARG00000069323,0
ENSDARG00000025150,0
ENSDARG00000088219,0
ENSDARG00000088727,0
ENSDARG00000087245,0
ENSDARG00000057090,0
ENSDARG00000102680,0
ENSDARG00000092800,0
ENSDARG00000086718,0
ENSDARG00000029051,0
ENSDARG00000078618,0
ENSDARG00000096872,0
ENSDARG00000044091,0
ENSDARG00000113000,0
ENSDARG00000061120,54
ENSDARG00000106135,0
ENSDARG00000026403,0
ENSDARG00000092226,0
ENSDARG00000062361,8
ENSDARG00000092557,1
ENSDARG00000016439,3
ENSDARG00000113795,0
ENSDARG00000062347,0
ENSDARG00000077313,0
ENSDARG00000057035,32
ENSDARG00000057021,5
ENSDARG00000086302,0
ENSDARG00000075273,0
ENSDARG00000057004,2
ENSDARG00000112294,0
ENSDARG00000056985,3
ENSDARG00000076121,0
ENSDARG00000056964,12
ENSDARG00000043898,1
ENSDARG00000095640,0
ENSDARG00000112826,0
ENSDARG00000043894,0
ENSDARG00000102034,0
ENSDARG00000029461,0
ENSDARG00000086493,0
ENSDARG00000087709,0
ENSDARG00000017067,4
ENSDARG00000027169,0
ENSDARG00000004445,0
ENSDARG00000112889,0
ENSDARG00000069157,5
ENSDARG00000008243,27
ENSDARG00000069143,1
ENSDARG00000002196,4
ENSDARG00000069139,0
ENSDARG00000095144,0
ENSDARG00000078430,5
ENSDARG00000043848,79
ENSDARG00000077093,6
ENSDARG00000002394,0
ENSDARG00000043806,14
ENSDARG00000043850,0
ENSDARG00000070507,0
ENSDARG00000043857,9
ENSDARG00000106013,0
ENSDARG00000076856,8
ENSDARG00000056678,5
ENSDARG00000005397,2
ENSDARG00000069129,7
ENSDARG00000056664,0
ENSDARG00000079850,1
ENSDARG00000115442,0
ENSDARG00000079933,0
ENSDARG00000025011,1
ENSDARG00000075382,1
ENSDARG00000056653,2
ENSDARG00000094386,0
ENSDARG00000056649,9
ENSDARG00000095400,2
ENSDARG00000090629,0
ENSDARG00000056633,3
ENSDARG00000029493,1
ENSDARG00000097371,0
ENSDARG00000094211,0
ENSDARG00000056603,0
ENSDARG00000056511,54
ENSDARG00000077622,0
ENSDARG00000069109,2
ENSDARG00000069106,0
ENSDARG00000079895,4
ENSDARG00000097136,0
ENSDARG00000056479,4
ENSDARG00000088927,0
ENSDARG00000073696,9
ENSDARG00000062016,2
ENSDARG00000032816,1
ENSDARG00000030805,2
ENSDARG00000075422,3
ENSDARG00000043663,14
ENSDARG00000092387,5
ENSDARG00000092787,24
ENSDARG00000095610,0
ENSDARG00000093382,6
ENSDARG00000114036,0
ENSDARG00000043662,1
ENSDARG00000061993,1
ENSDARG00000080851,0
ENSDARG00000080041,0
ENSDARG00000014793,11
ENSDARG00000043658,0
ENSDARG00000106411,0
ENSDARG00000056427,2
ENSDARG00000113489,0
ENSDARG00000087639,0
ENSDARG00000069085,1
ENSDARG00000053884,9
ENSDARG00000015917,1
ENSDARG00000018399,1
ENSDARG00000082187,0
ENSDARG00000081078,0
ENSDARG00000111666,0
ENSDARG00000077339,4
ENSDARG00000043493,12
ENSDARG00000069065,3
ENSDARG00000103049,0
ENSDARG00000092578,1
ENSDARG00000093623,0
ENSDARG00000093929,0
ENSDARG00000094958,0
ENSDARG00000012699,3
ENSDARG00000015199,2
ENSDARG00000026531,14
ENSDARG00000107970,0
ENSDARG00000107885,0
ENSDARG00000088315,3
ENSDARG00000061835,0
ENSDARG00000098042,0
ENSDARG00000012866,7
ENSDARG00000077179,0
ENSDARG00000061956,1
ENSDARG00000089787,5
ENSDARG00000014506,10
ENSDARG00000116938,0
ENSDARG00000099323,1
ENSDARG00000111769,0
ENSDARG00000116971,0
ENSDARG00000095975,0
ENSDARG00000011240,2
ENSDARG00000036338,4
ENSDARG00000013670,21
ENSDARG00000105061,1
ENSDARG00000068996,26
ENSDARG00000068995,64
ENSDARG00000043542,1
ENSDARG00000089327,0
ENSDARG00000068992,466
ENSDARG00000115047,0
ENSDARG00000113056,0
ENSDARG00000082008,0
ENSDARG00000068982,0
ENSDARG00000068976,0
ENSDARG00000068974,9
ENSDARG00000092396,0
ENSDARG00000018065,0
ENSDARG00000114119,0
ENSDARG00000013005,1
ENSDARG00000081351,0
ENSDARG00000106033,0
ENSDARG00000117627,0
ENSDARG00000004627,2
ENSDARG00000055349,4
ENSDARG00000027129,1
ENSDARG00000009387,5
ENSDARG00000092847,0
ENSDARG00000005645,5
ENSDARG00000114981,0
ENSDARG00000079474,0
ENSDARG00000077039,1
ENSDARG00000111130,0
ENSDARG00000023174,5
ENSDARG00000055433,5
ENSDARG00000061549,0
ENSDARG00000004363,2
ENSDARG00000086112,4
ENSDARG00000042489,2
ENSDARG00000042492,1
ENSDARG00000014796,3
ENSDARG00000023815,0
ENSDARG00000116183,0
ENSDARG00000018846,9
ENSDARG00000019228,5
ENSDARG00000074521,2
ENSDARG00000068923,0
ENSDARG00000043285,0
ENSDARG00000043287,5
ENSDARG00000068919,0
ENSDARG00000026499,0
ENSDARG00000076473,0
ENSDARG00000014430,2
ENSDARG00000061580,1
ENSDARG00000078459,4
ENSDARG00000109511,0
ENSDARG00000062592,152
ENSDARG00000111877,1
ENSDARG00000043357,4
ENSDARG00000098867,2
ENSDARG00000105000,0
ENSDARG00000117222,1
ENSDARG00000114038,5
ENSDARG00000082262,0
ENSDARG00000083420,0
ENSDARG00000082938,0
ENSDARG00000043371,136
ENSDARG00000055622,0
ENSDARG00000011422,7
ENSDARG00000068858,0
ENSDARG00000090814,1
ENSDARG00000035332,4
ENSDARG00000056024,0
ENSDARG00000035333,2
ENSDARG00000091317,2
ENSDARG00000077740,0
ENSDARG00000032820,0
ENSDARG00000097667,0
ENSDARG00000056001,9
ENSDARG00000055973,0
ENSDARG00000079862,1
ENSDARG00000055969,2
ENSDARG00000068817,0
ENSDARG00000092625,0
ENSDARG00000116394,0
ENSDARG00000117202,0
ENSDARG00000115302,0
ENSDARG00000092589,0
ENSDARG00000112207,0
ENSDARG00000109890,0
ENSDARG00000088743,0
ENSDARG00000095054,0
ENSDARG00000109962,0
ENSDARG00000116494,0
ENSDARG00000079542,3
ENSDARG00000099228,0
ENSDARG00000070080,3
ENSDARG00000018856,1
ENSDARG00000089570,0
ENSDARG00000068782,0
ENSDARG00000043236,0
ENSDARG00000043232,0
ENSDARG00000098015,0
ENSDARG00000076891,5
ENSDARG00000021938,2
ENSDARG00000061235,3
ENSDARG00000068755,6
ENSDARG00000078658,0
ENSDARG00000030803,0
ENSDARG00000043211,2
ENSDARG00000043209,2
ENSDARG00000094647,0
ENSDARG00000055113,2
ENSDARG00000077224,0
ENSDARG00000061378,2
ENSDARG00000087393,0
ENSDARG00000026338,0
ENSDARG00000030914,2
ENSDARG00000055092,7
ENSDARG00000092463,0
ENSDARG00000093822,0
ENSDARG00000088937,0
ENSDARG00000027153,0
ENSDARG00000043182,2
ENSDARG00000004763,0
ENSDARG00000079889,3
ENSDARG00000103071,3
ENSDARG00000055066,0
ENSDARG00000100481,3
ENSDARG00000106229,0
ENSDARG00000089119,0
ENSDARG00000090368,0
ENSDARG00000102689,1
ENSDARG00000085822,0
ENSDARG00000103748,0
ENSDARG00000007856,0
ENSDARG00000099175,66
ENSDARG00000099156,1
ENSDARG00000060983,0
ENSDARG00000054575,0
ENSDARG00000107368,0
ENSDARG00000043142,0
ENSDARG00000100546,0
ENSDARG00000068704,0
ENSDARG00000078974,5
ENSDARG00000103268,0
ENSDARG00000101588,0
ENSDARG00000105708,1
ENSDARG00000100269,0
ENSDARG00000105775,0
ENSDARG00000102990,0
ENSDARG00000098178,0
ENSDARG00000100272,0
ENSDARG00000105828,0
ENSDARG00000105796,0
ENSDARG00000091172,0
ENSDARG00000091203,0
ENSDARG00000102662,0
ENSDARG00000102329,1
ENSDARG00000091143,0
ENSDARG00000102933,0
ENSDARG00000101554,0
ENSDARG00000102921,0
ENSDARG00000103192,0
ENSDARG00000100410,0
ENSDARG00000102614,0
ENSDARG00000103418,0
ENSDARG00000103685,0
ENSDARG00000068661,0
ENSDARG00000068660,0
ENSDARG00000068659,0
ENSDARG00000101806,0
ENSDARG00000099532,20
ENSDARG00000034825,0
ENSDARG00000054755,1
ENSDARG00000061052,14
ENSDARG00000043148,0
ENSDARG00000068640,16
ENSDARG00000093503,5
ENSDARG00000091209,6
ENSDARG00000097029,0
ENSDARG00000043154,73
ENSDARG00000043157,0
ENSDARG00000035167,10
ENSDARG00000103714,3
ENSDARG00000088502,0
ENSDARG00000097502,0
ENSDARG00000063519,3
ENSDARG00000091428,0
ENSDARG00000111240,4
ENSDARG00000026322,3
ENSDARG00000097240,0
ENSDARG00000074303,2
ENSDARG00000100876,0
ENSDARG00000075752,6
ENSDARG00000113322,0
ENSDARG00000097288,0
ENSDARG00000008247,2
ENSDARG00000068716,1
ENSDARG00000106710,0
ENSDARG00000068714,0
ENSDARG00000004184,0
ENSDARG00000086573,0
ENSDARG00000095693,0
ENSDARG00000089802,0
ENSDARG00000101476,0
ENSDARG00000033901,3
ENSDARG00000103981,2
ENSDARG00000078006,0
ENSDARG00000117621,1
ENSDARG00000083557,0
ENSDARG00000080238,0
ENSDARG00000081315,0
ENSDARG00000012314,4
ENSDARG00000068894,3
ENSDARG00000082600,0
ENSDARG00000078647,0
ENSDARG00000077284,2
ENSDARG00000110735,0
ENSDARG00000085581,0
ENSDARG00000097896,0
ENSDARG00000075954,8
ENSDARG00000093366,0
ENSDARG00000111843,0
ENSDARG00000108401,0
ENSDARG00000012395,1
ENSDARG00000114451,1
ENSDARG00000045887,19
ENSDARG00000045888,27
ENSDARG00000110968,0
ENSDARG00000098686,0
ENSDARG00000117767,0
ENSDARG00000024865,5
ENSDARG00000053130,41
ENSDARG00000087983,6
ENSDARG00000103919,315
ENSDARG00000055339,26
ENSDARG00000041811,270
ENSDARG00000077180,9
ENSDARG00000113928,0
ENSDARG00000055279,0
ENSDARG00000053840,6
ENSDARG00000104953,4
ENSDARG00000099705,3
ENSDARG00000019498,10
ENSDARG00000009862,4
ENSDARG00000002666,0
ENSDARG00000017251,0
ENSDARG00000075806,1
ENSDARG00000084215,0
ENSDARG00000009806,1
ENSDARG00000116937,3
ENSDARG00000075383,0
ENSDARG00000042791,0
ENSDARG00000077962,0
ENSDARG00000111623,0
ENSDARG00000096087,0
ENSDARG00000096169,0
ENSDARG00000116428,0
ENSDARG00000116643,0
ENSDARG00000096168,0
ENSDARG00000054261,0
ENSDARG00000111901,0
ENSDARG00000109978,0
ENSDARG00000095035,0
ENSDARG00000096070,0
ENSDARG00000111859,0
ENSDARG00000096086,0
ENSDARG00000095156,0
ENSDARG00000114906,0
ENSDARG00000110514,0
ENSDARG00000114718,0
ENSDARG00000112373,0
ENSDARG00000112935,0
ENSDARG00000094797,0
ENSDARG00000111001,0
ENSDARG00000110430,0
ENSDARG00000092399,0
ENSDARG00000111670,0
ENSDARG00000112013,0
ENSDARG00000110775,0
ENSDARG00000094490,0
ENSDARG00000054254,0
ENSDARG00000112699,0
ENSDARG00000054252,0
ENSDARG00000109383,0
ENSDARG00000110203,0
ENSDARG00000115284,0
ENSDARG00000091796,0
ENSDARG00000094997,0
ENSDARG00000116658,0
ENSDARG00000113451,0
ENSDARG00000115263,0
ENSDARG00000095748,0
ENSDARG00000094626,0
ENSDARG00000054237,0
ENSDARG00000093785,0
ENSDARG00000086732,0
ENSDARG00000116273,0
ENSDARG00000111995,0
ENSDARG00000076269,1
ENSDARG00000114217,0
ENSDARG00000114356,0
ENSDARG00000115614,0
ENSDARG00000116838,0
ENSDARG00000114771,0
ENSDARG00000112619,0
ENSDARG00000116284,0
ENSDARG00000113219,0
ENSDARG00000076345,0
ENSDARG00000116999,0
ENSDARG00000109828,0
ENSDARG00000112669,0
ENSDARG00000109580,0
ENSDARG00000110071,0
ENSDARG00000116465,0
ENSDARG00000114285,0
ENSDARG00000116526,0
ENSDARG00000114708,0
ENSDARG00000114800,0
ENSDARG00000083664,0
ENSDARG00000114537,0
ENSDARG00000093266,0
ENSDARG00000094261,0
ENSDARG00000115081,0
ENSDARG00000095620,0
ENSDARG00000112400,0
ENSDARG00000054160,0
ENSDARG00000093230,0
ENSDARG00000054155,29
ENSDARG00000060688,0
ENSDARG00000028053,0
ENSDARG00000110014,0
ENSDARG00000098014,0
ENSDARG00000054203,0
ENSDARG00000074075,0
ENSDARG00000077686,0
ENSDARG00000036456,34
ENSDARG00000052919,0
ENSDARG00000036458,0
ENSDARG00000002060,0
ENSDARG00000036462,1
ENSDARG00000019897,2
ENSDARG00000033411,0
ENSDARG00000078258,4
ENSDARG00000018342,2
ENSDARG00000091128,0
ENSDARG00000054036,4
ENSDARG00000046010,7
ENSDARG00000109923,0
ENSDARG00000004154,0
ENSDARG00000021697,0
ENSDARG00000042929,1
ENSDARG00000054389,0
ENSDARG00000093535,7
ENSDARG00000060847,2
ENSDARG00000060829,0
ENSDARG00000042962,11
ENSDARG00000060922,3
ENSDARG00000054501,0
ENSDARG00000038156,1
ENSDARG00000086266,0
ENSDARG00000112575,2
ENSDARG00000038159,2
ENSDARG00000008170,3
ENSDARG00000015978,214
ENSDARG00000017234,0
ENSDARG00000028559,5
ENSDARG00000011611,9
ENSDARG00000010603,0
ENSDARG00000011190,1
ENSDARG00000058476,4
ENSDARG00000089340,0
ENSDARG00000116344,5
ENSDARG00000087243,20
ENSDARG00000090219,4
ENSDARG00000117289,0
ENSDARG00000116988,0
ENSDARG00000068593,0
ENSDARG00000007531,9
ENSDARG00000054534,0
ENSDARG00000111089,0
ENSDARG00000099727,0
ENSDARG00000104846,0
ENSDARG00000010732,3
ENSDARG00000035914,8
ENSDARG00000009401,16
ENSDARG00000068516,11
ENSDARG00000060877,0
ENSDARG00000073665,3
ENSDARG00000098512,5
ENSDARG00000080612,0
ENSDARG00000029764,8
ENSDARG00000011825,7
ENSDARG00000036028,4
ENSDARG00000017168,1
ENSDARG00000095585,0
ENSDARG00000073675,0
ENSDARG00000060871,5
ENSDARG00000036031,0
ENSDARG00000094692,0
ENSDARG00000014059,1
ENSDARG00000030781,10
ENSDARG00000068507,320
ENSDARG00000024548,119
ENSDARG00000104094,0
ENSDARG00000102803,0
ENSDARG00000117530,1
ENSDARG00000117699,4
ENSDARG00000101282,0
ENSDARG00000115248,0
ENSDARG00000099080,0
ENSDARG00000105231,4
ENSDARG00000099913,1
ENSDARG00000079483,0
ENSDARG00000037229,28
ENSDARG00000111759,0
ENSDARG00000060627,0
ENSDARG00000117504,0
ENSDARG00000103752,0
ENSDARG00000114742,1
ENSDARG00000053963,0
ENSDARG00000100594,0
ENSDARG00000099155,0
ENSDARG00000102632,105
ENSDARG00000101557,8
ENSDARG00000100967,0
ENSDARG00000102900,0
ENSDARG00000104387,2
ENSDARG00000101143,0
ENSDARG00000106627,0
ENSDARG00000104643,0
ENSDARG00000099633,4
ENSDARG00000102380,0
ENSDARG00000098700,0
ENSDARG00000103546,2
ENSDARG00000116491,60
ENSDARG00000102389,2
ENSDARG00000103470,0
ENSDARG00000098296,2
ENSDARG00000100116,16
ENSDARG00000098361,9
ENSDARG00000100089,0
ENSDARG00000103428,7
ENSDARG00000101719,1
ENSDARG00000099875,0
ENSDARG00000098683,1
ENSDARG00000103994,182
ENSDARG00000109770,0
ENSDARG00000069977,12
ENSDARG00000086216,28
ENSDARG00000088347,2
ENSDARG00000011407,84
ENSDARG00000117448,3
ENSDARG00000109859,0
ENSDARG00000063527,1
ENSDARG00000101616,0
ENSDARG00000087937,0
ENSDARG00000075748,0
ENSDARG00000077934,10
ENSDARG00000059342,1
ENSDARG00000117291,3
ENSDARG00000101413,3
ENSDARG00000021059,31
ENSDARG00000045016,2
ENSDARG00000024295,5
ENSDARG00000076518,5
ENSDARG00000078533,0
ENSDARG00000045015,0
ENSDARG00000097003,0
ENSDARG00000045017,3
ENSDARG00000082245,0
ENSDARG00000109591,0
ENSDARG00000074906,0
ENSDARG00000034624,1
ENSDARG00000059404,7
ENSDARG00000004282,0
ENSDARG00000109176,0
ENSDARG00000063466,2
ENSDARG00000070922,89
ENSDARG00000097050,0
ENSDARG00000059406,2
ENSDARG00000105417,0
ENSDARG00000007630,3
ENSDARG00000105469,0
ENSDARG00000086655,0
ENSDARG00000100728,0
ENSDARG00000091851,1
ENSDARG00000105326,0
ENSDARG00000031848,1
ENSDARG00000101054,0
ENSDARG00000111805,0
ENSDARG00000102617,0
ENSDARG00000100795,12
ENSDARG00000106471,0
ENSDARG00000103730,9
ENSDARG00000100157,1
ENSDARG00000102893,2
ENSDARG00000105329,0
ENSDARG00000039647,18
ENSDARG00000105313,0
ENSDARG00000087981,2
ENSDARG00000063433,5
ENSDARG00000007955,9
ENSDARG00000077717,241
ENSDARG00000091799,0
ENSDARG00000076248,0
ENSDARG00000019304,2
ENSDARG00000014138,3
ENSDARG00000016783,7
ENSDARG00000045025,1
ENSDARG00000115046,0
ENSDARG00000073787,0
ENSDARG00000032264,0
ENSDARG00000097592,0
ENSDARG00000075504,0
ENSDARG00000104649,0
ENSDARG00000097827,15
ENSDARG00000044179,3
ENSDARG00000105362,0
ENSDARG00000096842,0
ENSDARG00000059370,0
ENSDARG00000054003,0
ENSDARG00000016391,0
ENSDARG00000113877,0
ENSDARG00000103133,0
ENSDARG00000102631,1
ENSDARG00000106838,0
ENSDARG00000101954,0
ENSDARG00000101308,0
ENSDARG00000011020,4
ENSDARG00000070939,0
ENSDARG00000104858,0
ENSDARG00000070941,0
ENSDARG00000091637,0
ENSDARG00000041875,20
ENSDARG00000091702,0
ENSDARG00000090820,0
ENSDARG00000112667,4
ENSDARG00000086133,0
ENSDARG00000111669,0
ENSDARG00000098175,0
ENSDARG00000090976,0
ENSDARG00000007207,3
ENSDARG00000098181,0
ENSDARG00000078076,0
ENSDARG00000105398,0
ENSDARG00000101048,0
ENSDARG00000002897,1
ENSDARG00000105387,0
ENSDARG00000105440,0
ENSDARG00000076652,1
ENSDARG00000077095,15
ENSDARG00000038414,0
ENSDARG00000059399,0
ENSDARG00000059400,2
ENSDARG00000028721,2
ENSDARG00000031560,2
ENSDARG00000098691,4
ENSDARG00000045023,1
ENSDARG00000009733,3
ENSDARG00000070919,0
ENSDARG00000080608,0
ENSDARG00000078497,3
ENSDARG00000091298,25
ENSDARG00000091557,0
ENSDARG00000026577,2
ENSDARG00000059357,10
ENSDARG00000028306,3
ENSDARG00000045014,11
ENSDARG00000091574,0
ENSDARG00000020840,5
ENSDARG00000099240,0
ENSDARG00000074565,0
ENSDARG00000005699,8
ENSDARG00000115782,0
ENSDARG00000101387,5
ENSDARG00000055011,0
ENSDARG00000055014,2
ENSDARG00000038199,10
ENSDARG00000060725,0
ENSDARG00000055036,5
ENSDARG00000055053,3
ENSDARG00000059327,1
ENSDARG00000059323,19
ENSDARG00000003877,1
ENSDARG00000112857,0
ENSDARG00000006219,10
ENSDARG00000040157,3
ENSDARG00000059298,29
ENSDARG00000040152,2
ENSDARG00000029474,7
ENSDARG00000116980,0
ENSDARG00000030632,3
ENSDARG00000102650,0
ENSDARG00000086300,0
ENSDARG00000100321,0
ENSDARG00000113956,0
ENSDARG00000112678,0
ENSDARG00000112855,0
ENSDARG00000104993,0
ENSDARG00000045006,2
ENSDARG00000006963,3
ENSDARG00000085825,0
ENSDARG00000011945,1
ENSDARG00000084678,0
ENSDARG00000025559,0
ENSDARG00000090675,5
ENSDARG00000074221,0
ENSDARG00000063254,2
ENSDARG00000070843,5
ENSDARG00000089646,7
ENSDARG00000074552,69
ENSDARG00000070844,138
ENSDARG00000070846,4
ENSDARG00000070849,323
ENSDARG00000076620,0
ENSDARG00000076074,8
ENSDARG00000077229,0
ENSDARG00000018650,0
ENSDARG00000045003,4
ENSDARG00000077526,1
ENSDARG00000105292,0
ENSDARG00000082005,0
ENSDARG00000089071,0
ENSDARG00000003165,6
ENSDARG00000059177,6
ENSDARG00000010096,0
ENSDARG00000113372,0
ENSDARG00000074772,8
ENSDARG00000013016,11
ENSDARG00000074519,0
ENSDARG00000070873,37
ENSDARG00000008890,1
ENSDARG00000008727,3
ENSDARG00000098608,1
ENSDARG00000107978,0
ENSDARG00000079849,0
ENSDARG00000114350,0
ENSDARG00000042777,38
ENSDARG00000115939,0
ENSDARG00000109392,0
ENSDARG00000110997,0
ENSDARG00000098908,1
ENSDARG00000003968,0
ENSDARG00000027744,3
ENSDARG00000103967,0
ENSDARG00000095559,0
ENSDARG00000098564,0
ENSDARG00000002411,0
ENSDARG00000093251,0
ENSDARG00000043835,2
ENSDARG00000023852,12
ENSDARG00000107203,0
ENSDARG00000012899,4
ENSDARG00000053876,1
ENSDARG00000076076,0
ENSDARG00000098431,3
ENSDARG00000105436,0
ENSDARG00000089230,5
ENSDARG00000070048,0
ENSDARG00000055093,0
ENSDARG00000074904,2
ENSDARG00000088362,0
ENSDARG00000018260,1
ENSDARG00000105967,0
ENSDARG00000097452,7
ENSDARG00000081946,0
ENSDARG00000083266,0
ENSDARG00000080372,0
ENSDARG00000081802,0
ENSDARG00000074848,6
ENSDARG00000024047,59
ENSDARG00000013776,11
ENSDARG00000076110,0
ENSDARG00000090253,2
ENSDARG00000087349,1
ENSDARG00000103619,8
ENSDARG00000063007,5
ENSDARG00000028066,6
ENSDARG00000075629,2
ENSDARG00000016448,6
ENSDARG00000013653,0
ENSDARG00000069356,7
ENSDARG00000097499,0
ENSDARG00000097035,0
ENSDARG00000101568,0
ENSDARG00000062973,2
ENSDARG00000001782,0
ENSDARG00000062977,1
ENSDARG00000007024,39
ENSDARG00000077918,0
ENSDARG00000104195,0
ENSDARG00000116762,0
ENSDARG00000105457,0
ENSDARG00000115884,0
ENSDARG00000103910,0
ENSDARG00000001712,1
ENSDARG00000117477,0
ENSDARG00000058696,10
ENSDARG00000095163,0
ENSDARG00000100658,0
ENSDARG00000086489,0
ENSDARG00000101839,0
ENSDARG00000098657,0
ENSDARG00000117688,0
ENSDARG00000077710,0
ENSDARG00000088199,0
ENSDARG00000007278,1
ENSDARG00000079742,3
ENSDARG00000100816,0
ENSDARG00000018971,10
ENSDARG00000063133,2
ENSDARG00000076259,0
ENSDARG00000063100,14
ENSDARG00000102570,0
ENSDARG00000074023,2
ENSDARG00000002494,0
ENSDARG00000077474,0
ENSDARG00000053113,2
ENSDARG00000115516,0
ENSDARG00000075433,72
ENSDARG00000007715,0
ENSDARG00000006242,19
ENSDARG00000073699,54
ENSDARG00000098623,0
ENSDARG00000058824,9
ENSDARG00000017337,5
ENSDARG00000111072,0
ENSDARG00000111350,0
ENSDARG00000116002,0
ENSDARG00000104394,0
ENSDARG00000110564,0
ENSDARG00000113733,0
ENSDARG00000088785,0
ENSDARG00000112716,0
ENSDARG00000112654,0
ENSDARG00000091697,0
ENSDARG00000105097,0
ENSDARG00000112413,0
ENSDARG00000116521,0
ENSDARG00000094335,0
ENSDARG00000115645,0
ENSDARG00000116411,0
ENSDARG00000088254,0
ENSDARG00000088552,0
ENSDARG00000109401,0
ENSDARG00000113891,0
ENSDARG00000113131,0
ENSDARG00000112873,0
ENSDARG00000113323,0
ENSDARG00000116132,0
ENSDARG00000115919,0
ENSDARG00000109517,0
ENSDARG00000110849,0
ENSDARG00000112394,0
ENSDARG00000086128,0
ENSDARG00000044976,1
ENSDARG00000114626,0
ENSDARG00000114084,0
ENSDARG00000044975,11
ENSDARG00000044973,1
ENSDARG00000036840,90
ENSDARG00000019365,0
ENSDARG00000117418,0
