Identifier,DES-1ug/L-C
ENSDARG00000095301,1
ENSDARG00000054378,2
ENSDARG00000078415,0
ENSDARG00000079133,0
ENSDARG00000011473,2
ENSDARG00000034718,8
ENSDARG00000001733,6
ENSDARG00000031678,29
ENSDARG00000094419,0
ENSDARG00000010962,11
ENSDARG00000000563,453
ENSDARG00000097112,0
ENSDARG00000028213,477
ENSDARG00000095675,3
ENSDARG00000040614,10
ENSDARG00000006065,0
ENSDARG00000116935,0
ENSDARG00000014008,2
ENSDARG00000111149,0
ENSDARG00000012244,24
ENSDARG00000108162,0
ENSDARG00000103056,0
ENSDARG00000079397,0
ENSDARG00000085695,0
ENSDARG00000019566,12
ENSDARG00000038938,3
ENSDARG00000038941,2
ENSDARG00000060875,0
ENSDARG00000110037,0
ENSDARG00000040490,0
ENSDARG00000060853,14
ENSDARG00000114622,0
ENSDARG00000018383,4
ENSDARG00000093648,0
ENSDARG00000074727,3
ENSDARG00000030478,12
ENSDARG00000040466,66
ENSDARG00000081067,0
ENSDARG00000016939,5
ENSDARG00000034989,0
ENSDARG00000112991,0
ENSDARG00000095101,0
ENSDARG00000100065,0
ENSDARG00000003544,1
ENSDARG00000092439,0
ENSDARG00000110044,0
ENSDARG00000095810,0
ENSDARG00000095965,1
ENSDARG00000095721,0
ENSDARG00000060682,62
ENSDARG00000010300,0
ENSDARG00000068945,0
ENSDARG00000026635,0
ENSDARG00000077813,0
ENSDARG00000112461,0
ENSDARG00000078266,5
ENSDARG00000098349,3
ENSDARG00000060671,2
ENSDARG00000092404,2
ENSDARG00000007099,4
ENSDARG00000101718,0
ENSDARG00000117549,2
ENSDARG00000104005,0
ENSDARG00000101367,1
ENSDARG00000031422,0
ENSDARG00000104931,0
ENSDARG00000025348,35
ENSDARG00000116108,0
ENSDARG00000020845,4
ENSDARG00000023302,0
ENSDARG00000041339,19
ENSDARG00000075989,37
ENSDARG00000052088,0
ENSDARG00000054975,0
ENSDARG00000068893,4
ENSDARG00000106243,0
ENSDARG00000078475,0
ENSDARG00000001873,13
ENSDARG00000077928,1
ENSDARG00000056128,1
ENSDARG00000068888,3
ENSDARG00000039827,4
ENSDARG00000076321,10
ENSDARG00000039824,0
ENSDARG00000102506,2
ENSDARG00000084279,0
ENSDARG00000017882,17
ENSDARG00000096858,0
ENSDARG00000019260,18
ENSDARG00000103180,0
ENSDARG00000097755,0
ENSDARG00000094078,0
ENSDARG00000011573,0
ENSDARG00000078433,2
ENSDARG00000077866,0
ENSDARG00000095838,0
ENSDARG00000053583,0
ENSDARG00000087203,0
ENSDARG00000091090,17
ENSDARG00000079741,0
ENSDARG00000108649,0
ENSDARG00000087754,0
ENSDARG00000012368,0
ENSDARG00000117323,0
ENSDARG00000086819,0
ENSDARG00000112732,0
ENSDARG00000040257,0
ENSDARG00000102829,5
ENSDARG00000102836,0
ENSDARG00000068280,1
ENSDARG00000008662,2
ENSDARG00000113024,0
ENSDARG00000117488,0
ENSDARG00000018553,0
ENSDARG00000097096,0
ENSDARG00000078468,3
ENSDARG00000040907,0
ENSDARG00000060303,0
ENSDARG00000004712,0
ENSDARG00000067723,1
ENSDARG00000103823,0
ENSDARG00000086100,0
ENSDARG00000098110,0
ENSDARG00000089190,2
ENSDARG00000101168,0
ENSDARG00000107021,0
ENSDARG00000086842,96
ENSDARG00000109678,5
ENSDARG00000098944,0
ENSDARG00000102265,0
ENSDARG00000056439,0
ENSDARG00000099298,9
ENSDARG00000078762,0
ENSDARG00000101774,0
ENSDARG00000060504,0
ENSDARG00000009493,0
ENSDARG00000099404,0
ENSDARG00000101641,0
ENSDARG00000101527,0
ENSDARG00000090844,0
ENSDARG00000088672,0
ENSDARG00000008540,1
ENSDARG00000107692,0
ENSDARG00000006008,23
ENSDARG00000104219,0
ENSDARG00000082154,0
ENSDARG00000117339,0
ENSDARG00000081883,0
ENSDARG00000080931,0
ENSDARG00000080742,0
ENSDARG00000108061,0
ENSDARG00000074153,0
ENSDARG00000111522,0
ENSDARG00000006467,1
ENSDARG00000102185,0
ENSDARG00000100133,60
ENSDARG00000053498,0
ENSDARG00000101999,1
ENSDARG00000060482,0
ENSDARG00000075685,0
ENSDARG00000068812,1
ENSDARG00000104832,0
ENSDARG00000077777,515
ENSDARG00000090988,1
ENSDARG00000060521,2
ENSDARG00000116059,0
ENSDARG00000006206,0
ENSDARG00000077809,0
ENSDARG00000038917,5
ENSDARG00000038918,0
ENSDARG00000045958,18
ENSDARG00000045027,0
ENSDARG00000097660,1
ENSDARG00000000529,2
ENSDARG00000001676,1
ENSDARG00000113153,0
ENSDARG00000075012,0
ENSDARG00000067596,0
ENSDARG00000115507,0
ENSDARG00000026024,3
ENSDARG00000034572,4
ENSDARG00000060438,1
ENSDARG00000112637,1
ENSDARG00000084399,0
ENSDARG00000115811,0
ENSDARG00000077761,0
ENSDARG00000076309,2
ENSDARG00000002299,0
ENSDARG00000117810,0
ENSDARG00000098249,0
ENSDARG00000104768,4
ENSDARG00000098790,0
ENSDARG00000112547,0
ENSDARG00000099236,13
ENSDARG00000102334,0
ENSDARG00000090198,0
ENSDARG00000108967,0
ENSDARG00000099088,0
ENSDARG00000104493,0
ENSDARG00000053365,238
ENSDARG00000068596,6
ENSDARG00000023188,4
ENSDARG00000098079,0
ENSDARG00000091138,0
ENSDARG00000102888,3
ENSDARG00000098398,1
ENSDARG00000100597,1
ENSDARG00000032353,4
ENSDARG00000036359,2
ENSDARG00000117824,0
ENSDARG00000039934,0
ENSDARG00000063570,1
ENSDARG00000075650,7
ENSDARG00000086075,4
ENSDARG00000038805,7
ENSDARG00000036974,2
ENSDARG00000058985,0
ENSDARG00000058988,0
ENSDARG00000077304,0
ENSDARG00000103980,4
ENSDARG00000040620,13
ENSDARG00000082628,0
ENSDARG00000059048,0
ENSDARG00000063577,0
ENSDARG00000040621,0
ENSDARG00000059059,0
ENSDARG00000102127,0
ENSDARG00000103612,10
ENSDARG00000099690,0
ENSDARG00000100197,0
ENSDARG00000107613,0
ENSDARG00000074914,0
ENSDARG00000103006,4
ENSDARG00000087585,0
ENSDARG00000087910,0
ENSDARG00000042872,0
ENSDARG00000074329,0
ENSDARG00000095223,0
ENSDARG00000010712,0
ENSDARG00000109233,0
ENSDARG00000075226,0
ENSDARG00000110346,1
ENSDARG00000014550,0
ENSDARG00000069726,0
ENSDARG00000112729,0
ENSDARG00000087341,1
ENSDARG00000102742,0
ENSDARG00000027600,1
ENSDARG00000079129,0
ENSDARG00000039959,0
ENSDARG00000109022,0
ENSDARG00000117666,0
ENSDARG00000117545,0
ENSDARG00000078257,0
ENSDARG00000001777,0
ENSDARG00000075376,0
ENSDARG00000111665,0
ENSDARG00000014963,7
ENSDARG00000008097,12
ENSDARG00000092467,33
ENSDARG00000078245,0
ENSDARG00000040087,1
ENSDARG00000058868,15
ENSDARG00000031749,0
ENSDARG00000035095,1
ENSDARG00000117546,1
ENSDARG00000067824,0
ENSDARG00000010023,0
ENSDARG00000090886,0
ENSDARG00000058949,0
ENSDARG00000113479,0
ENSDARG00000003934,1
ENSDARG00000089361,11
ENSDARG00000058946,3
ENSDARG00000079713,0
ENSDARG00000109823,0
ENSDARG00000074456,0
ENSDARG00000116637,0
ENSDARG00000006253,0
ENSDARG00000032801,1
ENSDARG00000060392,1
ENSDARG00000025899,0
ENSDARG00000091726,8
ENSDARG00000038308,2
ENSDARG00000020913,5
ENSDARG00000038302,3
ENSDARG00000013024,1
ENSDARG00000005108,11
ENSDARG00000025076,0
ENSDARG00000075747,1
ENSDARG00000077086,0
ENSDARG00000075054,0
ENSDARG00000069615,26
ENSDARG00000112087,7
ENSDARG00000100497,1
ENSDARG00000076724,0
ENSDARG00000076381,2
ENSDARG00000116680,10
ENSDARG00000010145,3
ENSDARG00000008560,2
ENSDARG00000075446,7
ENSDARG00000009864,7
ENSDARG00000108643,0
ENSDARG00000026908,131
ENSDARG00000020334,16
ENSDARG00000117187,0
ENSDARG00000063436,0
ENSDARG00000008948,0
ENSDARG00000107965,0
ENSDARG00000114920,0
ENSDARG00000036005,4
ENSDARG00000076529,0
ENSDARG00000100642,4
ENSDARG00000075802,0
ENSDARG00000010729,0
ENSDARG00000083624,0
ENSDARG00000090752,2
ENSDARG00000099005,1
ENSDARG00000069608,1
ENSDARG00000075229,0
ENSDARG00000069601,0
ENSDARG00000093688,2
ENSDARG00000079815,5
ENSDARG00000063665,9
ENSDARG00000092880,0
ENSDARG00000086996,3
ENSDARG00000059246,13
ENSDARG00000003429,32
ENSDARG00000026198,9
ENSDARG00000069590,0
ENSDARG00000091531,0
ENSDARG00000021082,3
ENSDARG00000059235,0
ENSDARG00000093630,0
ENSDARG00000094577,0
ENSDARG00000042995,4
ENSDARG00000076227,3
ENSDARG00000097088,1
ENSDARG00000042977,2
ENSDARG00000042975,17
ENSDARG00000092808,1
ENSDARG00000099204,0
ENSDARG00000008186,2
ENSDARG00000102251,0
ENSDARG00000103600,2
ENSDARG00000100170,7
ENSDARG00000104693,15
ENSDARG00000099182,0
ENSDARG00000098133,0
ENSDARG00000108637,0
ENSDARG00000098405,0
ENSDARG00000103025,9
ENSDARG00000100729,28
ENSDARG00000104682,133
ENSDARG00000100633,7
ENSDARG00000102300,4
ENSDARG00000084659,0
ENSDARG00000104242,6
ENSDARG00000100742,16
ENSDARG00000103787,1
ENSDARG00000095927,0
ENSDARG00000095853,0
ENSDARG00000075780,0
ENSDARG00000095953,0
ENSDARG00000092740,0
ENSDARG00000078271,0
ENSDARG00000095884,0
ENSDARG00000095902,0
ENSDARG00000093498,0
ENSDARG00000078441,2
ENSDARG00000014373,0
ENSDARG00000032769,0
ENSDARG00000041378,0
ENSDARG00000110273,0
ENSDARG00000104820,3
ENSDARG00000100322,0
ENSDARG00000104314,3
ENSDARG00000098211,1
ENSDARG00000107820,0
ENSDARG00000099187,0
ENSDARG00000102985,1
ENSDARG00000098929,0
ENSDARG00000099241,26
ENSDARG00000098902,0
ENSDARG00000103824,54
ENSDARG00000103052,0
ENSDARG00000098401,0
ENSDARG00000020948,2
ENSDARG00000067805,12
ENSDARG00000053527,0
ENSDARG00000003259,4
ENSDARG00000098338,2
ENSDARG00000019521,3
ENSDARG00000094708,0
ENSDARG00000040334,3
ENSDARG00000078542,0
ENSDARG00000092096,0
ENSDARG00000074652,1
ENSDARG00000114812,2
ENSDARG00000009459,5
ENSDARG00000053487,1
ENSDARG00000020258,11
ENSDARG00000035538,0
ENSDARG00000003157,1
ENSDARG00000068465,0
ENSDARG00000091558,2
ENSDARG00000053448,7
ENSDARG00000034403,0
ENSDARG00000053446,28
ENSDARG00000089569,1
ENSDARG00000094312,0
ENSDARG00000115315,0
ENSDARG00000040326,1
ENSDARG00000013457,6
ENSDARG00000053381,7
ENSDARG00000040535,1
ENSDARG00000103660,0
ENSDARG00000040338,8
ENSDARG00000078447,1
ENSDARG00000052658,0
ENSDARG00000074732,0
ENSDARG00000052656,0
ENSDARG00000060096,2
ENSDARG00000095081,0
ENSDARG00000036670,3
ENSDARG00000089307,2
ENSDARG00000044225,2
ENSDARG00000092104,0
ENSDARG00000021055,0
ENSDARG00000093621,0
ENSDARG00000074316,7
ENSDARG00000069390,0
ENSDARG00000095015,0
ENSDARG00000086838,2
ENSDARG00000062974,4
ENSDARG00000077202,0
ENSDARG00000057992,6
ENSDARG00000057995,0
ENSDARG00000114663,0
ENSDARG00000044246,0
ENSDARG00000075600,0
ENSDARG00000116784,0
ENSDARG00000044251,2
ENSDARG00000092269,1
ENSDARG00000063011,0
ENSDARG00000044253,4
ENSDARG00000044254,17
ENSDARG00000093531,1
ENSDARG00000034174,6
ENSDARG00000044255,2
ENSDARG00000006896,0
ENSDARG00000033610,0
ENSDARG00000058041,30
ENSDARG00000092826,1
ENSDARG00000044261,17
ENSDARG00000063050,1
ENSDARG00000098967,4
ENSDARG00000101674,0
ENSDARG00000021455,3
ENSDARG00000109594,0
ENSDARG00000117790,0
ENSDARG00000028099,0
ENSDARG00000091198,4
ENSDARG00000095365,0
ENSDARG00000082257,0
ENSDARG00000079049,0
ENSDARG00000058102,5
ENSDARG00000069446,0
ENSDARG00000073914,0
ENSDARG00000093881,0
ENSDARG00000078492,0
ENSDARG00000017047,4
ENSDARG00000069439,0
ENSDARG00000004296,45
ENSDARG00000091419,2
ENSDARG00000063140,5
ENSDARG00000044265,1
ENSDARG00000058226,7
ENSDARG00000058221,0
ENSDARG00000106421,0
ENSDARG00000043757,8
ENSDARG00000002523,23
ENSDARG00000060911,2
ENSDARG00000028523,8
ENSDARG00000063194,2
ENSDARG00000043732,23
ENSDARG00000094438,0
ENSDARG00000043729,90
ENSDARG00000043728,7
ENSDARG00000043727,2
ENSDARG00000114777,0
ENSDARG00000041982,0
ENSDARG00000093073,0
ENSDARG00000063161,4
ENSDARG00000116577,0
ENSDARG00000069420,0
ENSDARG00000113923,0
ENSDARG00000058284,0
ENSDARG00000104560,0
ENSDARG00000099840,1
ENSDARG00000098764,1
ENSDARG00000000804,2
ENSDARG00000074425,6
ENSDARG00000000142,1
ENSDARG00000085561,0
ENSDARG00000026736,1
ENSDARG00000028661,7
ENSDARG00000111562,0
ENSDARG00000108016,0
ENSDARG00000094468,0
ENSDARG00000095460,0
ENSDARG00000084433,0
ENSDARG00000095502,0
ENSDARG00000069543,0
ENSDARG00000011418,5
ENSDARG00000012275,0
ENSDARG00000024728,1
ENSDARG00000039601,8
ENSDARG00000063614,1
ENSDARG00000106982,0
ENSDARG00000006389,13
ENSDARG00000095137,0
ENSDARG00000092525,0
ENSDARG00000094055,0
ENSDARG00000094850,0
ENSDARG00000028096,4
ENSDARG00000103703,1
ENSDARG00000114063,2
ENSDARG00000117593,0
ENSDARG00000092580,0
ENSDARG00000093124,2
ENSDARG00000044276,3
ENSDARG00000113306,0
ENSDARG00000021982,0
ENSDARG00000006257,6
ENSDARG00000076644,0
ENSDARG00000087779,5
ENSDARG00000033768,6
ENSDARG00000016769,3
ENSDARG00000019233,1
ENSDARG00000044281,13
ENSDARG00000002271,10
ENSDARG00000044282,4
ENSDARG00000073695,0
ENSDARG00000074328,3
ENSDARG00000063309,2
ENSDARG00000044295,1
ENSDARG00000104849,0
ENSDARG00000095385,0
ENSDARG00000081514,0
ENSDARG00000082462,0
ENSDARG00000080923,0
ENSDARG00000076560,0
ENSDARG00000018426,37
ENSDARG00000044298,2
ENSDARG00000044299,5
ENSDARG00000095594,0
ENSDARG00000017229,0
ENSDARG00000044304,1
ENSDARG00000114472,0
ENSDARG00000104573,11
ENSDARG00000051896,0
ENSDARG00000046054,1
ENSDARG00000046053,0
ENSDARG00000060069,1
ENSDARG00000087414,0
ENSDARG00000078922,0
ENSDARG00000069472,0
ENSDARG00000105041,0
ENSDARG00000103135,0
ENSDARG00000099113,0
ENSDARG00000104450,0
ENSDARG00000100292,0
ENSDARG00000093444,0
ENSDARG00000078056,3
ENSDARG00000095421,1
ENSDARG00000115663,0
ENSDARG00000109514,0
ENSDARG00000081379,0
ENSDARG00000080633,0
ENSDARG00000013871,17
ENSDARG00000005560,30
ENSDARG00000078105,4
ENSDARG00000014058,0
ENSDARG00000025220,0
ENSDARG00000099844,2
ENSDARG00000110331,0
ENSDARG00000082394,0
ENSDARG00000081488,0
ENSDARG00000034852,1
ENSDARG00000062873,0
ENSDARG00000039354,1
ENSDARG00000073721,1
ENSDARG00000014939,2
ENSDARG00000085090,0
ENSDARG00000039345,9
ENSDARG00000083269,0
ENSDARG00000074858,13
ENSDARG00000010641,13
ENSDARG00000095294,1
ENSDARG00000011743,1
ENSDARG00000039351,6
ENSDARG00000077596,1
ENSDARG00000110972,0
ENSDARG00000044183,8
ENSDARG00000069377,0
ENSDARG00000095686,0
ENSDARG00000078839,0
ENSDARG00000116400,0
ENSDARG00000117452,0
ENSDARG00000006624,2
ENSDARG00000028067,2
ENSDARG00000032083,1
ENSDARG00000027638,0
ENSDARG00000027687,0
ENSDARG00000075864,0
ENSDARG00000080015,0
ENSDARG00000092976,11
ENSDARG00000054050,4
ENSDARG00000043465,5
ENSDARG00000078394,0
ENSDARG00000079681,0
ENSDARG00000117285,0
ENSDARG00000076949,0
ENSDARG00000111734,0
ENSDARG00000117243,0
ENSDARG00000044015,0
ENSDARG00000116593,0
ENSDARG00000005540,3
ENSDARG00000057299,24
ENSDARG00000013110,0
ENSDARG00000095167,0
ENSDARG00000027587,0
ENSDARG00000057456,5
ENSDARG00000076858,1
ENSDARG00000061419,0
ENSDARG00000057678,2
ENSDARG00000057676,23
ENSDARG00000099593,1
ENSDARG00000044010,2
ENSDARG00000100139,7
ENSDARG00000073753,5
ENSDARG00000109303,0
ENSDARG00000076765,0
ENSDARG00000057672,2
ENSDARG00000062765,1
ENSDARG00000077515,12
ENSDARG00000088831,0
ENSDARG00000044048,2
ENSDARG00000057665,0
ENSDARG00000044044,0
ENSDARG00000017880,3
ENSDARG00000111286,0
ENSDARG00000093141,0
ENSDARG00000111041,0
ENSDARG00000062720,0
ENSDARG00000116352,0
ENSDARG00000087961,0
ENSDARG00000027523,0
ENSDARG00000093047,0
ENSDARG00000094461,0
ENSDARG00000043976,20
ENSDARG00000017230,12
ENSDARG00000043962,2
ENSDARG00000107353,0
ENSDARG00000089562,0
ENSDARG00000027639,0
ENSDARG00000103602,0
ENSDARG00000104598,12
ENSDARG00000097170,0
ENSDARG00000095302,0
ENSDARG00000104007,13
ENSDARG00000101232,0
ENSDARG00000099646,0
ENSDARG00000112930,0
ENSDARG00000102726,0
ENSDARG00000101307,0
ENSDARG00000057519,17
ENSDARG00000101665,9
ENSDARG00000088475,1
ENSDARG00000098963,1
ENSDARG00000104057,2
ENSDARG00000103013,24
ENSDARG00000099447,0
ENSDARG00000099035,0
ENSDARG00000099931,18
ENSDARG00000104826,0
ENSDARG00000103950,0
ENSDARG00000104497,0
ENSDARG00000101865,7
ENSDARG00000100670,0
ENSDARG00000100829,13
ENSDARG00000102385,0
ENSDARG00000112040,0
ENSDARG00000105148,0
ENSDARG00000088911,0
ENSDARG00000057479,0
ENSDARG00000112454,8
ENSDARG00000107280,0
ENSDARG00000083391,0
ENSDARG00000034808,4
ENSDARG00000014329,67
ENSDARG00000017615,2
ENSDARG00000043901,0
ENSDARG00000087764,0
ENSDARG00000109946,0
ENSDARG00000008182,0
ENSDARG00000088539,1
ENSDARG00000097477,0
ENSDARG00000014047,10
ENSDARG00000043907,1
ENSDARG00000111524,0
ENSDARG00000079251,0
ENSDARG00000100737,0
ENSDARG00000117144,0
ENSDARG00000069190,0
ENSDARG00000078691,12
ENSDARG00000112993,0
ENSDARG00000056929,10
ENSDARG00000106506,0
ENSDARG00000056920,1
ENSDARG00000056915,12
ENSDARG00000056913,9
ENSDARG00000056885,1
ENSDARG00000094169,0
ENSDARG00000056877,13
ENSDARG00000082850,0
ENSDARG00000056873,98
ENSDARG00000056871,1
ENSDARG00000039215,6
ENSDARG00000094899,0
ENSDARG00000086416,4
ENSDARG00000104458,38
ENSDARG00000099273,1
ENSDARG00000117611,0
ENSDARG00000069333,0
ENSDARG00000086665,1
ENSDARG00000096973,0
ENSDARG00000057110,1
ENSDARG00000057105,6
ENSDARG00000003984,3
ENSDARG00000009930,0
ENSDARG00000113307,0
ENSDARG00000069323,0
ENSDARG00000025150,0
ENSDARG00000088219,0
ENSDARG00000088727,0
ENSDARG00000087245,1
ENSDARG00000057090,1
ENSDARG00000102680,0
ENSDARG00000092800,0
ENSDARG00000086718,0
ENSDARG00000029051,0
ENSDARG00000078618,2
ENSDARG00000096872,0
ENSDARG00000044091,1
ENSDARG00000113000,0
ENSDARG00000061120,72
ENSDARG00000106135,0
ENSDARG00000026403,0
ENSDARG00000092226,0
ENSDARG00000062361,8
ENSDARG00000092557,0
ENSDARG00000016439,0
ENSDARG00000113795,0
ENSDARG00000062347,1
ENSDARG00000077313,0
ENSDARG00000057035,48
ENSDARG00000057021,3
ENSDARG00000086302,4
ENSDARG00000075273,0
ENSDARG00000057004,4
ENSDARG00000112294,0
ENSDARG00000056985,2
ENSDARG00000076121,3
ENSDARG00000056964,18
ENSDARG00000043898,1
ENSDARG00000095640,0
ENSDARG00000112826,0
ENSDARG00000043894,0
ENSDARG00000102034,0
ENSDARG00000029461,0
ENSDARG00000086493,0
ENSDARG00000087709,0
ENSDARG00000017067,5
ENSDARG00000027169,0
ENSDARG00000004445,0
ENSDARG00000112889,0
ENSDARG00000069157,11
ENSDARG00000008243,30
ENSDARG00000069143,0
ENSDARG00000002196,6
ENSDARG00000069139,1
ENSDARG00000095144,0
ENSDARG00000078430,5
ENSDARG00000043848,83
ENSDARG00000077093,11
ENSDARG00000002394,0
ENSDARG00000043806,17
ENSDARG00000043850,0
ENSDARG00000070507,0
ENSDARG00000043857,24
ENSDARG00000106013,0
ENSDARG00000076856,8
ENSDARG00000056678,3
ENSDARG00000005397,5
ENSDARG00000069129,3
ENSDARG00000056664,0
ENSDARG00000079850,0
ENSDARG00000115442,0
ENSDARG00000079933,0
ENSDARG00000025011,8
ENSDARG00000075382,2
ENSDARG00000056653,1
ENSDARG00000094386,0
ENSDARG00000056649,12
ENSDARG00000095400,3
ENSDARG00000090629,0
ENSDARG00000056633,2
ENSDARG00000029493,1
ENSDARG00000097371,0
ENSDARG00000094211,0
ENSDARG00000056603,0
ENSDARG00000056511,76
ENSDARG00000077622,0
ENSDARG00000069109,3
ENSDARG00000069106,0
ENSDARG00000079895,2
ENSDARG00000097136,0
ENSDARG00000056479,7
ENSDARG00000088927,0
ENSDARG00000073696,10
ENSDARG00000062016,4
ENSDARG00000032816,4
ENSDARG00000030805,0
ENSDARG00000075422,4
ENSDARG00000043663,12
ENSDARG00000092387,5
ENSDARG00000092787,37
ENSDARG00000095610,0
ENSDARG00000093382,10
ENSDARG00000114036,0
ENSDARG00000043662,2
ENSDARG00000061993,2
ENSDARG00000080851,0
ENSDARG00000080041,0
ENSDARG00000014793,14
ENSDARG00000043658,4
ENSDARG00000106411,0
ENSDARG00000056427,6
ENSDARG00000113489,0
ENSDARG00000087639,0
ENSDARG00000069085,1
ENSDARG00000053884,6
ENSDARG00000015917,2
ENSDARG00000018399,0
ENSDARG00000082187,0
ENSDARG00000081078,0
ENSDARG00000111666,0
ENSDARG00000077339,0
ENSDARG00000043493,28
ENSDARG00000069065,5
ENSDARG00000103049,0
ENSDARG00000092578,1
ENSDARG00000093623,0
ENSDARG00000093929,0
ENSDARG00000094958,0
ENSDARG00000012699,3
ENSDARG00000015199,5
ENSDARG00000026531,14
ENSDARG00000107970,0
ENSDARG00000107885,0
ENSDARG00000088315,4
ENSDARG00000061835,0
ENSDARG00000098042,0
ENSDARG00000012866,9
ENSDARG00000077179,0
ENSDARG00000061956,0
ENSDARG00000089787,12
ENSDARG00000014506,11
ENSDARG00000116938,0
ENSDARG00000099323,4
ENSDARG00000111769,0
ENSDARG00000116971,0
ENSDARG00000095975,0
ENSDARG00000011240,2
ENSDARG00000036338,5
ENSDARG00000013670,23
ENSDARG00000105061,1
ENSDARG00000068996,21
ENSDARG00000068995,50
ENSDARG00000043542,6
ENSDARG00000089327,0
ENSDARG00000068992,525
ENSDARG00000115047,0
ENSDARG00000113056,0
ENSDARG00000082008,0
ENSDARG00000068982,0
ENSDARG00000068976,0
ENSDARG00000068974,4
ENSDARG00000092396,0
ENSDARG00000018065,0
ENSDARG00000114119,0
ENSDARG00000013005,4
ENSDARG00000081351,0
ENSDARG00000106033,0
ENSDARG00000117627,1
ENSDARG00000004627,1
ENSDARG00000055349,4
ENSDARG00000027129,0
ENSDARG00000009387,3
ENSDARG00000092847,0
ENSDARG00000005645,3
ENSDARG00000114981,0
ENSDARG00000079474,0
ENSDARG00000077039,0
ENSDARG00000111130,0
ENSDARG00000023174,14
ENSDARG00000055433,3
ENSDARG00000061549,0
ENSDARG00000004363,1
ENSDARG00000086112,2
ENSDARG00000042489,1
ENSDARG00000042492,1
ENSDARG00000014796,9
ENSDARG00000023815,1
ENSDARG00000116183,0
ENSDARG00000018846,6
ENSDARG00000019228,9
ENSDARG00000074521,2
ENSDARG00000068923,0
ENSDARG00000043285,0
ENSDARG00000043287,2
ENSDARG00000068919,2
ENSDARG00000026499,0
ENSDARG00000076473,0
ENSDARG00000014430,2
ENSDARG00000061580,2
ENSDARG00000078459,12
ENSDARG00000109511,0
ENSDARG00000062592,171
ENSDARG00000111877,2
ENSDARG00000043357,3
ENSDARG00000098867,0
ENSDARG00000105000,2
ENSDARG00000117222,0
ENSDARG00000114038,10
ENSDARG00000082262,0
ENSDARG00000083420,0
ENSDARG00000082938,0
ENSDARG00000043371,125
ENSDARG00000055622,0
ENSDARG00000011422,7
ENSDARG00000068858,0
ENSDARG00000090814,1
ENSDARG00000035332,3
ENSDARG00000056024,0
ENSDARG00000035333,2
ENSDARG00000091317,1
ENSDARG00000077740,1
ENSDARG00000032820,0
ENSDARG00000097667,0
ENSDARG00000056001,6
ENSDARG00000055973,0
ENSDARG00000079862,0
ENSDARG00000055969,7
ENSDARG00000068817,0
ENSDARG00000092625,0
ENSDARG00000116394,0
ENSDARG00000117202,0
ENSDARG00000115302,0
ENSDARG00000092589,0
ENSDARG00000112207,0
ENSDARG00000109890,0
ENSDARG00000088743,0
ENSDARG00000095054,0
ENSDARG00000109962,0
ENSDARG00000116494,0
ENSDARG00000079542,2
ENSDARG00000099228,0
ENSDARG00000070080,2
ENSDARG00000018856,2
ENSDARG00000089570,0
ENSDARG00000068782,1
ENSDARG00000043236,0
ENSDARG00000043232,0
ENSDARG00000098015,0
ENSDARG00000076891,6
ENSDARG00000021938,3
ENSDARG00000061235,8
ENSDARG00000068755,4
ENSDARG00000078658,0
ENSDARG00000030803,1
ENSDARG00000043211,3
ENSDARG00000043209,1
ENSDARG00000094647,0
ENSDARG00000055113,5
ENSDARG00000077224,0
ENSDARG00000061378,4
ENSDARG00000087393,0
ENSDARG00000026338,0
ENSDARG00000030914,1
ENSDARG00000055092,5
ENSDARG00000092463,0
ENSDARG00000093822,0
ENSDARG00000088937,0
ENSDARG00000027153,0
ENSDARG00000043182,4
ENSDARG00000004763,0
ENSDARG00000079889,0
ENSDARG00000103071,3
ENSDARG00000055066,0
ENSDARG00000100481,2
ENSDARG00000106229,0
ENSDARG00000089119,0
ENSDARG00000090368,0
ENSDARG00000102689,0
ENSDARG00000085822,0
ENSDARG00000103748,2
ENSDARG00000007856,0
ENSDARG00000099175,72
ENSDARG00000099156,0
ENSDARG00000060983,0
ENSDARG00000054575,0
ENSDARG00000107368,0
ENSDARG00000043142,0
ENSDARG00000100546,0
ENSDARG00000068704,0
ENSDARG00000078974,8
ENSDARG00000103268,0
ENSDARG00000101588,0
ENSDARG00000105708,0
ENSDARG00000100269,0
ENSDARG00000105775,0
ENSDARG00000102990,0
ENSDARG00000098178,0
ENSDARG00000100272,0
ENSDARG00000105828,0
ENSDARG00000105796,0
ENSDARG00000091172,0
ENSDARG00000091203,0
ENSDARG00000102662,0
ENSDARG00000102329,0
ENSDARG00000091143,0
ENSDARG00000102933,0
ENSDARG00000101554,1
ENSDARG00000102921,0
ENSDARG00000103192,0
ENSDARG00000100410,0
ENSDARG00000102614,0
ENSDARG00000103418,0
ENSDARG00000103685,0
ENSDARG00000068661,0
ENSDARG00000068660,0
ENSDARG00000068659,0
ENSDARG00000101806,0
ENSDARG00000099532,26
ENSDARG00000034825,1
ENSDARG00000054755,1
ENSDARG00000061052,12
ENSDARG00000043148,0
ENSDARG00000068640,13
ENSDARG00000093503,4
ENSDARG00000091209,19
ENSDARG00000097029,0
ENSDARG00000043154,86
ENSDARG00000043157,1
ENSDARG00000035167,7
ENSDARG00000103714,10
ENSDARG00000088502,0
ENSDARG00000097502,0
ENSDARG00000063519,1
ENSDARG00000091428,0
ENSDARG00000111240,11
ENSDARG00000026322,6
