Identifier,TGSH-1ug/L-B
ENSDARG00000092262,0
ENSDARG00000076901,0
ENSDARG00000076270,2
ENSDARG00000060065,80
ENSDARG00000002597,0
ENSDARG00000007323,38
ENSDARG00000073773,2
ENSDARG00000003527,22
ENSDARG00000083063,0
ENSDARG00000075758,78
ENSDARG00000096154,0
ENSDARG00000095899,0
ENSDARG00000078157,0
ENSDARG00000110770,0
ENSDARG00000009212,697
ENSDARG00000034270,94
ENSDARG00000094471,0
ENSDARG00000010070,3
ENSDARG00000041576,0
ENSDARG00000060029,5
ENSDARG00000094251,0
ENSDARG00000075332,1
ENSDARG00000068190,0
ENSDARG00000091876,0
ENSDARG00000053196,16
ENSDARG00000027582,20
ENSDARG00000093188,3
ENSDARG00000010316,8
ENSDARG00000060002,2
ENSDARG00000077087,12
ENSDARG00000079079,2
ENSDARG00000094996,4
ENSDARG00000028275,2
ENSDARG00000041540,5
ENSDARG00000088067,2
ENSDARG00000095734,0
ENSDARG00000018361,2
ENSDARG00000053135,0
ENSDARG00000059397,0
ENSDARG00000076857,0
ENSDARG00000087601,2
ENSDARG00000018653,0
ENSDARG00000106813,0
ENSDARG00000068168,6
ENSDARG00000074897,1
ENSDARG00000076414,10
ENSDARG00000116051,0
ENSDARG00000112033,0
ENSDARG00000077114,4
ENSDARG00000004757,634
ENSDARG00000041530,7
ENSDARG00000097853,1
ENSDARG00000092141,0
ENSDARG00000030634,0
ENSDARG00000053087,14
ENSDARG00000114259,0
ENSDARG00000041511,2
ENSDARG00000059960,22
ENSDARG00000107913,0
ENSDARG00000007275,295
ENSDARG00000052606,9
ENSDARG00000110736,0
ENSDARG00000101823,2
ENSDARG00000076566,7
ENSDARG00000036684,39
ENSDARG00000006109,0
ENSDARG00000073801,4
ENSDARG00000059746,7
ENSDARG00000079504,14
ENSDARG00000091917,6
ENSDARG00000092738,1
ENSDARG00000108502,0
ENSDARG00000107728,0
ENSDARG00000078324,5
ENSDARG00000092351,0
ENSDARG00000104072,0
ENSDARG00000052948,10
ENSDARG00000052958,1
ENSDARG00000052960,2
ENSDARG00000032577,3
ENSDARG00000041462,0
ENSDARG00000104070,0
ENSDARG00000102529,0
ENSDARG00000068145,0
ENSDARG00000101779,0
ENSDARG00000100045,0
ENSDARG00000068149,6
ENSDARG00000009557,1
ENSDARG00000017953,0
ENSDARG00000012747,19
ENSDARG00000011855,1
ENSDARG00000025854,10
ENSDARG00000025858,19
ENSDARG00000022493,1
ENSDARG00000093023,0
ENSDARG00000078485,0
ENSDARG00000022684,442
ENSDARG00000075375,3
ENSDARG00000015293,1
ENSDARG00000073996,1
ENSDARG00000036630,7
ENSDARG00000068127,0
ENSDARG00000095682,0
ENSDARG00000096449,0
ENSDARG00000002230,148
ENSDARG00000068125,11
ENSDARG00000068124,0
ENSDARG00000076250,0
ENSDARG00000059885,2
ENSDARG00000068123,23
ENSDARG00000041372,9
ENSDARG00000018914,37
ENSDARG00000041376,2
ENSDARG00000059897,4
ENSDARG00000105214,1
ENSDARG00000097014,0
ENSDARG00000012378,6
ENSDARG00000057465,0
ENSDARG00000025672,1
ENSDARG00000095867,0
ENSDARG00000095807,33
ENSDARG00000038422,1
ENSDARG00000073743,0
ENSDARG00000078280,1
ENSDARG00000021232,0
ENSDARG00000003303,1
ENSDARG00000033594,0
ENSDARG00000074828,1
ENSDARG00000081096,0
ENSDARG00000106579,1
ENSDARG00000107065,0
ENSDARG00000089156,4
ENSDARG00000099651,14
ENSDARG00000078399,1
ENSDARG00000117233,1
ENSDARG00000015887,137
ENSDARG00000007359,15
ENSDARG00000095922,0
ENSDARG00000021287,1
ENSDARG00000063159,2
ENSDARG00000112101,0
ENSDARG00000036999,2
ENSDARG00000028071,12
ENSDARG00000029556,8
ENSDARG00000068098,0
ENSDARG00000041362,10
ENSDARG00000041358,0
ENSDARG00000011027,26
ENSDARG00000041350,5
ENSDARG00000021209,4
ENSDARG00000005780,1
ENSDARG00000088807,11
ENSDARG00000007329,1
ENSDARG00000094868,0
ENSDARG00000079326,4
ENSDARG00000039229,3
ENSDARG00000025013,0
ENSDARG00000039225,22
ENSDARG00000007369,16
ENSDARG00000104073,0
ENSDARG00000015057,28
ENSDARG00000016016,29
ENSDARG00000077120,0
ENSDARG00000113254,2
ENSDARG00000016044,5
ENSDARG00000015657,0
ENSDARG00000116497,3
ENSDARG00000102758,0
ENSDARG00000102075,6
ENSDARG00000102599,14
ENSDARG00000086906,5
ENSDARG00000099294,11
ENSDARG00000117780,0
ENSDARG00000099985,1
ENSDARG00000103676,0
ENSDARG00000114237,6
ENSDARG00000098591,275
ENSDARG00000102778,0
ENSDARG00000103067,0
ENSDARG00000103176,0
ENSDARG00000101508,0
ENSDARG00000080758,0
ENSDARG00000081534,0
ENSDARG00000096224,0
ENSDARG00000006577,1
ENSDARG00000098313,0
ENSDARG00000095879,19
ENSDARG00000076218,0
ENSDARG00000042477,13
ENSDARG00000041306,21
ENSDARG00000078215,1
ENSDARG00000003181,0
ENSDARG00000059763,1
ENSDARG00000075917,1
ENSDARG00000090454,273
ENSDARG00000098215,1
ENSDARG00000090547,0
ENSDARG00000100136,10
ENSDARG00000110642,0
ENSDARG00000115603,0
ENSDARG00000101589,0
ENSDARG00000100304,0
ENSDARG00000100171,0
ENSDARG00000103610,5
ENSDARG00000100823,42
ENSDARG00000116976,0
ENSDARG00000106018,1
ENSDARG00000098742,4
ENSDARG00000104973,0
ENSDARG00000044490,0
ENSDARG00000008703,1
ENSDARG00000111110,48
ENSDARG00000117662,0
ENSDARG00000103609,4
ENSDARG00000013009,15
ENSDARG00000043079,1
ENSDARG00000102546,13
ENSDARG00000109717,0
ENSDARG00000099650,1
ENSDARG00000117255,1
ENSDARG00000070145,1
ENSDARG00000002193,1687
ENSDARG00000020982,12
ENSDARG00000117283,5
ENSDARG00000103665,3
ENSDARG00000105863,0
ENSDARG00000006990,1
ENSDARG00000110298,7
ENSDARG00000006868,2
ENSDARG00000076747,0
ENSDARG00000086057,0
ENSDARG00000111860,1
ENSDARG00000100461,1
ENSDARG00000098670,1
ENSDARG00000101696,2
ENSDARG00000078042,10
ENSDARG00000093125,5
ENSDARG00000014976,11
ENSDARG00000110024,0
ENSDARG00000102336,0
ENSDARG00000100150,0
ENSDARG00000103337,29
ENSDARG00000104528,2
ENSDARG00000105042,0
ENSDARG00000099598,0
ENSDARG00000114245,24
ENSDARG00000114697,0
ENSDARG00000102274,7
ENSDARG00000103651,1
ENSDARG00000099039,57
ENSDARG00000098936,79
ENSDARG00000100407,5
ENSDARG00000098883,34
ENSDARG00000103114,5
ENSDARG00000098235,5
ENSDARG00000099980,0
ENSDARG00000099373,3
ENSDARG00000111564,0
ENSDARG00000099207,0
ENSDARG00000117794,0
ENSDARG00000099148,21
ENSDARG00000098461,0
ENSDARG00000104716,0
ENSDARG00000099799,3
ENSDARG00000100887,13
ENSDARG00000078172,8
ENSDARG00000098640,0
ENSDARG00000098204,0
ENSDARG00000078058,3
ENSDARG00000074802,0
ENSDARG00000075709,113
ENSDARG00000011999,3
ENSDARG00000040990,2
ENSDARG00000113367,0
ENSDARG00000014321,1
ENSDARG00000059294,2
ENSDARG00000015592,0
ENSDARG00000097420,0
ENSDARG00000075641,0
ENSDARG00000037199,5
ENSDARG00000026369,121
ENSDARG00000059305,1
ENSDARG00000101077,0
ENSDARG00000077553,0
ENSDARG00000112056,0
ENSDARG00000112167,0
ENSDARG00000114086,1
ENSDARG00000100315,2
ENSDARG00000100955,0
ENSDARG00000104727,5
ENSDARG00000101366,0
ENSDARG00000112453,0
ENSDARG00000070272,0
ENSDARG00000110859,0
ENSDARG00000109433,0
ENSDARG00000076718,0
ENSDARG00000094004,2
ENSDARG00000116611,0
ENSDARG00000063730,0
ENSDARG00000063731,2
ENSDARG00000042880,0
ENSDARG00000063732,0
ENSDARG00000096896,6
ENSDARG00000042821,2
ENSDARG00000097886,2
ENSDARG00000083365,0
ENSDARG00000042824,77
ENSDARG00000059351,7
ENSDARG00000080664,0
ENSDARG00000095530,0
ENSDARG00000095041,1
ENSDARG00000059280,10
ENSDARG00000059276,4
ENSDARG00000080641,0
ENSDARG00000094186,0
ENSDARG00000059274,9
ENSDARG00000057859,3
ENSDARG00000059267,6
ENSDARG00000059263,2
ENSDARG00000059256,0
ENSDARG00000059255,10
ENSDARG00000115902,1
ENSDARG00000063646,6
ENSDARG00000093786,0
ENSDARG00000094970,0
ENSDARG00000017775,135
ENSDARG00000092110,0
ENSDARG00000023903,1
ENSDARG00000101735,21
ENSDARG00000104300,0
ENSDARG00000090804,9
ENSDARG00000016611,10
ENSDARG00000099733,9
ENSDARG00000099374,13
ENSDARG00000001549,4
ENSDARG00000106869,0
ENSDARG00000097970,0
ENSDARG00000077620,13
ENSDARG00000006978,0
ENSDARG00000079872,0
ENSDARG00000093284,0
ENSDARG00000092185,0
ENSDARG00000063580,4
ENSDARG00000013128,2
ENSDARG00000011652,0
ENSDARG00000097052,0
ENSDARG00000078386,31
ENSDARG00000034916,29
ENSDARG00000013125,3
ENSDARG00000079964,4
ENSDARG00000099348,0
ENSDARG00000042282,5
ENSDARG00000095577,4
ENSDARG00000074909,4
ENSDARG00000017359,1
ENSDARG00000042467,7
ENSDARG00000093411,0
ENSDARG00000076571,19
ENSDARG00000006892,1
ENSDARG00000042508,24
ENSDARG00000108458,0
ENSDARG00000034801,6
ENSDARG00000104119,14
ENSDARG00000112749,0
ENSDARG00000093749,0
ENSDARG00000077165,11
ENSDARG00000099227,18
ENSDARG00000053383,12
ENSDARG00000058467,51
ENSDARG00000012586,18
ENSDARG00000017007,8
ENSDARG00000114227,8
ENSDARG00000061717,1
ENSDARG00000086172,1
ENSDARG00000012945,0
ENSDARG00000059209,0
ENSDARG00000076824,0
ENSDARG00000022261,37
ENSDARG00000077983,1
ENSDARG00000095858,0
ENSDARG00000039335,63
ENSDARG00000097781,0
ENSDARG00000027822,0
ENSDARG00000113593,0
ENSDARG00000056102,10
ENSDARG00000056087,27
ENSDARG00000018206,13
ENSDARG00000107023,0
ENSDARG00000116178,0
ENSDARG00000111970,0
ENSDARG00000042018,35
ENSDARG00000042025,6
ENSDARG00000063357,0
ENSDARG00000042032,22
ENSDARG00000083322,0
ENSDARG00000110808,0
ENSDARG00000105988,0
ENSDARG00000040374,2
ENSDARG00000074728,0
ENSDARG00000084681,0
ENSDARG00000058780,0
ENSDARG00000063352,20
ENSDARG00000110863,0
ENSDARG00000042124,6
ENSDARG00000094833,8
ENSDARG00000063330,21
ENSDARG00000000666,23
ENSDARG00000097160,7
ENSDARG00000044766,2
ENSDARG00000097968,0
ENSDARG00000058733,3
ENSDARG00000088891,0
ENSDARG00000042114,10
ENSDARG00000042115,20
ENSDARG00000058656,70
ENSDARG00000058646,37
ENSDARG00000081163,0
ENSDARG00000058644,4
ENSDARG00000070155,21
ENSDARG00000094466,0
ENSDARG00000042106,0
ENSDARG00000006863,0
ENSDARG00000078582,0
ENSDARG00000084530,0
ENSDARG00000042063,1
ENSDARG00000086529,1
ENSDARG00000092057,1
ENSDARG00000094478,0
ENSDARG00000094616,0
ENSDARG00000032156,0
ENSDARG00000095741,0
ENSDARG00000070166,0
ENSDARG00000075282,61
ENSDARG00000055009,44
ENSDARG00000092413,2
ENSDARG00000104110,8
ENSDARG00000005049,3
ENSDARG00000077119,10
ENSDARG00000004771,6
ENSDARG00000003017,37
ENSDARG00000019116,9
ENSDARG00000117587,0
ENSDARG00000058606,20
ENSDARG00000010946,10
ENSDARG00000015325,24
ENSDARG00000087403,0
ENSDARG00000095277,0
ENSDARG00000092106,0
ENSDARG00000041998,2
ENSDARG00000117430,0
ENSDARG00000092288,0
ENSDARG00000108052,0
ENSDARG00000091411,2
ENSDARG00000006292,1
ENSDARG00000029766,2
ENSDARG00000017803,52
ENSDARG00000086215,5
ENSDARG00000063509,7
ENSDARG00000039576,156
ENSDARG00000092421,0
ENSDARG00000104105,6
ENSDARG00000063212,3
ENSDARG00000006220,51
ENSDARG00000063224,0
ENSDARG00000010563,5
ENSDARG00000012796,0
ENSDARG00000095022,20
ENSDARG00000116532,0
ENSDARG00000112156,0
ENSDARG00000041959,10
ENSDARG00000070043,4
ENSDARG00000109373,3
ENSDARG00000024112,10
ENSDARG00000116313,0
ENSDARG00000055934,1
ENSDARG00000093103,0
ENSDARG00000095306,2
ENSDARG00000025162,2
ENSDARG00000078392,1
ENSDARG00000073935,0
ENSDARG00000017155,0
ENSDARG00000083967,0
ENSDARG00000078671,52
ENSDARG00000009242,1
ENSDARG00000080888,0
ENSDARG00000041925,515
ENSDARG00000080708,0
ENSDARG00000012215,5
ENSDARG00000070057,12
ENSDARG00000006314,7
ENSDARG00000015889,25
ENSDARG00000093040,0
ENSDARG00000027079,2
ENSDARG00000012222,3
ENSDARG00000061664,12
ENSDARG00000070029,1
ENSDARG00000070028,4
ENSDARG00000003421,3
ENSDARG00000002168,19
ENSDARG00000089235,0
ENSDARG00000035993,35
ENSDARG00000040039,33
ENSDARG00000074143,7
ENSDARG00000111090,0
ENSDARG00000041904,14
ENSDARG00000029955,7
ENSDARG00000095504,0
ENSDARG00000070011,1
ENSDARG00000058409,0
ENSDARG00000020834,26
ENSDARG00000020057,15
ENSDARG00000009839,0
ENSDARG00000019950,9
ENSDARG00000117572,0
ENSDARG00000060004,32
ENSDARG00000085941,0
ENSDARG00000075111,0
ENSDARG00000058222,0
ENSDARG00000041735,83
ENSDARG00000058207,2
ENSDARG00000098022,0
ENSDARG00000006301,4
ENSDARG00000095070,4
ENSDARG00000069978,0
ENSDARG00000078193,1
ENSDARG00000086317,13
ENSDARG00000019316,2
ENSDARG00000000369,6
ENSDARG00000078935,9
ENSDARG00000092279,1
ENSDARG00000095580,11
ENSDARG00000074254,0
ENSDARG00000113678,0
ENSDARG00000094669,0
ENSDARG00000038446,14
ENSDARG00000034555,10
ENSDARG00000019815,5
ENSDARG00000092021,0
ENSDARG00000093288,0
ENSDARG00000093038,0
ENSDARG00000095057,0
ENSDARG00000075996,0
ENSDARG00000068713,0
ENSDARG00000087592,2
ENSDARG00000094103,0
ENSDARG00000092454,0
ENSDARG00000068711,5
ENSDARG00000094149,0
ENSDARG00000036833,8
ENSDARG00000024694,15
ENSDARG00000076798,0
ENSDARG00000039373,1
ENSDARG00000102261,2
ENSDARG00000076339,0
ENSDARG00000103505,13
ENSDARG00000001220,163
ENSDARG00000034677,32
ENSDARG00000019185,2
ENSDARG00000041220,0
ENSDARG00000078001,0
ENSDARG00000003257,3
ENSDARG00000035810,121
ENSDARG00000078593,2
ENSDARG00000107819,0
ENSDARG00000018716,9
ENSDARG00000075435,35
ENSDARG00000068141,1
ENSDARG00000094578,0
ENSDARG00000094053,0
ENSDARG00000038309,8
ENSDARG00000060243,0
ENSDARG00000085059,0
ENSDARG00000114953,0
ENSDARG00000076914,0
ENSDARG00000092802,0
ENSDARG00000094003,8
ENSDARG00000038306,96
ENSDARG00000006816,0
ENSDARG00000068691,7
ENSDARG00000092033,25
ENSDARG00000092630,0
ENSDARG00000038305,0
ENSDARG00000093471,1
ENSDARG00000115468,0
ENSDARG00000068683,0
ENSDARG00000112067,0
ENSDARG00000040332,2
ENSDARG00000068681,5
ENSDARG00000058924,0
ENSDARG00000109862,0
ENSDARG00000115053,0
ENSDARG00000068663,0
ENSDARG00000107005,0
ENSDARG00000086103,5
ENSDARG00000060280,1
ENSDARG00000099114,0
ENSDARG00000090581,3
ENSDARG00000077967,37
ENSDARG00000090389,51
ENSDARG00000018765,8
ENSDARG00000053315,0
ENSDARG00000078625,0
ENSDARG00000088959,10
ENSDARG00000093349,1
ENSDARG00000092425,0
ENSDARG00000091958,0
ENSDARG00000093419,0
ENSDARG00000093974,0
ENSDARG00000095479,0
ENSDARG00000093861,0
ENSDARG00000077002,0
ENSDARG00000093915,0
ENSDARG00000093224,0
ENSDARG00000069934,4
ENSDARG00000078643,0
ENSDARG00000076781,3
ENSDARG00000041728,16
ENSDARG00000010437,16
ENSDARG00000021569,1
ENSDARG00000011079,14
ENSDARG00000002582,3
ENSDARG00000011801,0
ENSDARG00000027992,7
ENSDARG00000067751,0
ENSDARG00000069926,0
ENSDARG00000093452,3
ENSDARG00000083520,0
ENSDARG00000102176,1
ENSDARG00000069922,7
ENSDARG00000069920,57
ENSDARG00000077382,5
ENSDARG00000069917,4
ENSDARG00000057854,43
ENSDARG00000112751,5
ENSDARG00000078864,1
ENSDARG00000010281,9
ENSDARG00000040584,4
ENSDARG00000010700,0
ENSDARG00000027234,9
ENSDARG00000003675,5
ENSDARG00000042707,10
ENSDARG00000021889,1
ENSDARG00000027353,3
ENSDARG00000108290,0
ENSDARG00000005576,55
ENSDARG00000079575,3
ENSDARG00000097900,0
ENSDARG00000006299,12
ENSDARG00000094382,0
ENSDARG00000069866,14
ENSDARG00000018296,9
ENSDARG00000069853,46
ENSDARG00000069850,21
ENSDARG00000069846,19
ENSDARG00000069844,0
ENSDARG00000069843,9
ENSDARG00000004930,59
ENSDARG00000030177,20
ENSDARG00000092651,2
ENSDARG00000093594,0
ENSDARG00000092345,0
ENSDARG00000040736,0
ENSDARG00000092764,0
ENSDARG00000040735,0
ENSDARG00000093318,103
ENSDARG00000016421,0
ENSDARG00000040738,23
ENSDARG00000117097,7
ENSDARG00000018797,3
ENSDARG00000115234,8
ENSDARG00000057536,3
ENSDARG00000044875,7
ENSDARG00000057460,1125
ENSDARG00000069827,440
ENSDARG00000069826,732
ENSDARG00000073750,913
ENSDARG00000069817,885
ENSDARG00000116164,1082
ENSDARG00000087301,438
ENSDARG00000076790,1006
ENSDARG00000073874,769
ENSDARG00000109861,1836
ENSDARG00000069801,908
ENSDARG00000091148,1115
ENSDARG00000069792,2402
ENSDARG00000115701,948
ENSDARG00000087164,886
ENSDARG00000076572,741
ENSDARG00000088823,1107
ENSDARG00000086658,1793
ENSDARG00000087765,1161
ENSDARG00000086917,1859
ENSDARG00000087324,1297
ENSDARG00000078134,24
ENSDARG00000041179,20
ENSDARG00000025943,0
ENSDARG00000078189,0
ENSDARG00000010701,0
ENSDARG00000062696,0
ENSDARG00000093136,0
ENSDARG00000117021,0
ENSDARG00000069763,31
ENSDARG00000069758,1
ENSDARG00000012942,8
ENSDARG00000093440,2
ENSDARG00000062650,13
ENSDARG00000032630,900
ENSDARG00000018627,14
ENSDARG00000041830,7
ENSDARG00000074034,2
ENSDARG00000010432,8
ENSDARG00000057262,0
ENSDARG00000007396,4
ENSDARG00000085052,0
ENSDARG00000005870,13
ENSDARG00000004307,4
ENSDARG00000111339,0
ENSDARG00000077643,0
ENSDARG00000076027,14
ENSDARG00000094272,0
ENSDARG00000036685,16
ENSDARG00000062549,5
ENSDARG00000079858,0
ENSDARG00000032708,23
ENSDARG00000094734,1
ENSDARG00000030104,1
ENSDARG00000095527,0
ENSDARG00000073920,3
ENSDARG00000041546,1
ENSDARG00000092585,3
ENSDARG00000013333,66
ENSDARG00000005828,3
ENSDARG00000006848,5
ENSDARG00000040445,1
ENSDARG00000006422,0
ENSDARG00000011770,10
ENSDARG00000040453,3
ENSDARG00000013025,4
ENSDARG00000057108,1
ENSDARG00000075264,0
ENSDARG00000114572,0
ENSDARG00000095078,0
ENSDARG00000024846,22
ENSDARG00000086685,13
ENSDARG00000113157,0
ENSDARG00000077139,46
ENSDARG00000095915,0
ENSDARG00000062481,1
ENSDARG00000099462,1
ENSDARG00000005251,14
ENSDARG00000062478,2
ENSDARG00000030012,25
ENSDARG00000069672,2
ENSDARG00000069671,9
ENSDARG00000062465,0
ENSDARG00000062447,16
ENSDARG00000014348,7
ENSDARG00000062425,5
ENSDARG00000062423,3
ENSDARG00000004692,9
ENSDARG00000027611,18
ENSDARG00000051824,22
ENSDARG00000108339,0
ENSDARG00000094437,0
ENSDARG00000094591,0
ENSDARG00000094774,0
ENSDARG00000080950,0
ENSDARG00000044355,0
ENSDARG00000091870,0
ENSDARG00000005823,20
ENSDARG00000060165,1
ENSDARG00000094844,0
ENSDARG00000094501,0
ENSDARG00000092490,0
ENSDARG00000088402,0
ENSDARG00000078778,24
ENSDARG00000019496,19
ENSDARG00000057029,0
ENSDARG00000093483,0
ENSDARG00000041503,5
ENSDARG00000041505,24
ENSDARG00000007485,36
ENSDARG00000011188,48
ENSDARG00000093410,0
ENSDARG00000062338,74
ENSDARG00000020642,5
ENSDARG00000105986,0
ENSDARG00000062349,0
ENSDARG00000019223,95
ENSDARG00000020164,59
ENSDARG00000094811,0
ENSDARG00000113838,0
ENSDARG00000091861,0
ENSDARG00000109825,0
ENSDARG00000093428,0
ENSDARG00000117761,0
ENSDARG00000093537,0
ENSDARG00000117421,0
ENSDARG00000112975,0
ENSDARG00000075033,6
ENSDARG00000014916,5
ENSDARG00000115923,0
ENSDARG00000088701,0
ENSDARG00000114057,0
ENSDARG00000092668,0
ENSDARG00000043566,3
ENSDARG00000030636,1
ENSDARG00000031971,3
ENSDARG00000094791,0
ENSDARG00000006383,21
ENSDARG00000000542,4
ENSDARG00000000747,0
ENSDARG00000041171,0
ENSDARG00000056886,4
ENSDARG00000016059,15
ENSDARG00000094291,0
ENSDARG00000056907,1
ENSDARG00000094139,0
ENSDARG00000056917,0
ENSDARG00000056923,2
ENSDARG00000062258,2
ENSDARG00000069560,0
ENSDARG00000110739,0
ENSDARG00000025375,57
ENSDARG00000030633,13
ENSDARG00000025420,0
ENSDARG00000099692,7
ENSDARG00000100325,0
ENSDARG00000093420,9
ENSDARG00000043821,43
ENSDARG00000097748,0
ENSDARG00000094554,2
ENSDARG00000093998,3
ENSDARG00000107556,0
ENSDARG00000093465,0
ENSDARG00000069549,12
ENSDARG00000069548,5
ENSDARG00000093211,0
ENSDARG00000056704,13
ENSDARG00000032324,11
ENSDARG00000000631,8
ENSDARG00000069301,5
ENSDARG00000075285,0
ENSDARG00000095795,0
ENSDARG00000006678,0
ENSDARG00000029803,0
ENSDARG00000069500,1
ENSDARG00000062089,8
ENSDARG00000105925,0
ENSDARG00000041110,5
ENSDARG00000108206,0
ENSDARG00000056410,29
ENSDARG00000089326,3
ENSDARG00000056387,0
ENSDARG00000018121,5
ENSDARG00000076480,12
ENSDARG00000021677,2
ENSDARG00000069485,10
ENSDARG00000010010,30
ENSDARG00000097441,2
ENSDARG00000080783,0
ENSDARG00000081837,0
ENSDARG00000005128,9
ENSDARG00000097108,2
ENSDARG00000086963,0
ENSDARG00000062045,23
ENSDARG00000087908,0
ENSDARG00000112579,5
ENSDARG00000009430,6
ENSDARG00000062177,10
ENSDARG00000077403,3
ENSDARG00000095595,0
ENSDARG00000041071,13
ENSDARG00000003641,18
ENSDARG00000062156,2
ENSDARG00000019782,1
ENSDARG00000109522,0
ENSDARG00000115136,0
ENSDARG00000062148,18
ENSDARG00000092870,50
ENSDARG00000086911,5
ENSDARG00000041051,8
ENSDARG00000062147,3
ENSDARG00000056617,1
ENSDARG00000010318,5
ENSDARG00000107261,0
ENSDARG00000062135,3
ENSDARG00000056561,0
ENSDARG00000041040,4
ENSDARG00000079703,1
ENSDARG00000069453,1
ENSDARG00000069451,0
ENSDARG00000040065,1
ENSDARG00000040064,0
ENSDARG00000095912,6
ENSDARG00000056473,7
ENSDARG00000056679,12
ENSDARG00000074204,2
ENSDARG00000075156,4
ENSDARG00000092378,0
ENSDARG00000117774,0
ENSDARG00000107988,0
ENSDARG00000032197,0
ENSDARG00000062106,0
ENSDARG00000069440,14
ENSDARG00000029729,5
ENSDARG00000095476,0
ENSDARG00000062009,0
ENSDARG00000010317,0
ENSDARG00000079522,0
ENSDARG00000085134,0
ENSDARG00000097953,3
ENSDARG00000016022,16
ENSDARG00000015554,18
ENSDARG00000097995,0
ENSDARG00000020447,12
ENSDARG00000084535,0
ENSDARG00000056191,3
ENSDARG00000001835,5
ENSDARG00000040985,3
ENSDARG00000097771,0
ENSDARG00000079126,0
ENSDARG00000040982,0
ENSDARG00000084803,0
ENSDARG00000093739,0
ENSDARG00000056112,19
ENSDARG00000093950,0
ENSDARG00000026028,0
ENSDARG00000056138,90
ENSDARG00000056141,27
ENSDARG00000097389,0
ENSDARG00000094145,0
ENSDARG00000056160,50
ENSDARG00000056167,49
ENSDARG00000056085,34
ENSDARG00000056078,6
ENSDARG00000092179,0
ENSDARG00000067676,2
ENSDARG00000106551,0
ENSDARG00000061885,2
ENSDARG00000040959,1
ENSDARG00000015088,16
ENSDARG00000078451,0
ENSDARG00000055986,0
ENSDARG00000093990,0
ENSDARG00000076814,0
ENSDARG00000031680,3
ENSDARG00000040948,1
ENSDARG00000093189,0
ENSDARG00000040946,10
ENSDARG00000080682,0
ENSDARG00000020618,17
ENSDARG00000024789,0
ENSDARG00000014427,0
ENSDARG00000012609,0
ENSDARG00000007077,2
ENSDARG00000095219,0
ENSDARG00000078188,0
ENSDARG00000069383,1
ENSDARG00000025495,18
ENSDARG00000004305,3
ENSDARG00000069381,0
ENSDARG00000093010,0
ENSDARG00000038321,0
ENSDARG00000008982,48
ENSDARG00000094518,0
ENSDARG00000077812,0
ENSDARG00000001788,478
ENSDARG00000055857,20
ENSDARG00000115642,0
ENSDARG00000025783,0
ENSDARG00000092090,0
ENSDARG00000094370,0
ENSDARG00000094183,0
ENSDARG00000055833,0
ENSDARG00000094401,0
ENSDARG00000013708,106
ENSDARG00000014867,986
ENSDARG00000020573,43
ENSDARG00000061791,3
ENSDARG00000059809,27
ENSDARG00000002959,0
ENSDARG00000093418,0
ENSDARG00000023712,22
ENSDARG00000076569,0
ENSDARG00000004204,0
ENSDARG00000113245,0
ENSDARG00000040822,60
ENSDARG00000061759,7
ENSDARG00000061747,0
ENSDARG00000091272,0
ENSDARG00000090347,0
ENSDARG00000095161,1
ENSDARG00000095368,0
ENSDARG00000000002,8
ENSDARG00000000001,0
ENSDARG00000055705,14
ENSDARG00000055659,3
ENSDARG00000078311,5
ENSDARG00000024478,69
ENSDARG00000061690,5
ENSDARG00000002305,19
ENSDARG00000040910,0
ENSDARG00000014180,7
ENSDARG00000040898,0
ENSDARG00000007996,19
ENSDARG00000093137,0
ENSDARG00000077240,0
ENSDARG00000092610,32
ENSDARG00000030269,0
ENSDARG00000009953,11
ENSDARG00000094660,7
ENSDARG00000074225,12
ENSDARG00000076004,3
ENSDARG00000025891,6
ENSDARG00000117583,0
ENSDARG00000112331,0
ENSDARG00000085423,0
ENSDARG00000117399,0
ENSDARG00000090632,0
ENSDARG00000094213,0
ENSDARG00000005853,0
ENSDARG00000021433,2
ENSDARG00000055560,0
ENSDARG00000069297,23
ENSDARG00000055470,6
ENSDARG00000040838,21
ENSDARG00000019293,7
ENSDARG00000115770,0
ENSDARG00000055437,1
ENSDARG00000076122,1
ENSDARG00000079071,2
ENSDARG00000069289,12
ENSDARG00000097336,4
ENSDARG00000055543,229
ENSDARG00000094012,2
ENSDARG00000017466,0
ENSDARG00000109501,0
ENSDARG00000055415,0
ENSDARG00000115209,0
ENSDARG00000055389,106
ENSDARG00000003109,17
ENSDARG00000018181,1
ENSDARG00000076013,0
ENSDARG00000019856,140
ENSDARG00000093550,1
ENSDARG00000061517,3
ENSDARG00000115744,0
ENSDARG00000115023,0
ENSDARG00000092216,0
ENSDARG00000084493,0
ENSDARG00000093486,0
ENSDARG00000040778,2
ENSDARG00000117565,1
ENSDARG00000074079,0
ENSDARG00000040777,5
ENSDARG00000025641,13
ENSDARG00000080918,0
ENSDARG00000032010,13
ENSDARG00000033771,2
ENSDARG00000009783,5
ENSDARG00000115369,0
ENSDARG00000061471,1
ENSDARG00000094798,1
ENSDARG00000069242,16
ENSDARG00000097101,0
ENSDARG00000078328,9
ENSDARG00000091342,0
ENSDARG00000116753,0
ENSDARG00000014806,59
ENSDARG00000005318,10
ENSDARG00000009738,2
ENSDARG00000075929,1
ENSDARG00000040666,16
