268	Homologous recombination	25	28	10	10	3	10	10	10	10	3	3	385	25	8574	0.96915	0.11826	0.11826	10.71	623474;57434;20422	rad54b;xrcc2;sem1	Rad54b_30165,Rad54b_73925;Xrcc2_66760;Sem1_53882		6.831389999999999	7.0371	3.65637	3.077325988630389	7.036964197329234	1.8864279044891592	3.0954483333333336	2.7051950000000002	1.52663	1.7960304037399615	4.323366213853396	1.5770581471403198	11.051879999999999	11.124	10.7935	0.2309267269071077	11.102191474685368	0.14398635553579517	0.5	5.346735	1.5	8.418899999999999	9.800699999999999;3.65637;7.0371	2.7051950000000002;1.52663;5.05452	11.23814;10.7935;11.124	0	4	0															3	623474;57434;20422	Rad54b_30165,Rad54b_73925;Xrcc2_66760;Sem1_53882	6.831389999999999	7.0371	3.077325988630389	3.0954483333333336	2.7051950000000002	1.7960304037399615	11.051879999999999	11.124	0.2309267269071077	9.800699999999999;3.65637;7.0371	2.7051950000000002;1.52663;5.05452	11.23814;10.7935;11.124	0						Hill,3(0.75);Linear,1(0.25)	5.539256213627369	26.276967525482178	2.0759806632995605	11.201104164123535	3.8805709120154828	6.499941349029541	3.3490678236768265	10.313712176323172	1.0630486046721752	5.1278480619944915	10.790561808431994	11.313198191568008	DOWN	0.0	1.0	0.0	
27	BAD phosphorylation mediated by IGF1R signaling	21	22	7	7	0	7	6	6	7	0	0	388	22	8577	0.37829	1.0	1.0	0.0																														0	0	0															0															0																							
270	RNA polymerase III transcription	41	44	17	17	6	17	15	15	17	6	6	382	38	8561	0.99745	0.010961	0.010961	13.64	227644;70239;69870;20823;67065;21374	snapc4;gtf3c5;polr3gl;ssb;polr3d;tbp	Snapc4_69341;Gtf3c5_79905;Polr3gl_68678;Ssb_64432;Polr3d_53928;Tbp_32065	21374(0.006087)	12.156135	13.67735	6.06111	3.3320342763167834	12.474854225993171	2.67028732222569	9.012035	10.06269	3.71101	3.307459282456854	9.22349942264879	3.1790641477921326	18.999716666666668	19.8311	14.3378	3.785560303266443	18.533205867511008	4.28784769853009	1.5	12.147549999999999	3.5	13.7102	15.1602;10.6462;13.7058;13.7146;6.06111;13.6489	13.0708;6.64402;9.94068;10.521;3.71101;10.1847	23.3497;14.3378;21.5412;21.7046;14.944;18.121	4	2	4	227644;69870;67065;21374	Snapc4_69341;Polr3gl_68678;Polr3d_53928;Tbp_32065	12.1440025	13.67735	4.115132903567637	9.2267975	10.06269	3.9423965802742766	19.488975	19.8311	3.7258099042355872	15.1602;13.7058;6.06111;13.6489	13.0708;9.94068;3.71101;10.1847	23.3497;21.5412;14.944;18.121	2	70239;20823	Gtf3c5_79905;Ssb_64432	12.1804	12.1804	2.1696864473928006	8.582510000000001	8.582510000000001	2.7414388485246173	18.0212	18.0212	5.209114235645054	10.6462;13.7146	6.64402;10.521	14.3378;21.7046	0						Hill,5(0.84);Poly 2,1(0.17)	8.424425286680847	71.02091264724731	2.7283506393432617	31.080425262451172	10.481318792122767	9.7312331199646	9.489952297736277	14.822317702263721	6.365516388229985	11.658553611770017	15.970637563044153	22.028795770289182	UP	0.6666666666666666	0.3333333333333333	0.0	
271	Integrin signaling pathway	126	145	41	40	14	41	38	37	40	13	13	375	132	8467	0.99608	0.0098135	0.01139	8.97	56496;59040;234779;68089;18176;107589;26408;18803;21961;109905;23938;12389;12336	tspan6;rhot1;plcg2;arpc4;nras;mylk;map3k5;plcg1;tns1;rap1a;map2k5;cav1;capns1	Tspan6_30989;Rhot1_66204;Plcg2_59221;Arpc4_54670;Nras_31874;Mylk_69186;Map3k5_71001;Plcg1_66733;Tns1_71037;Rap1a_77941;Map2k5_68611;Cav1_31411;Capns1_74461	59040(-0.8925);18176(-0.6864);107589(0.09458);26408(-0.004897);18803(-0.4784);21961(-0.004208);23938(-0.4283);12389(0.3037)	12.799506153846155	13.8791	0.26027	6.951476691797861	11.866534275644943	6.197810351836378	8.260709307692307	8.38667	0.101611	4.229819752362335	8.196917729899914	4.286114750549384	19.950558307692308	23.1104	0.936398	10.061948236467453	18.422716235139326	9.151078617641733	6.5	14.0108			15.3885;16.2529;3.68766;13.149;25.1437;6.08363;8.75162;0.26027;22.8876;14.1425;13.8791;14.272;12.4951	7.69608;13.4625;2.48946;6.80816;13.5966;4.41082;6.16718;0.101611;10.8974;12.3953;9.13524;11.8422;8.38667	29.0164;23.1104;6.86144;14.7755;26.9108;9.39512;14.527;0.936398;36.5879;21.871;28.0737;23.5164;23.7752	4	9	4	234779;18176;18803;23938	Plcg2_59221;Nras_31874;Plcg1_66733;Map2k5_68611	10.7426825	8.78338	11.208341150905946	6.330727749999999	5.8123499999999995	6.170235595881267	15.695584499999999	16.88612	13.842862146625642	3.68766;25.1437;0.26027;13.8791	2.48946;13.5966;0.101611;9.13524	6.86144;26.9108;0.936398;28.0737	9	56496;59040;68089;107589;26408;21961;109905;12389;12336	Tspan6_30989;Rhot1_66204;Arpc4_54670;Mylk_69186;Map3k5_71001;Tns1_71037;Rap1a_77941;Cav1_31411;Capns1_74461	13.713650000000001	14.1425	4.724306554654343	9.11847888888889	8.38667	3.1416525623803673	21.841657777777776	23.1104	8.181026885883242	15.3885;16.2529;13.149;6.08363;8.75162;22.8876;14.1425;14.272;12.4951	7.69608;13.4625;6.80816;4.41082;6.16718;10.8974;12.3953;11.8422;8.38667	29.0164;23.1104;14.7755;9.39512;14.527;36.5879;21.871;23.5164;23.7752	0						Hill,6(0.47);Linear,4(0.31);Poly 2,3(0.24)	5.1114677714466055	101.03396189212799	1.9558578729629517	45.69914627075195	11.53021549054636	4.801580905914307	9.020640378550679	16.578371929141625	5.961353097992225	10.56006551739239	14.480820939739244	25.42029567564537	DOWN	0.3076923076923077	0.6923076923076923	0.0	
272	Signaling of hepatocyte growth factor receptor	35	37	11	11	1	11	10	10	11	1	1	387	36	8563	0.52113	0.8053	1.0	2.7	109905	rap1a	Rap1a_77941		14.1425	14.1425	14.1425		14.1425		12.3953	12.3953	12.3953		12.3953		21.871	21.871	21.871		21.871						14.1425	12.3953	21.871	0	1	0															1	109905	Rap1a_77941	14.1425	14.1425		12.3953	12.3953		21.871	21.871		14.1425	12.3953	21.871	0						Hill,1(1)	45.69914627075195	45.69914627075195	45.69914627075195	45.69914627075195	0.0	45.69914627075195	14.1425	14.1425	12.3953	12.3953	21.871	21.871	DOWN	0.0	1.0	0.0	
273	Nuclear receptors in lipid metabolism and toxicity	16	36	6	5	1	5	5	4	6	1	1	387	35	8564	0.53548	0.79647	1.0	2.78	19401	rara	Rara_56919		14.8733	14.8733	14.8733		14.873300000000002		12.2165	12.2165	12.2165		12.2165		24.4035	24.4035	24.4035		24.4035						14.8733	12.2165	24.4035	1	0	1	19401	Rara_56919	14.8733	14.8733		12.2165	12.2165		24.4035	24.4035		14.8733	12.2165	24.4035	0															0						Hill,1(1)	8.656153678894043	8.656153678894043	8.656153678894043	8.656153678894043	0.0	8.656153678894043	14.8733	14.8733	12.2165	12.2165	24.4035	24.4035	UP	1.0	0.0	0.0	
274	TGF-beta signaling pathway	161	180	56	56	12	56	53	52	56	12	12	376	168	8431	0.95229	0.089275	0.13379	6.67	14313;17872;17344;12159;14225;18787;107568;12442;17127;17126;12387;12389	fst;ppp1r15a;pias2;bmp4;fkbp1a;serpine1;wwp1;ccnb2;smad3;smad2;ctnnb1;cav1	Fst_32223;Ppp1r15a_65449;Pias2_60427;Bmp4_29758;Fkbp1a_31755;Serpine1_30978;Wwp1_57205;Ccnb2_29477;Smad3_64977;Smad2_61849;Ctnnb1_31871;Cav1_31411	14313(-0.3809);18787(0.3454);17127(-0.5676);12389(0.3037)	13.625793333333332	13.9717	2.43847	5.2574901625366595	12.886944541965459	4.431897141700638	9.605029166666666	10.6541	1.72587	3.8453224885176067	9.243206222856276	3.3779624709422387	20.6570025	23.07075	3.98603	7.256495291309866	21.043117555297442	7.2210259692391965	8.0	14.272			21.7765;13.4297;14.0837;7.13195;19.0979;2.43847;13.9612;13.1399;10.9223;13.9822;19.2737;14.272	14.2563;10.2241;9.24275;5.1176;14.0249;1.72587;11.3391;5.99081;7.48932;11.0841;12.9233;11.8422	26.507;23.2983;28.7614;11.3018;25.397;3.98603;22.7697;14.2946;19.526;22.8432;25.6826;23.5164	4	8	4	14313;17872;17344;14225	Fst_32223;Ppp1r15a_65449;Pias2_60427;Fkbp1a_31755	17.09695	16.5908	4.017892782292726	11.937012500000002	12.124500000000001	2.5775626970631786	25.990925	25.951999999999998	2.276315841258978	21.7765;13.4297;14.0837;19.0979	14.2563;10.2241;9.24275;14.0249	26.507;23.2983;28.7614;25.397	8	12159;18787;107568;12442;17127;17126;12387;12389	Bmp4_29758;Serpine1_30978;Wwp1_57205;Ccnb2_29477;Smad3_64977;Smad2_61849;Ctnnb1_31871;Cav1_31411	11.890215000000001	13.550550000000001	5.117606472388096	8.4390375	9.28671	3.9657676157361306	17.99004125	21.14785	7.492612992591794	7.13195;2.43847;13.9612;13.1399;10.9223;13.9822;19.2737;14.272	5.1176;1.72587;11.3391;5.99081;7.48932;11.0841;12.9233;11.8422	11.3018;3.98603;22.7697;14.2946;19.526;22.8432;25.6826;23.5164	0						Hill,8(0.67);Linear,3(0.25);Poly 2,1(0.09)	5.1248340318715915	117.3279480934143	1.8578068017959595	63.98737335205078	17.403955349236206	4.217829465866089	10.651088239943032	16.600498426723632	7.429333152277436	11.780725181055896	16.551253780385217	24.762751219614785	DOWN	0.3333333333333333	0.6666666666666666	0.0	
276	Alpha-hemoglobin stabilizing enzyme (AHSP) pathway	9	13	3	2	0	3	1	1	3	0	0	388	13	8586	0.5632	1.0	1.0	0.0																														0	0	0															0															0																							
277	Erythrocyte differentiation pathway	9	13	4	4	0	4	4	4	4	0	0	388	13	8586	0.5632	1.0	1.0	0.0																														0	0	0															0															0																							
278	Bone mineralization regulation	9	11	3	2	0	3	2	2	3	0	0	388	11	8588	0.61524	1.0	1.0	0.0																														0	0	0															0															0																							
279	Pathways in cancer	262	334	92	89	22	90	82	79	92	21	21	367	313	8286	0.96831	0.053436	0.074441	6.29	234779;21787;17344;12159;21416;112406;16775;22340;19401;18176;13649;17127;17126;15182;15251;12447;18803;18035;16150;12048;12387	plcg2;tfg;pias2;bmp4;tcf7l2;egln2;lama4;vegfb;rara;nras;egfr;smad3;smad2;hdac2;hif1a;ccne1;plcg1;nfkbia;ikbkb;bcl2l1;ctnnb1	Plcg2_59221;Tfg_73558;Pias2_60427;Bmp4_29758;Tcf7l2_63599;Egln2_60710;Lama4_57064;Vegfb_60996;Rara_56919;Nras_31874;Egfr_72327;Smad3_64977;Smad2_61849;Hdac2_65110;Hif1a_30830;Ccne1_80378;Plcg1_66733;Nfkbia_55629;Ikbkb_67891,Ikbkb_80666;Bcl2l1_29914;Ctnnb1_31871	21787(-0.8258);21416(-0.8115);18176(-0.6864);13649(-0.2211);17127(-0.5676);15182(-0.4055);12447(-0.1638);18803(-0.4784);12048(-0.007109)	12.19841904761905	13.9822	0.26027	6.514401992724968	12.58644583647035	6.094437860330706	8.426694333333334	9.24275	0.101611	4.284397108791078	8.627202243919951	4.011006292124059	18.323844666666666	22.8432	0.936398	8.454866930004009	18.427733981995143	8.315322064125459	15.5	15.876			3.68766;14.5191;14.0837;7.13195;16.8787;14.2199;9.54994;3.12267;14.8733;25.1437;17.9069;10.9223;13.9822;5.07522;14.3122;3.08764;0.26027;21.137;13.74705;13.2517;19.2737	2.48946;12.3727;9.24275;5.1176;10.8691;8.97384;6.6648;2.16357;12.2165;13.5966;13.5607;7.48932;11.0841;3.26712;10.4564;2.14162;0.101611;12.1905;10.93842;9.10057;12.9233	6.86144;23.497;28.7614;11.3018;25.357;24.156;16.2648;5.38021;24.4035;26.9108;23.9233;19.526;22.8432;10.4357;24.6884;5.30624;0.936398;25.4799;18.52985;14.5552;25.6826	11	11	10	234779;17344;112406;22340;19401;18176;18803;18035;16150;12048	Plcg2_59221;Pias2_60427;Egln2_60710;Vegfb_60996;Rara_56919;Nras_31874;Plcg1_66733;Nfkbia_55629;Ikbkb_67891,Ikbkb_80666;Bcl2l1_29914	12.352695	13.915375000000001	7.908262043371336	8.101382099999999	9.17166	4.780878395804326	17.597469800000002	21.342925	10.083431696685423	3.68766;14.0837;14.2199;3.12267;14.8733;25.1437;0.26027;21.137;13.74705;13.2517	2.48946;9.24275;8.97384;2.16357;12.2165;13.5966;0.101611;12.1905;10.93842;9.10057	6.86144;28.7614;24.156;5.38021;24.4035;26.9108;0.936398;25.4799;18.52985;14.5552	11	21787;12159;21416;16775;13649;17127;17126;15182;15251;12447;12387	Tfg_73558;Bmp4_29758;Tcf7l2_63599;Lama4_57064;Egfr_72327;Smad3_64977;Smad2_61849;Hdac2_65110;Hif1a_30830;Ccne1_80378;Ctnnb1_31871	12.058168181818179	13.9822	5.342553747815404	8.722432727272727	10.4564	3.9923631339272996	18.984185454545454	22.8432	7.103114732701932	14.5191;7.13195;16.8787;9.54994;17.9069;10.9223;13.9822;5.07522;14.3122;3.08764;19.2737	12.3727;5.1176;10.8691;6.6648;13.5607;7.48932;11.0841;3.26712;10.4564;2.14162;12.9233	23.497;11.3018;25.357;16.2648;23.9233;19.526;22.8432;10.4357;24.6884;5.30624;25.6826	0						Hill,14(0.64);Linear,4(0.19);Poly 2,4(0.19)	5.67198363726287	181.11675596237183	1.8578068017959595	37.21827697753906	9.043874349663884	4.660662889480591	9.412163291975938	14.98467480326216	6.594227421226728	10.25916124543994	14.707638348231256	21.940050985102076	CONFLICT	0.47619047619047616	0.5238095238095238	0.0	
28	SODD/TNFR1 signaling pathway	11	12	5	5	1	5	3	3	5	1	1	387	11	8588	0.90778	0.41135	0.41135	8.33	19766	ripk1	Ripk1_65501	19766(0.2979)	13.6377	13.6377	13.6377		13.6377		9.41023	9.41023	9.41023		9.41023		19.2397	19.2397	19.2397		19.2397		0.0	13.6377			13.6377	9.41023	19.2397	0	1	0															1	19766	Ripk1_65501	13.6377	13.6377		9.41023	9.41023		19.2397	19.2397		13.6377	9.41023	19.2397	0						Hill,1(1)	2.0685465335845947	2.0685465335845947	2.0685465335845947	2.0685465335845947	0.0	2.0685465335845947	13.6377	13.6377	9.41023	9.41023	19.2397	19.2397	DOWN	0.0	1.0	0.0	
280	Colorectal cancer	56	61	16	15	4	15	13	12	16	4	4	384	57	8542	0.87772	0.26918	0.3363	6.56	21416;17127;17126;12387	tcf7l2;smad3;smad2;ctnnb1	Tcf7l2_63599;Smad3_64977;Smad2_61849;Ctnnb1_31871	21416(-0.8115);17127(-0.5676)	15.264225	15.43045	10.9223	3.6137847246112167	15.956539572299393	2.834618300861048	10.591455	10.9766	7.48932	2.2642532620638236	10.61998561207155	1.6926864722868562	23.352200000000003	24.100099999999998	19.526	2.8489105894475637	24.254789027680626	2.4694214800263032	2.5	18.0762			16.8787;10.9223;13.9822;19.2737	10.8691;7.48932;11.0841;12.9233	25.357;19.526;22.8432;25.6826	0	4	0															4	21416;17127;17126;12387	Tcf7l2_63599;Smad3_64977;Smad2_61849;Ctnnb1_31871	15.264225	15.43045	3.6137847246112167	10.591455	10.9766	2.2642532620638236	23.352200000000003	24.100099999999998	2.8489105894475637	16.8787;10.9223;13.9822;19.2737	10.8691;7.48932;11.0841;12.9233	25.357;19.526;22.8432;25.6826	0						Hill,3(0.75);Linear,1(0.25)	2.768164923073026	11.428501963615417	1.8578068017959595	3.8112871646881104	0.7979316569257119	2.879703998565674	11.722715969881012	18.805734030118987	8.372486803177452	12.810423196822548	20.560267622341353	26.144132377658647	DOWN	0.0	1.0	0.0	
281	Renal cell carcinoma	58	67	25	24	5	25	21	20	25	5	5	383	62	8537	0.93161	0.16231	0.21371	7.46	112406;22340;18176;15251;109905	egln2;vegfb;nras;hif1a;rap1a	Egln2_60710;Vegfb_60996;Nras_31874;Hif1a_30830;Rap1a_77941	18176(-0.6864)	14.188194	14.2199	3.12267	7.786003528940895	10.249447660304108	8.717085863437111	9.517142	10.4564	2.16357	4.4771133238862735	6.6804821941119386	5.189912810899648	20.601281999999998	24.156	5.38021	8.695455531863765	15.185676769330312	10.843202352681761	2.5	14.26605			14.2199;3.12267;25.1437;14.3122;14.1425	8.97384;2.16357;13.5966;10.4564;12.3953	24.156;5.38021;26.9108;24.6884;21.871	3	2	3	112406;22340;18176	Egln2_60710;Vegfb_60996;Nras_31874	14.162090000000001	14.2199	11.010628822292572	8.24467	8.97384	5.751287717711573	18.815669999999997	24.156	11.716694065251517	14.2199;3.12267;25.1437	8.97384;2.16357;13.5966	24.156;5.38021;26.9108	2	15251;109905	Hif1a_30830;Rap1a_77941	14.227350000000001	14.227350000000001	0.11999602076713968	11.42585	11.42585	1.3710093380426012	23.2797	23.2797	1.9922026453150066	14.3122;14.1425	10.4564;12.3953	24.6884;21.871	0						Hill,4(0.8);Poly 2,1(0.2)	7.093116599833635	70.4816871881485	1.9558578729629517	45.69914627075195	18.487410939982492	4.2791218757629395	7.363460999804087	21.012927000195912	5.592779143809542	13.441504856190457	12.979379171487011	28.223184828512984	UP	0.6	0.4	0.0	
282	Pancreatic cancer	61	69	25	23	6	24	20	19	25	6	6	382	63	8536	0.97132	0.076589	0.12362	8.7	22340;13649;17127;17126;16150;12048	vegfb;egfr;smad3;smad2;ikbkb;bcl2l1	Vegfb_60996;Egfr_72327;Smad3_64977;Smad2_61849;Ikbkb_67891,Ikbkb_80666;Bcl2l1_29914	13649(-0.2211);17127(-0.5676);12048(-0.007109)	12.15547	13.499375	3.12267	4.965136870943241	11.934069093210013	5.798366987603156	9.056113333333334	10.019495	2.16357	3.9474315875397603	8.754564226478767	4.478152544146849	17.459626666666665	19.027925	5.38021	6.790069407603041	15.651092749742212	7.356872659111131	2.5	13.499375			3.12267;17.9069;10.9223;13.9822;13.74705;13.2517	2.16357;13.5607;7.48932;11.0841;10.93842;9.10057	5.38021;23.9233;19.526;22.8432;18.52985;14.5552	4	3	3	22340;16150;12048	Vegfb_60996;Ikbkb_67891,Ikbkb_80666;Bcl2l1_29914	10.040473333333333	13.2517	5.996110833251275	7.400853333333333	9.10057	4.627772216826727	12.821753333333334	14.5552	6.74402595205811	3.12267;13.74705;13.2517	2.16357;10.93842;9.10057	5.38021;18.52985;14.5552	3	13649;17127;17126	Egfr_72327;Smad3_64977;Smad2_61849	14.270466666666666	13.9822	3.501211582200274	10.711373333333333	11.0841	3.052803244910059	22.0975	22.8432	2.291530752575632	17.9069;10.9223;13.9822	13.5607;7.48932;11.0841	23.9233;19.526;22.8432	0						Hill,5(0.72);Linear,1(0.15);Poly 2,1(0.15)	4.402195793491384	32.54471254348755	2.878506660461426	6.465006351470947	1.6136236876832577	4.2791218757629395	8.182533066615925	16.128406933384078	5.89751022655446	12.214716440112209	12.026439580208232	22.892813753125097	CONFLICT	0.5	0.5	0.0	
283	Endometrial cancer	45	51	15	14	5	15	13	11	15	4	4	384	47	8552	0.93217	0.17699	0.28164	7.84	21416;18176;13649;12387	tcf7l2;nras;egfr;ctnnb1	Tcf7l2_63599;Nras_31874;Egfr_72327;Ctnnb1_31871	21416(-0.8115);18176(-0.6864);13649(-0.2211)	19.80075	18.5903	16.8787	3.694587953119163	18.50235651996026	2.9536913779674197	12.737425	13.242	10.8691	1.2833746176259757	12.530610064878132	1.4765029469511608	25.468424999999996	25.5198	23.9233	1.2282973808624869	24.93423613887428	1.172891412083561	1.5	18.5903			16.8787;25.1437;17.9069;19.2737	10.8691;13.5966;13.5607;12.9233	25.357;26.9108;23.9233;25.6826	1	3	1	18176	Nras_31874	25.1437	25.1437		13.5966	13.5966		26.9108	26.9108		25.1437	13.5966	26.9108	3	21416;13649;12387	Tcf7l2_63599;Egfr_72327;Ctnnb1_31871	18.01976666666667	17.9069	1.2014825896920922	12.451033333333333	12.9233	1.406575448859159	24.98763333333333	25.357	0.9360063692804769	16.8787;17.9069;19.2737	10.8691;13.5607;12.9233	25.357;23.9233;25.6826	0						Hill,4(1)	3.0414712113990943	13.80405330657959	1.8578068017959595	6.179101467132568	2.028633283941347	2.883572518825531	16.18005380594321	23.42144619405679	11.479717874726525	13.995132125273475	24.26469356675489	26.67215643324511	DOWN	0.25	0.75	0.0	
284	Glioma	50	61	19	17	4	19	16	15	19	4	4	384	57	8542	0.87772	0.26918	0.3363	6.56	234779;18176;13649;18803	plcg2;nras;egfr;plcg1	Plcg2_59221;Nras_31874;Egfr_72327;Plcg1_66733	18176(-0.6864);13649(-0.2211);18803(-0.4784)	11.7496325	10.79728	0.26027	11.751791898944248	14.000638841906426	10.140396760996616	7.43709275	8.02508	0.101611	7.158362420938437	9.73294136515548	6.817781093236585	14.6579845	15.39237	0.936398	12.715418477961354	17.97428023249056	11.841539279785422	2.5	21.5253			3.68766;25.1437;17.9069;0.26027	2.48946;13.5966;13.5607;0.101611	6.86144;26.9108;23.9233;0.936398	3	1	3	234779;18176;18803	Plcg2_59221;Nras_31874;Plcg1_66733	9.69721	3.68766	13.486374254895198	5.395890333333334	2.48946	7.201679317313451	11.569546	6.86144	13.612203583359602	3.68766;25.1437;0.26027	2.48946;13.5966;0.101611	6.86144;26.9108;0.936398	1	13649	Egfr_72327	17.9069	17.9069		13.5607	13.5607		23.9233	23.9233		17.9069	13.5607	23.9233	0						Hill,3(0.75);Poly 2,1(0.25)	4.040596220107559	17.52994740009308	1.9558578729629517	6.179101467132568	1.7641314649677287	4.697494029998779	0.2328764390346354	23.26638856096536	0.4218975774803333	14.452287922519666	2.1968743915978752	27.119094608402122	UP	0.75	0.25	0.0	
285	Prostate cancer	81	103	29	26	7	29	25	24	29	7	7	381	96	8503	0.9234	0.15667	0.21561	6.8	21416;18176;13649;12447;18035;16150;12387	tcf7l2;nras;egfr;ccne1;nfkbia;ikbkb;ctnnb1	Tcf7l2_63599;Nras_31874;Egfr_72327;Ccne1_80378;Nfkbia_55629;Ikbkb_67891,Ikbkb_80666;Ctnnb1_31871	21416(-0.8115);18176(-0.6864);13649(-0.2211);12447(-0.1638)	16.73924142857143	17.9069	3.08764	6.989289316805702	17.695085927800623	4.51709230912326	10.888605714285713	12.1905	2.14162	4.017064672796369	11.80781504868361	2.4362967171793004	21.59852714285714	25.357	5.30624	7.684953221229822	23.28015751203909	4.7534608730610035	4.5	20.205350000000003			16.8787;25.1437;17.9069;3.08764;21.137;13.74705;19.2737	10.8691;13.5966;13.5607;2.14162;12.1905;10.93842;12.9233	25.357;26.9108;23.9233;5.30624;25.4799;18.52985;25.6826	4	4	3	18176;18035;16150	Nras_31874;Nfkbia_55629;Ikbkb_67891,Ikbkb_80666	20.009249999999998	21.137	5.781416163233715	12.241840000000002	12.1905	1.3298334763420505	23.64018333333333	25.4799	4.4831349283546675	25.1437;21.137;13.74705	13.5966;12.1905;10.93842	26.9108;25.4799;18.52985	4	21416;13649;12447;12387	Tcf7l2_63599;Egfr_72327;Ccne1_80378;Ctnnb1_31871	14.286735	17.3928	7.530237400390064	9.87368	11.8962	5.281095575881957	20.067285	24.64015	9.870328405591854	16.8787;17.9069;3.08764;19.2737	10.8691;13.5607;2.14162;12.9233	25.357;23.9233;5.30624;25.6826	0						Hill,7(0.88);Poly 2,1(0.13)	6.385350817881178	85.23693895339966	1.8578068017959595	37.21827697753906	12.423557334795898	6.209561586380005	11.561503444033873	21.916979413108983	7.9127225593746875	13.86448886919674	15.905434125906268	27.291620159808012	CONFLICT	0.42857142857142855	0.5714285714285714	0.0	
286	Thyroid cancer	23	28	12	12	4	12	11	10	12	4	4	384	24	8575	0.99368	0.030846	0.030846	14.29	21787;21416;18176;12387	tfg;tcf7l2;nras;ctnnb1	Tfg_73558;Tcf7l2_63599;Nras_31874;Ctnnb1_31871	21787(-0.8258);21416(-0.8115);18176(-0.6864)	18.953799999999998	18.0762	14.5191	4.560329012984351	17.953468947410943	4.026839891564964	12.440425	12.648	10.8691	1.160970546209789	11.864750028273692	1.250878356205359	25.361849999999997	25.5198	23.497	1.4118328170621361	25.222814766944023	1.2603662128913355	0.5	15.698899999999998	1.5	18.0762	14.5191;16.8787;25.1437;19.2737	12.3727;10.8691;13.5966;12.9233	23.497;25.357;26.9108;25.6826	1	3	1	18176	Nras_31874	25.1437	25.1437		13.5966	13.5966		26.9108	26.9108		25.1437	13.5966	26.9108	3	21787;21416;12387	Tfg_73558;Tcf7l2_63599;Ctnnb1_31871	16.8905	16.8787	2.377321963891326	12.055033333333332	12.3727	1.0633054562699151	24.845533333333332	25.357	1.179156670393513	14.5191;16.8787;19.2737	12.3727;10.8691;12.9233	23.497;25.357;25.6826	0						Hill,4(1)	3.1193887830657583	14.461997985839844	1.8578068017959595	6.837046146392822	2.3281315509826648	2.883572518825531	14.484677567275355	23.422922432724647	11.3026738647144	13.578176135285599	23.9782538392792	26.7454461607208	DOWN	0.25	0.75	0.0	
287	Basal cell carcinoma	37	54	7	7	3	7	7	7	7	3	3	385	51	8548	0.79649	0.41441	0.506	5.56	12159;21416;12387	bmp4;tcf7l2;ctnnb1	Bmp4_29758;Tcf7l2_63599;Ctnnb1_31871	21416(-0.8115)	14.428116666666668	16.8787	7.13195	6.4311384894770605	12.376839798401113	6.238582808731802	9.636666666666665	10.8691	5.1176	4.046159544967716	8.264039798401113	3.77175772170861	20.780466666666666	25.357	11.3018	8.210380330614004	18.613978964198818	8.632682211131684	1.5	18.0762			7.13195;16.8787;19.2737	5.1176;10.8691;12.9233	11.3018;25.357;25.6826	0	3	0															3	12159;21416;12387	Bmp4_29758;Tcf7l2_63599;Ctnnb1_31871	14.428116666666668	16.8787	6.4311384894770605	9.636666666666665	10.8691	4.046159544967716	20.780466666666666	25.357	8.210380330614004	7.13195;16.8787;19.2737	5.1176;10.8691;12.9233	11.3018;25.357;25.6826	0						Hill,2(0.67);Linear,1(0.34)	3.0439677645194316	9.652438998222351	1.8578068017959595	3.9833450317382812	1.1806496943607958	3.8112871646881104	7.150598371999787	21.705634961333544	5.058006113822953	14.215327219510382	11.489546690369425	30.07138664296391	DOWN	0.0	1.0	0.0	
288	Melanoma	54	71	20	18	2	20	15	14	20	2	2	386	69	8530	0.40265	0.81801	0.77036	2.82	18176;13649	nras;egfr	Nras_31874;Egfr_72327	18176(-0.6864);13649(-0.2211)	21.5253	21.5253	17.9069	5.117190354090798	19.47017476170742	4.211716708168496	13.57865	13.57865	13.5607	0.02538513344577054	13.568455024865312	0.02089329950008518	25.41705	25.41705	23.9233	2.1124815087948496	24.56865199958558	1.7386833497751903					25.1437;17.9069	13.5966;13.5607	26.9108;23.9233	1	1	1	18176	Nras_31874	25.1437	25.1437		13.5966	13.5966		26.9108	26.9108		25.1437	13.5966	26.9108	1	13649	Egfr_72327	17.9069	17.9069		13.5607	13.5607		23.9233	23.9233		17.9069	13.5607	23.9233	0						Hill,2(1)	3.476412554966421	8.13495934009552	1.9558578729629517	6.179101467132568	2.9862841840399836	4.06747967004776	14.433236000000003	28.617364000000002	13.543468	13.613831999999999	22.489300000000004	28.344799999999996	CONFLICT	0.5	0.5	0.0	
