85	Neuroregulin receptor degredation protein-1 controls ErbB3 receptor recycling	3	4	1	1	1	1	1	1	1	1	1	636	3	8347	0.97266	0.25481	0.25481	25.0	13649	egfr	Egfr_66734	13649(0.4645)	2.20277	2.20277	2.20277		2.20277		1.00212	1.00212	1.00212		1.00212		6.8387	6.8387	6.8387		6.8387		0.0	2.20277	0.0	2.20277	2.20277	1.00212	6.8387	0	1	0															1	13649	Egfr_66734	2.20277	2.20277		1.00212	1.00212		6.8387	6.8387		2.20277	1.00212	6.8387	0						Exp 4,1(1)	1.837493896484375	1.837493896484375	1.837493896484375	1.837493896484375	0.0	1.837493896484375	2.20277	2.20277	1.00212	1.00212	6.8387	6.8387	DOWN	0.0	1.0	0.0	
850	Glycosaminoglycan metabolism	70	108	31	29	9	30	27	27	30	8	8	629	100	8250	0.64279	0.50196	0.84985	7.41	108902;27047;15366;15212;72297;20442;15476;59031	b4gat1;omd;hmmr;hexb;b3gnt3;st3gal1;hs3st1;chst12	B4gat1_31762;Omd_75393;Hmmr_30734;Hexb_31500;B3gnt3_57028;St3gal1_65977;Hs3st1_55052;Chst12_59591	108902(0.3063);15212(0.2401);20442(0.1903)	10.79608625	10.046195	2.33658	6.966073039857302	8.922820874596935	7.052148544119015	6.7391135	6.589865	0.655308	4.893295340775785	5.646365905296171	5.50540757467092	19.5136525	18.97795	7.40336	10.28522798885546	15.881825563849995	9.247319687977457	4.5	14.557749999999999			13.4102;6.68219;4.29597;5.28195;2.33658;15.7053;18.326;20.3305	9.07259;4.10714;1.64742;3.35875;0.655308;10.5897;13.9;10.582	24.5491;13.4068;7.40336;11.9963;9.22866;29.6003;25.0222;34.9025	0	8	0															8	108902;27047;15366;15212;72297;20442;15476;59031	B4gat1_31762;Omd_75393;Hmmr_30734;Hexb_31500;B3gnt3_57028;St3gal1_65977;Hs3st1_55052;Chst12_59591	10.79608625	10.046195	6.966073039857302	6.7391135	6.589865	4.893295340775785	19.5136525	18.97795	10.28522798885546	13.4102;6.68219;4.29597;5.28195;2.33658;15.7053;18.326;20.3305	9.07259;4.10714;1.64742;3.35875;0.655308;10.5897;13.9;10.582	24.5491;13.4068;7.40336;11.9963;9.22866;29.6003;25.0222;34.9025	0						Exp 2,2(0.25);Exp 3,1(0.13);Exp 4,1(0.13);Exp 5,1(0.13);Hill,1(0.13);Linear,1(0.13);Poly 2,1(0.13)	2.785606999334433	26.450616002082825	1.6636996269226074	6.61314058303833	2.13220407587387	1.9115200638771057	5.968843914970591	15.623328585029409	3.348232828545127	10.129994171454873	12.386353132170019	26.640951867829987	DOWN	0.0	1.0	0.0	
851	Glycosphingolipid metabolism	26	32	11	11	3	10	10	9	10	3	3	634	29	8321	0.8117	0.39816	0.49289	9.38	54447;15212;11883	asah2;hexb;arsa	Asah2_61441;Hexb_31500;Arsa_75284	15212(0.2401);11883(-0.5181)	17.09635	5.28195	4.8403	20.846790786173784	23.24707161767884	22.128889722669083	11.286123333333334	3.35875	2.08322	14.848957141921899	15.630443634104173	15.798068528718163	25.538466666666665	14.7956	11.9963	21.077977918276073	31.855351177869032	22.22006317867537	0.5	5.0611250000000005			4.8403;5.28195;41.1668	2.08322;3.35875;28.4164	14.7956;11.9963;49.8235	0	3	0															3	54447;15212;11883	Asah2_61441;Hexb_31500;Arsa_75284	17.09635	5.28195	20.846790786173784	11.286123333333334	3.35875	14.848957141921899	25.538466666666665	14.7956	21.077977918276073	4.8403;5.28195;41.1668	2.08322;3.35875;28.4164	14.7956;11.9963;49.8235	0						Exp 4,1(0.34);Poly 2,2(0.67)	2.0318699881201803	6.2101486921310425	1.6279531717300415	2.6014180183410645	0.4928342294169285	1.9807775020599365	-6.494014533388995	40.686714533388994	-5.517053496691361	28.089300163358025	1.686489265490902	49.390444067842424	DOWN	0.0	1.0	0.0	
852	Peroxisomal lipid metabolism	17	20	6	6	1	5	5	5	6	0	0	637	20	8330	0.22947	1.0	0.39461	0.0																														0	0	0															0															0																							
853	Lipid metabolism regulation by peroxisome proliferator-activated receptor alpha (PPAR-alpha)	87	115	32	31	13	32	30	30	32	13	13	624	102	8248	0.96768	0.062847	0.0956	11.3	19731;14137;13076;50493;11520;208715;11364;81004;17978;20602;70625;19883;51813	rgl1;fdft1;cyp1a1;txnrd1;plin2;hmgcs1;acadm;tbl1xr1;ncoa2;ncor2;med26;rora;ccnc	Rgl1_80118;Fdft1_29306,Fdft1_63328;Cyp1a1_29719;Txnrd1_31483;Plin2_78909;Hmgcs1_70628;Acadm_31166;Tbl1xr1_67830;Ncoa2_65934;Ncor2_29294,Ncor2_31924;Med26_60654;Rora_75714;Ccnc_32038	19731(0.094);50493(0.3223);11364(0.09383);81004(-0.363);17978(-0.2114);20602(0.2191)	12.104717307692308	11.959	1.32556	10.040506225831905	10.98285024892513	9.553448897757818	7.555376384615384	8.4005	0.805907	6.020940826148264	6.8852698635743526	5.8224612584377216	32.71612	20.1197	2.18759	38.29538109653217	28.70056279465873	35.820870601858694	4.5	7.5771175	10.5	26.062	11.959;3.556935;27.3454;24.7786;1.98328;1.32556;30.3494;12.1665;13.0773;14.24837;3.33475;11.5973;1.63893	8.4005;1.947418;16.0435;15.6995;1.24331;0.917868;17.1806;8.41974;9.07878;8.85364;1.45258;8.17655;0.805907	20.1197;4.02351;90.5906;63.0306;3.79276;2.18759;127.073;21.1071;22.698;35.53725;11.3347;19.3249;4.48985	5	10	5	13076;50493;11520;70625;19883	Cyp1a1_29719;Txnrd1_31483;Plin2_78909;Med26_60654;Rora_75714	13.807866	11.5973	11.811175070257828	8.523088000000001	8.17655	7.2657557338565955	37.614712	19.3249	37.48830738718034	27.3454;24.7786;1.98328;3.33475;11.5973	16.0435;15.6995;1.24331;1.45258;8.17655	90.5906;63.0306;3.79276;11.3347;19.3249	8	19731;14137;208715;11364;81004;17978;20602;51813	Rgl1_80118;Fdft1_29306,Fdft1_63328;Hmgcs1_70628;Acadm_31166;Tbl1xr1_67830;Ncoa2_65934;Ncor2_29294,Ncor2_31924;Ccnc_32038	11.040249375	12.06275	9.472949788831972	6.950556625	8.41012	5.558097455344459	29.6545	20.6134	41.02607645112209	11.959;3.556935;1.32556;30.3494;12.1665;13.0773;14.24837;1.63893	8.4005;1.947418;0.917868;17.1806;8.41974;9.07878;8.85364;0.805907	20.1197;4.02351;2.18759;127.073;21.1071;22.698;35.53725;4.48985	0						Exp 2,2(0.14);Exp 4,5(0.34);Exp 5,1(0.07);Linear,6(0.4);Poly 2,1(0.07)	2.6266498148462936	50.47711420059204	1.6102114915847778	16.119047164916992	3.6627771393381616	2.1804144382476807	6.646635949496107	17.562798665888508	4.282355668044948	10.82839710118582	11.89851369940899	53.533726300590985	DOWN	0.38461538461538464	0.6153846153846154	0.0	
854	Vitamin B1 (thiamin) metabolism	3	4	1	1	1	1	1	1	1	1	1	636	3	8347	0.97266	0.25481	0.25481	25.0	29807	tpk1	Tpk1_67502		3.61025	3.61025	3.61025		3.61025		2.1447	2.1447	2.1447		2.1447		7.47838	7.47838	7.47838		7.47838		0.0	3.61025	0.0	3.61025	3.61025	2.1447	7.47838	0	1	0															1	29807	Tpk1_67502	3.61025	3.61025		2.1447	2.1447		7.47838	7.47838		3.61025	2.1447	7.47838	0						Exp 4,1(1)	3.1562609672546382	3.1562609672546387	3.1562609672546387	3.1562609672546387	0.0	3.1562609672546387	3.61025	3.61025	2.1447	2.1447	7.47838	7.47838	DOWN	0.0	1.0	0.0	
855	Ganglio sphingolipid metabolism	7	10	5	5	2	4	4	4	4	2	2	635	8	8342	0.9708	0.15477	0.15477	20.0	20454;20442	st3gal5;st3gal1	St3gal5_78456;St3gal1_65977	20442(0.1903)	9.29922	9.29922	2.89314	9.059565217647034	6.819112354211663	8.353074527585902	6.317005	6.317005	2.04431	6.042503216883713	4.662835283477322	5.571291611819343	17.180105	17.180105	4.75991	17.5648082163185	12.371638577213824	16.19505446109786	0.0	2.89314	0.0	2.89314	2.89314;15.7053	2.04431;10.5897	4.75991;29.6003	0	2	0															2	20454;20442	St3gal5_78456;St3gal1_65977	9.29922	9.29922	9.059565217647034	6.317005	6.317005	6.042503216883713	17.180105	17.180105	17.5648082163185	2.89314;15.7053	2.04431;10.5897	4.75991;29.6003	0						Linear,1(0.5);Poly 2,1(0.5)	2.167612619469038	4.395158648490906	1.8359020948410034	2.5592565536499023	0.5114888430252976	2.197579324245453	-3.2566967999999985	21.855136799999997	-2.057477200000001	14.691487200000001	-7.163477199999999	41.5236872	DOWN	0.0	1.0	0.0	
857	Vitamin C (ascorbate) metabolism	6	7	2	2	0	2	1	1	2	0	0	637	7	8343	0.59762	1.0	1.0	0.0																														0	0	0															0															0																							
858	Integration of energy metabolism	70	122	30	29	16	28	27	25	28	14	14	623	108	8242	0.97472	0.049549	0.072352	11.48	107476;21416;18797;108099;108097;20869;56529;14677;14697;20927;66066;104111;223864;18749	acaca;tcf7l2;plcb3;prkag2;prkab2;stk11;sec11a;gnai1;gnb5;abcc8;gng11;adcy3;rapgef3;prkacb	Acaca_77939;Tcf7l2_63599;Plcb3_30260;Prkag2_78622;Prkab2_31140;Stk11_65389;Sec11a_70425;Gnai1_31395;Gnb5_30513;Abcc8_64221;Gng11_55923;Adcy3_70392;Rapgef3_66779;Prkacb_29599	107476(-0.4319);21416(0.06479);108099(-0.2311);108097(0.2294);223864(0.2908);18749(-0.4368)	11.765391571428571	5.5389800000000005	0.464472	13.426515688479698	9.070338570430188	10.942034562984595	6.6255705	3.2583349999999998	0.111423	7.358987498031557	5.321638474005696	6.0784307404809415	19.94309	12.22485	1.75712	18.696045781948325	16.54985707906285	17.66027867596633	5.5	5.426270000000001	11.5	31.34505	3.00841;6.01753;1.9814;10.5565;0.464472;15.2473;27.5591;1.09904;5.57726;42.1622;35.131;5.05873;5.35184;5.5007	1.37366;4.44872;1.10717;7.08757;0.111423;10.5923;14.5441;0.776234;3.08446;24.3073;17.2693;2.46897;3.43221;2.15457	9.46308;8.92483;4.41915;19.1564;2.9261;26.9291;53.2619;1.75712;6.37248;54.7242;47.6667;14.4266;10.0231;19.1525	7	7	7	18797;20869;56529;14697;20927;66066;104111	Plcb3_30260;Stk11_65389;Sec11a_70425;Gnb5_30513;Abcc8_64221;Gng11_55923;Adcy3_70392	18.959570000000003	15.2473	16.06335312715561	10.481942857142856	10.5923	8.76107745674529	29.685732857142856	26.9291	22.09232069341193	1.9814;15.2473;27.5591;5.57726;42.1622;35.131;5.05873	1.10717;10.5923;14.5441;3.08446;24.3073;17.2693;2.46897	4.41915;26.9291;53.2619;6.37248;54.7242;47.6667;14.4266	7	107476;21416;108099;108097;14677;223864;18749	Acaca_77939;Tcf7l2_63599;Prkag2_78622;Prkab2_31140;Gnai1_31395;Rapgef3_66779;Prkacb_29599	4.571213142857142	5.35184	3.4339597680854013	2.769198142857143	2.15457	2.424516554379479	10.200447142857143	9.46308	6.913231310804701	3.00841;6.01753;10.5565;0.464472;1.09904;5.35184;5.5007	1.37366;4.44872;7.08757;0.111423;0.776234;3.43221;2.15457	9.46308;8.92483;19.1564;2.9261;1.75712;10.0231;19.1525	0						Exp 2,3(0.22);Exp 4,5(0.36);Exp 5,1(0.08);Hill,1(0.08);Linear,1(0.08);Poly 2,1(0.08);Power,2(0.15)	2.6933336920487903	45.131113052368164	1.5471845865249634	11.790014266967773	2.641666715058077	2.281864881515503	4.732152546807491	18.79863059604965	2.7706971096338404	10.48044389036616	10.149502307511296	29.736677692488698	CONFLICT	0.5	0.5	0.0	
859	Alanine and aspartate metabolism	7	12	2	2	1	2	2	2	2	1	1	636	11	8339	0.7928	0.58637	0.58637	8.33	14718	got1	Got1_69078,Got1_73162		3.49946	3.49946	3.49946		3.4994599999999996		2.153745	2.153745	2.153745		2.153745		7.13533	7.13533	7.13533		7.13533		0.0	3.49946			3.49946	2.153745	7.13533	2	0	1	14718	Got1_69078,Got1_73162	3.49946	3.49946		2.153745	2.153745		7.13533	7.13533		3.49946	2.153745	7.13533	0															0						Exp 4,1(0.5);Poly 2,1(0.5)	6.239180065878928	15.08359432220459	3.3048954010009766	11.778698921203613	5.991883931577722	7.541797161102295	3.49946	3.49946	2.153745	2.153745	7.13533	7.13533	UP	1.0	0.0	0.0	
861	Abacavir transport and metabolism	5	9	1	1	1	1	1	1	1	1	1	636	8	8342	0.87034	0.48416	0.48416	11.11	26357	abcg2	Abcg2_31832	26357(0.1956)	3.53732	3.53732	3.53732		3.53732		1.71834	1.71834	1.71834		1.71834		9.62978	9.62978	9.62978		9.62978		0.0	3.53732	0.0	3.53732	3.53732	1.71834	9.62978	0	1	0															1	26357	Abcg2_31832	3.53732	3.53732		1.71834	1.71834		9.62978	9.62978		3.53732	1.71834	9.62978	0						Exp 4,1(1)	2.673823595046997	2.673823595046997	2.673823595046997	2.673823595046997	0.0	2.673823595046997	3.53732	3.53732	1.71834	1.71834	9.62978	9.62978	DOWN	0.0	1.0	0.0	
862	Vitamin B2 (riboflavin) metabolism	2	3	1	1	0	1	1	1	1	0	0	637	3	8347	0.80205	1.0	1.0	0.0																														0	0	0															0															0																							
863	Bile acid and bile salt metabolism	8	26	2	2	1	2	2	2	2	1	1	636	25	8325	0.44081	0.85254	1.0	3.85	101502	hsd3b7	Hsd3b7_77720		1.00511	1.00511	1.00511		1.00511		0.596657	0.596657	0.596657		0.596657		2.08179	2.08179	2.08179		2.08179						1.00511	0.596657	2.08179	1	0	1	101502	Hsd3b7_77720	1.00511	1.00511		0.596657	0.596657		2.08179	2.08179		1.00511	0.596657	2.08179	0															0						Exp 4,1(1)	2.753856658935547	2.753856658935547	2.753856658935547	2.753856658935547	0.0	2.753856658935547	1.00511	1.00511	0.596657	0.596657	2.08179	2.08179	UP	1.0	0.0	0.0	
864	Keratan sulfate/keratin metabolism	21	29	13	12	5	13	12	12	13	5	5	632	24	8326	0.98556	0.050697	0.050697	17.24	108902;27047;15212;72297;20442	b4gat1;omd;hexb;b3gnt3;st3gal1	B4gat1_31762;Omd_75393;Hexb_31500;B3gnt3_57028;St3gal1_65977	108902(0.3063);15212(0.2401);20442(0.1903)	8.683244	6.68219	2.33658	5.6459398112121235	6.1642279102268995	4.983558613174956	5.5566976	4.10714	0.655308	4.142717206913694	3.653836603913186	3.730817828186401	17.756232	13.4068	9.22866	8.820981550208574	14.057845174284775	7.393479155895797	0.5	3.809265	1.5	5.98207	13.4102;6.68219;5.28195;2.33658;15.7053	9.07259;4.10714;3.35875;0.655308;10.5897	24.5491;13.4068;11.9963;9.22866;29.6003	0	5	0															5	108902;27047;15212;72297;20442	B4gat1_31762;Omd_75393;Hexb_31500;B3gnt3_57028;St3gal1_65977	8.683244	6.68219	5.6459398112121235	5.5566976	4.10714	4.142717206913694	17.756232	13.4068	8.820981550208574	13.4102;6.68219;5.28195;2.33658;15.7053	9.07259;4.10714;3.35875;0.655308;10.5897	24.5491;13.4068;11.9963;9.22866;29.6003	0						Exp 2,2(0.4);Exp 4,1(0.2);Linear,1(0.2);Poly 2,1(0.2)	3.056758233966895	18.29574966430664	1.8359020948410034	6.61314058303833	2.437172913236163	1.9807775020599365	3.7343595558208857	13.632128444179115	1.9254458638029033	9.187949336197097	10.024300765181168	25.488163234818835	DOWN	0.0	1.0	0.0	
865	Vitamin A and carotenoid metabolism	12	37	3	3	1	3	3	3	3	1	1	636	36	8314	0.25115	0.93451	0.51667	2.7	98711	rdh10	Rdh10_57133		14.6036	14.6036	14.6036		14.6036		10.1625	10.1625	10.1625		10.1625		25.5465	25.5465	25.5465		25.5465						14.6036	10.1625	25.5465	1	0	1	98711	Rdh10_57133	14.6036	14.6036		10.1625	10.1625		25.5465	25.5465		14.6036	10.1625	25.5465	0															0						Exp 2,1(1)	1.822135329246521	1.822135329246521	1.822135329246521	1.822135329246521	0.0	1.822135329246521	14.6036	14.6036	10.1625	10.1625	25.5465	25.5465	UP	1.0	0.0	0.0	
866	Vitamin B5 (pantothenate) metabolism	10	11	3	3	1	2	2	2	3	1	1	636	10	8340	0.8193	0.55477	0.55477	9.09	74450	pank2	Pank2_68409	74450(-0.6578)	4.98004	4.98004	4.98004		4.98004		0.587494	0.587494	0.587494		0.587494		22.7546	22.7546	22.7546		22.7546		0.0	4.98004			4.98004	0.587494	22.7546	0	1	0															1	74450	Pank2_68409	4.98004	4.98004		0.587494	0.587494		22.7546	22.7546		4.98004	0.587494	22.7546	0						Exp 4,1(1)	2.0846054553985596	2.0846054553985596	2.0846054553985596	2.0846054553985596	0.0	2.0846054553985596	4.98004	4.98004	0.587494	0.587494	22.7546	22.7546	DOWN	0.0	1.0	0.0	
867	Heparan sulfate/heparin glycosaminoglycan (HS-GAG) metabolism	32	52	10	10	2	10	9	9	9	1	1	636	51	8299	0.1079	0.97838	0.18043	1.92	15476	hs3st1	Hs3st1_55052		18.326	18.326	18.326		18.326		13.9	13.9	13.9		13.9		25.0222	25.0222	25.0222		25.022200000000005						18.326	13.9	25.0222	0	1	0															1	15476	Hs3st1_55052	18.326	18.326		13.9	13.9		25.0222	25.0222		18.326	13.9	25.0222	0						Hill,1(1)	4.7845420837402335	4.784542083740234	4.784542083740234	4.784542083740234	0.0	4.784542083740234	18.326	18.326	13.9	13.9	25.0222	25.0222	DOWN	0.0	1.0	0.0	
869	Chondroitin sulfate/dermatan sulfate metabolism	32	48	12	12	3	11	10	10	11	2	2	635	46	8304	0.32866	0.86393	0.5803	4.17	15212;59031	hexb;chst12	Hexb_31500;Chst12_59591	15212(0.2401)	12.806225000000001	12.806225000000001	5.28195	10.640931752024818	10.617478991185113	10.180776511103847	6.970375000000001	6.970375000000001	3.35875	5.107609057205729	5.919784769833496	4.886736192778099	23.4494	23.4494	11.9963	16.197129351215295	20.117793046033302	15.496702534041287					5.28195;20.3305	3.35875;10.582	11.9963;34.9025	0	2	0															2	15212;59031	Hexb_31500;Chst12_59591	12.806225000000001	12.806225000000001	10.640931752024818	6.970375000000001	6.970375000000001	5.107609057205729	23.4494	23.4494	16.197129351215295	5.28195;20.3305	3.35875;10.582	11.9963;34.9025	0						Exp 3,1(0.5);Poly 2,1(0.5)	1.8153288383083135	3.644477128982544	1.6636996269226074	1.9807775020599365	0.2242079156738268	1.822238564491272	-1.941353999999997	27.553804	-0.10840999999999923	14.04916	1.0013240000000003	45.89747600000001	DOWN	0.0	1.0	0.0	
87	Corticosteroids and cardioprotection	12	15	7	6	2	7	6	6	7	2	2	635	13	8337	0.91482	0.28819	0.28819	13.33	18127;11555	nos3;adrb2	Nos3_29714;Adrb2_30408,Adrb2_74836		7.1019925	7.1019925	5.724955	1.9474251083963383	6.573334002793896	1.7981949114253686	3.676055	3.676055	3.0171099999999997	0.9318889558579393	3.423079410416219	0.8604787784713068	16.49936	16.49936	10.87392	7.9555735423161105	14.339697204670824	7.3459419823560985	0.0	5.724955	0.5	7.1019925	8.47903;5.724955	4.335;3.0171099999999997	22.1248;10.87392	0	3	0															2	18127;11555	Nos3_29714;Adrb2_30408,Adrb2_74836	7.1019925	7.1019925	1.9474251083963383	3.676055	3.676055	0.9318889558579393	16.49936	16.49936	7.9555735423161105	8.47903;5.724955	4.335;3.0171099999999997	22.1248;10.87392	0						Exp 2,1(0.34);Exp 4,1(0.34);Exp 5,1(0.34)	3.313469383733812	10.0503990650177	2.738386869430542	3.9416794776916504	0.6019005699196336	3.370332717895508	4.402998999999999	9.800986	2.3845227999999996	4.9675872000000005	5.4734976	27.525222399999997	DOWN	0.0	1.0	0.0	
870	Astrocytic glutamate-glutamine uptake and metabolism	3	4	1	1	1	1	1	1	1	1	1	636	3	8347	0.97266	0.25481	0.25481	25.0	14645	glul	Glul_67041	14645(0.2408)	52.9449	52.9449	52.9449		52.9449		32.6305	32.6305	32.6305		32.6305		54.7201	54.7201	54.7201		54.72010000000001		0.0	52.9449	0.0	52.9449	52.9449	32.6305	54.7201	0	1	0															1	14645	Glul_67041	52.9449	52.9449		32.6305	32.6305		54.7201	54.7201		52.9449	32.6305	54.7201	0						Power,1(1)	2.3466835021972656	2.3466835021972656	2.3466835021972656	2.3466835021972656	0.0	2.3466835021972656	52.9449	52.9449	32.6305	32.6305	54.7201	54.7201	DOWN	0.0	1.0	0.0	
871	Fatty acid, triacylglycerol, and ketone body metabolism	138	175	51	49	21	50	48	48	51	21	21	616	154	8196	0.99397	0.011999	0.016301	12.0	19731;210992;14137;14245;66904;13076;50493;107476;93747;11520;208715;11370;11364;108099;108097;81004;17978;20602;70625;19883;51813	rgl1;lpcat1;fdft1;lpin1;pccb;cyp1a1;txnrd1;acaca;echs1;plin2;hmgcs1;acadvl;acadm;prkag2;prkab2;tbl1xr1;ncoa2;ncor2;med26;rora;ccnc	Rgl1_80118;Lpcat1_63725;Fdft1_29306,Fdft1_63328;Lpin1_79112;Pccb_31069;Cyp1a1_29719;Txnrd1_31483;Acaca_77939;Echs1_78943;Plin2_78909;Hmgcs1_70628;Acadvl_29377;Acadm_31166;Prkag2_78622;Prkab2_31140;Tbl1xr1_67830;Ncoa2_65934;Ncor2_29294,Ncor2_31924;Med26_60654;Rora_75714;Ccnc_32038	19731(0.094);210992(0.0721);14245(0.3968);66904(-0.4542);50493(0.3223);107476(-0.4319);11364(0.09383);108099(-0.2311);108097(0.2294);81004(-0.363);17978(-0.2114);20602(0.2191)	15.808000333333334	12.1665	0.464472	15.425412770547513	15.980025926606913	17.129865236156892	9.003838380952383	8.41974	0.111423	7.618453948341128	8.164102513904897	6.983410878006065	32.46776857142857	21.1071	2.18759	32.096160098680386	29.67711023738873	30.480509264077497	7.5	11.0769	16.5	26.062	11.959;54.4894;3.556935;14.8199;53.553;27.3454;24.7786;3.00841;17.5351;1.98328;1.32556;20.1799;30.3494;10.5565;0.464472;12.1665;13.0773;14.24837;3.33475;11.5973;1.63893	8.4005;30.4206;1.947418;9.62616;17.7579;16.0435;15.6995;1.37366;11.5751;1.24331;0.917868;12.9083;17.1806;7.08757;0.111423;8.41974;9.07878;8.85364;1.45258;8.17655;0.805907	20.1197;59.0751;4.02351;29.728;55.7023;90.5906;63.0306;9.46308;35.278;3.79276;2.18759;45.1846;127.073;19.1564;2.9261;21.1071;22.698;35.53725;11.3347;19.3249;4.48985	6	17	6	13076;50493;11520;11370;70625;19883	Cyp1a1_29719;Txnrd1_31483;Plin2_78909;Acadvl_29377;Med26_60654;Rora_75714	14.869871666666667	15.8886	10.879807969280373	9.253956666666667	10.542425000000001	6.740769922994455	38.87636	32.25475	33.67267566826254	27.3454;24.7786;1.98328;20.1799;3.33475;11.5973	16.0435;15.6995;1.24331;12.9083;1.45258;8.17655	90.5906;63.0306;3.79276;45.1846;11.3347;19.3249	15	19731;210992;14137;14245;66904;107476;93747;208715;11364;108099;108097;81004;17978;20602;51813	Rgl1_80118;Lpcat1_63725;Fdft1_29306,Fdft1_63328;Lpin1_79112;Pccb_31069;Acaca_77939;Echs1_78943;Hmgcs1_70628;Acadm_31166;Prkag2_78622;Prkab2_31140;Tbl1xr1_67830;Ncoa2_65934;Ncor2_29294,Ncor2_31924;Ccnc_32038	16.1832518	12.1665	17.237051782784373	8.903791066666667	8.41974	8.163951330472925	29.904332	21.1071	32.28117104650972	11.959;54.4894;3.556935;14.8199;53.553;3.00841;17.5351;1.32556;30.3494;10.5565;0.464472;12.1665;13.0773;14.24837;1.63893	8.4005;30.4206;1.947418;9.62616;17.7579;1.37366;11.5751;0.917868;17.1806;7.08757;0.111423;8.41974;9.07878;8.85364;0.805907	20.1197;59.0751;4.02351;29.728;55.7023;9.46308;35.278;2.18759;127.073;19.1564;2.9261;21.1071;22.698;35.53725;4.48985	0						Exp 2,4(0.18);Exp 4,6(0.27);Exp 5,1(0.05);Hill,1(0.05);Linear,8(0.35);Poly 2,1(0.05);Power,2(0.09)	2.4919644033643134	69.47319161891937	1.5453131198883057	16.119047164916992	2.998329539466998	2.189167022705078	9.210442312949239	22.40555835371743	5.745371803916928	12.262304957987833	18.740014142263654	46.19552300059349	DOWN	0.2857142857142857	0.7142857142857143	0.0	
872	Alpha-linolenic (omega3) and linoleic (omega6) acid metabolism	9	11	2	2	1	1	1	1	2	0	0	637	11	8339	0.44523	1.0	1.0	0.0																														0	0	0															0															0																							
873	Degradation of beta-catenin by the destruction complex	63	70	27	25	7	27	24	24	27	7	7	630	63	8287	0.87926	0.22588	0.34364	10.0	72345;22190;23997;69077;67151;19173;26445	amer1;ubc;psmd13;psmd11;psmd9;psmb5;psmb2	Amer1_30517;Ubc_56074;Psmd13_74866;Psmd11_71576;Psmd9_29183,Psmd9_71205;Psmb5_71178;Psmb2_56689	23997(0.01333);69077(0.2136)	14.599450714285714	16.3975	7.11447	5.695940940478599	13.777437879227582	6.231866732137674	9.529969928571429	11.2173	4.21106	3.756019304227997	8.855931170627317	4.118256931974929	30.968080714285716	30.2565	12.8658	12.426635474339122	30.428384630582784	13.276189310771565	2.5	13.7565725	6.0	20.1362	8.15314;20.1362;7.11447;16.3975;11.115645;19.9938;19.2854	5.86046;13.2308;4.21106;11.2173;6.9033695;12.8178;12.469	12.8658;42.6561;18.9369;30.2565;26.080865;44.4083;41.5721	6	2	5	22190;23997;69077;67151;26445	Ubc_56074;Psmd13_74866;Psmd11_71576;Psmd9_29183,Psmd9_71205;Psmb2_56689	14.809843	16.3975	5.562985002983558	9.6063059	11.2173	3.8839998868838825	31.900493	30.2565	10.171634460756309	20.1362;7.11447;16.3975;11.115645;19.2854	13.2308;4.21106;11.2173;6.9033695;12.469	42.6561;18.9369;30.2565;26.080865;41.5721	2	72345;19173	Amer1_30517;Psmb5_71178	14.07347	14.07347	8.372610979724309	9.33913	9.33913	4.919582293020415	28.63705	28.63705	22.30391564557668	8.15314;19.9938	5.86046;12.8178	12.8658;44.4083	0						Exp 2,3(0.38);Exp 4,1(0.13);Linear,3(0.38);Poly 2,1(0.13)	2.3307660545148225	23.744373440742493	1.550549030303955	10.31065845489502	2.9912130146782867	1.86858731508255	10.37983861520075	18.819062813370678	6.74747188897879	12.312467968164064	21.76230032674646	40.17386110182497	UP	0.7142857142857143	0.2857142857142857	0.0	
874	Degradation of cysteine and homocysteine	7	8	2	2	1	2	2	2	2	1	1	636	7	8343	0.89437	0.44477	0.44477	12.5	107869	cth	Cth_74032		5.60558	5.60558	5.60558		5.60558		2.97257	2.97257	2.97257		2.97257		13.9658	13.9658	13.9658		13.9658		0.0	5.60558	0.0	5.60558	5.60558	2.97257	13.9658	1	0	1	107869	Cth_74032	5.60558	5.60558		2.97257	2.97257		13.9658	13.9658		5.60558	2.97257	13.9658	0															0						Exp 4,1(1)	8.412307739257812	8.412307739257812	8.412307739257812	8.412307739257812	0.0	8.412307739257812	5.60558	5.60558	2.97257	2.97257	13.9658	13.9658	UP	1.0	0.0	0.0	
